dates,sar2501-0000,sar2501-0001,satname
1984-05-06 09:33:03+00:00,222.08,227.78,L5
1984-06-07 09:33:54+00:00,235.65,232.15,L5
1984-07-18 09:28:22+00:00,234.73666666666668,230.92666666666665,L5
1984-08-19 09:29:27+00:00,234.305,227.70499999999998,L5
1984-08-26 09:35:45+00:00,232.11399999999998,225.248,L5
1984-09-04 09:29:37+00:00,232.15833333333333,224.03833333333333,L5
1984-09-11 09:35:50+00:00,231.3542857142857,223.18,L5
1984-09-20 09:29:40+00:00,231.58375,222.77375,L5
1984-10-13 09:35:49+00:00,231.54555555555555,220.42888888888888,L5
1984-10-22 09:29:36+00:00,232.31300000000002,220.36999999999998,L5
1984-12-09 09:29:34+00:00,230.7611111111111,217.01777777777778,L5
1985-01-10 09:29:51+00:00,232.84700000000004,217.01777777777778,L5
1985-01-17 09:36:05+00:00,232.80100000000002,215.13333333333333,L5
1985-04-23 09:35:59+00:00,233.3725,212.8033333333333,L5
1985-05-02 09:29:43+00:00,230.92399999999998,214.64,L5
1985-05-25 09:35:51+00:00,228.30666666666664,212.31,L5
1985-06-10 09:35:50+00:00,227.64833333333334,212.56599999999997,L5
1985-06-26 09:35:47+00:00,226.03571428571428,211.095,L5
1985-07-05 09:29:33+00:00,225.64125,211.6185714285714,L5
1985-08-06 09:29:18+00:00,220.93285714285716,214.48857142857145,L5
1985-08-13 09:35:25+00:00,221.03875000000002,214.3925,L5
1985-08-22 09:29:08+00:00,221.6888888888889,214.98000000000002,L5
1985-12-03 09:33:55+00:00,224.03571428571428,215.39285714285714,L5
1986-02-21 09:32:17+00:00,233.8,215.035,L5
1986-04-10 09:31:17+00:00,232.84,220.45333333333335,L5
1986-05-12 09:30:29+00:00,231.19333333333336,219.3525,L5
1986-05-21 09:24:03+00:00,229.78,219.42799999999997,L5
1986-06-06 09:23:35+00:00,225.92249999999999,221.11599999999999,L5
1986-06-22 09:23:04+00:00,227.32999999999998,219.355,L5
1986-07-24 09:21:59+00:00,226.31166666666664,219.16571428571427,L5
1986-07-31 09:27:55+00:00,227.04857142857142,219.04749999999999,L5
1986-08-16 09:27:20+00:00,227.98125,219.97777777777776,L5
1986-09-17 09:26:13+00:00,227.72555555555553,218.3788888888889,L5
1986-09-26 09:19:45+00:00,227.58199999999997,218.195,L5
1986-10-12 09:19:14+00:00,227.348,215.872,L5
1987-02-08 09:26:15+00:00,228.67200000000003,215.38600000000002,L5
1987-03-21 09:21:38+00:00,230.30249999999998,217.43249999999998,L5
1987-04-29 09:29:06+00:00,230.35,220.74333333333334,L5
1987-05-08 09:23:11+00:00,230.60250000000002,220.04500000000002,L5
1987-05-15 09:29:33+00:00,229.73000000000002,218.42600000000002,L5
1987-06-09 09:23:59+00:00,227.9766666666667,218.6483333333333,L5
1987-06-16 09:30:19+00:00,226.83571428571432,216.9485714285714,L5
1987-06-25 09:24:20+00:00,227.4675,217.38125,L5
1987-07-02 09:30:39+00:00,226.86444444444444,217.34666666666666,L5
1987-07-11 09:24:39+00:00,227.725,217.502,L5
1987-07-18 09:30:57+00:00,228.01454545454544,217.5518181818182,L5
1987-07-27 09:25:01+00:00,226.88,217.03166666666667,L5
1987-08-03 09:31:25+00:00,227.1153846153846,217.5523076923077,L5
1987-08-12 09:25:31+00:00,226.69923076923075,217.4946153846154,L5
1987-08-19 09:31:54+00:00,226.61785714285716,217.4257142857143,L5
1987-09-13 09:26:21+00:00,226.886,217.368,L5
1987-09-20 09:32:42+00:00,226.12333333333333,216.368,L5
1987-10-31 09:27:40+00:00,226.04,216.46266666666668,L5
1987-11-16 09:27:39+00:00,226.55714285714285,216.7942857142857,L5
1987-12-02 09:27:54+00:00,226.95266666666666,216.21999999999997,L5
1988-01-10 09:34:42+00:00,227.5472727272727,214.65363636363637,L5
1988-02-11 09:35:17+00:00,228.74625,213.60125,L5
1988-02-20 09:29:14+00:00,228.3525,213.1675,L5
1988-04-15 09:35:50+00:00,228.04,213.85714285714286,L5
1988-05-17 09:36:08+00:00,227.04,213.77,L5
1988-06-02 09:36:14+00:00,223.355,213.84833333333333,L5
1988-06-18 09:36:19+00:00,223.96142857142857,213.84833333333333,L5
1988-07-04 09:36:24+00:00,225.23,213.84833333333333,L5
1988-07-13 09:30:15+00:00,225.71625,217.45166666666668,L5
1988-07-29 09:30:18+00:00,224.6488888888889,217.65,L5
1988-08-05 09:36:28+00:00,224.846,216.94,L5
1988-08-14 09:30:16+00:00,225.708,216.88625,L5
1988-08-21 09:36:29+00:00,224.923,216.94875000000002,L5
1988-08-30 09:30:21+00:00,225.27818181818182,217.08888888888887,L5
1988-09-06 09:36:31+00:00,226.28750000000002,216.84700000000004,L5
1988-09-15 09:30:17+00:00,226.69384615384615,216.95727272727274,L5
1988-09-22 09:36:26+00:00,226.71714285714285,216.0925,L5
1988-10-01 09:30:34+00:00,226.59400000000002,215.36076923076922,L5
1988-10-08 09:36:21+00:00,225.93125,214.71357142857144,L5
1988-12-11 09:36:09+00:00,226.99285714285716,213.54666666666665,L5
1989-01-12 09:35:56+00:00,225.99166666666667,211.94333333333336,L5
1989-01-28 09:35:43+00:00,227.11666666666667,210.8183333333333,L5
1989-02-06 09:29:35+00:00,227.1241666666667,210.72166666666666,L5
1989-02-22 09:29:28+00:00,228.00181818181818,210.80999999999997,L5
1989-03-26 09:28:29+00:00,228.1175,211.59,L5
1989-04-02 09:34:48+00:00,228.5475,212.44125,L5
1989-04-18 09:34:43+00:00,228.97625,213.16625000000002,L5
1989-05-20 09:34:09+00:00,229.40444444444444,213.71555555555557,L5
1989-06-14 09:27:46+00:00,228.13444444444445,215.73999999999998,L5
1989-06-21 09:33:31+00:00,227.375,215.545,L5
1989-06-30 09:27:15+00:00,227.93,215.545,L5
1989-07-23 09:32:57+00:00,226.73909090909092,215.93800000000002,L5
1989-08-24 09:32:15+00:00,226.07,217.01375000000002,L5
1989-09-09 09:31:51+00:00,225.737,214.59555555555556,L5
1989-09-18 09:25:20+00:00,226.63454545454545,214.64100000000002,L5
1989-09-25 09:31:28+00:00,226.2709090909091,212.717,L5
1989-10-11 09:31:06+00:00,225.69272727272727,212.68400000000003,L5
1989-10-27 09:30:27+00:00,227.14363636363635,213.39299999999997,L5
