dates,satname,nzd0340-0000,nzd0340-0001,nzd0340-0002,nzd0340-0003,nzd0340-0004,nzd0340-0005,nzd0340-0006,nzd0340-0007,nzd0340-0008,nzd0340-0009,nzd0340-0010,nzd0340-0011,nzd0340-0012,nzd0340-0013,nzd0340-0014,nzd0340-0015,nzd0340-0016,nzd0340-0017,nzd0340-0018,nzd0340-0019,nzd0340-0020
1999-08-17 22:12:02+00:00,L7,444.59,383.28,382.12,374.11,360.03,361.77,370.25,364.72,368.21,365.55,358.11,352.00,347.86,,,,,,,,
1999-08-26 22:06:20+00:00,L7,395.81,367.34,359.36,361.10,358.71,361.84,364.53,362.06,357.56,342.35,338.64,332.23,332.69,325.51,291.70,,110.63,182.52,230.83,,211.99
1999-10-13 22:06:24+00:00,L7,391.99,362.80,349.92,352.30,355.78,354.60,344.87,341.22,344.97,347.97,339.07,327.51,323.65,322.26,323.52,318.07,303.12,130.35,,305.99,319.52
1999-11-21 22:12:00+00:00,L7,391.03,366.93,366.68,358.09,363.37,367.48,370.09,369.13,351.13,356.09,357.00,348.08,336.94,323.86,320.87,304.79,288.35,305.07,298.21,315.72,329.16
2000-02-25 22:12:13+00:00,L7,,,,,,,,,,,,,,,,,,,,,
2000-03-12 22:11:45+00:00,L7,481.17,395.14,420.09,356.97,363.47,385.16,387.69,392.88,392.05,386.79,374.73,377.08,378.52,369.73,359.79,354.79,355.40,365.11,384.77,382.36,374.56
2000-03-21 22:06:01+00:00,L7,365.85,350.33,325.85,313.10,317.67,331.81,341.00,349.56,342.17,353.92,345.06,342.92,330.50,326.30,317.83,298.70,273.62,298.62,305.96,,193.27
2000-04-13 22:11:30+00:00,L7,392.20,362.26,349.09,338.78,345.25,344.87,348.12,365.68,373.97,371.15,359.69,357.92,359.04,357.60,353.93,336.88,,,,,
2000-05-24 22:05:22+00:00,L7,515.03,394.73,362.33,341.01,334.36,,365.76,382.27,376.09,,,,,,,,,,,,133.59
2000-06-25 22:05:07+00:00,L7,490.47,395.43,359.19,,,,,,,,,,,,,,,,,,
2000-07-11 22:04:53+00:00,L7,468.03,389.57,371.37,335.67,,,,,,,,,,,,,,,,,
2000-07-27 22:04:36+00:00,L7,397.31,368.06,356.18,362.93,349.24,364.81,351.65,358.08,426.81,613.53,635.98,568.35,,,622.81,592.10,536.00,581.19,,,
2000-08-12 22:04:29+00:00,L7,384.13,368.95,361.25,361.10,356.84,354.04,346.65,341.24,351.77,346.34,349.84,329.94,,,,,,,,,169.19
2000-08-19 22:10:13+00:00,L7,459.44,393.15,385.22,382.19,377.49,381.26,377.81,380.91,383.92,377.44,370.52,363.20,349.42,323.98,,,98.66,168.97,186.45,,209.97
2000-09-13 22:04:02+00:00,L7,415.84,390.06,386.79,368.09,355.83,344.63,342.26,340.03,308.85,327.16,328.06,317.87,308.19,295.25,258.33,,72.08,134.52,188.01,,191.85
