dates,nzd0340-0000,nzd0340-0001,nzd0340-0002,nzd0340-0003,nzd0340-0004,nzd0340-0005,nzd0340-0006,nzd0340-0007,nzd0340-0008,nzd0340-0009,nzd0340-0010,nzd0340-0011,nzd0340-0012,nzd0340-0013,nzd0340-0014,nzd0340-0015,nzd0340-0016,nzd0340-0017,nzd0340-0018,nzd0340-0019,nzd0340-0020,satname
1999-08-17 22:12:02+00:00,423.34,374.78,373.17,368.04,354.17,352.82,363.71,355.77,356.88,358.16,351.81,337.83,332.41,,,,,,,,,L7
1999-08-26 22:06:20+00:00,432.31,381.94,374.73,371.53,368.78,377.21,375.76,377.43,377.03,355.05,349.45,356.56,359.24,342.69,306.30,,,,,,,L7
1999-10-13 22:06:24+00:00,391.24,362.50,349.60,352.09,355.57,354.28,344.64,340.90,344.57,347.71,338.85,327.01,323.10,321.91,323.22,317.75,302.62,,,305.53,,L7
1999-11-21 22:12:00+00:00,425.78,380.83,381.31,368.02,372.96,382.11,380.78,383.76,369.66,368.18,367.30,371.25,362.21,340.21,334.77,319.42,311.52,332.87,,337.10,360.05,L7
2000-03-12 22:11:45+00:00,455.42,384.84,409.25,349.61,356.37,374.32,379.77,382.04,378.32,377.83,367.10,359.91,359.79,357.61,349.49,343.95,338.23,344.51,,366.51,351.67,L7
2000-03-21 22:06:01+00:00,,361.03,337.11,320.74,325.05,343.07,349.23,360.82,356.44,363.22,352.99,360.75,349.95,338.89,328.53,309.96,,320.02,,,,L7
2000-04-13 22:11:30+00:00,,361.56,348.35,338.28,344.77,344.13,347.58,364.94,373.04,370.54,359.17,356.75,357.77,356.78,353.23,336.14,,,,,,L7
2000-05-24 22:05:22+00:00,499.28,388.43,355.70,336.51,330.02,,360.91,375.64,367.69,,,,,,,,,,,,,L7
2000-06-25 22:05:07+00:00,468.97,386.83,350.14,,,,,,,,,,,,,,,,,,,L7
2000-07-11 22:04:53+00:00,472.78,391.47,373.37,337.03,,,,,,,,,,,,,,,,,,L7
2000-07-27 22:04:36+00:00,,371.86,360.18,365.64,351.86,368.81,354.57,362.08,,,,,,,,,,,,,,L7
2000-08-12 22:04:29+00:00,,379.05,371.88,368.31,363.81,364.67,354.42,351.87,365.24,355.12,357.32,346.77,,,,,,,,,,L7
2000-08-19 22:10:13+00:00,454.19,391.05,383.01,380.69,376.04,379.05,376.19,378.70,381.12,375.61,368.96,359.70,345.60,321.51,,,,,183.82,,,L7
2000-09-13 22:04:02+00:00,449.59,403.56,401.00,377.73,365.14,358.84,352.64,354.24,326.85,338.90,338.06,340.37,332.74,311.13,,,,,204.88,,,L7
2000-11-07 22:09:29+00:00,444.00,391.71,373.34,366.45,354.26,350.07,343.41,355.94,362.91,369.41,365.57,353.20,348.82,343.51,334.71,329.97,328.96,318.10,303.15,327.78,351.78,L7
2000-11-23 22:09:30+00:00,459.68,372.79,363.76,354.35,347.35,348.31,357.18,365.94,372.68,367.08,361.72,367.83,367.79,355.58,350.18,341.89,347.03,336.55,317.56,334.99,353.28,L7
2000-12-18 22:03:49+00:00,408.76,384.17,378.93,375.38,365.45,357.12,359.34,367.73,370.65,367.97,362.77,353.33,356.24,360.12,361.02,352.26,345.92,343.62,340.10,344.93,337.81,L7
2001-01-10 22:09:39+00:00,426.39,376.52,374.32,371.49,368.95,374.67,369.87,377.05,376.78,362.74,356.28,368.65,373.26,363.60,367.88,362.73,361.81,368.06,344.22,346.97,364.79,L7
2001-01-19 22:03:55+00:00,408.46,362.25,350.59,344.81,354.84,360.64,363.76,372.00,373.67,371.87,360.08,358.00,350.31,357.41,358.93,359.17,362.16,355.70,352.97,343.06,354.79,L7
2001-01-26 22:09:42+00:00,370.56,331.21,331.46,321.38,330.76,348.64,352.64,353.32,362.44,343.93,351.94,353.28,,,,,,,,,,L7
2001-02-27 22:09:54+00:00,,366.82,366.45,363.21,364.46,,,,,,,,,,,,,,,,,L7
2001-03-15 22:09:27+00:00,438.11,360.25,346.43,346.60,347.56,355.87,378.15,379.95,379.94,370.51,368.43,362.73,368.93,362.45,357.06,359.72,352.96,345.94,354.28,356.37,349.74,L7
2001-03-31 22:09:19+00:00,461.29,373.58,362.85,379.14,371.29,363.12,374.99,382.95,383.51,381.34,370.25,366.83,362.73,364.68,366.02,362.56,354.19,341.54,350.06,355.26,343.32,L7
2001-04-16 22:09:18+00:00,478.06,360.98,335.39,340.50,352.33,346.97,351.07,355.27,,,,,,,,,,,,,,L7
2001-05-11 22:03:21+00:00,478.86,351.21,338.48,328.14,331.09,333.30,323.48,354.76,398.27,378.67,394.10,352.95,310.95,317.76,,,,,,,,L7
2001-05-27 22:03:12+00:00,507.56,377.56,362.76,357.36,338.71,,,,,,,,,,,,,,,,,L7
2001-07-05 22:08:33+00:00,469.21,404.27,369.80,,,,,,,,,,,,,,,,,,,L7
2001-07-14 22:02:45+00:00,478.17,381.44,357.33,,,,,,,,,,,,,,,,,,,L7
2001-08-31 22:02:05+00:00,460.21,393.28,395.07,387.40,374.12,374.37,367.18,368.90,368.96,364.42,359.62,358.40,346.63,323.12,,,,,,,,L7
2001-09-23 22:07:39+00:00,,372.03,345.90,345.64,356.49,362.46,363.24,360.14,,,,,,,,,,,,,322.03,L7
2001-10-02 22:01:40+00:00,451.62,379.18,365.74,358.53,366.67,380.57,382.55,378.69,378.22,365.03,365.37,376.23,373.20,350.74,343.74,349.90,354.16,,317.31,317.34,372.18,L7
2001-11-03 22:01:46+00:00,409.41,369.01,361.27,355.18,360.79,357.14,351.62,351.28,,340.91,343.49,342.01,330.29,317.44,304.59,,297.80,308.21,288.81,315.20,338.37,L7
2001-12-21 22:02:05+00:00,439.08,396.24,387.31,390.17,391.26,391.08,387.53,384.58,383.47,366.57,360.68,348.07,348.25,351.79,340.33,339.36,334.25,327.63,330.59,338.41,354.33,L7
2002-01-29 22:07:57+00:00,452.16,405.29,402.35,388.83,386.06,390.72,386.05,388.76,389.91,369.59,356.53,371.67,370.38,353.24,339.27,334.26,330.37,,316.09,330.94,374.21,L7
2002-02-07 22:02:17+00:00,,435.68,417.18,407.91,411.56,413.65,420.09,421.49,418.73,409.78,399.92,398.05,390.27,381.71,370.15,370.85,,351.40,344.17,364.06,386.41,L7
2002-02-14 22:08:05+00:00,438.64,395.47,378.77,372.85,371.10,370.84,371.31,383.26,378.03,375.50,371.47,367.74,360.73,346.95,331.46,,324.21,,305.29,,345.68,L7
2002-03-02 22:08:08+00:00,,,,360.72,357.81,358.12,356.43,358.56,355.45,362.22,355.52,349.43,341.78,338.63,325.40,,,,,,328.96,L7
2002-04-03 22:07:57+00:00,441.49,388.77,362.84,370.79,382.50,377.71,369.15,375.00,375.05,348.20,350.73,359.75,362.28,,,375.49,349.23,340.02,,362.92,362.11,L7
2002-04-28 22:02:14+00:00,448.27,371.72,368.67,361.25,,,,,,,,,,,326.70,339.62,349.37,,,,,L7
2002-05-14 22:02:07+00:00,444.60,374.42,368.28,361.19,366.06,363.74,358.26,316.28,,332.88,357.51,,,,,,,,,,163.37,L7
2002-05-30 22:02:01+00:00,,394.97,377.44,359.61,,,,,,,,,,,,,,,,,130.55,L7
2002-07-08 22:07:36+00:00,,,,,,,,,,,,375.69,388.94,,,,,,,,,L7
2002-07-17 22:01:44+00:00,,407.25,395.46,392.13,,,,,,,,,,,,,,,,,,L7
