dates,sar1391-0000,sar1391-0001,satname
1984-05-06 09:33:27+00:00,201.82,193.07,L5
1984-09-11 09:36:14+00:00,205.00,195.78,L5
1985-07-28 09:35:58+00:00,205.67,194.04,L5
1985-08-29 09:35:38+00:00,206.87,194.91,L5
1986-01-20 09:33:24+00:00,203.47,195.22,L5
1986-05-28 09:30:26+00:00,201.25,197.31,L5
1987-01-23 09:26:04+00:00,204.20,194.72,L5
1987-04-29 09:29:30+00:00,203.08,193.97,L5
1987-06-16 09:30:43+00:00,203.18,194.28,L5
1987-07-02 09:31:03+00:00,202.38,193.20,L5
1987-07-18 09:31:20+00:00,201.84,195.50,L5
1987-09-20 09:33:05+00:00,201.55,194.53,L5
1988-01-10 09:35:05+00:00,204.29,197.45,L5
1988-03-14 09:36:03+00:00,204.41,192.24,L5
1988-06-02 09:36:38+00:00,204.90,193.00,L5
1988-08-21 09:36:53+00:00,203.70,193.93,L5
1988-12-11 09:36:33+00:00,207.45,196.66,L5
1988-12-27 09:36:27+00:00,205.51,195.42,L5
1989-01-12 09:36:20+00:00,203.59,195.14,L5
1989-03-17 09:35:16+00:00,202.27,193.38,L5
1989-05-20 09:34:32+00:00,202.71,195.83,L5
1989-06-21 09:33:55+00:00,199.77,197.19,L5
1989-08-24 09:32:39+00:00,201.36,199.79,L5
1989-09-25 09:31:52+00:00,201.13,199.62,L5
1989-11-12 09:30:31+00:00,201.84,199.79,L5
1990-04-21 09:26:22+00:00,199.32,195.28,L5
1990-05-07 09:26:19+00:00,198.48,194.69,L5
1990-07-10 09:26:16+00:00,195.16,193.13,L5
1990-09-12 09:25:59+00:00,196.94,194.30,L5
1990-10-30 09:25:35+00:00,200.03,198.84,L5
1991-06-27 09:29:13+00:00,204.03,194.78,L5
1991-08-14 09:29:39+00:00,203.08,196.25,L5
1991-11-02 09:30:16+00:00,202.82,195.36,L5
1993-01-23 09:27:51+00:00,198.11,179.82,L5
1993-03-12 09:28:18+00:00,200.63,190.92,L5
1993-06-16 09:28:38+00:00,201.11,193.71,L5
1994-05-02 09:25:53+00:00,205.15,194.91,L5
1995-05-21 09:13:28+00:00,195.03,189.08,L5
1995-07-24 09:10:32+00:00,200.56,190.84,L5
1996-05-23 09:17:41+00:00,206.75,192.26,L5
1996-06-08 09:18:34+00:00,205.92,192.30,L5
1996-07-10 09:20:15+00:00,207.94,193.41,L5
1996-12-17 09:28:27+00:00,206.41,194.57,L5
1997-05-10 09:34:19+00:00,204.82,199.93,L5
1997-07-13 09:36:33+00:00,208.31,201.63,L5
1998-01-21 09:41:44+00:00,213.24,198.38,L5
1998-03-10 09:42:39+00:00,212.09,197.13,L5
1998-06-14 09:44:01+00:00,209.40,196.91,L5
1999-01-08 09:45:10+00:00,189.15,180.74,L5
