dates,satname,nzd0569-0000,nzd0569-0001,nzd0569-0002,nzd0569-0003,nzd0569-0004,nzd0569-0005,nzd0569-0006,nzd0569-0007,nzd0569-0008,nzd0569-0009,nzd0569-0010,nzd0569-0011,nzd0569-0012,nzd0569-0013,nzd0569-0014,nzd0569-0015,nzd0569-0016,nzd0569-0017,nzd0569-0018,nzd0569-0019,nzd0569-0020,nzd0569-0021,nzd0569-0022,nzd0569-0023,nzd0569-0024,nzd0569-0025
1999-07-25 22:05:51+00:00,L7,,,,,210.05,203.29,,211.43,,209.24,206.25,213.54,217.65,215.04,210.18,213.05,224.28,231.97,232.45,228.94,234.06,246.75,233.35,227.89,221.41,226.40
1999-08-26 22:05:56+00:00,L7,235.24,213.43,216.44,217.24,221.50,225.35,221.91,215.98,217.99,217.21,212.72,217.56,216.99,216.36,215.64,215.98,221.48,224.60,220.72,219.86,223.11,207.08,216.97,218.19,212.05,211.56
1999-09-27 22:06:00+00:00,L7,214.95,211.51,208.27,208.87,214.24,230.64,219.98,213.54,214.95,220.65,214.43,215.23,214.68,212.85,211.67,215.59,218.00,222.87,218.92,214.47,221.08,206.49,213.19,212.01,209.53,208.84
1999-11-14 22:05:54+00:00,L7,270.62,268.90,264.87,265.04,271.52,272.25,261.21,268.09,272.06,281.28,272.60,272.12,271.06,266.68,268.32,271.22,277.86,286.51,295.16,312.96,324.24,,321.10,293.21,272.38,262.25
1999-11-30 22:05:47+00:00,L7,350.86,320.29,304.59,290.42,289.58,286.63,281.50,286.83,294.91,303.89,298.38,291.25,291.55,286.03,285.33,287.49,292.89,301.58,307.51,318.25,,,335.93,306.20,290.41,261.14
1999-12-16 22:05:57+00:00,L7,334.38,323.84,303.12,281.06,292.90,290.28,286.73,288.46,293.19,302.18,293.57,293.44,291.85,286.44,286.57,291.35,299.66,306.53,317.44,330.48,340.06,,339.67,316.17,297.88,280.17
2000-01-17 22:05:47+00:00,L7,255.98,251.00,243.35,251.38,245.33,258.12,249.23,251.16,255.15,270.28,260.50,252.72,252.11,250.46,249.13,251.90,257.70,265.41,273.38,277.81,280.41,286.71,267.47,260.69,239.22,239.90
2000-03-05 22:05:36+00:00,L7,208.10,200.90,201.15,200.46,203.55,204.23,196.83,205.86,203.18,202.67,201.35,201.57,201.93,200.61,199.34,199.84,200.87,207.98,209.20,203.26,205.81,192.46,202.78,203.13,196.72,193.73
2000-03-21 22:05:37+00:00,L7,221.61,206.90,209.90,206.75,214.87,210.37,210.79,210.25,212.71,208.94,208.57,207.17,210.59,208.89,209.14,210.30,212.45,215.64,212.46,208.81,210.73,203.42,205.29,204.53,203.91,198.48
2000-05-08 22:05:09+00:00,L7,,,263.64,256.54,257.62,252.53,243.71,248.01,262.59,263.39,256.26,253.62,255.49,249.03,251.50,255.75,272.96,272.44,,299.33,236.83,329.12,305.28,,230.28,227.75
2000-05-24 22:04:58+00:00,L7,306.77,303.07,271.21,270.88,287.44,285.51,272.38,282.03,287.35,291.91,284.91,269.40,265.96,268.71,,,,,,,,,,,,
2000-08-12 22:04:05+00:00,L7,235.19,230.52,231.48,224.63,226.80,227.89,225.86,226.55,232.04,225.71,222.16,226.05,228.97,223.06,227.60,225.70,230.90,232.33,228.22,224.87,229.61,222.36,219.62,221.54,218.65,214.31
2000-09-13 22:03:38+00:00,L7,222.01,218.39,206.41,204.65,207.89,210.33,204.47,207.63,208.11,206.47,205.49,209.52,207.38,206.02,202.43,206.67,209.90,209.30,208.51,206.85,215.28,196.51,203.72,205.14,202.50,202.68
2000-10-15 22:03:08+00:00,L7,218.61,212.52,213.37,205.84,214.31,206.47,209.45,207.32,213.45,203.16,207.11,204.73,208.51,207.22,203.84,206.56,211.13,213.82,210.27,214.49,210.67,195.92,203.27,205.57,202.29,198.96
2000-11-16 22:03:20+00:00,L7,265.93,270.44,255.20,256.71,265.24,270.67,262.52,266.63,269.56,276.85,268.91,264.75,268.71,264.10,263.93,267.82,274.42,279.68,288.77,302.04,313.28,,300.20,286.28,263.76,257.28
2001-01-03 22:03:24+00:00,L7,328.38,305.43,290.37,295.07,296.54,295.37,292.44,298.25,299.33,309.75,301.65,300.53,299.30,296.90,295.29,300.11,307.56,307.41,321.68,334.78,353.02,366.87,347.97,320.51,304.47,292.36
2001-01-19 22:03:31+00:00,L7,241.26,248.24,254.00,250.59,260.08,259.45,254.89,255.31,261.65,267.78,263.46,255.50,257.39,251.79,252.95,255.94,264.51,269.00,276.56,292.34,303.84,301.92,281.81,268.08,251.96,245.00
2001-02-20 22:03:24+00:00,L7,235.49,223.40,229.67,218.01,229.06,224.57,222.46,221.03,224.08,225.37,220.11,218.75,223.89,219.74,221.53,223.45,229.25,228.35,227.95,219.99,216.95,221.21,207.19,216.12,212.87,210.70
2001-06-28 22:02:21+00:00,L7,338.12,317.06,303.02,,275.78,269.97,254.52,244.59,,258.63,253.21,244.51,242.59,246.33,242.99,242.37,240.96,248.78,,336.67,352.91,,,308.56,248.88,221.74
2001-08-15 22:01:50+00:00,L7,,249.87,271.94,264.02,268.71,262.20,263.74,265.96,256.81,272.97,253.36,248.77,246.00,240.36,247.84,241.58,248.98,254.56,,300.87,314.27,304.12,286.02,274.66,258.06,236.04
2001-08-31 22:01:41+00:00,L7,230.99,222.40,232.52,224.26,237.68,230.14,223.02,222.32,225.63,226.09,220.93,219.18,221.18,218.68,218.35,218.06,225.76,226.94,228.36,224.81,225.09,220.19,217.17,217.11,213.10,212.53
2001-10-02 22:01:16+00:00,L7,229.81,218.97,220.65,221.17,228.40,231.14,217.23,216.94,216.41,220.87,214.50,217.53,218.65,213.59,210.86,211.64,216.96,218.39,220.42,217.26,219.31,204.14,210.16,211.09,206.89,204.76
2001-11-03 22:01:22+00:00,L7,225.42,211.54,223.23,212.79,229.81,225.19,221.16,213.19,218.87,212.95,214.59,209.04,211.41,205.70,209.16,207.79,215.92,214.47,213.84,216.39,214.58,209.37,205.19,208.03,203.70,200.43
2001-12-21 22:01:41+00:00,L7,290.08,273.40,275.83,276.28,287.09,272.55,271.59,277.64,285.04,282.47,284.28,279.77,282.13,274.48,275.39,278.44,288.73,309.88,304.19,317.61,330.08,331.37,331.52,297.34,280.86,260.98
2002-01-22 22:01:52+00:00,L7,294.70,282.54,278.78,289.23,291.98,290.61,283.30,289.83,292.84,300.97,296.34,288.93,291.86,288.10,288.73,292.64,300.91,308.54,312.76,325.87,344.48,,346.41,315.53,296.81,285.12
2002-02-07 22:01:54+00:00,L7,247.96,232.03,232.87,232.42,242.94,240.75,235.72,238.23,241.39,247.01,242.25,234.43,233.26,231.39,231.06,232.38,238.84,242.70,252.45,269.97,277.95,273.71,264.45,244.29,227.69,221.08
2002-03-11 22:01:55+00:00,L7,228.54,211.25,219.81,213.11,228.78,224.77,224.24,220.23,218.47,219.98,212.99,211.99,212.42,205.33,209.27,207.15,213.02,216.81,215.97,212.87,211.74,206.95,202.81,204.00,198.13,194.25
2002-03-27 22:01:49+00:00,L7,226.24,207.51,213.67,212.26,226.14,223.63,222.86,211.68,207.72,205.10,207.04,209.38,211.33,206.81,206.81,206.38,212.38,213.99,212.57,211.62,215.15,199.69,204.66,207.15,201.64,201.61
