dates,nzd0569-0000,nzd0569-0001,nzd0569-0002,nzd0569-0003,nzd0569-0004,nzd0569-0005,nzd0569-0006,nzd0569-0007,nzd0569-0008,nzd0569-0009,nzd0569-0010,nzd0569-0011,nzd0569-0012,nzd0569-0013,nzd0569-0014,nzd0569-0015,nzd0569-0016,nzd0569-0017,nzd0569-0018,nzd0569-0019,nzd0569-0020,nzd0569-0021,nzd0569-0022,nzd0569-0023,nzd0569-0024,nzd0569-0025,satname
1999-07-25 22:05:51+00:00,,,,,222.94,,,223.03,,225.81,222.82,226.43,230.54,227.93,223.07,227.55,240.85,251.30,255.65,,263.06,275.75,256.55,247.22,237.98,239.29,L7
1999-08-26 22:05:56+00:00,267.04,245.23,245.35,249.04,256.83,260.68,253.71,247.78,253.32,262.64,258.15,252.89,252.32,251.69,250.97,255.73,266.91,277.60,284.32,299.36,302.61,286.58,280.57,271.19,257.48,246.89,L7
1999-09-27 22:06:00+00:00,245.55,242.11,236.09,239.47,248.24,264.64,250.58,244.14,248.95,264.36,258.14,249.23,248.68,246.85,245.67,253.84,261.71,273.87,280.12,290.97,297.58,282.99,274.39,263.01,253.24,242.84,L7
1999-11-14 22:05:54+00:00,261.62,259.90,256.69,256.04,261.52,262.25,252.21,259.09,262.06,268.42,259.74,262.12,261.06,256.68,258.32,259.97,265.00,271.51,277.16,290.46,301.74,,303.10,278.21,259.52,252.25,L7
1999-11-30 22:05:47+00:00,,297.89,284.23,268.02,264.69,261.74,259.10,264.43,270.02,271.89,266.38,266.36,266.66,261.14,260.44,259.49,260.89,264.25,262.71,262.25,,,291.13,268.87,258.41,236.25,L7
1999-12-16 22:05:57+00:00,,302.04,283.30,259.26,268.68,266.06,264.93,266.66,268.97,271.04,262.43,269.22,267.63,262.22,262.35,264.10,268.52,270.20,273.84,275.98,285.56,,296.07,279.84,266.74,255.95,L7
2000-01-17 22:05:47+00:00,253.98,249.00,241.53,249.38,243.11,255.90,247.23,249.16,252.93,267.42,257.64,250.50,249.89,248.24,246.91,249.40,254.84,262.08,269.38,272.81,275.41,281.71,263.47,257.36,236.36,237.68,L7
2000-03-05 22:05:36+00:00,242.30,235.10,232.24,234.66,241.55,242.23,231.03,240.06,241.18,251.53,250.21,239.57,239.93,238.61,237.34,242.59,249.73,264.98,277.60,288.76,291.31,277.96,271.18,260.13,245.58,231.73,L7
2000-03-21 22:05:37+00:00,255.21,240.50,240.45,240.35,252.20,247.70,244.39,243.85,250.04,256.94,256.57,244.50,247.92,246.22,246.47,252.30,260.45,271.64,279.66,292.81,294.73,287.42,272.49,260.53,251.91,235.81,L7
2000-05-08 22:05:09+00:00,,,258.37,250.74,251.18,246.09,237.91,242.21,256.15,255.10,247.97,247.18,249.05,242.59,245.06,248.50,264.67,262.77,,284.83,,314.62,293.68,,221.99,221.31,L7
2000-05-24 22:04:58+00:00,,,261.21,259.88,275.22,273.29,261.38,271.03,275.13,276.20,269.20,257.18,253.74,256.49,,,,,,,,,,,,,L7
2000-08-12 22:04:05+00:00,251.59,246.92,246.39,241.03,245.02,246.11,242.26,242.95,250.26,249.14,245.59,244.27,247.19,241.28,245.82,246.20,254.33,259.66,261.02,265.87,270.61,263.36,252.42,248.87,242.08,232.53,L7
2000-09-13 22:03:38+00:00,253.61,249.99,235.14,236.25,243.00,245.44,236.07,239.23,243.22,251.61,250.63,244.63,242.49,241.13,237.54,246.17,255.04,261.97,271.71,285.85,294.28,275.51,266.92,257.81,247.64,237.79,L7
2000-10-15 22:03:08+00:00,245.61,239.52,237.92,232.84,244.31,236.47,236.45,234.32,243.45,241.73,245.68,234.73,238.51,237.22,233.84,240.31,249.70,258.82,264.27,281.99,278.17,263.42,257.27,250.57,240.86,228.96,L7
2000-11-16 22:03:20+00:00,257.13,261.64,247.20,247.91,255.46,260.89,253.72,257.83,259.78,264.28,256.34,254.97,258.93,254.32,254.15,256.82,261.85,265.01,271.17,280.04,291.28,,282.60,271.61,251.19,247.50,L7
2001-01-03 22:03:24+00:00,,286.03,272.73,275.67,274.98,273.81,273.04,278.85,277.77,282.04,273.94,278.97,277.74,275.34,273.73,275.86,279.85,275.08,282.88,286.28,304.52,318.37,309.17,288.18,276.76,270.80,L7
2001-01-19 22:03:31+00:00,239.26,246.24,252.18,248.59,257.86,257.23,252.89,253.31,259.43,264.92,260.60,253.28,255.17,249.57,250.73,253.44,261.65,265.67,272.56,287.34,298.84,296.92,277.81,264.75,249.10,242.78,L7
2001-02-20 22:03:24+00:00,256.89,244.80,249.12,239.41,252.84,248.35,243.86,242.43,247.86,255.94,250.68,242.53,247.67,243.52,245.31,250.20,259.82,264.02,270.75,273.49,270.45,274.71,249.99,251.79,243.44,234.48,L7
2001-06-28 22:02:21+00:00,,,280.29,,248.00,242.19,229.52,219.59,,222.92,217.50,216.73,214.81,218.55,215.21,211.12,,,,274.17,290.41,,,266.89,213.17,193.96,L7
2001-08-15 22:01:50+00:00,,247.87,270.12,262.02,266.49,259.98,261.74,263.96,254.59,270.11,250.50,246.55,243.78,238.14,245.62,239.08,246.12,251.23,,295.87,309.27,299.12,282.02,271.33,255.20,233.82,L7
2001-08-31 22:01:41+00:00,250.59,242.00,250.34,243.86,259.46,251.92,242.62,241.92,247.41,254.09,248.93,240.96,242.96,240.46,240.13,242.56,253.76,259.61,267.56,273.81,274.09,269.19,256.37,249.78,241.10,234.31,L7
2001-10-02 22:01:16+00:00,261.41,250.57,249.38,252.77,263.51,266.25,248.83,248.54,251.52,266.01,259.64,252.64,253.76,248.70,245.97,251.14,262.10,271.06,283.62,296.26,298.31,283.14,273.36,263.76,252.03,239.87,L7
2001-11-03 22:01:22+00:00,249.82,235.94,245.41,237.19,256.92,252.30,245.56,237.59,245.98,247.81,249.45,236.15,238.52,232.81,236.27,238.29,250.78,255.14,262.64,277.39,275.58,270.37,253.99,248.70,238.56,227.54,L7
