,dates,aus0339-0000,aus0339-0001,aus0339-0002,aus0339-0003,aus0339-0004,aus0339-0005,aus0339-0006,aus0339-0007,aus0339-0008,aus0339-0009,aus0339-0010,aus0339-0011,aus0339-0012,aus0339-0013,aus0339-0014,aus0339-0015,aus0339-0016,aus0339-0017,aus0339-0018,aus0339-0019,aus0339-0020,aus0339-0021,aus0339-0022,aus0339-0023,aus0339-0024,aus0339-0025
0,1987-05-22 23:08:56+00:00,142.57988686450554,162.35511292262362,165.61072018147385,165.82910498785688,160.9202257736379,164.76375158827037,167.13025718744836,180.79027807686944,187.19214864386709,192.12730429136337,183.92130596008835,188.01651542983188,192.19831946330314,196.1774322420305,198.67847647128312,206.95262336137947,211.9338060580947,218.39952529083402,225.5012975944126,220.76437240805305,222.41182543866208,216.9511472324735,213.0491918817678,208.22710523239306,201.36218893171267,198.75131049140847
1,1987-05-29 23:15:17+00:00,137.006068956541,152.14883202356702,161.2270359701159,164.2317476892382,164.48667780686765,170.10949363180387,166.67624219543845,182.5183874575042,186.3115167209557,183.49774069585612,188.16149023670565,184.3288598218529,186.99626926014196,188.63234909004316,193.61469399329056,205.04593674639648,205.80495992241387,210.00613491405605,217.9920380898863,216.3087817914526,222.0394062856678,218.16995240326966,206.30158681475044,209.1661635355815,210.56104571203042,204.25141334848834
2,1987-07-16 23:15:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1987-08-17 23:17:12+00:00,182.14495061588562,200.29710951150403,193.70971500069757,195.00686827851,192.40598051025805,187.30189505660476,193.06558518344545,206.53747164953108,210.16127746863748,211.78794584156987,212.64245028909883,212.51065474762794,215.60932756618945,218.68922114926644,223.57615953334002,223.84556381562712,231.42223351031083,242.96940987867552,242.75004098975205,235.9675142347325,238.4254523600173,229.3424063949112,220.13159855287384,217.0304144591092,218.22939393354224,209.8733608789018
4,1987-09-02 23:17:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1987-09-18 23:18:02+00:00,206.8621674860654,214.20114146674067,208.40964238972947,206.72201460202143,212.82379845849243,211.89300576922275,215.6538015807357,228.37021641329935,228.71695249205808,231.1500975494706,226.61169877124357,230.85387565468596,229.0706993157199,231.96948478848003,235.70443470711217,241.85328032006373,250.37109301189355,254.62395811429707,255.8491559129975,245.6765955931382,244.1795035017873,238.6093973966993,232.3256387491997,230.2038864514465,220.17087862821492,207.68194918849196
6,1987-09-27 23:12:03+00:00,218.33389085250963,230.5791834066368,229.28047441736882,232.24487983078114,235.7352348710628,232.67397676111383,223.99073171675946,232.7002881423787,241.1188526367868,240.71486894758453,241.9018270226462,235.94229821604762,238.43770368191426,238.17861849633823,248.34114748536945,247.40075481399535,248.5314299174186,259.06290705201434,262.57005849312554,256.95380608595667,252.4471990129435,250.27918855187008,235.81823348650303,238.55662280446126,232.13678118016537,225.89319358605056
7,1987-10-04 23:18:22+00:00,218.93105296836157,223.75282232469954,223.97223274429132,225.35610982445564,225.79622682033786,215.30709397920924,211.70398192155724,221.91707910472618,223.3268773456332,222.7831388336296,222.57682473275023,220.1829470705307,224.79616079841625,228.74490199053045,229.43680179892684,233.17923174021934,247.28597103010253,242.87630778451305,243.94957103418224,247.54318075206197,246.47439549463812,236.2588809383374,226.92029079636828,229.99902260638896,223.37365886946952,205.82204872438754
8,1987-10-13 23:12:21+00:00,233.08753877058567,257.338156941676,233.09237923456052,227.9163391837374,227.9120157135885,221.35157267905421,214.0478315619396,,,,220.39547357677085,222.61794078179315,219.93374815345442,220.88170193686284,229.91832686875495,229.20785265961376,230.00726648618593,237.97611598552527,241.6141761377347,240.85169234438465,234.3331780633184,230.0504219951548,218.71018328057488,217.28392581244444,206.7541313833003,199.4687131253693
9,1987-10-20 23:18:39+00:00,211.92388299919372,217.1715339424165,217.80737307106583,210.77470896614182,212.53063107329015,202.34195567641174,194.8521408090363,208.46697997485737,212.16349566832307,206.1260381433664,210.19976365026656,200.29528832430802,205.62666765558285,202.63876905741077,206.21937351184792,209.61404652457176,203.1230359654365,202.84410381589223,225.35659149297058,214.68341407489137,217.4725986185969,208.37314272202966,203.25555411997271,200.47831864413058,207.83530630412838,195.08397063452634
10,1987-10-29 23:12:37+00:00,215.9756336187378,223.93887465498537,224.20876147997808,221.6370942615323,221.30838450340138,212.77713787138546,209.282619397645,214.54177332437476,219.3324549463629,216.0787678214886,215.40246548084167,215.81208568325223,214.6472777037687,217.90038083737238,222.20436562531384,225.6528099964787,227.2513141297857,230.98067584132892,235.10043243487584,232.3330517745703,230.26529689915444,226.16926204242571,219.3564291165992,221.63390023984405,216.95865254956925,211.47352159536928
11,1987-11-14 23:12:59+00:00,212.47903783610002,219.2800405070629,224.62391535271433,218.399925388285,219.40672672072148,211.3742478689065,206.57841901121228,212.16533577387065,219.96343630440694,211.70170211146697,214.13929792656654,214.1493206199288,215.23857182802402,216.09360875709757,220.27048152473103,220.35101617382682,222.95022182759766,231.40521509475116,234.40058105212742,234.6041231990278,231.2778573547994,226.8238866932458,222.30318168270392,222.17173226786025,221.95868017118704,214.00857485500094
12,1987-11-21 23:18:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1987-12-07 23:19:07+00:00,223.07321984304713,234.99796256258526,229.88714154841176,227.9860682356441,224.15732681788467,209.42017377950427,216.61395994044676,219.40982060640175,218.54830189617118,212.59408551071255,213.0195644976275,212.222255629031,,,,,,,,,,,,,,
14,1987-12-23 23:19:22+00:00,204.28269857538982,196.95645248579166,206.3371173044625,195.31129298863482,,,,181.05511830846973,185.96909501894018,,,,,,,,,,,,,,,,,
15,1988-01-08 23:20:02+00:00,220.08233291694586,221.0632835151392,226.82252769495238,219.6007813239711,217.06352191826514,206.52835327311288,207.121403594497,210.29987607932716,213.64080413481608,214.22096710677064,211.343362646696,207.78967354077966,212.58999561634775,211.29032956319787,216.96854315634073,214.66613949037398,216.26292645353175,226.8349514473082,227.821139725658,230.88045941363768,225.3598411719188,220.3245661531574,214.20995960147513,215.6651290633075,217.3100747374948,203.00600068562093
16,1988-01-24 23:20:20+00:00,204.00253049021387,208.09969279167896,213.92014666124138,208.67187627629613,206.29588730581787,193.95341087774142,198.73403360157155,205.47939197506486,213.42983196623243,209.59637423121526,204.73853435803662,208.69531507669745,204.19030156401,207.3572351328192,212.276200023902,208.2862995626064,220.64507549779776,215.81466127531746,227.49599277115445,223.22526833314083,225.4047233546173,218.88967210377925,216.54674192119194,221.34350940117486,221.48400028053203,217.6881329282258
17,1988-02-09 23:20:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1988-02-18 23:14:35+00:00,,,,,,,,,189.37070911453532,195.45664032376175,190.91919390332478,191.35107315924043,195.0498504240165,196.17747232369467,194.31334652119423,197.63723953838223,203.80812705283867,206.85864935417902,206.71259183738385,209.2079726417821,,,196.90975359334746,194.4013517581827,194.4529489473478,185.68701440607026
19,1988-02-25 23:20:50+00:00,197.8504428336951,199.7492811442158,197.80391800007357,194.16220597763123,193.67353853439238,185.08865661778864,185.20122188615292,188.07911830154887,188.77154718468108,193.59337553969777,192.4135886540883,192.63738342875314,192.50818841006975,188.73325605290145,190.9258198738084,199.73222943155963,197.49784099973215,201.3110255127114,207.90027003530602,210.72396134171322,212.3478917155556,200.43260756295692,196.92699479752395,194.3412346685543,190.07501885700637,189.1280892338796
20,1988-03-12 23:20:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1988-03-21 23:14:53+00:00,197.3516392009723,209.50628040223438,210.9162027439519,208.32195344562987,202.79719341410626,198.68041361800033,200.7728994474754,208.02768756112434,210.37649131758232,201.19049255774272,211.8249934394503,199.2798116989551,198.68021974407776,207.30693751658464,220.09731736340933,222.06905048097988,223.15554690040634,216.5479720244322,220.46158822926768,222.31887655845773,229.2697856608984,217.907649110117,211.15907060376514,215.3974949768522,212.59463929947535,203.44702761000278
22,1988-03-28 23:21:07+00:00,193.05711654612605,201.55866222522076,201.37769531367138,196.6908258263633,195.8041517841266,196.99486860734993,201.29488825543424,208.64394004244005,206.72832537187986,196.7937967147508,201.2505115381557,188.63551945818452,197.06178423507333,203.9011413313078,214.12335910796793,214.2705801813927,214.13756692377385,215.44246927465392,225.16062976776257,219.37442992840616,220.2633897281091,208.81891479085638,209.02747318259344,208.98580342557838,209.04962623362664,195.8661490394414
23,1988-04-13 23:21:11+00:00,192.5694604338047,203.21816820378942,196.57186792645962,202.62701586205162,200.726518400266,190.72643517452997,184.03875246005316,198.00553822324494,190.46058035528853,192.93421540762117,197.7340512228524,195.79446522638716,195.24336373652278,197.07975715103203,204.02691555480692,206.97107406964318,199.25047165728557,213.15026174010157,213.99215430174385,206.92951828317786,213.46399064540756,209.7418717906093,199.12790992045814,198.981398047693,204.9417340453469,189.58026569483434
24,1988-05-31 23:21:35+00:00,175.48037304586185,182.25741597218772,177.05215166834847,185.9384099137129,178.26921591161675,175.3647606668927,175.31715540269013,182.02671231426152,187.37764338232188,188.93296118605005,183.74685614837392,187.21201382538138,181.33532027327007,185.27390514462866,186.825958639006,189.98577098680397,195.49300577848646,202.50572795285117,204.32914853692603,202.635273024348,198.87634945146053,195.82075265847547,188.7699884028287,195.08115136803883,187.42310422441187,189.10718994662054
25,1988-06-09 23:15:27+00:00,163.45318702012327,168.57161726988178,172.68309345356587,177.956792053233,181.6158152475364,169.8848155572774,166.72350001210083,179.72755474510257,197.6587473070738,184.45682288822294,179.50326473748711,192.57133302596552,192.67876568219245,186.53619079352708,181.2774373701853,184.71215460034338,195.75386255025145,209.15287988618655,212.55303918268564,204.430884579833,198.24641319878324,198.0660693691623,195.28294876484787,197.86159284451037,191.42016857234512,190.74910843896592
26,1988-06-16 23:21:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1988-07-02 23:21:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1988-07-18 23:21:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
