dates,nzd0215-0000,nzd0215-0001,nzd0215-0002,nzd0215-0003,nzd0215-0004,nzd0215-0005,nzd0215-0006,nzd0215-0007,nzd0215-0008,nzd0215-0009,nzd0215-0010,nzd0215-0011,nzd0215-0012,nzd0215-0013,nzd0215-0014,nzd0215-0015,nzd0215-0016,nzd0215-0017,nzd0215-0018,nzd0215-0019,nzd0215-0020,nzd0215-0021,nzd0215-0022,nzd0215-0023,nzd0215-0024,nzd0215-0025,nzd0215-0026,nzd0215-0027,nzd0215-0028,nzd0215-0029,nzd0215-0030,nzd0215-0031,nzd0215-0032,nzd0215-0033,nzd0215-0034,nzd0215-0035,nzd0215-0036,nzd0215-0037,nzd0215-0038,nzd0215-0039,nzd0215-0040,nzd0215-0041,nzd0215-0042,nzd0215-0043,nzd0215-0044,nzd0215-0045,nzd0215-0046,nzd0215-0047,nzd0215-0048,nzd0215-0049,nzd0215-0050,nzd0215-0051,nzd0215-0052,nzd0215-0053,nzd0215-0054,nzd0215-0055,nzd0215-0056,nzd0215-0057,nzd0215-0058,nzd0215-0059,nzd0215-0060,nzd0215-0061,nzd0215-0062,nzd0215-0063,nzd0215-0064,nzd0215-0065,nzd0215-0066,nzd0215-0067,nzd0215-0068,nzd0215-0069,nzd0215-0070,nzd0215-0071,nzd0215-0072,satname
2001-07-25 21:42:54+00:00,417.70,389.11,377.02,366.82,367.72,368.25,376.62,387.23,389.88,393.95,385.23,390.50,396.62,399.93,402.39,391.94,387.63,392.59,389.42,392.13,395.61,406.73,395.06,398.78,412.13,392.05,393.37,394.57,396.95,385.99,377.75,374.83,372.21,364.72,358.46,361.80,370.16,377.72,374.00,372.09,372.58,373.54,378.25,384.85,397.32,400.88,413.75,417.13,420.16,406.58,401.74,394.26,396.68,394.35,391.91,392.42,391.69,395.76,405.75,411.67,413.97,434.29,421.94,402.44,388.21,381.09,381.39,388.93,388.90,397.33,406.20,417.70,436.64,L7
2001-08-10 21:42:36+00:00,411.49,384.69,372.95,363.73,365.15,365.74,373.24,383.21,384.84,389.66,378.92,383.03,395.16,396.82,401.59,390.37,384.04,387.84,384.79,388.75,393.82,406.75,396.59,392.29,404.87,387.92,389.34,390.41,392.74,381.18,371.80,369.85,368.38,361.65,356.51,358.12,365.51,372.73,371.18,370.23,371.04,370.91,375.52,380.09,393.07,397.58,410.59,414.80,416.25,403.33,399.55,391.01,391.68,387.77,385.86,385.25,384.81,389.57,400.40,405.75,408.65,430.27,418.93,400.95,386.56,379.52,379.21,387.35,386.77,394.74,404.56,415.21,432.82,L7
2001-08-26 21:42:25+00:00,414.44,381.59,371.85,362.37,364.16,365.99,373.22,382.56,382.19,386.99,376.95,381.96,393.85,396.35,400.24,389.53,383.42,384.92,382.36,385.95,391.18,403.41,394.61,390.11,401.74,386.99,388.03,388.62,390.17,378.16,369.65,367.78,365.86,359.63,354.99,355.81,363.10,370.07,369.78,368.13,369.56,369.03,373.56,378.25,389.92,395.31,409.96,414.50,414.85,403.52,398.62,390.43,389.32,384.61,382.79,382.75,383.22,387.98,398.40,403.94,407.13,428.34,417.74,400.71,386.94,379.49,378.56,386.16,386.04,394.12,404.38,414.90,430.16,L7
2001-09-27 21:42:05+00:00,419.30,386.76,377.21,367.21,370.04,370.22,373.22,382.56,389.91,392.41,379.75,385.56,398.14,397.50,400.24,392.32,388.13,388.11,387.35,387.33,395.84,410.02,399.75,398.90,409.28,386.99,392.57,394.08,398.61,378.16,372.89,371.26,372.27,365.32,360.08,361.14,367.91,372.74,375.73,374.16,373.56,372.58,378.49,384.01,396.09,404.02,417.43,420.17,420.25,408.31,402.00,393.13,391.98,386.79,384.13,386.85,388.05,392.19,398.73,408.07,411.88,433.29,421.85,406.80,393.08,384.61,383.63,391.51,387.08,398.00,409.03,418.19,434.22,L7
2001-10-13 21:41:51+00:00,420.81,386.86,378.20,368.20,371.47,370.37,374.18,384.17,392.14,394.08,383.90,385.06,398.30,397.99,399.84,392.62,389.33,386.36,386.86,387.23,398.23,413.09,401.93,399.19,409.61,386.99,394.23,395.17,401.07,380.46,374.84,371.05,373.47,366.74,364.85,361.86,370.41,374.14,380.65,377.51,374.00,372.89,381.01,386.29,395.79,408.09,419.20,421.74,421.07,408.24,401.60,395.60,390.86,383.82,381.77,385.20,389.37,393.31,394.60,405.04,411.82,431.02,419.38,410.73,394.13,385.17,383.29,392.22,385.97,398.33,408.87,419.20,436.16,L7
2001-10-29 21:41:57+00:00,422.55,387.21,381.08,371.30,374.27,372.47,378.33,384.92,392.35,392.69,384.71,385.49,399.14,398.80,399.56,393.82,390.57,386.57,384.97,387.17,398.59,411.48,404.32,397.38,409.16,389.55,395.49,394.95,401.36,382.04,374.51,369.61,372.37,367.27,366.33,362.29,371.12,373.85,379.34,376.70,372.93,372.51,381.26,386.07,397.27,408.60,419.54,421.96,422.33,408.18,401.71,396.54,390.37,381.98,380.86,383.03,388.33,392.03,395.02,403.97,410.23,428.86,418.69,410.43,395.43,385.09,381.97,391.18,384.92,397.76,408.18,417.23,433.57,L7
2002-02-18 21:42:30+00:00,427.44,389.83,384.95,377.94,381.48,376.82,381.75,386.60,398.37,398.90,390.46,391.47,399.41,400.57,397.59,397.37,397.63,393.35,393.80,391.66,404.94,413.89,407.87,417.65,422.04,395.22,400.80,399.55,408.15,389.57,382.61,376.30,376.56,370.61,372.39,368.29,379.77,378.82,387.48,382.57,376.72,374.69,385.52,395.28,406.27,416.34,429.72,430.77,429.58,414.11,404.28,400.02,391.98,385.22,384.44,389.79,394.26,396.55,396.82,409.25,417.65,433.19,423.08,416.31,401.19,390.07,386.65,395.66,388.23,402.04,410.93,421.42,439.37,L7
2002-08-13 21:41:50+00:00,416.26,388.00,383.36,371.58,367.72,370.76,377.19,388.67,385.51,390.53,380.02,384.63,387.10,394.24,397.97,399.22,396.31,394.72,393.84,399.31,414.47,430.63,398.06,411.70,416.50,403.91,400.36,393.91,390.20,384.28,376.84,373.38,369.61,359.15,355.00,353.57,361.39,363.03,373.44,365.49,370.89,368.81,367.88,372.49,386.66,396.63,415.11,431.86,414.58,402.37,393.59,393.70,372.52,376.14,367.70,371.29,371.43,371.86,387.00,385.24,405.70,422.02,418.75,406.24,391.29,390.74,391.61,398.56,399.11,404.52,411.03,417.55,435.40,L7
2002-08-29 21:41:39+00:00,425.92,388.23,379.27,370.74,361.56,365.12,372.85,383.31,378.41,375.61,369.49,367.50,371.50,380.13,388.41,391.85,388.24,385.58,386.06,397.63,415.85,428.83,385.06,403.58,412.31,402.65,399.36,392.48,389.33,385.08,375.99,368.75,364.69,355.03,351.67,352.75,353.14,359.30,366.62,359.72,365.31,364.06,363.80,364.65,376.57,389.20,404.13,424.53,414.30,400.80,396.21,399.89,372.15,368.62,359.60,360.70,363.69,364.16,384.30,384.69,399.33,421.16,415.19,408.37,400.47,405.13,396.50,402.18,404.29,409.93,419.14,421.50,432.16,L7
2002-09-14 21:41:31+00:00,436.71,392.08,383.97,376.50,360.45,366.30,379.11,388.04,383.04,379.16,370.98,370.77,371.76,379.64,389.94,390.52,389.54,385.10,384.23,397.05,416.42,431.55,401.14,403.58,427.19,407.28,398.70,392.85,391.22,387.61,378.17,375.47,372.54,365.58,364.08,365.60,361.17,373.35,376.96,363.02,368.10,369.96,368.71,370.45,378.23,394.06,412.03,436.19,418.25,406.76,399.78,399.81,381.23,375.39,363.91,363.61,368.17,369.16,392.77,401.00,399.33,421.16,416.02,412.20,413.65,413.92,402.03,405.79,407.06,412.90,421.43,426.01,437.06,L7
2002-10-16 21:41:24+00:00,432.90,392.63,382.38,374.64,361.76,363.04,371.49,380.57,380.53,377.94,367.99,367.89,368.37,375.86,384.08,381.68,380.36,377.93,380.34,396.12,412.23,426.36,402.20,412.60,427.64,409.82,394.83,387.69,386.13,382.36,375.28,374.05,371.55,361.89,360.14,364.15,365.06,370.80,373.05,363.23,366.01,365.54,367.23,370.54,378.27,397.22,415.56,434.17,420.84,402.77,394.17,385.30,374.25,368.85,359.68,360.82,366.25,369.35,389.56,400.69,403.46,422.20,416.44,412.30,414.05,415.55,402.45,406.40,405.75,413.87,419.84,425.01,434.15,L7
2002-11-01 21:41:30+00:00,429.01,391.84,382.14,373.73,363.64,364.55,374.35,383.70,384.10,380.17,371.71,369.75,367.97,374.78,383.26,379.94,377.23,380.17,387.93,401.97,417.64,428.11,401.47,414.25,427.64,413.51,394.90,388.21,385.60,381.97,372.67,371.88,370.85,363.51,364.36,367.62,368.82,373.50,377.36,366.45,365.46,367.74,369.81,374.69,382.43,404.59,421.71,438.96,424.31,406.38,392.08,378.19,369.33,365.22,361.38,363.90,366.23,376.00,393.68,404.31,413.50,429.70,422.14,419.51,416.80,420.33,411.26,414.93,415.79,415.44,419.45,423.93,434.07,L7
2003-01-20 21:42:09+00:00,430.32,392.94,383.65,374.78,365.48,366.79,375.23,384.44,384.20,380.24,373.62,371.95,369.84,376.47,383.59,381.13,378.14,380.81,389.50,403.68,419.95,433.74,401.47,417.37,428.90,413.43,395.31,389.39,387.08,384.50,373.93,372.19,371.80,365.64,364.45,367.93,368.74,375.12,378.43,368.52,368.33,369.29,371.60,375.20,384.88,406.59,423.16,440.21,427.00,408.18,394.61,379.10,370.45,368.63,363.55,365.67,368.55,378.37,395.26,407.72,416.36,431.41,422.81,419.79,415.43,417.15,411.25,416.45,416.87,418.31,421.68,428.29,440.38,L7
2003-02-05 21:42:17+00:00,431.18,393.41,384.49,375.42,367.34,369.66,376.86,386.28,385.20,381.66,376.43,375.73,373.74,378.15,384.42,382.27,379.71,383.27,392.42,405.52,422.65,438.68,401.47,422.97,430.02,413.42,396.23,390.92,389.26,386.83,376.84,373.22,373.10,368.09,365.49,368.73,369.80,376.92,380.26,371.36,371.45,372.39,373.11,376.67,387.04,409.22,424.62,442.46,428.93,409.49,396.46,380.85,372.79,371.78,366.08,367.10,371.47,380.85,397.69,409.75,418.65,433.84,423.67,420.19,415.07,415.65,411.78,417.70,418.31,419.84,423.78,431.50,444.10,L7
2003-04-10 21:42:26+00:00,430.31,390.42,380.83,371.73,370.74,371.91,374.82,384.04,385.91,383.48,381.01,379.90,376.03,379.23,383.90,381.53,378.66,381.91,394.22,405.72,422.24,436.91,395.37,432.66,421.24,411.37,396.01,392.99,390.46,386.78,375.61,371.81,370.62,367.14,363.12,366.49,371.48,375.84,380.03,377.18,373.42,370.29,374.73,381.74,391.13,413.26,427.86,439.29,430.97,408.04,395.01,378.59,373.52,372.15,367.67,374.51,378.43,391.82,403.38,417.69,429.59,441.46,429.38,423.97,413.77,412.08,412.20,419.17,420.15,421.66,425.66,433.26,446.80,L7
2003-04-26 21:42:25+00:00,433.11,389.60,380.33,373.21,371.11,375.48,379.09,387.32,387.57,387.91,386.51,384.89,382.29,384.70,389.41,389.61,384.80,384.44,393.05,406.19,423.12,437.56,398.68,432.38,418.66,405.27,398.65,399.52,396.91,392.80,382.88,371.76,370.98,369.59,364.73,365.78,364.79,378.32,382.23,381.80,377.27,378.30,374.77,382.46,391.06,414.32,425.35,436.80,429.97,406.59,396.87,387.38,381.08,377.96,373.18,379.04,383.02,396.32,407.21,421.06,430.57,444.09,429.61,422.87,410.80,406.48,409.62,416.44,419.62,423.78,429.73,436.25,446.35,L7
2003-05-28 21:42:22+00:00,438.62,389.81,379.65,374.68,368.82,375.03,373.93,382.53,386.74,390.55,386.49,385.40,383.58,387.70,390.99,391.28,387.26,380.17,382.24,397.91,411.17,431.69,400.57,434.18,418.66,400.52,400.10,403.10,401.89,395.74,389.61,377.85,373.46,366.64,360.61,361.86,360.02,376.82,379.13,382.42,380.77,378.75,373.44,380.24,389.05,409.38,420.12,432.67,423.72,401.49,397.99,391.73,385.91,381.84,375.97,379.75,385.75,392.79,404.75,418.93,424.74,442.29,427.27,414.79,404.46,397.06,398.92,407.21,411.24,422.10,430.06,436.71,444.86,L7
2003-07-15 21:42:14+00:00,434.25,389.76,380.81,375.25,369.40,374.04,373.43,382.47,387.36,391.79,385.31,384.18,383.58,387.70,390.99,391.28,385.83,379.99,380.72,396.02,407.60,427.10,395.16,429.74,415.74,399.80,398.74,401.75,400.81,395.00,387.93,375.99,371.94,365.04,360.15,361.18,360.02,376.82,379.13,382.42,380.77,380.46,374.29,379.22,388.31,406.50,418.01,430.71,422.49,402.06,397.65,390.24,384.49,380.80,375.27,377.70,384.61,391.41,402.39,416.02,421.63,440.59,426.82,414.63,403.63,395.52,397.25,406.41,409.41,419.83,427.59,435.42,444.36,L7
2003-08-16 21:42:04+00:00,430.92,385.67,376.12,369.85,361.16,365.16,366.14,375.72,383.96,390.45,375.14,375.91,376.57,383.55,389.44,393.41,385.80,374.49,369.26,386.84,392.75,406.34,394.34,416.23,396.91,391.95,395.38,399.54,398.56,389.42,384.03,373.18,366.75,355.78,351.10,353.68,347.70,363.08,362.51,375.05,375.10,378.08,369.58,378.91,383.56,397.54,410.15,419.81,414.46,396.43,393.37,389.28,383.74,376.42,371.87,376.46,383.76,387.86,397.89,411.59,416.62,438.09,425.46,410.58,399.87,390.35,389.76,398.78,402.73,414.12,423.59,429.70,436.64,L7
2003-09-25 21:31:19+00:00,430.55,385.20,375.46,368.07,358.76,365.23,367.09,375.62,384.28,389.28,373.96,373.84,374.47,380.16,386.54,385.34,379.95,370.60,367.68,384.51,390.61,403.42,393.04,408.71,392.28,388.34,392.69,399.05,398.89,388.41,381.12,370.78,363.08,351.80,347.62,350.25,343.55,357.36,358.30,370.05,372.69,376.32,368.31,374.33,380.46,395.77,407.05,418.20,412.19,396.74,392.36,385.38,380.02,372.71,368.30,371.40,379.19,384.23,394.55,406.88,412.32,433.19,423.31,409.15,399.04,387.40,386.80,395.98,399.82,409.96,420.14,425.51,433.43,L5
2003-11-04 21:42:03+00:00,426.10,390.81,382.04,372.10,359.51,365.24,365.98,374.60,387.18,392.95,379.70,376.78,374.00,376.94,384.84,377.30,370.75,367.33,366.25,382.57,384.43,399.50,390.19,407.90,407.17,400.49,395.62,393.62,394.84,387.57,379.82,373.74,367.15,356.31,348.62,354.20,350.03,356.64,357.03,370.10,383.44,390.30,371.10,371.29,381.07,394.29,406.21,422.79,418.18,405.30,396.08,381.28,375.00,367.75,366.99,359.03,370.93,379.47,393.02,403.62,411.86,435.42,425.86,416.77,407.52,384.82,385.21,395.89,403.32,403.70,414.28,422.76,436.66,L7
2003-11-20 21:42:19+00:00,426.57,392.60,382.95,372.42,359.16,363.07,365.06,372.71,385.72,391.19,382.98,378.58,376.57,376.94,384.84,377.30,373.17,370.84,371.18,386.72,391.94,401.89,393.17,410.07,411.82,405.44,396.33,390.81,393.78,386.65,378.00,372.04,367.77,358.88,351.31,354.67,353.98,361.75,357.03,370.10,383.44,390.30,383.60,375.46,383.12,402.18,413.42,423.63,420.77,405.58,396.66,383.78,375.87,366.22,364.31,355.97,367.48,376.57,393.75,402.67,411.03,436.21,424.43,420.41,415.72,388.57,387.73,397.22,402.78,403.42,414.71,424.61,438.72,L7
2003-12-06 21:42:22+00:00,422.97,393.17,383.99,371.42,359.06,362.84,368.80,375.94,382.48,388.98,385.43,381.29,380.71,382.68,392.20,386.60,381.91,377.03,377.68,388.67,396.50,400.93,390.40,406.79,411.82,407.21,396.09,386.60,389.45,383.26,373.22,367.99,366.14,361.67,353.01,355.24,354.20,363.00,360.05,373.01,382.64,389.50,383.54,376.21,384.18,404.38,413.42,423.63,423.53,407.64,397.59,385.29,376.58,365.10,358.67,354.88,363.09,372.74,391.85,402.35,410.11,433.53,421.88,420.76,419.33,389.54,388.32,397.91,401.23,400.78,412.70,423.67,439.48,L7
2003-12-30 21:32:24+00:00,423.10,392.88,383.23,371.70,358.80,360.77,368.27,378.05,386.82,390.49,386.72,383.50,383.90,385.28,394.23,391.69,385.41,379.75,381.51,393.14,403.29,408.31,395.25,408.21,409.83,404.70,394.40,385.79,387.90,381.56,373.11,369.62,367.81,364.20,355.13,355.96,356.57,365.09,363.82,372.83,382.15,388.08,383.97,376.93,384.45,403.57,411.37,421.81,420.59,406.76,395.95,383.31,375.12,364.16,357.71,354.70,362.73,374.03,392.86,401.49,410.75,432.86,421.83,420.32,418.86,390.91,389.55,399.68,402.34,400.78,411.77,422.51,438.59,L5
2004-01-23 21:42:42+00:00,425.37,393.95,382.78,370.62,359.09,362.44,369.61,377.84,385.86,389.24,387.54,386.08,386.90,387.52,395.73,391.73,387.61,379.87,383.64,393.74,406.69,413.08,402.29,409.54,410.32,404.68,394.48,385.05,387.03,379.76,370.41,369.28,368.39,365.40,354.61,355.54,356.92,365.37,365.16,372.36,379.46,385.64,384.04,376.33,383.53,403.87,410.42,421.42,420.89,405.84,395.02,382.17,374.31,362.89,356.86,353.38,361.01,371.45,391.92,401.49,411.52,432.98,421.38,421.40,422.09,391.52,389.66,399.22,402.69,399.50,411.19,421.44,438.05,L7
2004-02-24 21:42:45+00:00,426.13,397.74,385.46,374.07,363.17,367.36,374.15,381.39,389.32,392.68,389.30,389.58,391.38,393.43,401.11,394.30,389.62,382.64,385.94,395.11,410.32,411.33,401.05,410.83,413.29,407.43,396.58,385.44,387.36,379.89,370.40,369.35,369.95,369.23,357.99,357.06,359.32,368.38,370.42,375.49,379.42,386.01,384.06,375.05,382.28,404.80,409.43,420.78,422.00,406.61,395.48,382.05,373.40,361.43,356.91,352.55,358.80,370.74,390.85,400.05,411.23,432.59,421.46,421.84,422.43,390.96,388.79,398.85,402.07,397.56,410.42,419.57,437.40,L7
2004-03-27 21:42:57+00:00,427.09,397.99,388.13,377.06,366.45,366.55,373.70,382.81,390.42,393.97,389.97,391.89,397.13,401.23,405.98,400.30,397.19,390.72,393.13,402.29,417.49,417.66,406.47,416.08,418.47,413.63,399.47,383.58,386.36,380.02,371.48,368.92,371.74,373.80,361.21,360.53,363.42,372.81,375.84,380.03,382.72,390.26,389.21,382.64,386.98,408.50,414.39,423.82,425.83,408.28,396.85,384.74,375.40,364.57,359.38,354.66,361.61,373.98,395.05,405.95,416.22,437.69,423.98,424.93,424.82,396.34,393.58,404.46,406.97,403.41,413.29,422.13,440.13,L7
2004-05-06 21:33:58+00:00,421.29,391.69,380.75,368.48,358.40,361.50,371.21,380.62,385.12,384.33,381.36,383.78,393.19,397.28,402.72,398.30,394.17,388.63,390.76,399.83,411.86,417.66,406.47,408.79,408.58,404.30,392.51,381.86,385.52,376.62,366.51,364.16,365.63,365.61,355.63,356.19,358.54,368.62,370.18,373.71,374.09,379.93,384.98,378.21,385.30,405.45,411.17,418.97,418.15,401.78,390.79,377.94,369.74,363.26,358.05,356.39,362.74,371.38,390.40,401.71,410.10,430.55,418.95,415.98,415.30,394.64,393.10,403.60,401.83,403.36,411.45,420.27,436.13,L5
2004-05-30 21:42:48+00:00,419.09,389.59,378.76,367.24,358.79,360.67,366.98,383.51,386.24,384.73,376.54,380.32,389.52,394.82,399.49,394.03,396.46,389.83,391.56,399.13,409.84,419.21,406.82,406.36,404.22,399.12,391.05,382.88,385.03,375.71,368.83,364.27,364.58,364.38,352.42,354.82,355.10,365.00,368.50,370.94,374.09,379.93,381.05,376.26,384.50,401.38,405.19,416.97,415.04,400.48,389.03,374.27,367.64,364.04,359.24,358.51,364.83,372.93,389.23,402.47,410.75,428.63,419.28,411.45,407.01,392.85,391.65,403.54,402.18,403.63,410.38,417.55,433.56,L7
2004-06-07 21:34:54+00:00,415.50,387.98,377.71,366.14,357.43,358.80,363.25,379.78,384.90,380.54,372.71,376.05,387.36,390.11,394.50,389.95,391.09,387.92,389.79,398.37,409.71,419.89,408.43,404.28,403.31,394.98,389.18,383.52,385.90,376.06,368.42,363.74,361.82,360.44,349.61,354.31,355.45,364.16,367.33,368.35,371.88,376.68,379.23,374.67,383.63,397.67,404.97,417.67,414.00,400.05,386.07,371.13,364.57,364.46,361.50,360.17,367.80,374.23,389.56,400.54,410.47,427.58,418.02,409.11,402.73,392.06,392.71,402.77,402.53,404.84,410.50,417.25,434.28,L5
