dates,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038,satname
1999-08-17 22:12:02+00:00,475.58,398.44,,,403.18,359.98,376.34,373.13,360.38,351.89,347.89,353.99,364.52,360.83,361.32,365.09,382.27,406.28,416.66,398.21,377.03,375.01,381.71,382.59,383.59,383.69,410.22,396.00,404.13,383.04,379.59,383.83,394.32,368.63,407.93,425.55,436.83,404.72,391.69,L7
1999-08-26 22:05:56+00:00,472.98,378.31,354.10,365.95,364.27,352.56,375.52,364.67,352.77,351.31,356.49,352.75,360.98,360.89,362.50,355.01,365.72,385.44,413.66,396.12,383.87,375.11,375.32,371.29,374.77,393.15,402.80,393.85,395.03,376.96,388.91,382.76,385.78,392.74,444.38,416.35,413.88,414.12,428.88,L7
1999-09-27 22:06:00+00:00,,352.74,340.12,346.77,348.13,345.51,369.59,359.94,343.79,341.78,342.24,342.04,346.24,349.83,352.02,337.51,347.89,371.60,387.59,383.92,363.40,354.16,361.54,354.46,362.50,380.11,391.03,378.05,,,,,,,,,,,,L7
1999-10-13 22:06:00+00:00,,351.17,339.52,334.06,332.28,327.53,354.82,356.10,342.83,339.29,348.33,353.73,359.04,364.28,366.48,368.48,371.34,368.12,408.27,367.24,363.47,362.14,364.32,370.63,369.59,370.94,,,,,,,,,,,,,,L7
1999-12-16 22:05:57+00:00,473.45,395.07,384.58,387.59,,,408.56,388.47,382.58,366.12,357.89,352.85,355.97,382.82,381.92,391.99,,423.82,420.63,405.69,391.33,410.08,406.25,404.94,406.85,396.54,408.68,391.98,392.67,389.30,378.63,351.61,350.51,,,450.88,,428.11,413.55,L7
2000-02-18 22:05:41+00:00,465.92,379.23,358.83,366.69,351.59,361.36,379.91,374.99,358.80,356.21,354.79,354.58,356.30,359.59,362.65,356.78,372.67,397.12,410.94,390.04,381.23,373.71,376.06,370.80,372.59,391.44,394.33,382.16,389.96,370.49,368.27,358.06,,356.17,,411.22,391.35,400.68,413.95,L7
2000-02-25 22:11:49+00:00,,401.62,,,,366.16,,407.12,,,,,391.38,,,389.50,,,429.29,418.50,,,,,,426.26,428.71,405.03,421.20,,401.82,389.65,,,441.90,,,,422.42,L7
2000-03-05 22:05:36+00:00,449.13,370.60,345.03,355.29,351.26,349.14,359.97,355.49,342.37,340.73,344.09,340.32,345.47,345.31,345.26,332.57,340.31,380.15,385.21,376.11,367.40,361.94,363.28,356.35,359.88,377.74,383.71,371.71,381.05,355.29,360.35,351.53,,343.18,,397.85,378.80,372.98,373.52,L7
2000-03-21 22:05:37+00:00,440.76,369.22,348.21,349.95,347.66,348.08,358.96,353.05,342.36,340.08,334.85,,,,,,,371.33,384.64,373.30,364.22,356.90,359.19,353.84,362.72,379.42,384.04,374.75,376.66,361.74,371.05,360.21,347.52,338.87,,398.89,371.96,375.22,386.18,L7
2000-04-13 22:11:30+00:00,,340.03,344.55,352.17,358.38,355.61,373.86,368.16,362.04,351.59,346.54,349.46,346.97,360.44,365.07,,366.56,,413.86,375.33,350.56,339.05,338.65,345.30,339.45,364.13,372.47,358.98,350.08,345.87,367.67,365.64,351.94,336.05,396.01,396.63,361.65,350.25,380.83,L7
2000-05-08 22:05:09+00:00,,,345.50,347.27,355.51,340.00,376.34,381.55,372.14,354.68,347.57,351.72,356.71,362.68,374.99,372.10,397.04,416.33,417.76,410.04,379.94,,,363.24,382.32,386.23,415.73,392.86,382.24,,391.94,373.83,363.97,340.12,387.69,400.79,,,,L7
2000-05-15 22:11:18+00:00,431.27,365.39,345.25,353.48,351.59,339.88,356.88,355.05,345.91,342.92,343.79,344.38,346.35,351.29,354.10,360.88,351.49,381.98,398.50,381.01,367.57,362.94,366.79,363.78,364.96,379.67,392.24,382.87,380.37,367.42,377.33,365.01,353.27,335.43,341.68,,401.94,381.00,394.30,L7
2000-05-24 22:04:58+00:00,,,,,,,,,,357.02,353.70,355.27,357.82,371.23,378.46,372.69,386.77,391.87,413.80,,,,382.17,,,389.00,410.46,400.77,384.95,366.39,388.52,384.35,377.51,343.33,379.17,408.28,404.76,396.42,406.73,L7
2000-09-13 22:03:38+00:00,417.55,349.93,341.71,353.70,360.78,341.18,365.75,359.44,345.85,341.79,341.49,342.33,346.19,345.32,352.36,332.69,336.68,358.80,386.82,380.35,366.95,363.60,369.21,364.92,368.45,385.68,391.50,382.65,384.59,365.40,371.36,358.73,342.16,326.82,,374.88,375.17,370.51,388.17,L7
2000-10-31 22:03:22+00:00,,,,,,,,,,,353.98,353.52,350.49,349.02,348.23,363.40,365.98,373.62,409.06,380.67,366.69,368.57,371.37,357.04,349.96,364.14,375.79,359.62,376.41,378.59,394.39,379.01,369.93,356.78,383.65,388.51,364.55,364.05,392.00,L7
2000-11-07 22:09:29+00:00,,349.75,365.27,372.47,379.74,375.26,376.93,373.28,371.05,370.05,365.79,366.04,359.07,358.03,364.02,375.24,379.25,394.67,412.80,386.42,372.20,366.66,374.35,365.23,367.59,370.51,379.63,368.87,378.23,390.51,400.49,383.24,369.51,362.94,396.60,398.71,369.55,373.05,391.28,L7
2000-11-23 22:09:30+00:00,381.78,367.41,364.54,375.14,376.24,378.63,385.35,378.58,366.99,366.45,362.41,351.70,351.94,358.84,369.46,379.72,390.02,404.32,424.64,390.73,379.09,376.97,383.45,376.60,374.02,385.46,392.95,384.37,382.70,380.03,402.78,389.82,391.19,383.57,421.44,406.39,385.54,387.23,402.38,L7
2000-12-02 22:03:21+00:00,,387.65,402.77,407.87,,420.06,410.30,414.11,407.24,381.48,359.69,362.74,346.37,348.15,359.76,373.97,375.85,408.43,417.61,392.11,387.43,391.64,407.41,409.29,,395.41,405.48,399.95,395.41,373.66,365.32,366.74,377.57,399.93,415.32,,,,409.46,L7
2000-12-18 22:03:25+00:00,,,,,383.14,401.91,,375.97,388.58,,336.10,329.09,332.57,337.30,345.29,358.66,366.37,,403.65,397.11,365.11,369.86,373.39,383.13,369.27,355.87,,,,333.39,345.77,335.85,,352.34,,458.30,,,377.97,L7
2001-01-03 22:03:24+00:00,,404.20,429.55,441.94,426.28,416.42,397.26,397.16,409.29,418.83,359.72,355.93,365.57,375.07,389.64,380.13,370.84,,434.68,420.01,399.76,394.74,406.73,415.51,413.10,401.27,428.55,396.39,388.42,,,383.15,370.17,355.06,407.00,435.07,,,,L7
