dates,satname,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038
2000-05-08 22:05:09+00:00,L7,553.76,434.50,359.06,362.52,370.76,353.56,393.77,395.11,380.85,364.06,357.74,361.10,366.88,372.85,387.19,385.66,412.29,433.76,438.09,427.47,397.37,,,378.49,399.75,406.56,433.16,408.11,399.67,,409.37,389.08,377.53,357.55,418.19,418.22,,,
2000-05-15 22:11:18+00:00,L7,323.27,322.19,321.25,326.48,324.59,315.88,326.02,331.05,330.48,326.30,325.79,327.76,328.35,333.29,332.50,336.88,324.49,351.12,362.50,350.15,336.71,332.08,335.93,336.78,334.10,343.67,361.38,355.87,349.51,340.42,346.47,338.01,329.27,304.57,287.68,,365.94,337.80,340.30
2000-05-24 22:04:58+00:00,L7,,,,,,,,,,366.71,364.20,364.96,368.32,381.73,391.06,386.69,402.52,409.87,434.80,,,,400.17,,,410.00,428.46,416.52,402.95,382.14,406.52,400.10,391.51,361.33,410.67,426.28,425.76,421.62,438.23
2000-09-13 22:03:38+00:00,L7,278.55,294.33,310.82,318.95,326.03,310.29,326.04,328.55,325.99,320.41,318.32,320.95,323.02,322.15,324.56,301.80,301.93,319.09,340.49,340.64,327.24,323.89,329.50,330.17,328.74,339.35,351.79,347.90,344.88,330.65,331.65,323.98,311.27,287.11,266.74,335.17,328.84,314.91,318.67
2000-10-31 22:03:22+00:00,L7,,,,,,,,,,,357.15,356.44,353.66,352.19,352.03,367.62,370.73,379.05,415.39,386.10,372.12,374.00,376.80,361.79,355.39,370.47,381.22,364.37,381.84,383.34,399.82,383.76,374.15,362.21,393.15,393.94,370.88,371.65,401.50
2000-11-07 22:09:29+00:00,L7,310.70,346.95,363.71,370.72,377.99,373.70,374.93,371.72,370.05,368.97,364.62,364.96,357.90,356.86,362.62,373.68,377.50,392.67,410.47,384.42,370.20,364.66,372.35,363.48,365.59,368.18,377.63,367.12,376.23,388.76,398.49,381.49,367.95,360.94,393.10,396.71,367.22,370.25,387.78
2000-11-23 22:09:30+00:00,L7,275.78,325.01,340.98,348.64,349.74,355.07,355.06,355.02,351.85,350.14,344.74,335.39,334.27,341.17,348.26,356.16,363.52,374.03,389.31,360.44,348.80,346.68,353.16,350.10,343.73,350.13,362.66,357.87,352.41,353.53,372.49,363.32,367.63,353.28,368.44,376.10,350.21,344.83,349.38
2000-12-02 22:03:21+00:00,L7,557.94,419.65,420.55,427.87,443.62,437.84,433.16,431.89,418.67,393.79,373.02,375.05,359.70,361.48,375.76,391.75,395.85,431.29,444.28,414.97,410.29,414.50,430.27,429.29,442.91,422.08,428.34,419.95,418.27,393.66,388.18,386.74,395.35,422.79,455.32,,,470.95,449.46
2000-12-18 22:03:25+00:00,L7,540.33,531.08,385.54,392.07,409.14,425.02,,399.08,403.44,,353.43,345.09,349.90,354.63,366.09,381.77,392.37,,438.32,426.82,394.82,399.57,403.10,409.13,398.98,390.54,389.25,365.35,364.04,359.39,375.48,361.85,,382.05,417.61,488.01,,,429.97
2001-01-03 22:03:24+00:00,L7,578.38,437.40,447.99,462.69,447.03,434.86,420.97,415.60,421.15,431.60,373.55,368.70,379.40,388.90,406.24,398.57,391.59,,462.35,443.72,423.47,418.45,430.44,436.26,436.81,428.94,452.26,417.14,412.13,,,403.90,388.61,378.77,448.50,458.78,495.46,516.57,505.25
2001-01-10 22:09:39+00:00,L7,294.82,330.57,357.63,368.38,368.98,360.74,355.98,354.87,353.85,348.66,351.27,345.43,346.68,356.46,356.61,367.26,377.61,386.95,388.19,364.53,357.77,358.16,366.60,358.76,348.98,355.44,366.21,357.22,363.12,,,,,,,,,,
2001-01-19 22:03:31+00:00,L7,364.05,359.23,354.37,365.88,373.52,381.92,374.67,365.91,362.48,362.99,362.66,355.78,357.29,356.11,364.53,372.25,373.61,389.25,413.05,385.19,379.26,377.00,368.04,365.15,361.11,366.75,378.66,377.93,369.59,368.02,379.98,375.09,,366.36,383.58,392.57,402.30,413.62,412.97
2001-01-26 22:09:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-20 22:03:24+00:00,L7,320.28,332.19,340.26,354.68,358.74,359.66,363.66,349.58,344.12,341.52,346.46,351.18,356.46,355.93,353.14,361.29,366.21,377.16,383.93,364.81,359.85,354.86,357.28,349.33,341.62,347.64,361.17,359.96,364.45,361.90,361.13,355.79,356.02,353.68,360.14,371.70,368.21,375.19,379.29
2001-03-08 22:03:20+00:00,L7,,,,,,331.40,334.62,326.62,320.34,320.69,325.66,325.39,323.78,324.47,325.76,346.94,348.96,351.98,352.59,341.05,338.83,332.98,335.01,328.90,326.51,336.42,348.15,343.92,343.48,340.29,338.04,335.36,,331.08,326.16,360.91,343.67,337.30,336.58
2001-03-15 22:09:27+00:00,L7,646.39,607.09,577.21,605.11,583.01,,,,,,,,,,,,,,,,,,,,486.19,,,,,,,,,618.72,594.43,,,,
2001-03-31 22:09:19+00:00,L7,577.88,550.90,489.41,386.86,395.51,419.68,434.64,403.02,373.96,368.40,363.09,369.36,378.61,405.06,405.82,406.68,433.31,459.78,461.35,451.95,,403.64,411.03,442.38,444.54,462.48,451.72,424.58,406.81,409.88,427.02,413.42,392.97,393.31,497.51,509.26,,,504.40
2001-05-27 22:02:48+00:00,L7,,,,,,,,,,361.86,354.88,354.56,370.95,381.40,,422.53,431.78,444.29,447.35,,,,431.51,429.11,412.43,425.28,441.48,432.20,415.89,418.71,432.41,419.16,411.52,403.52,436.23,448.25,432.64,438.05,
2001-06-19 22:08:41+00:00,L7,363.78,337.33,341.06,344.80,340.20,328.37,337.91,349.99,341.19,337.38,337.07,340.09,338.34,348.48,345.86,346.09,353.08,368.26,,,,,350.89,348.11,340.41,350.60,371.37,362.40,353.49,360.69,366.06,359.13,355.16,343.48,337.13,,361.01,358.62,364.97
2001-07-05 22:08:33+00:00,L7,,,,,,,,,,,,334.80,339.02,344.85,346.58,337.99,340.09,362.61,374.91,,,,354.64,342.09,335.91,344.99,362.46,358.79,,,,,,,,,,,
2001-07-14 22:02:21+00:00,L7,570.22,408.51,404.59,408.87,420.74,391.60,392.97,389.03,362.87,361.63,365.91,367.71,372.37,378.34,385.43,397.89,400.12,,,,,,411.83,417.87,,424.14,447.42,437.68,425.55,429.82,426.11,422.32,394.26,392.34,466.74,482.58,496.75,481.15,
2001-08-31 22:01:41+00:00,L7,329.48,325.66,328.46,330.58,328.47,318.14,344.51,336.39,328.91,322.55,320.83,324.56,329.30,331.42,334.52,330.27,338.75,353.58,378.03,358.19,348.93,338.72,349.51,340.48,335.94,345.74,362.85,355.48,352.07,336.58,349.28,348.35,342.38,327.42,367.78,374.84,345.32,347.12,354.60
2001-10-02 22:01:16+00:00,L7,323.21,327.15,333.92,331.33,331.01,321.56,342.83,333.27,322.52,320.68,325.20,329.03,332.54,335.64,336.99,330.99,343.71,354.06,379.78,363.83,350.21,341.62,350.98,347.07,340.58,347.23,360.29,353.35,348.82,344.15,352.50,344.30,337.10,332.65,369.37,376.74,353.88,356.48,359.96
2001-11-03 22:01:22+00:00,L7,326.66,329.16,329.81,330.38,330.32,316.38,343.11,335.03,322.91,320.67,319.16,317.98,326.59,333.69,335.72,329.00,335.81,352.69,381.49,367.92,347.07,339.50,341.68,339.61,338.63,347.91,360.91,350.70,346.07,338.84,351.34,343.52,335.60,324.47,368.85,376.59,351.52,342.68,352.72
2001-12-21 22:01:41+00:00,L7,571.66,455.57,440.09,426.44,424.26,443.91,443.73,436.13,425.37,395.99,389.12,363.28,368.34,395.35,419.74,,444.30,457.21,456.84,437.87,456.80,455.85,442.76,436.43,424.62,432.03,444.67,430.28,443.36,437.51,441.00,420.01,425.82,445.77,449.71,461.93,448.54,,510.54
2002-01-22 22:01:52+00:00,L7,569.29,421.99,401.38,405.26,431.54,444.25,446.69,439.90,424.16,359.59,382.13,353.17,361.64,413.48,417.62,387.66,433.04,445.67,451.78,428.54,427.75,430.39,419.49,419.67,390.16,425.01,432.84,415.86,431.02,393.69,417.53,425.47,426.14,422.04,421.12,447.67,445.60,446.14,460.48
2002-01-29 22:07:57+00:00,L7,299.07,342.49,343.61,346.84,345.33,346.93,348.22,342.83,336.91,331.86,329.45,332.37,330.42,336.46,337.60,329.31,341.93,354.23,368.86,353.08,342.10,334.07,339.40,341.33,334.93,342.83,352.50,344.99,343.01,340.63,345.30,344.81,332.89,315.76,334.96,367.75,343.45,347.32,366.17
2002-03-02 22:08:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-03 22:07:57+00:00,L7,573.47,401.87,438.10,447.17,437.54,408.17,418.87,419.70,408.47,395.12,367.44,,425.47,445.59,436.78,417.38,444.14,464.65,461.14,462.41,471.04,465.19,448.54,418.57,464.85,454.12,445.89,430.45,433.61,440.38,,416.21,408.29,424.53,447.35,461.18,481.71,483.22,482.67
2002-05-30 22:01:37+00:00,L7,551.85,410.54,380.88,371.34,368.84,377.03,388.49,391.24,362.80,347.30,351.64,350.44,351.75,357.49,368.41,379.48,404.59,409.07,,,,,,403.24,400.21,400.51,406.88,403.61,395.55,397.73,415.26,406.50,392.95,380.63,409.59,422.22,415.87,397.04,426.09
2002-07-08 22:07:36+00:00,L7,320.89,342.22,349.84,352.28,351.93,327.70,339.88,339.71,339.81,334.94,,,340.86,344.86,,,360.53,400.63,428.36,,356.14,,440.56,,,,,,,,511.62,510.41,538.48,,,,,,
2002-07-24 22:07:26+00:00,L7,312.96,325.40,332.10,334.21,335.47,311.45,327.27,328.09,322.16,323.66,317.47,320.47,320.70,327.13,328.53,318.86,323.47,335.98,355.81,350.56,340.77,333.02,333.83,335.03,332.64,344.41,361.60,356.71,350.29,341.33,350.58,337.25,328.01,303.62,274.36,372.45,352.34,,
2002-08-02 22:01:13+00:00,L7,555.46,529.08,383.39,391.67,146.00,,,,,,,,,,385.97,376.08,443.25,444.27,446.63,428.00,406.63,,,383.39,339.13,,436.77,417.61,400.72,421.25,432.71,406.36,394.95,382.81,401.20,433.98,430.26,423.14,446.60
2002-08-09 22:07:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,323.50,314.80,317.37,319.32,314.51,331.86,348.18,348.32,340.51,325.60,330.79,,330.45,313.61,285.23,374.36,358.20,,
2002-08-18 22:01:09+00:00,L7,335.60,337.76,333.87,338.28,336.49,326.27,340.47,336.89,325.62,325.47,326.53,334.02,330.29,333.73,329.00,322.19,330.38,342.56,373.30,356.03,344.86,335.94,336.88,341.21,338.56,347.82,369.23,357.28,359.48,355.08,366.90,356.87,354.50,351.51,370.60,383.37,354.11,,
2002-08-25 22:07:12+00:00,L7,,,,,,608.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-28 22:06:58+00:00,L7,528.98,412.24,381.00,384.16,386.22,381.32,403.60,392.46,369.76,364.59,362.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13 22:07:06+00:00,L7,532.53,373.71,370.74,373.22,376.34,379.44,399.17,380.91,350.04,356.77,361.44,365.72,368.31,372.93,374.68,372.72,398.63,,448.81,420.65,383.08,379.69,376.24,387.06,389.92,396.54,401.36,397.31,403.02,388.47,,,,,,,,,
2002-12-15 22:07:26+00:00,L7,335.74,336.92,341.86,347.51,343.21,333.54,343.42,335.46,327.40,333.12,335.48,338.15,342.75,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-25 22:01:30+00:00,L7,573.22,418.36,393.74,389.61,391.81,374.38,415.31,386.77,355.70,351.88,355.95,352.30,364.64,377.55,388.97,384.74,412.89,445.64,446.80,440.01,410.96,398.94,424.41,424.93,414.20,433.63,447.51,417.69,414.52,420.08,425.38,410.58,385.05,377.27,446.54,482.29,,479.07,485.56
2003-02-26 22:01:40+00:00,L7,,,,,,,,,,293.85,287.98,255.00,274.11,266.39,243.10,,281.06,304.54,,331.24,301.44,306.70,314.51,309.59,314.70,339.65,358.53,351.33,350.84,348.04,362.97,358.76,354.14,362.58,371.41,378.02,357.21,365.58,373.89
2003-03-05 22:07:55+00:00,L7,371.39,368.07,355.13,353.06,354.57,347.01,363.17,358.52,347.41,338.94,338.88,343.84,347.25,350.42,361.99,370.96,374.85,390.17,409.66,383.57,373.35,372.66,371.39,375.36,358.29,,,,,,,,,,,,,,
2003-03-21 22:07:51+00:00,L7,531.43,364.34,358.88,351.85,353.21,351.76,375.35,365.21,338.75,338.69,334.23,338.41,348.60,355.92,365.76,365.63,378.17,408.11,422.97,384.54,369.12,382.79,382.79,393.42,387.26,382.83,382.01,371.13,373.74,358.99,396.68,400.87,378.65,391.79,422.30,,,,404.58
2003-04-06 22:07:56+00:00,L7,533.77,368.90,355.85,354.25,351.33,341.40,375.43,370.40,347.32,337.07,340.91,350.35,353.33,362.79,368.04,376.69,376.60,383.24,422.24,388.10,374.93,367.29,384.80,381.70,383.54,391.34,393.57,386.88,397.14,382.98,395.83,411.83,397.89,401.44,,,,,
2003-04-15 22:01:45+00:00,L7,325.79,328.10,328.32,313.45,316.25,313.41,316.63,316.88,308.19,306.24,307.37,307.33,310.48,311.33,313.68,314.60,334.41,336.38,350.09,342.24,327.85,320.80,328.80,325.59,320.31,329.08,346.29,348.55,342.12,328.00,340.76,342.52,329.30,322.70,306.28,363.90,347.63,340.31,331.87
2003-05-24 22:07:53+00:00,L7,571.32,380.33,369.23,365.64,357.77,359.95,406.49,399.52,372.33,365.59,363.82,364.44,376.44,378.55,398.26,402.07,414.79,451.34,451.21,422.71,411.25,413.54,419.04,426.90,411.04,403.85,414.94,412.25,410.83,395.17,404.63,405.09,422.72,422.05,428.41,464.05,466.80,500.71,478.75
2003-07-20 22:01:32+00:00,L7,,,,,,,,,,,350.41,348.77,349.25,358.87,377.65,374.33,394.81,442.15,455.28,440.71,402.61,,,,,432.15,452.87,426.56,434.49,,402.92,389.21,386.81,390.17,430.86,453.83,437.87,431.69,
2003-08-04 21:55:58+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,188.43,160.89,135.22,107.97,,,,,,,,,
2003-08-13 21:49:56+00:00,L5,,,,,,,,,,,337.73,333.86,325.76,330.49,335.47,336.90,343.01,353.02,384.82,365.70,351.60,350.47,349.94,346.40,338.24,356.27,371.69,363.59,363.45,348.00,359.89,355.13,354.57,359.37,378.31,385.33,368.70,370.71,379.19
2003-08-29 21:50:14+00:00,L5,349.80,335.00,334.22,334.48,337.43,328.84,344.05,336.70,328.18,324.68,329.99,327.84,325.37,330.01,331.03,324.27,328.41,347.16,,,,,,,,,,356.19,356.34,345.93,354.88,351.94,347.09,348.42,349.17,377.83,354.53,352.85,364.07
2003-09-05 21:56:31+00:00,L5,,,,,,,271.96,277.99,274.40,,,,,,,,,,,,,,,169.34,154.86,,,,,232.36,282.65,283.52,,,,,,628.51,
2003-10-16 21:50:55+00:00,L5,,,,,,,,,,369.99,364.26,386.35,382.77,378.05,391.46,380.38,400.87,433.42,449.67,432.64,432.46,419.14,410.87,439.27,434.00,429.02,450.02,416.42,429.32,407.49,409.60,414.77,435.95,476.35,473.52,461.59,445.91,428.74,449.62
2003-10-23 21:57:12+00:00,L5,302.82,314.84,318.16,326.49,321.60,303.04,313.91,301.53,295.52,302.20,300.43,287.68,299.78,306.13,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-09 22:01:30+00:00,L7,305.22,317.75,320.78,318.87,325.01,317.09,340.63,333.44,,,,315.94,322.12,327.01,324.40,311.41,316.92,339.42,372.45,355.35,337.95,332.46,337.12,,,,,348.68,345.74,337.07,333.59,327.08,330.62,342.89,340.78,371.91,353.33,344.12,341.88
2003-12-03 21:51:31+00:00,L5,316.15,327.83,335.94,,,,,,,,,,,,,,,,,377.08,355.47,360.63,370.73,371.70,367.74,367.26,376.35,366.02,366.68,361.68,370.60,367.00,354.99,354.41,382.08,401.54,403.67,395.95,404.84
2003-12-10 21:57:41+00:00,L5,,300.10,306.07,318.72,320.15,332.81,339.45,332.40,309.37,295.11,282.34,276.60,287.72,313.77,324.46,285.82,311.82,326.80,360.14,335.95,324.87,323.92,323.82,307.85,304.24,319.67,332.58,323.90,325.16,,,,,,,360.95,339.62,349.21,335.75
2004-01-04 21:51:46+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,346.70,356.89,348.92,344.72,340.52,340.06,341.74,340.69,334.17,375.65,376.41,365.53,374.10,373.12
2004-01-12 22:01:55+00:00,L7,532.78,394.19,365.08,375.81,393.43,401.78,395.72,393.47,370.51,346.27,350.87,348.71,,,,382.73,412.23,433.00,436.31,410.06,385.25,395.40,399.02,398.19,401.70,402.17,409.56,,,,,,,364.90,417.64,434.18,430.07,439.52,444.96
2004-01-19 22:08:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-27 21:58:02+00:00,L5,568.92,408.85,411.16,436.44,448.87,476.49,476.46,460.60,411.77,365.33,349.31,355.43,366.75,368.00,392.71,400.22,439.77,462.64,455.44,448.53,432.51,446.31,470.09,465.45,477.61,439.95,448.28,434.99,439.73,407.50,403.43,396.34,400.58,454.24,486.59,502.88,502.46,473.32,474.77
2004-03-23 22:08:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-08 22:08:24+00:00,L7,,,343.06,342.87,345.44,329.71,352.93,347.47,339.07,338.31,347.98,,,,,,,373.78,399.64,367.36,367.89,350.30,349.28,358.05,366.73,373.97,,,,,,,,,,,,,
2004-04-09 21:52:31+00:00,L5,540.55,396.57,378.91,376.23,375.74,363.81,381.00,377.88,361.04,354.72,372.08,361.42,356.11,356.87,354.71,347.96,359.16,,440.77,422.43,404.55,402.28,408.54,424.19,414.15,416.68,423.03,411.19,406.04,398.28,407.69,386.46,378.27,376.86,422.73,414.97,413.08,403.15,432.27
2004-05-18 21:59:50+00:00,L5,,,,,,259.15,,306.50,295.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.16,
2004-05-26 22:08:21+00:00,L7,571.50,438.27,424.67,403.53,425.14,433.05,423.65,407.12,389.60,,,,,,,,410.58,451.84,465.54,450.62,434.41,426.69,431.81,,,,,,,,,,,,,,,,
2004-06-12 21:54:23+00:00,L5,518.79,359.82,369.97,370.73,368.10,363.32,371.05,368.05,349.41,342.29,333.94,339.03,342.77,350.52,357.62,361.47,363.34,395.96,433.42,401.20,376.69,372.16,368.83,346.01,331.20,377.63,393.73,391.75,383.60,382.93,395.54,386.73,,,,,,,
2004-06-28 21:54:52+00:00,L5,338.00,342.53,344.63,343.64,345.07,345.33,347.44,351.03,337.77,339.35,331.47,337.91,337.88,340.41,342.23,325.84,332.29,340.87,393.31,371.56,356.39,346.75,343.03,343.55,328.48,348.30,385.41,370.20,366.37,367.26,383.22,376.34,368.08,362.17,,,,,
2004-07-14 21:55:18+00:00,L5,238.97,300.31,319.16,332.54,332.35,320.36,334.51,334.60,316.75,314.33,316.32,308.65,323.38,328.45,325.32,304.68,307.68,334.10,361.65,353.67,343.15,336.68,332.82,339.50,331.65,345.18,365.42,361.44,357.67,351.57,349.50,344.45,337.50,322.18,300.36,,355.63,318.98,319.44
2004-07-22 22:01:56+00:00,L7,551.75,396.76,370.38,369.91,368.72,,,382.48,357.14,344.33,347.34,347.04,347.70,354.93,362.17,,345.46,,,,,73.84,389.62,394.86,390.04,394.55,412.24,408.46,417.70,404.72,409.08,395.33,389.71,363.46,416.63,427.26,425.26,,
2004-08-07 22:01:48+00:00,L7,433.39,383.22,375.95,357.90,352.07,340.54,,364.56,344.59,333.93,340.28,,,,344.92,322.66,322.84,,432.27,409.12,394.49,361.20,339.14,367.27,343.78,,,,,,,404.41,389.93,363.13,407.39,407.64,409.51,434.41,
2004-08-15 21:56:01+00:00,L5,257.61,293.63,309.33,323.77,320.43,298.93,319.63,316.62,309.57,303.48,304.48,302.72,306.95,307.84,309.68,297.69,301.61,319.78,339.88,342.98,335.67,328.84,325.91,332.34,321.91,334.11,352.00,351.82,345.54,340.19,337.38,330.57,323.72,311.49,284.95,364.28,337.22,318.11,303.80
2004-08-22 22:02:24+00:00,L5,439.73,345.28,340.43,330.85,335.73,318.00,367.66,344.34,338.62,316.41,325.37,322.24,317.17,314.60,307.56,296.94,301.54,,409.16,376.69,357.17,357.04,350.90,361.47,,356.58,384.04,362.11,,,,,,,,,,,
2004-08-23 22:01:47+00:00,L7,,,352.68,361.57,367.75,366.13,402.40,385.99,360.55,341.39,353.53,348.79,353.76,350.42,,,,,444.05,422.32,408.17,390.47,396.94,399.37,405.20,407.18,439.09,418.68,420.67,396.15,409.37,392.44,,,,,,,
2004-09-08 22:01:41+00:00,L7,558.23,425.04,386.24,382.01,392.93,395.44,396.84,393.46,,,,362.77,362.43,365.28,367.25,368.32,368.49,,435.29,413.54,394.32,387.58,,,,,416.21,408.26,407.82,392.20,410.85,401.15,391.81,390.89,406.24,417.55,418.84,440.86,443.34
2004-09-24 22:01:37+00:00,L7,,327.12,333.06,339.24,343.97,337.09,349.84,345.80,328.24,323.80,323.67,321.74,323.70,,,,326.30,355.18,398.23,368.14,353.16,354.49,355.29,360.68,347.06,354.53,368.04,361.45,370.42,368.08,,,,,,,361.12,349.22,354.94
2004-10-10 22:01:32+00:00,L7,,,,329.46,331.57,320.48,342.29,335.01,323.52,315.73,307.87,310.33,311.33,318.76,320.12,,,363.51,378.02,361.12,346.04,344.97,341.76,346.50,341.36,347.44,360.44,354.19,349.78,357.74,358.33,342.14,339.04,335.35,,,,,336.33
2005-01-14 22:02:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-14 22:05:45+00:00,L5,563.63,425.67,394.02,439.64,449.76,361.19,391.71,382.92,351.92,345.80,353.09,362.79,368.86,360.17,380.14,387.79,401.71,418.67,438.83,430.45,406.88,420.87,419.88,424.14,427.42,430.31,440.15,421.23,424.04,410.06,422.42,416.97,417.15,428.46,435.99,443.18,436.60,428.13,438.24
2005-02-15 22:02:37+00:00,L7,571.24,421.06,382.66,447.36,,,,,358.71,348.07,351.06,363.78,373.79,368.92,392.00,,416.09,441.24,452.42,,,,435.78,438.55,433.65,435.87,446.61,428.87,431.98,408.10,422.12,420.77,433.64,429.91,417.99,471.22,444.07,454.89,456.11
2005-02-23 21:59:43+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.71,339.83,346.27,346.25,341.32,324.81,294.22,363.24,340.81,336.99,330.10
2005-03-11 21:59:55+00:00,L5,,,,,,,,,,,,,317.02,320.72,327.47,318.21,326.83,346.82,368.55,353.85,342.69,340.48,338.49,337.44,336.48,346.73,357.46,348.38,344.02,331.93,338.08,333.79,335.41,338.05,325.88,364.86,353.81,340.41,340.27
2005-04-04 22:02:39+00:00,L7,355.98,179.91,155.36,,335.07,347.02,363.36,361.77,341.97,327.41,324.61,335.82,341.86,351.99,356.13,344.43,,,,377.41,362.49,350.75,355.78,359.97,357.50,367.72,376.50,365.13,363.86,351.46,369.80,369.38,372.70,381.99,377.66,,,,
