dates,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0015,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0071,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134,satname
2009-12-03 22:04:43+00:00,,,,,,,,,,,,,,,,343.58,339.40,337.55,,,,,,,,,,,342.48,339.13,335.59,331.43,337.10,340.97,341.14,,,,,,,,,,344.12,339.08,341.40,347.30,344.13,339.24,341.95,352.14,347.93,340.60,336.26,339.06,353.45,353.53,340.25,328.34,322.64,319.87,323.60,322.03,308.39,321.44,313.25,312.75,319.08,313.24,315.72,317.38,306.66,315.76,313.41,323.12,328.55,318.76,325.37,334.36,336.75,339.50,340.81,348.43,347.97,344.04,335.71,323.22,322.67,318.71,317.24,318.94,313.52,323.18,332.08,331.87,326.60,330.74,330.29,328.17,326.79,321.28,320.65,320.54,320.18,316.30,310.30,315.19,323.52,322.53,318.62,319.93,319.10,317.88,317.75,317.12,318.57,316.19,316.33,321.85,321.63,323.22,328.54,321.44,320.52,328.19,337.09,336.78,333.72,325.93,332.09,333.43,330.14,329.39,328.48,L5
2009-12-27 22:05:25+00:00,340.29,338.12,334.21,337.32,341.72,338.20,344.64,340.53,339.28,342.37,338.54,348.53,348.67,346.02,350.23,347.46,348.55,350.22,350.26,350.53,345.07,347.23,348.53,347.78,351.93,346.95,354.89,350.14,349.20,344.99,346.08,343.17,343.50,349.02,342.94,346.85,348.34,354.66,357.75,351.37,351.73,346.95,349.56,355.48,352.73,349.34,348.33,353.06,348.22,351.41,348.81,353.87,352.15,353.23,352.72,353.95,343.76,344.46,342.81,334.45,335.23,334.52,334.72,331.28,329.18,321.81,326.21,325.87,319.85,323.19,320.03,322.82,321.57,322.45,323.89,326.11,328.42,336.90,336.74,342.33,347.38,347.58,349.57,351.30,349.34,348.03,342.37,339.73,331.87,325.07,325.20,328.97,335.37,339.46,334.88,339.25,336.26,340.84,337.50,339.47,339.77,336.21,336.25,334.32,336.25,333.79,331.31,327.08,330.58,330.17,327.77,331.07,328.32,328.21,323.83,331.83,332.50,327.69,329.93,331.00,332.11,330.51,332.53,339.56,338.38,340.54,332.67,335.53,337.78,339.86,340.70,339.64,340.23,339.36,337.51,L7
2010-03-01 22:06:15+00:00,343.63,338.34,320.85,323.87,327.73,327.40,,,,,,,,,,,,,,339.80,350.03,351.55,353.53,356.63,352.79,352.55,,,,,,,,,,,,343.47,341.08,349.59,350.31,354.32,357.20,354.98,356.06,358.54,355.25,353.60,354.36,350.34,357.17,353.52,346.40,354.51,345.92,347.97,352.04,344.56,343.48,343.87,338.93,337.22,338.90,330.84,327.80,327.99,325.11,321.85,328.64,318.95,326.25,328.55,322.59,326.40,327.74,332.85,336.75,341.24,342.22,345.82,341.83,350.87,353.27,354.96,351.70,349.47,345.49,341.93,336.71,329.43,326.48,329.97,324.87,331.96,339.94,345.69,341.20,339.33,340.75,339.67,337.88,333.33,333.96,332.23,332.56,333.33,335.13,336.29,342.61,337.16,340.05,335.71,329.94,333.94,339.26,336.91,333.36,,,,,,,,,,,,,,,,,,,L7
2010-05-04 22:06:23+00:00,348.87,343.08,338.95,344.29,346.08,347.50,347.06,340.27,341.09,345.10,348.72,341.46,342.52,341.46,342.87,348.85,347.03,348.48,348.96,352.72,345.47,344.15,341.26,343.48,354.18,348.31,350.55,355.37,351.50,354.43,350.10,351.01,357.35,353.08,356.27,345.14,355.88,353.36,358.16,352.69,352.62,349.00,361.27,355.68,356.38,354.53,356.61,358.59,356.72,357.41,357.32,358.59,351.71,353.81,352.66,354.44,346.57,347.67,342.42,345.19,342.06,334.51,335.77,332.83,329.98,325.03,323.90,325.38,320.81,322.78,321.82,326.61,326.26,329.61,329.48,340.42,339.09,339.68,337.42,337.07,342.97,347.85,344.29,346.72,344.38,350.01,348.15,343.32,335.26,329.33,328.55,332.09,335.59,337.35,337.24,336.61,337.35,336.10,338.68,340.93,343.69,339.43,337.23,339.77,338.74,339.35,335.06,332.04,331.20,330.00,328.78,329.54,333.26,336.18,335.58,336.52,334.44,330.30,332.19,335.94,329.96,329.95,330.42,339.10,338.01,338.12,336.49,341.17,340.46,339.72,340.69,340.02,340.98,340.13,340.54,L7
2010-08-08 22:06:24+00:00,317.94,322.03,311.88,,317.43,316.72,313.30,324.32,324.15,325.91,321.37,317.48,332.84,327.65,327.21,327.79,327.69,,332.97,332.30,326.13,331.30,331.41,337.42,332.95,329.05,331.72,328.39,327.01,324.71,328.37,,332.76,332.19,332.30,333.91,330.99,337.03,342.84,337.10,334.57,336.72,334.18,341.37,340.83,,342.06,342.71,336.50,341.38,342.06,340.01,337.51,329.85,327.79,323.02,331.36,324.84,321.39,,,319.80,319.08,316.26,313.30,314.16,315.06,310.09,313.16,305.25,303.41,304.51,302.69,310.19,,317.49,319.21,327.08,329.23,326.32,332.18,335.30,340.43,334.69,331.26,329.82,322.59,319.53,,324.09,319.49,325.95,319.17,323.49,326.89,327.23,322.56,325.83,314.74,323.04,316.58,316.41,,320.06,318.35,311.64,314.23,322.26,316.82,319.27,317.46,314.67,313.72,312.97,313.25,312.26,309.40,308.63,313.54,322.48,316.89,324.60,324.36,319.74,318.88,319.82,318.06,327.10,325.28,323.96,326.56,333.97,332.86,335.05,333.89,L7
2010-10-11 22:06:33+00:00,346.62,336.68,340.94,336.46,333.75,330.49,333.86,337.18,337.44,341.33,339.20,340.90,333.24,339.48,342.95,342.47,343.19,342.38,343.72,343.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.73,350.46,350.60,349.85,349.64,346.80,343.81,344.40,344.42,339.62,336.11,336.78,322.93,328.27,327.05,327.49,315.22,318.77,321.69,313.54,316.45,311.15,321.00,322.68,322.02,319.24,323.34,322.84,320.11,326.91,331.92,344.88,341.13,340.37,345.16,348.46,347.75,341.41,334.99,339.01,334.08,324.79,323.35,326.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-01-07 22:04:08+00:00,335.04,334.03,330.45,335.41,331.42,336.93,333.54,335.78,342.26,341.96,343.32,341.88,344.32,344.02,346.06,339.97,344.25,346.65,344.99,339.51,348.47,348.57,352.23,351.07,349.75,354.05,353.49,351.77,348.21,347.76,346.36,348.73,347.69,349.53,346.46,351.27,354.35,353.58,349.41,355.77,351.74,352.66,355.65,352.24,351.87,353.99,351.02,352.44,350.20,348.88,355.56,355.94,352.82,346.46,346.71,344.91,345.25,339.50,341.84,336.09,336.01,327.38,324.36,328.27,324.32,327.18,325.02,321.27,323.15,325.31,326.85,327.45,325.75,321.34,330.45,329.26,333.02,336.55,338.76,346.51,345.51,345.70,351.27,355.98,353.33,350.36,339.08,335.99,331.84,326.10,321.87,326.51,324.35,333.70,336.65,337.45,337.60,341.55,339.28,339.68,334.26,332.08,332.97,329.05,327.92,330.02,329.49,328.96,326.65,332.14,331.18,334.13,,,,,,320.82,328.00,326.60,328.72,331.76,334.58,332.24,334.17,334.34,339.11,338.74,339.50,338.81,339.06,337.62,341.41,339.33,340.25,L5
2011-02-08 22:04:11+00:00,340.39,336.83,328.33,333.70,338.21,347.00,351.42,344.74,350.91,351.78,352.16,351.14,339.05,345.87,344.99,346.24,346.81,349.74,352.48,357.24,360.47,360.79,362.13,361.24,362.57,359.79,348.75,347.03,351.17,347.66,348.51,349.61,351.20,358.26,356.86,359.41,361.26,362.85,363.96,362.92,353.98,354.14,358.66,356.44,351.98,354.14,351.56,360.72,363.61,357.88,361.14,362.45,357.13,357.94,352.61,348.76,345.71,344.84,337.48,335.63,336.55,341.93,343.68,342.52,337.72,336.24,336.10,334.93,330.65,322.65,323.95,326.83,326.49,325.14,327.90,333.64,348.37,349.16,347.66,352.31,353.11,356.57,357.59,353.55,350.69,343.21,343.01,338.30,334.49,331.35,337.93,341.23,340.58,342.54,344.91,344.49,343.91,336.26,335.33,339.05,336.35,336.39,335.11,337.04,348.14,344.36,337.21,339.39,341.68,339.35,337.83,332.15,330.81,332.19,330.62,327.77,329.35,331.79,340.38,339.94,339.56,339.62,340.28,345.42,343.14,336.01,336.46,339.20,342.22,339.40,341.52,339.45,353.68,355.11,350.33,L5
2011-03-28 22:04:02+00:00,343.39,341.97,335.17,335.70,335.94,331.87,337.35,341.26,340.37,340.76,339.35,344.25,342.63,341.82,340.83,347.67,347.29,346.54,346.54,348.56,345.16,345.28,348.01,346.73,346.41,349.45,353.00,348.57,344.62,345.17,350.30,346.63,347.69,345.37,343.36,351.80,353.22,352.42,355.92,351.86,353.13,353.97,351.84,353.74,351.98,351.29,350.02,351.87,351.43,352.84,347.29,347.82,350.85,350.61,352.25,353.33,345.29,347.88,339.45,339.58,334.20,328.92,331.61,326.51,327.62,325.69,321.89,320.66,323.39,322.60,318.94,327.63,322.50,326.76,329.53,330.29,328.49,334.40,337.91,340.41,343.02,343.97,351.64,355.47,351.88,343.68,339.58,340.19,334.58,325.46,322.47,324.68,333.35,328.61,327.18,329.43,339.24,337.72,335.24,330.07,340.95,338.59,336.60,329.27,329.34,330.90,332.97,328.01,327.19,326.90,329.65,332.80,333.28,325.27,328.62,327.93,333.97,329.43,331.00,332.29,331.92,331.20,332.96,336.92,333.51,337.19,336.34,334.10,343.27,341.36,340.75,340.43,337.46,337.13,340.07,L5
2011-04-05 22:07:50+00:00,335.47,,333.93,326.16,329.28,332.66,331.37,327.83,329.83,339.02,340.14,341.95,343.83,345.73,,,344.31,345.33,341.24,339.77,342.15,350.13,341.20,336.14,337.13,331.31,332.62,339.85,,,345.41,347.03,346.95,348.39,343.43,346.58,344.86,345.08,345.07,349.22,340.91,341.71,348.88,,353.37,352.97,350.18,351.52,348.83,337.81,342.95,348.03,348.44,343.99,336.73,338.33,339.77,,,334.67,332.09,332.53,334.84,332.96,323.33,319.51,315.29,316.35,317.90,316.97,321.05,318.04,325.21,327.79,323.71,327.41,330.35,331.59,337.97,342.93,341.72,345.30,346.75,351.29,349.38,348.27,344.42,340.65,332.13,325.19,323.66,325.73,326.91,326.46,331.57,331.79,332.74,337.19,336.67,335.44,337.53,338.22,332.66,333.91,332.41,330.83,333.55,328.92,327.43,327.46,328.18,323.34,322.55,324.04,323.43,330.69,329.26,330.57,331.07,329.15,329.98,331.03,331.41,326.42,327.85,326.61,332.12,341.90,342.66,343.92,344.70,342.96,342.89,343.05,341.74,L7
2011-06-08 22:07:48+00:00,360.70,353.87,352.84,,,,,,,,,,,,,,,,358.64,367.02,361.69,,,,,,,,,,,,,,,,,,,,,,,,,,,366.64,365.25,370.72,365.40,365.69,364.54,369.98,373.11,366.78,359.38,354.16,359.65,352.19,,349.05,344.52,345.32,340.02,336.29,334.43,338.47,341.36,342.63,343.53,338.22,337.60,344.56,,342.39,344.75,356.00,353.77,356.37,356.81,362.52,371.05,372.17,366.67,366.66,358.03,355.51,,343.38,341.25,,351.52,349.49,350.20,,349.54,350.79,349.70,352.22,352.18,351.99,352.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.76,353.60,348.93,L7
2011-07-26 22:07:41+00:00,357.76,350.09,350.46,353.50,,346.51,352.88,352.37,354.53,351.43,350.83,357.34,357.07,356.63,358.19,363.39,365.60,364.73,,354.62,353.79,359.70,363.46,358.20,356.24,359.28,365.86,365.23,356.95,357.70,354.00,356.74,,356.32,357.25,363.65,365.51,362.92,361.86,355.33,375.55,370.57,366.91,365.66,360.33,370.96,,363.29,360.59,367.22,362.16,365.72,358.15,360.01,363.96,369.26,360.71,359.84,359.67,355.80,,,344.23,342.46,334.17,331.89,338.61,331.36,339.94,341.94,340.98,337.75,342.22,341.97,,,345.79,345.37,349.78,352.99,359.92,356.89,362.65,368.75,364.38,359.00,351.37,346.69,340.86,,337.45,335.10,342.63,342.55,345.45,342.51,350.91,355.55,361.23,356.47,351.73,348.80,352.50,,346.55,348.10,344.72,347.59,340.27,335.29,342.20,348.41,345.34,346.89,348.35,346.51,349.29,,343.87,339.56,343.39,342.11,341.71,342.45,348.62,360.49,356.86,351.64,350.08,353.07,354.34,357.09,356.05,356.89,353.61,L7
2011-08-27 22:07:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.13,362.34,356.30,,359.33,361.48,362.21,359.15,354.18,352.71,351.48,349.50,349.69,344.72,348.08,342.60,341.13,,,333.16,330.28,335.88,329.30,331.56,325.39,329.68,328.16,328.99,330.47,330.54,334.28,,,346.63,347.64,352.82,351.99,352.99,355.39,355.15,354.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-09-12 22:07:29+00:00,328.05,329.38,326.24,320.23,323.38,329.65,323.99,326.04,327.72,,331.07,337.26,337.95,333.06,342.47,341.17,346.13,343.51,335.62,336.35,340.36,335.70,338.77,,339.64,337.05,334.27,335.59,337.93,336.31,339.30,342.54,339.74,343.69,342.62,339.62,333.20,,345.84,350.15,343.71,352.70,346.32,344.86,346.29,354.31,355.98,356.25,353.42,344.16,352.46,348.12,,334.28,331.56,331.50,334.15,334.45,331.79,329.93,328.57,322.89,323.48,328.17,322.77,319.81,,307.69,313.53,307.44,310.35,316.84,310.14,317.87,315.93,317.47,318.30,330.55,332.82,335.17,,,333.86,341.86,334.96,333.03,331.36,330.61,332.33,328.29,321.53,320.85,319.17,321.13,,,326.58,328.84,324.36,326.03,318.75,325.18,328.52,324.31,313.62,318.06,315.01,319.41,,,320.72,317.38,320.36,319.76,322.46,317.92,320.91,328.85,320.97,327.41,324.72,330.70,,,326.64,320.75,329.00,332.23,331.12,339.46,338.69,339.75,338.91,337.62,334.90,L7
2011-11-15 22:07:46+00:00,349.15,346.76,343.98,339.54,335.12,334.33,346.54,341.39,336.81,333.04,343.09,349.63,353.91,352.87,353.48,350.99,351.49,352.09,346.86,348.27,354.63,354.89,353.65,353.62,352.71,346.79,347.30,347.00,346.25,346.29,346.94,349.98,349.97,351.13,349.70,354.49,353.50,352.01,358.82,356.70,360.42,358.82,362.29,362.83,360.14,359.32,357.35,362.20,360.74,362.04,360.36,357.89,354.37,353.40,351.98,350.23,351.56,348.48,341.99,342.18,341.76,345.49,340.71,337.69,339.00,336.48,333.01,329.92,327.38,330.97,334.62,334.60,330.43,334.57,334.64,341.98,340.95,345.81,347.82,351.94,350.37,355.17,358.68,360.59,362.79,355.39,353.70,346.13,341.27,335.62,334.90,336.40,339.48,342.49,341.52,345.51,344.50,342.31,342.28,344.91,346.48,343.33,342.70,341.78,341.91,341.69,338.54,338.04,337.92,338.47,340.87,335.61,337.53,336.54,335.40,337.06,341.43,338.67,339.20,338.40,338.09,338.37,341.42,342.70,340.74,344.17,341.98,343.18,348.00,347.92,345.24,345.17,346.54,346.67,343.93,L7
2012-02-19 22:08:20+00:00,338.19,339.10,335.28,335.83,331.31,341.54,341.80,345.03,344.81,346.77,347.94,345.44,344.82,345.42,347.61,348.45,346.89,349.59,346.45,351.78,358.15,356.37,359.66,358.24,360.37,358.75,350.20,351.18,352.70,353.23,351.40,350.05,350.41,355.45,358.39,361.28,356.00,358.78,359.27,363.11,359.71,355.26,358.71,358.77,356.88,356.17,359.60,358.50,359.84,362.66,365.05,362.01,358.78,356.43,355.20,347.94,349.08,345.42,341.02,338.63,336.60,337.68,340.49,334.77,335.04,332.05,327.49,331.56,330.24,324.66,324.31,327.39,328.75,328.54,331.45,329.37,342.84,348.10,348.51,351.52,353.36,354.29,355.99,351.04,353.86,351.66,345.70,342.38,334.41,330.09,333.55,333.99,335.99,340.92,342.52,343.71,347.02,343.23,337.76,340.42,339.28,337.82,336.68,336.27,338.61,336.37,339.42,337.70,338.13,331.21,337.67,333.72,330.96,332.39,330.48,335.16,331.31,334.80,336.00,337.15,339.12,338.47,341.29,336.34,339.96,336.34,338.19,341.79,340.27,342.72,340.47,340.22,347.46,349.50,347.17,L7
2012-08-29 22:09:28+00:00,342.82,341.41,337.44,340.33,339.59,340.54,347.65,343.83,345.59,352.82,351.01,353.06,,348.35,351.67,355.43,355.78,348.97,347.37,349.38,359.85,357.96,363.12,359.50,357.41,358.36,358.82,,352.63,353.44,351.54,351.78,350.10,357.10,357.67,366.26,363.28,361.33,359.44,363.37,365.75,,361.07,359.90,358.69,356.79,359.06,357.94,365.17,366.03,366.35,363.68,358.48,359.13,354.88,352.07,348.51,347.01,341.12,339.96,337.95,341.25,341.76,339.86,337.06,342.16,348.11,333.36,336.97,336.80,337.24,333.37,336.37,331.54,337.54,339.50,350.04,360.10,362.96,356.40,371.27,370.85,369.87,367.87,356.85,357.77,352.05,346.05,339.27,332.79,330.71,340.33,344.69,348.28,346.95,348.15,348.02,347.35,344.31,345.67,342.51,341.65,343.84,340.12,341.73,339.91,344.36,344.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2012-09-30 22:09:48+00:00,332.54,324.58,321.05,320.73,321.69,,,320.59,332.18,330.58,335.43,327.01,331.55,329.27,332.76,340.07,339.22,339.76,337.49,329.57,,343.05,343.67,346.54,347.24,343.56,341.94,347.05,339.51,342.78,341.17,343.75,338.97,341.22,,346.46,347.12,345.59,343.20,347.27,342.62,344.80,348.24,344.55,347.31,344.21,347.71,348.56,349.93,352.91,358.48,356.59,352.66,345.72,341.99,342.99,344.90,343.29,338.45,332.79,328.73,331.73,328.81,329.44,327.67,329.62,325.04,320.64,322.69,315.36,315.95,326.08,324.56,325.77,329.36,332.57,336.17,337.14,336.78,333.44,333.90,337.12,341.77,346.05,340.59,336.64,332.97,326.59,324.81,320.30,323.33,325.35,325.19,331.95,333.12,332.67,327.52,332.94,328.52,327.30,325.12,321.94,324.59,325.32,327.13,329.65,332.98,328.53,329.12,326.96,325.46,338.32,345.18,339.83,332.41,330.62,327.18,328.56,330.67,,,,,,,,,,,,,337.87,337.47,335.51,342.85,L7
2013-06-05 22:16:15+00:00,343.68,338.62,332.71,336.80,339.58,336.34,340.74,335.45,339.84,346.00,345.90,344.54,349.70,351.23,351.93,345.32,350.08,352.64,353.54,353.97,354.20,349.16,347.46,344.60,349.44,346.32,351.51,351.82,350.88,346.79,345.64,354.96,349.68,343.10,350.39,352.24,350.88,347.67,345.72,349.98,350.20,358.61,359.12,357.48,360.19,361.73,361.17,355.56,355.95,359.32,359.35,358.42,359.96,354.93,348.95,348.31,346.28,343.87,337.17,338.28,333.22,339.53,335.92,333.16,328.28,325.33,325.71,323.81,321.53,328.66,328.98,325.08,334.21,332.74,333.88,341.41,337.16,341.04,345.31,345.51,343.42,348.28,350.01,343.94,341.19,345.76,343.95,336.57,331.86,325.17,321.72,300.97,292.69,,,,,,,,327.07,332.16,333.61,338.44,334.82,336.29,333.21,331.32,329.00,333.91,333.19,329.05,329.73,,303.51,,,,,324.96,334.83,334.06,336.94,336.81,339.14,336.58,335.99,339.94,342.11,340.54,347.26,345.19,343.11,343.08,342.35,L8
2013-07-07 22:16:11+00:00,351.62,348.73,343.60,342.70,343.49,347.68,343.84,345.22,348.91,349.70,350.04,350.54,352.41,352.57,356.08,355.25,355.47,356.68,354.53,353.96,358.45,358.90,357.37,358.60,358.21,357.74,356.93,357.04,359.32,360.12,356.06,357.97,358.08,361.04,360.48,359.27,354.88,356.16,356.70,362.09,361.56,364.45,364.59,362.06,364.14,366.38,364.33,361.80,359.20,362.42,364.21,361.61,359.51,354.20,351.58,350.92,351.84,347.95,348.80,346.85,342.44,343.65,341.38,338.25,336.99,335.89,332.72,333.89,334.61,329.87,331.90,334.14,335.47,336.74,340.52,343.92,346.23,346.18,348.15,350.28,352.92,352.42,358.61,360.39,357.17,353.33,350.11,349.04,343.53,337.70,336.10,340.48,337.03,339.85,342.51,343.18,344.25,344.63,344.82,343.84,346.41,344.27,340.33,342.78,335.97,338.86,339.75,340.70,341.21,339.31,342.46,342.04,336.65,344.06,343.33,341.34,338.36,342.20,341.12,336.07,341.21,343.47,342.26,338.50,341.21,342.64,346.91,344.36,344.08,346.82,345.01,,,,,L8
2013-07-23 22:16:10+00:00,343.36,346.38,341.81,338.60,338.53,348.03,339.27,336.94,341.83,343.17,346.17,341.51,347.54,345.81,352.16,352.03,359.26,351.58,349.75,349.08,353.80,356.42,355.49,352.97,357.00,347.96,349.75,358.86,352.67,355.20,351.74,356.66,353.43,358.73,357.34,354.27,353.14,352.33,350.30,357.29,355.31,359.76,354.77,361.23,363.35,362.71,361.88,361.43,357.88,358.79,362.20,359.65,354.86,352.86,345.45,345.19,347.33,344.24,343.93,337.67,335.52,333.23,337.20,329.87,329.00,327.51,326.17,328.31,324.65,319.27,323.87,329.93,334.34,336.00,335.82,338.57,341.69,342.87,346.47,348.93,344.08,347.86,355.90,355.35,355.68,348.55,350.30,348.50,343.04,334.75,329.22,338.91,327.08,335.84,337.43,343.24,346.18,341.50,343.42,347.25,341.49,343.14,343.97,340.46,337.76,340.42,339.84,340.72,336.15,330.33,339.11,335.47,325.62,337.05,335.99,334.06,332.61,334.90,332.59,329.72,336.98,335.72,338.12,331.43,333.93,334.95,341.89,344.41,345.33,344.31,339.06,343.21,343.04,345.36,346.30,L8
2013-09-17 22:09:52+00:00,343.94,340.59,336.52,335.29,331.14,330.02,328.40,337.25,334.76,336.51,334.60,,,336.21,341.10,345.78,346.79,349.25,343.39,337.19,339.35,343.09,346.01,343.96,346.22,,342.48,341.45,351.84,353.52,349.90,352.05,344.82,347.88,347.45,345.00,349.50,345.96,345.45,,352.23,351.90,344.52,353.27,355.09,350.50,353.04,349.59,352.81,346.79,356.78,354.43,353.19,345.34,348.78,351.57,352.00,347.85,341.05,335.95,334.91,332.89,328.71,326.70,321.98,322.31,321.40,322.40,318.35,321.98,328.39,323.23,329.06,326.98,329.95,334.91,334.38,328.19,333.85,334.94,335.98,343.33,342.88,345.87,341.92,343.82,341.06,337.33,327.88,326.75,320.40,324.59,322.79,323.23,327.08,326.65,332.26,330.76,336.74,334.34,339.02,335.14,338.79,329.23,328.30,331.13,325.66,329.49,327.24,325.59,323.65,325.64,321.71,325.53,328.13,327.26,327.18,330.12,326.12,322.78,327.23,325.26,325.31,328.17,331.37,333.03,334.07,332.63,335.05,337.02,341.95,340.09,338.93,339.66,337.68,L7
2013-10-11 22:16:05+00:00,343.15,339.11,337.98,336.87,340.51,335.81,341.49,343.57,341.69,342.96,342.80,348.13,347.68,347.83,343.08,344.51,344.45,349.99,350.48,353.80,344.26,347.38,347.59,346.59,347.13,347.36,352.64,349.97,350.92,350.53,351.02,352.49,356.87,350.26,347.56,347.26,353.43,357.37,357.74,353.06,353.72,351.06,358.34,355.21,351.67,354.88,350.72,352.53,355.88,354.42,351.55,352.59,350.80,349.37,354.09,349.44,344.15,334.34,334.58,330.98,336.52,332.25,326.07,327.87,328.49,325.83,324.38,324.93,321.96,327.46,323.67,326.37,322.74,327.42,328.48,333.65,333.60,336.09,339.80,342.20,346.41,348.05,347.40,348.98,343.19,344.03,344.41,338.66,334.38,328.42,326.01,323.83,334.40,333.32,328.55,331.65,333.63,333.44,336.13,334.45,335.61,333.51,336.59,337.85,338.77,334.00,332.54,330.76,330.44,331.72,332.57,334.72,333.91,330.55,329.62,328.77,330.44,331.12,329.34,334.12,332.31,331.02,330.95,342.05,342.03,339.42,336.21,334.77,335.72,338.86,338.80,337.56,339.49,341.67,343.16,L8
2013-10-19 22:10:15+00:00,339.47,337.10,337.29,333.31,338.22,341.58,338.33,339.18,338.63,338.94,343.32,341.55,345.09,341.89,347.35,349.85,349.44,354.70,347.30,341.34,353.13,357.11,352.71,348.23,349.27,351.65,346.89,352.27,353.21,352.00,347.01,346.31,351.40,351.02,354.52,353.19,349.27,346.13,345.87,349.23,353.58,355.78,356.46,354.68,352.45,357.29,360.41,357.63,363.04,358.26,359.59,359.58,354.87,354.50,345.25,347.00,353.79,348.65,349.55,343.32,341.69,338.70,339.03,333.41,326.78,329.45,324.06,323.43,330.70,321.80,323.95,326.94,327.50,327.29,330.55,333.64,336.94,343.88,343.23,343.95,342.93,343.87,353.31,355.96,349.50,346.95,342.71,339.21,333.44,330.09,325.35,328.36,322.69,329.83,337.59,341.17,339.54,342.44,345.77,344.98,342.36,343.07,342.23,338.80,337.06,345.74,342.36,344.35,340.95,345.98,345.14,341.92,341.78,347.26,345.57,344.90,341.44,,,,,,,,,,,,,,,,,,,L7
2013-12-22 22:10:35+00:00,,340.73,335.06,338.88,343.74,336.50,336.12,339.94,332.68,341.40,347.12,344.88,344.47,343.77,,347.87,349.60,346.37,346.74,348.89,346.39,347.98,348.31,351.13,350.54,350.89,354.66,353.43,,356.23,352.90,351.42,350.75,351.54,351.25,353.85,353.80,354.09,356.92,352.43,353.78,350.87,,353.97,357.37,352.12,350.96,353.16,351.58,350.01,349.64,354.10,351.80,350.32,348.20,344.62,348.32,346.41,339.18,335.01,338.90,333.47,331.46,333.78,328.68,327.40,326.31,322.97,322.06,322.50,324.70,325.88,328.80,332.77,330.75,334.88,340.53,335.14,339.86,342.57,345.14,345.71,344.25,353.71,348.80,346.25,345.85,341.41,335.12,330.66,328.86,329.80,330.31,336.21,327.48,334.29,336.57,339.47,338.62,337.61,338.21,336.22,341.83,337.69,335.43,336.45,333.90,332.82,331.71,332.07,329.45,330.04,330.33,333.63,333.61,335.40,332.98,,,,,,,,,,,,,,,,,,,L7
