dates,satname,nzd0467-0000,nzd0467-0001,nzd0467-0002,nzd0467-0003,nzd0467-0004,nzd0467-0005,nzd0467-0006,nzd0467-0007,nzd0467-0008,nzd0467-0009,nzd0467-0010,nzd0467-0011,nzd0467-0012,nzd0467-0013,nzd0467-0014,nzd0467-0015,nzd0467-0016,nzd0467-0017,nzd0467-0018,nzd0467-0019,nzd0467-0020,nzd0467-0021,nzd0467-0022,nzd0467-0023,nzd0467-0024,nzd0467-0025,nzd0467-0026,nzd0467-0027,nzd0467-0028,nzd0467-0029,nzd0467-0030,nzd0467-0031,nzd0467-0032,nzd0467-0033,nzd0467-0034,nzd0467-0035,nzd0467-0036,nzd0467-0037,nzd0467-0038,nzd0467-0039,nzd0467-0040,nzd0467-0041,nzd0467-0042,nzd0467-0043,nzd0467-0044,nzd0467-0045,nzd0467-0046,nzd0467-0047,nzd0467-0048,nzd0467-0049,nzd0467-0050,nzd0467-0051,nzd0467-0052,nzd0467-0053,nzd0467-0054,nzd0467-0055,nzd0467-0056,nzd0467-0057,nzd0467-0058,nzd0467-0059,nzd0467-0060,nzd0467-0061,nzd0467-0062,nzd0467-0063,nzd0467-0064,nzd0467-0065,nzd0467-0066,nzd0467-0067,nzd0467-0068,nzd0467-0069,nzd0467-0070,nzd0467-0071,nzd0467-0072,nzd0467-0073,nzd0467-0074,nzd0467-0075,nzd0467-0076,nzd0467-0077,nzd0467-0078,nzd0467-0079,nzd0467-0080,nzd0467-0081,nzd0467-0082,nzd0467-0083,nzd0467-0084,nzd0467-0085,nzd0467-0086,nzd0467-0087,nzd0467-0088,nzd0467-0089,nzd0467-0090,nzd0467-0091,nzd0467-0092,nzd0467-0093,nzd0467-0094,nzd0467-0095,nzd0467-0096,nzd0467-0097,nzd0467-0098,nzd0467-0099,nzd0467-0100,nzd0467-0101,nzd0467-0102,nzd0467-0103,nzd0467-0104,nzd0467-0105,nzd0467-0106,nzd0467-0107,nzd0467-0108,nzd0467-0109,nzd0467-0110,nzd0467-0111,nzd0467-0112,nzd0467-0113,nzd0467-0114,nzd0467-0115,nzd0467-0116,nzd0467-0117,nzd0467-0118,nzd0467-0119,nzd0467-0120,nzd0467-0121,nzd0467-0122,nzd0467-0123,nzd0467-0124,nzd0467-0125,nzd0467-0126,nzd0467-0127,nzd0467-0128,nzd0467-0129,nzd0467-0130,nzd0467-0131,nzd0467-0132,nzd0467-0133,nzd0467-0134
2009-02-26 22:04:13+00:00,L7,347.41,338.84,336.32,339.49,335.07,340.47,,334.76,346.26,346.22,348.18,347.59,347.75,348.12,348.38,348.49,349.28,346.44,341.13,348.06,,353.30,355.75,355.02,352.02,359.98,359.20,361.49,358.62,354.57,353.62,352.25,355.14,351.43,358.83,,361.77,355.89,359.25,355.45,355.97,358.58,358.92,357.26,359.91,357.09,358.63,357.68,358.10,,361.67,358.47,357.20,357.59,353.50,353.35,350.83,349.06,341.67,342.60,337.46,339.19,334.75,334.98,334.56,336.23,333.56,331.15,326.98,334.33,333.41,331.37,330.09,333.64,334.67,337.87,341.58,343.81,346.34,348.02,348.69,354.92,354.35,356.23,355.96,353.12,,345.91,339.29,334.50,338.17,336.98,332.62,335.56,349.85,368.95,,,,,,,,,,,,,,,340.85,352.99,344.47,337.73,334.59,334.45,339.28,333.27,338.14,329.78,335.60,342.19,340.53,345.99,338.13,339.57,339.06,343.38,348.87,346.81,346.50,344.61,346.50,345.71,343.93
2009-03-14 22:04:21+00:00,L7,342.31,348.77,338.55,341.61,336.05,341.55,339.83,,342.70,356.44,350.49,351.73,346.74,344.91,353.44,353.37,349.41,356.79,355.45,360.86,354.59,361.11,351.41,354.72,357.14,354.34,357.44,362.64,358.29,359.08,365.71,355.82,362.64,360.16,358.94,360.21,365.92,364.81,363.43,363.17,367.88,369.93,365.47,361.64,359.95,365.53,362.63,360.65,361.04,359.66,364.07,360.89,358.05,359.71,357.89,356.14,357.49,350.15,345.18,343.33,346.61,341.29,343.18,336.69,332.50,336.08,336.11,325.82,338.62,328.94,334.36,333.30,334.38,335.48,340.92,337.92,350.33,349.75,347.90,353.65,351.15,347.82,355.43,350.48,357.78,352.55,348.85,346.91,339.26,332.69,335.70,337.63,341.44,350.63,348.50,333.93,349.29,349.41,347.32,346.41,345.36,346.35,340.81,336.73,338.29,341.42,336.16,339.71,332.16,339.05,338.66,343.52,338.29,342.06,344.60,344.71,344.38,340.22,341.72,340.40,335.58,341.28,339.91,344.30,344.28,342.06,347.99,348.21,348.78,349.55,350.93,347.81,345.73,347.99,353.18
2009-05-01 22:04:37+00:00,L7,334.84,334.38,333.64,338.79,333.99,342.63,338.30,344.74,340.64,342.84,339.53,343.45,343.26,342.42,340.02,345.92,342.67,349.00,347.97,348.34,346.98,345.18,353.26,351.21,350.37,347.04,345.65,344.60,349.51,,,,,,,,,,,,,,,,,,,356.63,354.85,354.25,353.57,354.49,353.74,350.10,346.76,343.66,348.25,343.39,340.98,342.52,338.88,340.78,336.25,336.85,334.47,330.78,325.27,322.21,321.55,323.11,321.11,324.24,321.47,327.91,328.33,333.90,336.28,342.51,343.26,343.65,344.15,345.20,345.90,343.40,340.55,345.68,339.48,343.07,337.13,332.98,331.93,332.15,335.86,339.12,337.81,344.38,333.24,338.75,332.03,335.18,328.86,336.84,341.83,342.57,339.40,,,,,,,,,,,,,,,,,337.05,335.88,334.02,334.79,336.33,334.67,333.09,338.90,341.55,345.74,345.38,345.63,342.75,342.12
2009-06-02 22:04:39+00:00,L7,351.28,352.55,347.31,354.53,351.90,352.89,353.01,352.43,356.33,352.10,354.62,356.99,352.96,351.17,356.38,360.23,360.05,358.08,356.56,359.41,360.80,,,,,,,,,,,,,,,,,,,,,,,,,,,365.73,363.87,363.33,372.75,366.50,363.36,365.83,366.67,362.53,357.48,353.18,356.82,348.35,352.69,349.44,339.80,337.25,337.32,335.21,335.96,345.15,327.59,329.32,325.19,338.88,340.27,343.64,338.82,348.01,349.46,349.71,351.63,359.72,356.62,360.51,355.74,365.51,366.42,360.11,357.82,349.02,347.82,338.34,345.82,342.87,347.66,351.73,350.00,,348.28,352.16,349.90,347.89,346.93,351.47,346.52,349.05,347.54,,,,,,,,,,,,,,,,,,,,,,,,,,,353.43,358.26,358.46,357.00
2009-06-18 22:04:37+00:00,L7,372.28,371.03,362.13,366.61,375.34,370.34,371.93,372.57,373.24,369.32,364.91,361.11,366.86,368.16,367.56,373.78,377.78,382.89,383.93,389.50,384.63,383.40,380.18,373.69,,,,,,,,,,,,,,,,,,,,,,378.86,381.15,378.89,388.14,387.63,380.40,377.87,383.03,379.20,374.65,370.01,367.71,370.70,368.85,364.61,366.33,358.35,356.24,351.62,351.23,361.13,351.85,351.19,355.51,353.49,355.56,353.86,359.46,361.52,360.43,360.90,364.81,374.46,376.37,364.61,373.93,370.42,385.41,383.69,381.17,370.39,363.88,368.40,368.89,364.43,355.80,359.32,360.91,364.34,374.26,373.88,364.89,380.35,368.55,364.37,365.13,363.47,370.31,365.07,372.25,370.61,,,,,,,,,,,,,,,,364.11,361.87,362.85,360.15,357.11,366.25,372.33,361.82,375.43,375.95,374.17,376.39,379.35,379.19
2009-08-05 22:04:24+00:00,L7,375.31,369.35,370.24,360.39,,,356.92,356.27,358.65,358.04,365.28,359.38,361.23,364.84,365.81,369.62,369.42,372.74,,,368.85,365.80,368.55,369.11,368.81,370.61,375.01,,,,,,,,,,,,,,,,,132.43,378.36,377.58,377.34,,375.07,371.44,372.14,371.14,373.61,372.43,372.18,373.75,372.46,369.48,361.47,360.52,358.62,,,345.32,343.73,339.66,339.65,339.29,342.98,344.89,342.49,352.10,345.18,349.75,350.82,,351.24,355.26,355.23,361.64,361.51,368.17,370.45,372.63,372.74,372.89,368.35,362.35,357.10,355.16,351.53,352.29,355.09,354.52,355.23,357.36,357.64,358.76,362.36,361.30,362.88,357.72,365.58,358.66,359.50,350.70,353.60,348.53,346.82,348.44,351.72,353.72,357.33,355.62,351.61,355.07,352.20,352.02,347.00,349.43,351.03,348.92,353.87,350.95,355.03,361.69,361.19,362.28,359.60,363.58,366.43,364.67,362.23,364.61,364.59
2009-10-24 22:04:30+00:00,L7,344.20,337.20,333.69,337.45,335.96,338.48,339.35,340.18,345.95,344.89,347.01,345.43,344.88,345.96,343.67,347.02,348.23,347.60,349.20,345.37,348.51,350.61,352.56,351.12,350.27,349.32,355.12,355.26,349.11,347.22,350.87,349.10,352.19,353.29,350.62,351.85,352.00,354.66,356.53,356.46,355.39,355.15,355.90,354.12,354.88,351.45,354.35,353.36,354.09,352.30,357.35,357.61,355.30,352.56,351.10,349.85,349.96,345.87,341.59,339.88,336.43,338.80,333.93,333.29,335.19,329.73,328.06,328.45,325.30,327.55,324.94,325.98,327.66,329.36,330.13,336.47,339.89,342.46,347.90,349.36,350.72,352.47,352.60,357.31,355.64,351.44,348.43,341.77,337.20,331.57,330.46,335.50,344.00,341.14,344.68,346.18,343.98,342.59,344.64,343.04,345.51,340.81,341.29,339.12,340.57,338.91,337.24,336.87,339.44,336.13,336.33,333.39,338.89,337.31,336.52,337.34,337.65,337.71,335.97,336.82,336.51,338.70,338.76,340.30,339.74,342.12,342.99,346.44,344.38,341.75,345.55,344.94,343.19,342.43,341.35
2009-11-25 22:04:57+00:00,L7,336.24,333.91,328.59,328.18,328.47,328.98,327.66,333.86,331.47,334.15,337.91,336.13,335.08,334.20,338.45,337.79,339.63,343.50,343.87,343.63,340.82,342.43,342.85,342.67,342.04,341.92,342.80,344.75,342.56,341.57,342.07,341.46,342.40,340.77,341.32,340.38,342.03,344.48,346.73,346.13,347.08,343.23,345.13,346.46,345.81,347.90,346.91,351.08,347.97,348.12,346.26,348.93,347.58,347.71,343.93,343.53,341.28,339.20,338.82,333.86,331.67,334.40,327.71,326.14,324.50,325.52,322.79,319.55,319.53,322.63,321.32,321.16,318.54,320.44,323.30,325.75,324.34,330.13,334.48,338.00,343.83,343.80,343.66,346.57,344.65,343.53,339.93,337.37,329.42,324.83,322.38,327.53,329.40,330.56,335.42,330.79,330.59,334.35,332.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-03 22:04:43+00:00,L5,,,,,,,,,,,,,,,,348.03,343.85,342.00,,,,,,,,,,,346.93,343.58,341.33,336.52,344.84,346.53,345.59,,,,,,,,,,348.57,343.53,345.85,351.75,348.58,346.66,346.40,356.59,352.38,349.50,349.95,349.53,358.84,358.62,344.70,332.79,330.38,326.01,328.05,327.96,315.81,325.89,321.73,321.23,323.64,322.61,322.08,321.83,311.11,320.21,318.65,329.05,333.00,323.70,329.93,339.17,344.49,346.92,346.74,353.24,353.53,349.97,340.16,327.78,327.12,323.80,323.60,324.18,325.39,331.66,336.53,336.32,331.54,335.19,335.38,332.62,333.38,327.42,327.24,328.63,329.55,324.04,315.39,320.13,328.20,328.46,324.01,325.86,327.58,322.97,322.20,322.06,325.99,320.64,320.78,329.27,326.08,327.67,332.99,333.31,332.39,340.06,342.83,341.23,338.17,330.38,336.54,338.11,334.59,333.84,333.87
2009-12-27 22:05:25+00:00,L7,336.72,334.70,331.06,333.42,337.40,335.86,339.82,335.71,334.96,338.64,334.64,343.71,346.19,341.92,348.18,345.41,346.50,348.17,346.16,344.67,343.02,344.58,345.88,345.73,349.88,344.22,350.79,347.10,347.15,342.94,343.43,340.83,339.93,346.46,340.89,344.80,343.78,350.56,352.28,348.33,347.17,344.90,347.51,353.43,350.68,347.29,346.28,351.01,346.17,347.99,346.76,351.82,350.10,349.13,346.41,349.13,341.28,342.12,340.76,332.40,331.66,331.69,332.67,328.55,325.76,319.76,322.31,321.97,317.75,318.87,317.10,320.77,319.52,320.40,321.48,323.38,326.37,334.62,334.64,340.11,343.81,344.16,346.84,349.08,346.78,345.30,340.32,337.63,329.82,322.73,322.27,326.56,329.90,335.56,332.83,337.20,333.98,338.79,335.16,337.42,336.73,333.38,333.21,330.59,331.93,330.22,328.97,324.80,328.42,327.44,325.29,328.34,324.42,325.87,321.78,329.55,329.08,325.64,327.88,327.58,330.06,328.46,330.48,334.09,332.91,335.07,330.02,333.48,335.73,337.81,338.65,337.48,338.18,337.31,335.03
2010-03-01 22:06:15+00:00,L7,353.28,347.59,329.39,334.44,339.41,333.74,,,,,,,,,,,,,,355.66,355.58,358.71,360.69,362.18,358.34,359.95,,,,,,,,,,,,354.57,355.88,357.81,362.64,359.87,362.75,360.53,361.61,364.09,360.80,359.15,359.91,359.59,362.72,359.07,351.95,365.61,363.00,361.03,358.77,350.90,349.03,349.42,348.58,344.88,344.45,338.24,337.05,333.54,335.68,332.42,334.33,330.63,334.18,334.10,328.14,331.95,334.27,340.25,342.30,347.41,347.91,351.82,351.48,360.12,360.67,360.96,358.64,356.87,351.04,347.62,342.26,335.77,334.41,336.50,339.67,342.53,345.49,351.24,347.37,344.88,347.09,345.22,346.10,340.99,342.18,342.32,344.24,342.98,341.47,342.46,348.45,344.56,346.78,343.11,340.51,340.28,344.81,343.08,342.61,,256.90,249.85,,,,,,,,,,,,,,,
2010-05-04 22:06:23+00:00,L7,345.57,339.91,336.03,340.67,342.08,345.33,342.59,335.80,337.09,341.65,345.10,336.99,340.22,337.66,340.97,346.95,345.13,346.58,345.16,347.29,343.57,341.70,338.81,341.58,352.28,345.78,346.75,352.56,349.60,352.53,347.65,348.84,354.05,350.71,354.37,343.24,351.66,349.56,353.09,349.88,348.40,347.10,359.37,353.78,354.48,352.63,354.71,356.69,354.82,354.24,355.42,356.69,349.81,350.01,346.81,349.97,344.27,345.50,340.52,343.29,338.76,331.89,333.87,330.30,326.81,323.13,320.28,321.76,318.86,318.78,319.11,324.71,324.36,327.71,327.24,337.89,337.19,337.57,335.47,335.02,339.67,344.68,341.76,344.67,342.01,347.48,346.25,341.37,333.36,327.16,325.84,329.85,330.52,333.73,335.34,334.71,335.24,334.20,336.51,339.03,340.88,336.81,334.42,336.32,334.74,336.05,332.89,329.93,329.20,327.47,326.48,327.01,329.64,334.01,333.68,334.41,331.27,328.40,330.29,332.77,328.06,328.05,328.52,334.03,332.94,333.05,334.04,339.27,338.56,337.82,338.79,338.02,339.08,338.23,338.24
2010-08-08 22:06:24+00:00,L7,321.51,325.45,315.03,,321.75,319.06,318.12,329.14,328.47,329.64,325.27,322.30,335.32,331.75,329.26,329.84,329.74,,337.07,338.16,328.18,333.95,334.06,339.47,335.00,331.78,335.82,331.43,329.06,326.76,331.02,,336.33,334.75,334.35,335.96,335.55,341.13,348.31,340.14,339.13,338.77,336.23,343.42,342.88,,344.11,344.76,338.55,344.80,344.11,342.06,339.56,333.95,334.10,327.84,333.84,327.18,323.44,,,322.63,321.13,318.99,316.72,316.21,318.96,313.99,315.26,309.57,306.34,306.56,304.74,312.24,,320.22,321.26,329.36,331.33,328.54,335.75,338.72,343.16,336.91,333.82,332.55,324.64,321.63,,326.43,322.42,328.36,324.64,327.39,328.94,329.28,324.84,327.88,317.08,325.09,319.62,319.24,,323.79,322.67,315.21,316.57,324.54,318.98,322.00,319.94,317.40,317.62,315.31,315.30,314.54,312.82,310.68,315.59,325.90,318.94,326.65,326.41,325.21,324.35,325.29,320.71,329.15,327.33,326.01,328.61,336.13,334.91,337.10,336.37
2010-10-11 22:06:33+00:00,L7,348.36,338.35,342.48,338.36,335.86,331.63,336.21,339.53,339.55,343.15,341.10,343.25,334.45,341.48,343.95,343.47,344.19,343.38,345.72,346.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.73,352.13,351.60,350.85,350.64,348.80,346.89,346.75,345.63,340.76,337.11,337.78,324.67,329.65,328.05,328.82,316.89,319.77,323.59,315.44,317.48,313.26,322.43,323.68,323.02,320.24,324.52,324.17,321.11,328.02,332.95,345.96,342.87,342.04,346.49,349.54,349.00,342.74,335.99,340.04,335.08,325.93,324.78,328.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07 22:04:08+00:00,L5,338.08,336.95,333.14,338.74,335.10,338.93,337.66,339.90,345.94,345.14,346.65,346.00,346.44,347.52,347.81,341.72,346.00,348.40,348.49,344.51,350.22,350.83,354.49,352.82,351.50,356.38,356.99,354.36,349.96,349.51,348.62,350.73,350.73,351.72,348.21,353.02,358.24,357.08,354.08,358.36,355.63,354.41,357.40,353.99,353.62,355.74,352.77,354.19,351.95,351.80,357.31,357.69,354.57,349.96,352.09,349.03,347.37,341.50,343.59,337.84,339.05,329.79,326.11,330.60,327.24,328.93,328.35,324.60,324.94,328.99,329.35,329.20,327.50,323.09,332.51,331.59,334.77,338.49,340.55,348.40,348.55,348.62,353.60,357.87,355.52,352.69,340.83,337.78,333.59,328.10,324.37,328.57,329.02,337.03,338.40,339.20,339.54,343.30,341.28,341.43,336.85,334.49,335.56,332.23,331.60,333.06,331.49,330.90,328.49,334.47,333.30,336.46,,231.74,226.61,238.04,,322.57,329.75,329.52,330.47,333.51,336.33,336.91,338.84,339.01,341.37,340.49,341.25,340.56,340.81,339.46,343.16,341.08,342.37
2011-02-08 22:04:11+00:00,L5,339.00,335.50,327.10,332.18,336.53,346.09,349.54,342.86,349.23,350.33,350.64,349.26,338.08,344.27,344.19,345.44,346.01,348.94,350.88,354.95,359.67,359.76,361.10,360.44,361.77,358.72,347.15,345.84,350.37,346.86,347.48,348.70,349.81,357.26,356.06,358.61,359.48,361.25,361.83,361.73,352.20,353.34,357.86,355.64,351.18,353.34,350.76,359.92,362.81,356.55,360.34,361.65,356.33,356.34,350.15,346.88,344.74,343.93,336.68,334.83,335.16,340.83,342.88,341.45,336.39,335.44,334.58,333.41,329.83,320.97,322.81,326.03,325.69,324.34,326.96,332.57,347.57,348.27,346.84,351.45,351.72,355.24,356.52,352.69,349.69,342.14,342.21,337.48,333.69,330.44,336.79,340.29,338.45,341.02,344.11,343.69,343.02,335.46,334.42,338.25,335.16,335.29,333.92,335.59,346.46,342.97,336.30,338.50,340.84,338.28,336.86,331.08,329.29,331.28,329.82,326.88,328.02,330.99,339.58,338.61,338.76,338.82,339.48,343.29,341.01,333.88,335.43,338.40,341.42,338.60,340.72,338.61,352.88,354.31,349.36
2011-03-28 22:04:02+00:00,L5,340.17,338.89,332.32,332.18,332.05,329.76,333.00,336.91,336.48,337.40,335.83,339.90,340.39,338.12,338.98,345.82,345.44,344.69,342.84,343.27,343.31,342.89,345.62,344.88,344.56,346.98,349.30,345.83,342.77,343.32,347.91,344.52,344.47,343.06,341.51,349.95,349.11,348.72,350.99,349.12,349.02,352.12,349.99,351.89,350.13,349.44,348.17,350.02,349.58,349.76,345.44,345.97,349.00,346.91,346.56,348.98,343.05,345.77,337.60,337.73,330.98,326.37,329.76,324.04,324.54,323.84,318.37,317.14,321.49,318.71,316.30,325.78,320.65,324.91,327.35,327.82,326.64,332.34,336.01,338.41,339.80,340.89,349.17,353.47,349.57,341.21,337.73,338.29,332.73,323.35,319.83,322.50,328.42,325.09,325.33,327.58,337.18,335.87,333.13,328.22,338.21,336.04,333.86,325.91,325.45,327.68,330.86,325.95,325.24,324.43,327.41,330.33,329.76,323.16,326.77,325.87,330.89,327.58,329.15,329.21,330.07,329.35,331.11,331.99,328.58,332.26,333.95,332.25,341.42,339.51,338.90,338.48,335.61,335.28,337.83
2011-04-05 22:07:50+00:00,L7,340.86,179.60,338.70,332.06,335.81,336.20,338.66,335.12,336.36,344.66,346.04,349.24,347.59,351.93,,,347.41,348.43,347.44,348.63,345.25,354.13,345.20,339.24,340.23,335.44,338.82,344.44,,,349.41,350.57,352.34,352.27,346.53,349.68,351.75,351.28,353.34,353.81,347.80,344.81,351.98,,356.47,356.07,353.28,354.62,351.93,342.98,346.05,351.13,351.54,350.19,346.27,345.62,343.53,,,337.77,337.48,336.81,337.94,337.09,328.50,322.61,321.19,322.25,321.08,323.50,325.48,321.14,328.31,330.89,327.36,331.54,333.45,335.03,341.15,346.28,347.11,350.47,350.88,354.64,353.26,352.40,347.52,343.83,335.23,328.73,328.09,329.38,335.18,332.36,334.67,334.89,336.18,340.29,340.21,338.54,342.12,342.50,337.25,339.55,338.94,336.22,337.09,332.36,330.69,331.59,331.94,327.47,328.45,327.58,326.53,334.13,334.43,333.67,334.17,334.32,333.08,334.13,334.51,334.69,336.12,334.88,336.12,345.00,345.76,347.02,347.80,346.22,345.99,346.15,345.50
2011-06-08 22:07:48+00:00,L7,355.22,348.62,347.99,,,,,,,,,,,,,,,,352.34,358.02,358.54,,,,,,,,,,,,,,,,,,,,,,,,,,,363.49,362.10,365.47,362.25,362.54,361.39,363.68,363.42,359.37,355.56,350.56,356.50,349.04,,344.71,341.37,341.12,334.77,333.14,328.43,332.47,338.13,336.00,339.03,335.07,334.45,341.41,,338.19,341.60,352.50,350.54,352.96,351.33,357.27,366.85,368.76,362.73,362.46,354.88,352.28,,339.78,336.75,,343.12,343.49,347.05,,346.04,347.64,346.10,349.07,347.51,347.65,348.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.61,350.45,345.11
2011-07-26 22:07:41+00:00,L7,354.98,347.42,348.00,350.45,,344.68,349.12,348.61,351.16,348.52,347.78,353.58,355.13,353.43,356.59,361.79,364.00,363.13,,350.05,352.19,357.64,361.40,356.60,354.64,357.15,362.66,362.86,355.35,356.10,351.94,354.91,,354.32,355.65,362.05,361.95,359.72,357.59,352.96,371.99,368.97,365.31,364.06,358.73,369.36,,361.69,358.99,364.55,360.56,364.12,356.55,356.81,359.04,365.50,358.77,358.01,358.07,354.20,,,342.63,340.33,331.50,330.29,335.56,328.31,338.30,338.57,338.69,336.15,340.62,340.37,,,344.19,343.59,348.14,351.26,357.14,354.22,360.52,367.02,362.38,356.87,349.77,345.05,339.26,,335.16,333.22,338.36,339.50,343.85,340.91,349.13,353.95,359.40,354.87,349.36,346.59,350.13,,343.18,345.32,342.89,345.81,338.59,333.16,340.26,346.28,342.29,345.06,346.75,344.73,346.62,,342.27,336.89,341.79,340.51,340.11,338.18,344.35,356.22,354.80,350.04,348.48,351.47,352.74,355.41,354.45,355.29,351.67
2011-08-27 22:07:35+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.35,605.34,552.11,422.44,,,363.13,364.34,358.30,,362.66,363.48,364.21,361.15,358.18,358.86,356.19,351.92,351.98,346.72,350.08,346.08,343.89,,,336.49,332.28,339.69,333.11,333.61,329.60,332.54,330.16,330.99,332.47,332.89,336.95,,,348.68,349.80,356.30,355.32,355.66,357.55,357.65,357.52,,,,,,,476.58,455.10,619.78,,,,,,,,,,592.61,594.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-12 22:07:29+00:00,L7,334.57,335.63,332.01,327.37,331.27,333.94,332.81,334.86,335.61,,338.21,346.08,342.50,340.56,346.22,344.92,349.88,347.26,343.12,347.06,344.11,340.54,343.61,,343.39,342.05,341.77,341.15,341.68,340.06,344.14,346.83,346.26,348.38,346.37,343.37,341.53,,355.84,355.71,352.04,356.45,350.07,348.61,350.04,358.06,359.73,360.00,357.17,350.41,356.21,351.87,,341.78,343.10,340.32,338.70,338.74,335.54,333.68,335.09,328.06,327.23,333.17,329.02,323.56,107.35,314.83,317.38,315.33,315.71,320.59,313.89,321.62,320.34,322.47,322.05,334.72,336.67,339.22,,,338.86,345.91,339.65,338.03,335.11,334.46,336.08,332.58,326.89,325.26,329.17,328.27,,,330.75,332.59,328.65,329.78,324.31,330.35,334.08,331.13,321.51,324.58,319.30,323.58,,,325.27,322.38,327.50,324.05,326.21,322.09,327.16,332.60,324.72,333.66,328.47,334.45,,,336.64,330.75,333.84,335.98,334.87,343.21,342.44,343.70,342.66,341.37,339.45
2011-11-15 22:07:46+00:00,L7,349.24,346.84,344.06,339.64,335.23,334.39,346.66,341.51,336.92,333.13,343.19,349.75,353.97,352.97,353.53,351.04,351.54,352.14,346.96,348.41,354.68,354.95,353.71,353.67,352.76,346.86,347.40,347.07,346.30,346.34,347.00,350.04,350.06,351.19,349.75,354.54,353.61,352.11,358.95,356.77,360.53,358.87,362.34,362.88,360.19,359.37,357.40,362.25,360.79,362.12,360.41,357.94,354.42,353.50,352.13,350.35,351.62,348.54,342.04,342.23,341.85,345.56,340.76,337.76,339.08,336.53,333.11,330.02,327.43,331.08,334.69,334.65,330.48,334.62,334.70,342.05,341.00,345.87,347.87,351.99,350.46,355.25,358.75,360.64,362.85,355.46,353.75,346.18,341.32,335.68,334.97,336.46,339.61,342.59,341.57,345.56,344.56,342.36,342.34,344.96,346.55,343.40,342.77,341.87,342.02,341.78,338.60,338.10,337.97,338.54,340.93,335.68,337.63,336.60,335.45,337.12,341.51,338.72,339.25,338.48,338.14,338.42,341.47,342.83,340.87,344.30,342.04,343.23,348.05,347.97,345.29,345.22,346.59,346.72,343.99
2012-02-19 22:08:20+00:00,L7,341.84,342.60,338.51,339.83,335.73,343.94,346.74,349.97,349.23,350.59,351.94,350.38,347.37,349.62,349.71,350.55,348.99,351.69,350.65,357.78,360.25,359.08,362.37,360.34,362.47,361.55,354.40,354.29,354.80,355.33,354.11,352.45,354.06,358.08,360.49,363.38,360.67,362.98,364.87,366.22,364.38,357.36,360.81,360.87,358.98,358.27,361.70,360.60,361.94,366.16,367.15,364.11,360.88,360.63,361.66,352.88,351.63,347.82,343.12,340.73,340.25,340.58,342.59,337.57,338.54,334.15,331.49,335.56,332.39,329.08,327.31,329.49,330.85,330.64,333.92,332.17,344.94,350.43,350.66,353.79,357.01,357.79,358.79,353.31,356.48,354.46,347.80,344.53,336.51,332.49,336.55,336.46,341.59,344.92,344.62,345.81,349.35,345.33,340.16,342.52,342.39,340.72,339.79,340.09,343.03,340.02,341.82,340.03,340.34,334.01,340.22,336.52,334.96,334.79,332.58,337.49,334.81,336.90,338.10,340.65,341.22,340.57,343.39,341.94,345.56,341.94,340.90,343.89,342.37,344.82,342.57,342.43,349.56,351.60,349.72
2012-08-29 22:09:28+00:00,L7,345.78,344.24,340.06,343.57,343.17,342.48,351.65,347.83,349.17,355.91,354.25,357.06,,351.75,353.37,357.13,357.48,350.67,350.77,354.24,361.55,360.15,365.31,361.20,359.11,360.63,362.22,,354.33,355.14,353.73,353.72,353.06,359.22,359.37,367.96,367.06,364.73,363.97,365.89,369.53,,362.77,361.60,360.39,358.49,360.76,359.64,366.87,368.86,368.05,365.38,360.18,362.53,360.11,356.07,350.57,348.95,342.82,341.66,340.91,343.59,343.46,342.13,339.89,343.86,351.35,336.60,338.71,340.38,339.67,335.07,338.07,333.24,339.54,341.77,351.74,361.99,364.70,358.24,374.23,373.68,372.14,369.71,358.97,360.04,353.75,347.79,340.97,334.73,333.14,342.33,349.22,351.52,348.65,349.85,349.91,349.05,346.25,347.37,345.03,343.99,346.36,343.21,345.31,342.87,346.30,346.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30 22:09:48+00:00,L7,339.50,331.25,327.20,328.35,330.11,,,330.00,340.60,337.85,343.05,336.42,336.40,337.27,336.76,344.07,343.22,343.76,345.49,341.00,234.66,348.21,348.83,350.54,351.24,348.89,349.94,352.98,343.51,346.78,346.33,348.32,345.93,346.22,,350.46,356.01,353.59,353.87,353.20,351.51,348.80,352.24,348.55,351.31,348.21,351.71,352.56,353.93,359.58,362.48,360.59,356.66,353.72,354.30,352.40,349.75,347.86,342.45,336.79,335.69,337.25,332.81,334.77,334.34,333.62,332.66,328.26,326.79,323.78,321.66,330.08,328.56,329.77,334.07,337.90,340.17,341.58,340.88,337.76,340.86,343.79,347.10,350.37,345.59,341.97,336.97,330.69,328.81,324.87,329.04,330.06,335.86,339.57,337.12,336.67,331.96,336.94,333.09,331.30,331.05,327.46,330.52,332.59,335.55,336.61,337.55,332.97,333.33,332.29,330.31,343.65,352.80,344.40,336.41,335.06,333.85,332.56,334.67,,,,,,,,,,,,,342.08,341.47,339.51,347.70
