dates,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,satname
2008-12-03 21:43:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.26,356.15,364.78,363.05,372.70,372.71,379.33,385.33,396.64,397.81,399.41,392.71,388.80,382.89,371.17,368.10,361.42,359.22,354.05,350.98,348.56,352.25,345.26,345.43,344.41,342.40,340.18,339.24,339.56,337.59,341.57,343.09,341.19,347.23,346.56,352.46,356.80,367.13,370.73,373.67,380.77,390.76,398.96,398.69,389.03,386.84,391.08,394.75,L7
2009-01-04 21:43:42+00:00,371.28,368.20,361.69,360.34,365.52,373.76,380.20,381.53,394.47,400.92,413.10,398.71,391.30,382.43,370.55,363.68,351.44,347.71,343.54,334.81,328.63,323.88,321.86,328.53,327.21,332.79,329.17,328.91,335.45,335.91,339.44,337.96,341.09,343.05,348.39,350.99,357.77,357.02,359.86,363.51,371.81,376.48,386.48,383.75,380.20,374.51,363.66,364.23,357.11,354.67,353.03,345.24,339.91,338.78,333.59,336.85,334.54,332.98,333.66,326.00,324.69,329.54,328.84,328.71,331.18,330.90,333.36,336.15,341.54,353.15,355.73,356.24,359.16,372.53,377.55,386.68,384.20,382.57,381.59,383.71,384.07,L7
2009-02-05 21:43:52+00:00,361.78,359.94,359.66,366.62,376.43,381.07,389.78,395.04,400.82,410.02,415.07,402.94,393.28,385.18,367.45,361.78,355.01,355.59,342.58,339.62,328.23,322.61,323.13,333.25,334.59,334.12,341.50,341.27,340.28,340.85,338.53,342.67,345.57,343.06,342.91,349.96,351.68,353.99,357.24,362.55,370.28,383.59,400.92,387.47,369.59,368.58,364.35,374.64,364.81,357.52,347.55,338.70,333.18,338.87,355.18,352.69,344.51,334.62,339.08,330.78,333.44,331.91,337.24,333.09,336.87,338.49,343.36,345.98,349.91,350.38,355.99,364.51,366.76,374.21,382.80,386.72,386.46,386.53,377.78,377.63,387.11,L7
2009-03-09 21:44:11+00:00,,,,,,,,,,403.36,407.51,393.80,384.45,379.54,360.41,355.14,350.30,338.60,336.82,328.94,323.41,324.60,322.48,320.38,319.87,324.96,325.20,329.36,327.49,324.33,329.20,333.71,334.18,339.64,341.59,348.38,351.46,353.44,353.06,364.42,373.87,376.32,382.37,381.88,374.47,370.68,364.34,366.83,362.18,355.79,340.08,328.02,335.35,341.37,348.88,350.84,340.79,328.96,327.03,322.63,325.48,329.69,331.56,333.61,326.72,323.49,326.05,331.28,336.14,340.16,343.63,351.11,355.09,363.77,373.49,384.99,389.24,385.48,374.12,370.57,367.67,L7
2009-03-25 21:44:18+00:00,375.46,366.18,365.12,364.42,367.18,381.47,391.97,403.52,409.30,416.52,421.55,410.18,396.79,390.17,379.85,371.40,364.56,363.06,353.67,349.22,346.49,344.05,340.84,345.48,346.35,343.45,345.61,337.72,338.96,345.97,342.39,340.28,350.19,352.79,355.68,356.29,364.71,374.70,384.05,378.73,393.93,396.83,401.71,404.01,391.16,384.76,384.87,385.65,378.24,373.45,365.65,352.70,355.21,360.95,357.44,351.78,355.96,356.89,342.23,341.36,342.86,341.23,346.68,346.09,346.43,349.57,351.53,352.60,353.95,360.30,366.95,371.76,375.63,389.68,400.81,403.94,402.94,402.04,395.19,384.51,391.48,L7
2009-04-10 21:44:23+00:00,368.23,354.55,353.43,355.25,364.73,371.20,390.89,395.78,403.19,411.97,419.10,409.95,397.46,393.37,369.96,363.28,357.49,348.58,342.54,345.71,334.88,328.68,332.91,334.79,331.81,330.79,331.13,329.00,329.66,331.82,332.97,338.31,342.10,347.66,349.44,351.72,354.32,365.30,369.06,374.57,375.76,388.15,385.81,392.38,386.25,379.68,371.08,366.41,359.17,352.61,353.24,349.22,343.96,346.77,346.03,337.79,334.26,335.83,332.12,328.98,337.32,335.86,332.84,327.62,331.83,333.72,336.97,340.09,342.37,347.84,347.56,346.73,355.80,375.69,381.91,382.08,378.23,382.25,387.28,388.52,384.02,L7
2009-04-26 21:44:27+00:00,364.98,369.90,365.42,369.94,373.65,383.35,387.92,391.61,394.16,403.26,402.87,399.95,393.70,382.92,382.39,370.00,358.15,349.65,348.05,344.49,336.77,328.86,331.55,334.32,327.37,329.40,329.70,339.44,341.87,340.01,337.36,344.37,348.49,350.87,343.98,347.98,353.02,357.32,364.25,363.68,375.64,384.00,388.72,394.69,389.08,384.00,377.76,366.39,362.14,355.32,354.24,348.26,345.97,345.06,349.06,343.26,339.50,340.25,339.52,334.38,335.22,337.07,334.75,333.29,328.63,333.80,337.52,340.95,348.83,351.38,356.33,360.06,369.96,374.17,375.61,377.99,379.38,377.72,379.83,377.31,377.38,L7
2009-05-12 21:44:30+00:00,356.21,355.20,355.65,359.43,367.00,372.38,377.51,384.90,393.39,404.46,406.43,398.99,391.50,379.31,371.05,364.09,364.04,351.72,346.84,339.13,336.00,329.94,336.63,330.48,326.82,325.97,330.05,329.48,328.28,334.65,333.66,337.68,340.05,342.13,346.39,349.18,354.41,357.66,364.54,363.10,360.71,375.47,386.95,394.27,384.61,378.69,368.97,367.66,362.72,356.58,351.30,346.30,347.39,345.25,342.49,335.05,338.05,341.55,336.41,336.98,334.30,336.91,337.50,333.68,334.82,333.68,337.74,341.99,340.71,349.21,350.67,,361.31,366.06,371.10,379.13,384.85,382.57,381.35,371.91,370.74,L7
2009-05-28 21:44:31+00:00,364.61,361.83,361.34,362.77,367.18,378.48,386.57,390.99,401.23,403.48,411.97,402.64,392.26,383.04,375.93,362.90,351.20,349.15,351.27,337.89,335.92,332.36,331.42,333.55,330.05,328.99,332.28,333.37,331.23,332.35,333.65,339.24,344.28,348.51,353.14,350.66,358.95,362.65,367.65,368.38,366.18,377.97,392.75,386.34,386.24,380.98,373.61,371.26,367.86,359.04,357.63,350.22,348.87,343.90,342.27,337.90,341.18,336.67,331.74,340.64,336.73,338.09,332.97,339.44,339.31,339.25,335.69,335.72,344.34,345.70,350.44,,353.84,375.43,379.50,379.47,375.96,376.02,379.76,382.41,390.39,L7
2009-09-01 21:44:14+00:00,379.84,378.79,377.80,378.55,384.25,386.66,390.36,396.04,397.50,406.74,409.36,396.28,385.71,387.36,375.61,360.78,346.61,344.06,341.56,338.56,327.05,324.77,328.81,328.55,328.10,321.59,322.50,317.70,324.65,328.55,336.41,332.03,326.54,335.22,341.69,348.56,350.58,353.30,358.75,367.84,372.19,360.20,369.74,382.52,378.07,371.76,370.67,354.11,343.82,349.29,349.02,345.66,343.50,334.94,333.41,334.44,334.62,328.32,316.12,318.14,319.69,318.80,315.45,317.95,317.02,320.24,324.30,320.97,320.45,327.58,327.31,335.04,342.89,344.01,337.31,340.13,337.73,341.89,348.03,356.39,357.92,L7
2009-11-20 21:44:45+00:00,,,,391.10,385.31,389.35,395.61,404.04,417.58,421.51,426.73,418.10,402.18,390.76,382.54,373.73,365.17,357.01,351.05,345.66,336.66,333.71,330.77,334.69,329.37,331.96,327.52,330.97,333.00,336.31,340.86,340.14,343.25,346.15,350.61,357.21,353.96,355.71,364.06,369.05,373.47,375.75,388.38,391.36,385.74,375.51,370.35,364.80,360.27,357.22,355.17,351.12,347.11,344.24,338.57,336.37,335.05,334.81,330.80,330.04,329.45,329.15,325.51,326.77,329.15,327.32,331.67,330.10,332.40,337.92,339.50,344.62,342.26,350.59,353.25,355.57,355.88,353.16,354.91,360.78,363.95,L7
2009-12-06 21:44:55+00:00,386.78,386.08,391.34,390.93,391.02,388.44,400.67,399.18,416.87,417.23,429.74,417.99,402.62,394.18,384.59,372.43,369.80,359.01,355.16,337.63,342.32,339.34,340.01,336.51,331.30,333.83,326.40,335.15,335.59,338.36,338.22,335.07,344.41,344.46,350.32,349.08,353.17,360.82,357.91,370.90,372.43,381.65,390.95,391.47,389.16,376.08,374.91,366.19,360.59,363.19,353.79,347.11,348.85,342.84,338.46,335.90,333.22,337.81,331.72,332.61,326.45,325.11,325.79,328.51,329.26,321.66,324.87,328.19,334.63,338.12,334.87,335.92,339.22,353.83,352.20,347.09,352.79,356.54,360.51,369.59,369.35,L7
2009-12-22 21:45:12+00:00,397.31,395.95,398.54,396.85,400.23,403.40,411.66,414.24,422.05,427.67,431.28,419.41,409.84,399.84,399.82,386.14,373.14,361.24,363.68,354.33,348.09,342.02,347.52,342.40,341.07,341.85,337.67,338.93,341.49,339.97,342.91,346.27,348.87,354.59,354.59,358.72,363.20,369.18,369.87,377.81,381.39,394.92,400.30,400.34,391.44,388.60,379.96,372.26,373.19,368.99,363.37,362.08,352.56,350.52,346.26,342.21,340.13,341.09,336.32,330.33,328.24,328.57,325.60,330.37,334.08,332.97,332.12,327.98,332.01,340.95,342.88,347.46,351.69,358.29,359.09,358.99,361.27,359.56,365.43,369.99,370.03,L7
2010-02-08 21:45:54+00:00,390.90,389.84,390.89,398.06,398.66,403.42,407.32,414.89,412.64,423.31,428.30,419.27,406.26,395.79,387.14,379.24,375.52,370.47,362.45,360.08,354.20,343.86,337.80,334.36,337.18,336.02,332.80,333.73,333.68,338.34,344.78,343.14,349.71,345.75,345.59,351.01,356.71,356.74,357.71,367.10,371.97,379.88,383.23,390.59,382.12,375.67,367.85,362.35,361.88,351.89,344.51,336.42,328.68,328.27,325.19,321.02,320.35,327.77,323.76,318.66,320.03,320.02,316.64,314.63,312.75,314.57,315.10,320.54,318.06,325.13,333.45,341.58,351.30,355.10,361.83,364.32,357.69,351.58,354.18,352.43,353.96,L7
2010-03-12 21:46:11+00:00,395.86,393.70,396.13,400.46,404.80,410.40,415.24,422.39,426.37,434.67,438.86,426.83,410.69,403.74,402.70,397.07,383.88,371.77,362.43,363.88,355.01,346.76,346.06,347.16,343.30,338.77,341.56,342.95,341.51,347.33,346.10,353.99,355.38,355.04,361.05,355.30,363.46,359.63,367.23,377.82,386.78,389.77,399.32,394.01,392.96,378.85,375.04,367.44,359.70,357.11,347.39,346.98,341.12,335.34,332.28,329.54,325.43,325.57,323.71,317.20,317.81,318.64,315.96,312.67,316.74,319.78,323.16,325.45,324.11,335.71,343.36,349.59,355.96,355.85,370.99,378.44,371.44,363.32,356.66,351.58,345.87,L7
2010-04-29 21:46:15+00:00,390.94,395.04,391.43,392.20,404.64,404.88,410.46,411.12,414.32,426.31,428.61,414.49,406.84,404.78,395.19,388.12,379.03,373.85,361.77,355.52,349.51,343.26,339.17,334.41,335.46,338.97,337.22,345.27,341.70,341.08,347.03,345.10,349.58,350.93,346.68,349.57,350.41,354.37,363.85,371.46,378.94,384.52,388.97,392.39,378.74,372.09,368.62,363.32,360.32,347.21,343.40,334.02,333.46,336.97,342.26,333.92,333.14,331.12,327.55,320.30,322.75,316.84,313.39,314.11,316.73,318.61,321.07,319.65,324.18,327.01,339.17,341.57,348.74,352.68,358.31,360.40,358.97,350.06,343.86,350.09,350.38,L7
2010-06-16 21:46:12+00:00,405.60,394.97,393.63,396.54,401.14,404.44,401.38,412.96,418.84,427.68,432.14,427.60,425.11,407.06,402.16,390.14,377.31,364.13,367.87,356.13,349.43,339.38,343.09,341.27,338.53,346.64,341.03,341.51,347.05,345.08,345.87,350.32,347.13,345.81,352.29,351.76,363.63,362.74,370.67,374.70,380.06,386.72,394.43,395.52,387.86,375.13,372.83,369.81,365.30,356.88,352.12,352.18,344.93,340.78,337.20,336.88,338.35,336.25,323.79,323.92,316.27,322.63,322.57,323.65,328.54,332.57,336.56,335.16,336.94,345.76,345.30,,357.17,360.60,360.92,368.85,370.37,361.74,354.38,358.03,363.38,L7
2010-07-02 21:46:16+00:00,401.81,395.58,396.56,396.35,400.02,403.25,408.81,415.82,425.13,428.50,436.46,422.55,417.62,413.81,402.06,391.02,380.67,377.30,370.82,359.41,355.96,349.74,348.85,342.26,340.94,345.31,340.98,337.74,344.18,345.99,354.48,344.81,342.94,355.76,363.07,364.45,359.41,371.00,371.83,383.27,380.62,387.06,393.91,400.82,384.51,385.93,374.59,370.66,371.05,357.46,357.61,348.12,343.78,338.42,335.79,335.33,337.11,334.16,334.02,327.79,330.80,322.47,324.68,322.99,327.15,330.15,327.26,331.95,333.91,340.78,344.47,347.04,352.44,358.03,363.05,370.65,369.40,369.55,361.24,354.08,358.68,L7
2010-07-18 21:46:17+00:00,396.98,393.60,386.28,386.57,387.70,381.62,391.06,393.07,408.80,421.34,427.10,414.19,405.76,390.61,392.10,376.13,368.93,356.60,347.32,345.13,336.95,329.20,341.04,337.59,338.49,330.19,334.05,337.69,343.17,328.63,329.44,326.75,336.43,333.02,342.73,354.72,357.63,359.99,361.96,359.35,370.84,374.88,382.66,380.12,377.75,371.64,365.16,359.21,348.62,354.97,352.06,345.17,342.51,336.92,331.88,331.12,316.32,312.41,307.16,307.64,314.65,311.65,312.67,321.41,321.12,322.11,320.54,324.02,326.74,,,,,,,,,,,,,L7
2010-08-19 21:46:18+00:00,382.51,388.71,395.92,384.94,376.70,377.97,388.80,398.32,406.95,414.29,423.46,407.58,395.70,385.59,385.31,372.71,362.69,360.07,346.78,342.86,339.73,342.71,331.54,327.36,328.11,331.23,337.11,340.21,335.35,333.47,335.68,340.72,339.43,344.80,338.68,345.38,347.28,353.65,353.67,357.50,362.94,363.36,375.48,379.25,373.03,373.72,353.79,353.26,350.46,346.27,343.39,335.38,333.93,334.07,324.34,319.50,324.47,309.43,311.67,315.42,319.52,322.60,316.63,313.53,309.12,312.44,312.96,311.81,318.00,326.03,334.60,338.07,342.74,346.84,349.39,360.31,361.44,347.37,350.17,358.69,361.44,L7
2010-09-04 21:46:21+00:00,411.60,404.68,398.87,396.27,399.07,396.63,399.60,410.96,417.68,423.00,427.73,421.58,412.03,405.07,395.43,389.65,380.39,372.40,358.83,345.20,335.93,332.47,332.42,330.00,334.67,339.19,347.30,343.37,341.34,342.25,343.57,347.07,341.07,343.64,345.81,350.86,352.87,355.97,357.56,369.79,374.94,377.25,379.09,385.91,380.55,373.74,365.49,358.14,352.79,344.70,343.67,333.91,335.54,336.94,337.64,333.84,325.63,327.38,329.67,327.54,318.92,320.36,319.91,317.62,311.61,316.55,318.90,324.90,322.60,334.94,339.19,346.12,357.29,353.67,356.65,357.70,367.60,365.34,362.69,369.20,369.50,L7
2010-10-06 21:46:21+00:00,405.59,390.11,384.99,385.09,393.73,401.00,396.37,415.63,418.29,430.23,436.64,427.19,417.52,409.36,400.83,389.73,383.00,370.83,369.13,360.42,354.61,352.07,343.94,346.27,342.46,339.29,343.66,337.25,334.33,332.39,331.42,334.20,337.51,342.04,353.29,358.69,360.39,366.41,369.40,370.34,376.11,378.10,381.80,387.39,375.95,377.49,373.87,367.30,359.85,352.31,343.48,342.94,334.65,333.40,324.80,322.86,323.96,327.27,327.03,324.60,316.22,323.39,323.69,323.24,320.95,321.56,321.25,322.42,330.75,332.87,331.44,334.09,344.42,356.77,356.78,357.86,362.13,363.63,366.92,364.33,354.18,L7
2010-10-22 21:46:31+00:00,397.34,395.01,387.74,386.41,394.40,399.03,397.76,402.60,413.36,423.09,428.79,415.39,389.27,394.34,388.30,378.49,363.48,360.48,354.67,343.65,333.60,330.12,331.35,329.32,332.78,333.39,334.33,331.58,332.04,333.09,333.34,335.08,338.24,341.92,342.94,348.81,349.63,357.13,360.58,361.30,363.83,369.17,378.22,387.13,373.84,370.21,365.69,357.71,353.21,343.23,340.36,335.17,329.88,322.90,318.78,325.13,,,,,,,,,,314.87,314.68,,,,,,,,,,,,,363.47,358.44,L7
2010-12-09 21:47:03+00:00,406.38,403.03,402.57,400.07,403.79,406.95,410.56,410.56,422.38,423.76,428.20,413.29,405.87,395.59,392.94,382.26,371.37,360.29,362.10,344.03,339.86,333.74,333.72,330.32,331.03,333.97,341.72,338.84,342.09,340.26,338.41,338.12,342.99,343.74,346.30,346.85,345.68,352.33,360.70,370.98,378.62,384.57,394.37,393.38,386.81,377.52,368.46,356.27,351.11,343.17,336.50,335.07,333.97,334.74,337.19,334.71,334.26,330.03,325.99,328.92,323.70,320.90,321.88,322.55,321.05,319.08,317.03,323.55,326.72,332.88,331.45,,343.23,344.41,351.35,353.87,358.30,363.20,362.52,362.20,361.71,L7
2011-01-02 21:43:59+00:00,400.32,410.75,409.49,395.82,395.53,389.58,395.96,406.81,,,,,,,,,,,,,,335.10,336.93,341.20,339.62,332.23,336.08,336.87,337.57,331.22,325.01,329.34,324.10,330.73,335.32,340.22,352.16,353.67,364.13,368.99,373.21,381.80,387.55,384.29,373.32,368.34,361.87,350.60,341.98,335.35,339.28,339.90,333.47,332.02,329.91,325.91,322.84,318.84,320.63,319.08,320.86,318.07,311.46,309.77,315.52,311.97,314.19,314.95,313.82,317.63,322.23,317.41,328.57,334.44,339.64,348.59,352.14,348.88,356.16,361.73,360.71,L5
2011-01-18 21:44:00+00:00,401.67,403.86,389.80,390.87,397.20,397.10,388.77,396.37,416.53,427.82,430.10,416.57,399.35,395.06,389.30,373.76,362.49,350.96,346.20,339.12,332.36,332.46,337.29,342.81,341.76,336.50,339.82,338.23,328.43,328.67,329.84,330.14,329.33,328.94,334.18,350.15,356.20,355.70,360.67,364.19,368.61,377.07,378.43,378.20,372.01,364.01,352.12,349.87,349.93,346.04,336.83,338.43,331.59,330.17,329.39,324.70,315.61,315.62,317.14,317.36,313.38,311.07,313.73,321.05,317.56,312.35,312.75,313.75,317.68,317.09,314.24,321.17,331.54,335.68,344.63,348.56,348.33,358.43,359.98,363.25,356.10,L5
2011-01-26 21:47:26+00:00,391.88,382.23,385.42,390.71,396.50,399.87,406.11,403.71,414.56,421.92,424.46,410.60,397.42,386.81,374.62,372.37,357.97,350.88,345.20,341.63,339.55,332.28,327.35,325.96,324.60,322.83,326.27,326.04,321.65,329.55,330.15,329.46,332.42,331.68,337.35,341.33,342.76,348.44,351.05,358.90,355.96,365.35,378.97,377.08,371.97,360.58,361.22,350.68,346.39,338.89,329.82,330.66,328.25,324.71,323.73,318.60,313.27,314.09,316.30,313.76,311.73,309.13,312.15,311.76,308.81,304.61,304.48,302.13,308.23,313.24,320.05,324.44,332.58,335.07,346.42,355.17,356.31,353.53,355.15,359.05,356.18,L7
2011-02-27 21:47:35+00:00,394.20,389.71,395.80,393.24,398.21,405.57,407.41,410.52,423.07,431.50,435.25,420.26,399.20,398.65,389.54,380.54,367.11,355.50,348.66,345.11,337.44,340.13,340.81,339.48,338.80,335.19,326.29,322.75,332.13,331.53,332.89,333.30,332.54,340.29,351.75,352.81,351.93,354.35,361.74,369.21,367.58,373.33,378.87,386.61,371.87,364.25,354.13,357.76,350.84,340.94,340.72,341.56,336.47,334.20,334.76,327.98,325.09,326.08,321.65,314.62,318.11,314.81,312.91,313.73,311.15,314.16,312.40,310.66,314.58,317.60,322.88,330.37,339.38,345.95,356.34,366.26,367.35,363.48,363.43,362.60,356.81,L7
2011-03-15 21:47:38+00:00,393.23,385.59,392.45,398.95,389.53,395.71,402.32,408.52,408.40,,,,,,,,,,,,,,,,,336.41,333.12,329.22,325.03,332.94,341.51,343.20,332.94,339.94,349.72,340.77,357.45,357.51,362.26,366.43,368.21,377.41,381.90,383.05,372.59,365.53,356.91,357.60,348.03,348.52,343.73,341.94,339.97,335.58,328.11,325.39,330.98,325.55,325.14,317.30,320.47,320.23,319.71,319.55,310.16,319.68,321.83,318.92,325.79,324.22,336.26,336.59,338.95,352.21,362.77,365.65,361.72,360.14,363.64,367.93,371.08,L7
2011-03-31 21:47:41+00:00,387.36,385.08,384.09,387.99,394.79,394.77,397.56,397.31,401.11,409.75,418.96,408.92,394.78,378.17,370.92,368.01,361.75,359.64,346.95,341.11,330.71,334.41,331.53,323.76,321.72,325.43,328.40,326.51,331.61,331.05,332.95,335.73,332.47,340.50,340.49,347.15,352.95,352.63,354.07,359.09,362.92,375.06,383.96,388.85,374.62,367.72,349.05,350.46,344.94,338.73,337.36,334.81,330.07,329.72,326.77,328.24,322.84,321.09,316.74,312.15,314.63,310.10,309.22,310.01,311.66,314.80,313.91,315.99,317.57,321.79,328.52,336.47,343.85,346.53,350.71,354.22,351.17,360.14,368.23,370.69,361.74,L7
2011-04-16 21:47:40+00:00,390.76,383.10,382.06,387.75,392.59,401.55,399.28,405.45,420.24,428.98,431.38,419.83,409.80,397.90,384.29,378.53,370.91,368.96,356.75,343.71,338.34,339.14,340.89,336.60,338.01,329.87,339.43,332.54,327.92,331.27,339.70,342.31,341.86,337.37,342.04,349.44,362.09,363.73,366.01,363.83,364.97,371.74,380.62,389.77,388.06,365.88,356.68,357.30,354.30,342.72,336.90,340.94,337.66,330.38,330.78,324.95,320.16,321.34,318.25,313.31,313.52,313.11,315.98,309.20,310.88,312.37,317.22,324.44,327.01,322.88,326.70,333.80,344.14,345.70,346.75,352.11,359.91,364.57,371.23,373.08,368.44,L7
2011-05-18 21:47:38+00:00,395.86,392.27,379.44,382.19,385.07,386.23,394.10,403.83,411.18,420.00,426.06,416.57,399.92,396.26,384.92,377.71,365.83,356.03,348.43,346.38,337.87,329.71,334.17,331.89,333.40,336.74,332.07,332.40,338.43,332.97,340.03,334.37,334.68,338.40,339.54,342.64,349.80,350.48,360.03,361.42,369.01,368.87,378.32,377.32,372.56,366.75,358.19,352.60,345.52,342.32,338.28,328.79,331.09,324.82,322.31,321.08,319.47,317.23,312.72,317.12,312.26,308.88,307.99,309.89,314.58,322.14,333.41,331.55,325.80,325.40,334.10,337.96,344.43,350.07,353.08,362.60,357.85,352.77,356.03,351.61,344.75,L7
2011-06-19 21:47:38+00:00,386.84,383.78,381.25,385.04,381.97,396.50,403.45,410.00,420.25,427.97,429.27,416.70,403.09,392.28,381.47,376.40,362.94,355.69,351.77,344.44,339.54,336.31,335.83,338.59,329.19,334.93,333.73,332.30,330.73,337.91,337.10,345.88,347.35,348.27,347.58,350.73,358.34,358.54,361.75,358.42,360.01,374.61,378.11,379.20,377.04,367.46,367.69,363.72,350.27,348.97,342.03,335.78,336.90,328.89,328.50,325.56,323.07,314.48,319.87,320.05,320.31,317.39,315.47,314.64,319.64,318.54,316.52,320.95,321.67,327.73,328.42,,342.98,349.64,358.18,357.43,356.71,356.16,354.93,349.75,344.04,L7
2011-07-05 21:47:35+00:00,,,,357.35,358.95,358.65,365.66,375.84,395.37,400.65,409.07,400.26,381.68,371.82,364.69,356.77,349.27,342.90,340.17,330.82,322.33,319.50,322.36,318.48,323.15,328.60,322.47,328.63,324.36,326.28,329.28,326.12,333.94,334.64,336.81,339.81,338.64,344.99,349.53,339.55,349.70,364.18,369.68,367.06,355.78,351.80,351.31,343.30,339.93,329.53,320.07,318.98,316.80,310.96,312.84,305.19,303.36,302.27,300.00,301.77,297.45,298.23,300.43,298.18,301.94,308.02,303.26,309.67,316.15,322.70,327.16,,335.12,335.77,335.24,337.24,340.82,340.04,341.32,337.32,333.39,L7
2011-08-06 21:47:30+00:00,397.71,387.17,386.43,385.11,387.97,390.38,399.77,407.03,415.61,424.04,426.62,415.29,405.01,389.54,384.72,371.40,370.58,359.36,355.21,350.61,341.26,336.60,335.85,334.63,333.61,332.97,330.68,330.22,333.78,338.84,339.78,341.76,342.80,349.22,347.83,349.84,358.71,359.09,362.37,365.09,374.20,379.06,390.41,383.83,380.05,372.21,369.26,366.24,354.35,349.43,340.11,335.57,337.10,329.33,328.65,329.56,331.16,323.68,323.26,325.46,319.82,317.67,314.87,319.07,319.70,320.68,328.49,326.98,325.30,329.02,335.18,343.18,349.20,351.43,358.12,359.29,351.46,345.66,350.42,355.31,354.45,L7
2011-08-22 21:47:28+00:00,401.31,398.25,396.26,392.70,394.51,400.11,404.56,414.19,417.59,424.54,425.92,417.12,405.12,400.15,390.08,382.50,370.01,365.23,357.60,352.39,343.04,343.97,337.40,336.32,337.67,340.15,336.39,333.40,341.65,339.94,349.44,342.87,340.05,345.82,351.73,361.98,359.15,360.47,364.38,365.84,371.93,378.13,387.31,388.73,379.85,381.63,379.69,369.41,367.22,354.42,353.37,342.42,339.30,340.21,335.92,333.80,335.87,336.90,336.27,326.76,325.31,322.13,318.29,315.28,317.23,328.42,337.08,334.37,329.35,333.18,345.94,346.60,351.13,363.32,367.59,362.69,358.12,359.03,365.48,368.96,369.38,L7
2011-09-07 21:47:23+00:00,407.40,399.08,391.41,383.75,391.16,395.06,400.02,413.62,419.32,430.03,429.21,423.26,410.14,401.48,388.82,376.47,364.47,360.80,353.68,343.18,333.47,330.91,337.22,339.02,337.27,331.13,332.96,336.97,337.01,340.28,334.31,333.42,334.72,344.40,352.42,357.73,360.50,362.00,363.27,371.60,377.91,377.69,375.82,380.83,373.70,375.15,374.71,369.66,366.19,363.06,356.42,350.54,345.59,336.42,335.83,330.83,333.09,329.69,328.90,329.80,319.76,316.32,309.29,308.31,314.13,328.17,337.57,335.30,333.64,334.72,335.65,343.20,350.60,361.76,354.65,360.21,360.15,359.96,375.16,404.58,,L7
2011-09-23 21:47:19+00:00,386.73,379.42,368.73,371.73,370.59,375.70,387.82,401.00,406.31,421.04,421.54,405.54,394.47,386.09,373.39,360.93,355.54,342.07,335.10,330.95,329.08,326.38,,,,,,,,,,,,,,321.16,328.48,338.59,350.48,349.00,353.13,359.55,368.07,365.88,363.86,357.25,356.73,358.03,347.74,340.77,335.01,325.68,323.90,320.16,317.80,317.37,319.59,313.06,310.57,311.97,315.03,312.84,302.22,297.91,300.74,310.28,313.99,325.35,321.70,316.99,324.61,329.97,337.14,342.16,342.43,348.29,350.68,352.31,347.44,348.34,340.36,L7
2011-10-25 21:47:25+00:00,386.91,372.62,364.11,373.05,386.64,381.36,386.45,401.12,408.48,414.91,421.74,407.59,402.58,392.91,381.81,370.46,363.04,355.54,348.15,345.24,325.49,330.16,326.37,326.24,325.90,320.23,321.97,313.77,335.38,328.19,331.60,331.15,329.99,335.18,340.83,349.31,347.56,347.73,348.24,352.11,359.52,365.60,362.60,382.23,393.59,376.74,358.92,360.44,358.97,352.20,352.27,344.87,337.83,330.77,320.34,321.21,321.62,319.70,323.00,326.64,321.74,324.88,328.45,318.43,321.85,328.27,323.45,309.28,315.31,326.06,341.36,348.39,352.97,354.81,370.47,369.00,371.62,378.70,353.80,351.30,354.09,L7
