,dates,chi0395-0000,chi0395-0001,chi0395-0002,chi0395-0003,chi0395-0004,chi0395-0005,chi0395-0006,chi0395-0007,chi0395-0008,chi0395-0009,chi0395-0010,chi0395-0011,chi0395-0012,chi0395-0013,chi0395-0014,chi0395-0015,chi0395-0016,chi0395-0017,chi0395-0018,chi0395-0019,chi0395-0020,chi0395-0021,chi0395-0022,chi0395-0023,chi0395-0024,chi0395-0025,chi0395-0026,chi0395-0027,chi0395-0028,chi0395-0029,chi0395-0030,chi0395-0031,chi0395-0032,chi0395-0033,chi0395-0034,chi0395-0035,chi0395-0036,chi0395-0037,chi0395-0038,chi0395-0039,chi0395-0040,chi0395-0041,chi0395-0042
0,1986-02-04 14:07:35+00:00,283.59392767668567,283.3138208652715,291.47404796831097,302.59728076888643,308.23873880161244,289.00755007269726,277.88400083287337,278.6324524829555,273.4879047374965,255.81716702539674,233.84639059822985,242.73212366361867,274.17547929549863,280.0762916360613,,,278.35298271728726,266.0445303513689,284.131915621678,306.1767482438501,316.42590066027174,308.94601950515096,,,,294.54488720968305,292.6285189131379,295.1046396916382,297.88943324481045,280.8955704210491,283.5158158239163,290.50089404616233,284.27740130960746,278.34377346422946,287.31929904309675,276.99590841667396,284.8486676238338,287.7114948939533,286.7979508623688,252.00460734549517,263.0564365460666,292.8071354395106,
1,1986-08-15 14:02:17+00:00,,282.3465485608108,265.63524228608316,270.84186997445175,290.00460285326864,265.7910846573697,275.63181070964885,259.21283465658297,250.324431170488,243.24931757146194,240.74348627899985,257.23894369621746,259.29755827648137,249.10017672456755,246.07707732860288,258.10206274386394,262.02523659150467,254.5215360067667,266.0141786033015,272.06405039329206,280.06419782068855,292.49778119286947,,269.529857085779,265.1423867334789,270.47281426591303,271.7083374174838,266.97128651629396,270.75975985077133,279.7470178844277,265.2105299479059,271.75283428850514,268.2372454774094,268.6293111186808,263.8228317902474,273.80057115935267,283.05233771974235,281.7238165657934,270.68120144751174,258.9073828643099,256.68291581957175,268.5994498536435,
2,1986-12-21 13:59:37+00:00,288.50829097621636,305.2274595862342,308.6579291629078,308.8024070955279,309.3485963203093,308.2986456177977,288.64958224059905,278.641735372734,288.656746682734,292.919203865745,292.07823855031955,271.2528259091911,252.7020311044804,257.7357978422179,271.67453074891705,271.0597144166693,270.7879602244029,270.2551880417322,273.55287088921176,272.3981902056852,281.0551635213031,307.4053302380405,310.20489510083115,294.3740896130833,270.8356250967522,279.8714215751469,278.394996224922,277.5327871262859,292.4082284093504,287.2966546947294,291.7815289784909,298.19682018391444,280.7465172843444,254.53583846498137,296.3776766921421,316.1983456950113,290.4440009982197,288.02325066552845,311.74739964116964,281.68601342995254,260.89568942990917,296.70580776169595,320.47307925578326
3,1987-01-06 14:00:06+00:00,293.31147606776716,307.0168803909355,309.9973561815456,296.99201128668955,305.11303506062575,313.3218930359244,288.9067864206351,276.34664005677485,271.4311063301969,275.74569627091125,284.1547832665633,276.9713504205554,265.16022284610716,247.65767015368434,268.7197231828446,271.3223250845851,274.6579942661537,275.7448463467234,282.63806372609207,277.2908635674876,273.15809425311977,301.3451685215637,302.01210094409635,292.4793454589495,278.898111331574,277.8308309592717,273.2107289358173,281.90527957391276,290.56271781065783,285.55151151339743,290.0580089579267,290.3194162303202,281.6448834693283,265.42707670597486,295.9200415239294,304.52994827154043,292.46298542972613,281.61041758606723,295.486236087653,290.25795831720745,258.91161499347936,289.0073859906298,311.507277244842
4,1987-01-22 14:00:34+00:00,277.73624980071276,290.2256526075409,279.3104144407855,283.9113577242217,294.0026444213478,305.5845266806822,285.4781560966554,269.38510629602473,259.2696989295533,280.59329546665487,276.82785518742276,275.618406225627,263.83888288801353,242.46460509205977,241.40549176678275,261.7762213106854,270.3673194228549,264.28152081891386,280.7354707973407,266.6977000374205,267.76194605057077,289.8947610068163,286.5278985486459,282.0615719325843,276.9828413149129,268.51442130936994,248.78537724343977,259.8841673526624,283.51528986996294,276.5907439966748,273.73771911899996,275.7229622031664,271.2626677113719,277.13270976626353,288.27824492966795,308.7338321581917,304.3738568622688,280.0687258925357,268.8419470468953,265.55182185517134,249.4154155295506,274.6307450807054,299.95752492624206
5,1987-02-07 14:01:09+00:00,301.63179443304966,305.2398854916676,297.5148563390615,283.85564483215086,309.66486046617257,351.95191818014945,310.27909604618435,267.50281607854254,273.36957398479785,304.4462075197009,299.3092263411036,289.0801647641343,273.75820111657254,262.8792289585673,262.58270400856,270.50422170427527,284.3434078080355,275.83619181062727,297.7771527512626,275.363391708603,286.7568962572617,312.1241638199727,317.64991408442256,295.0846176599335,287.8312988510174,289.8686266938459,264.14088657596255,281.04108820037044,307.22865781496637,286.97245118424934,282.62594355158495,274.0040946374567,303.67871094819117,290.72080488670565,293.5562828773833,326.32386406992276,327.32789617162507,311.59703326351814,273.0505954791872,286.27343077262776,280.8705438448225,275.59808344991404,314.5859256224409
6,1998-03-09 14:17:09+00:00,344.97473078129013,331.53930356354186,306.1530435139856,317.03641532368084,344.05802400069626,346.28651746439294,345.2239116612128,324.4307867412013,323.4708172040515,292.95790319417017,266.9265273633524,288.96535632941504,308.10846723690435,282.00544136581647,291.6319344564041,293.616587756924,284.1832678705739,278.0642740987092,273.22616456339205,269.6187017104945,289.544103223845,288.24394647928744,300.0702146112318,295.61755745571804,289.0982328886716,281.04560828929726,284.6206350889464,294.0733164312015,291.4916338039302,302.9795864653797,305.169832678795,310.60891181050175,308.4553167889777,326.72428732268304,327.0268842483432,323.4784468882942,325.047833453095,322.3504431957855,323.33851882919316,316.66338377412893,305.4665392094647,305.0641654389005,295.00145361211065
7,1998-03-25 14:17:23+00:00,331.69069071538206,343.5374444069477,322.68751723119755,296.11598711846074,303.7936717994453,319.224292559764,313.73005024829376,304.0847970716763,300.3491428034468,293.421828680501,250.07640673910072,252.7258746441749,278.17255291576583,275.38285410515215,261.2345321351371,272.0274979751381,273.4012094485181,266.4827083412059,266.98797669881964,253.79317285799192,262.19599966582257,270.98087821326556,275.91798268335026,284.1031464623361,282.6157552868639,273.59983484428795,260.96800184607633,266.2901902397994,282.28733172763214,277.6479927523061,294.8751324022661,298.1051709311423,293.5052456193001,306.7385033502664,304.2308398015141,290.6164472257449,298.69869440574934,304.60494879600924,295.15405597883034,293.8145966350835,287.5600297369317,277.96262468617596,289.29293810118367
8,1998-09-17 14:19:26+00:00,317.1802264529692,325.7059513046064,299.8495921787702,320.2421082954686,326.28772050163093,313.82384402137234,308.39621533231497,302.60637311417,296.74825131602904,306.94183514849897,280.25469409164117,273.9760920153293,266.3291343254321,293.4762865299481,296.666708166303,240.35995038605134,,269.08848673888934,260.85992764164894,267.6139913322716,277.96478921006684,269.863373225898,275.89918431644816,273.21088494405353,277.2282922551133,268.6557293716496,273.2072091087129,275.52696086530597,272.1839738323999,283.4494815684454,282.6216832134341,293.22252178956694,296.9836894874159,297.014074036114,297.2456079467098,272.1172497419832,256.46470607453983,268.5114528322453,277.7948272723641,278.4960145388807,290.77553894159655,293.50594089105925,289.3059260697166
9,1998-10-03 14:19:29+00:00,,283.1960996883168,287.89833123720757,303.7980619051458,308.9858055263509,302.7796515758071,306.5682269168274,294.2249338504902,289.11488225102073,275.36540261618075,263.4708276210044,267.29325418240245,282.1414815635953,269.9667785118593,271.3065858775615,266.99861110197287,273.9656202950159,264.1320176511168,253.2696692158672,262.399906775927,262.3200721745808,273.3826487968503,274.28567919260416,269.75933579952493,266.43971637568444,253.6156168185719,253.4714583696098,260.05693351260334,263.2627548370142,278.75817738219456,275.35393451185547,270.81128631035267,277.2856687271087,286.9330027522785,287.27279870638324,284.4927450825961,281.4233686524625,257.95272095705826,263.5147973229327,270.54301292007466,280.8437577339483,287.44461919025764,277.57982173015273
10,1998-12-22 14:19:42+00:00,287.0752656872545,308.37131071665283,316.04599138753525,304.87814980405983,315.9024388578268,318.04636630648343,328.8303181035759,311.0010046728948,300.22015841518856,286.85862020572546,271.1881876490472,263.48869841068876,274.15029433088665,262.88037376344704,280.8275911524025,275.3544794081273,284.131667014631,263.8253660955755,271.6280928035352,288.51097442369894,281.4284920792935,278.7992891750499,276.6047782886086,275.22047691757,291.31855219261354,268.88019591953923,270.71521691635553,265.1569981344533,268.5859008092688,261.4459367717445,267.0927077194649,266.74045520762587,269.71871219562917,278.6294354543065,272.71200236535253,272.3956465768029,267.73421250414464,266.2343092869055,273.0692797017245,262.0705073551377,269.2989963019387,260.4370091643769,272.292879791781
11,1999-07-26 14:33:30+00:00,,292.9251235434746,295.3947737770566,,,,,,,,,,292.78847207051,289.3089475438743,287.72783356344166,275.98783908358985,275.4402556175024,266.30162075625657,274.9462618348205,280.7971626866234,275.1931779356561,272.5252252110857,267.95897127362633,272.8879727142601,278.52332838199953,278.5952318247184,278.7703890403564,262.3847876913116,244.33767730677545,247.93112955694536,261.61824757586567,267.7172077664209,280.66414693693343,275.99242157573394,261.4024972521939,236.31209076336353,246.2185955451836,282.8293617283012,286.86908627980637,263.29915278111804,281.61745373383775,270.2722502747427,269.9309852315064
