dates,satname,nzd0199-0000,nzd0199-0001,nzd0199-0002,nzd0199-0003,nzd0199-0004,nzd0199-0005,nzd0199-0006,nzd0199-0007,nzd0199-0008,nzd0199-0009,nzd0199-0010,nzd0199-0011
1999-07-18 21:58:49+00:00,L7,,414.94,,,,,,341.01,349.14,361.14,365.11,389.84
1999-09-13 21:52:41+00:00,L7,309.40,314.76,320.93,323.22,323.65,327.93,332.03,323.45,334.02,345.96,,386.07
1999-09-29 21:52:52+00:00,L7,325.99,334.35,339.91,340.48,345.26,347.18,341.97,347.05,349.65,370.42,374.88,438.03
1999-11-16 21:52:44+00:00,L7,320.60,314.92,325.44,334.06,331.38,342.37,345.93,341.94,349.59,355.50,360.95,437.52
1999-12-02 21:52:40+00:00,L7,335.32,333.14,328.68,295.12,300.49,316.95,363.02,360.88,370.31,376.26,383.92,475.53
1999-12-25 21:58:52+00:00,L7,307.03,317.17,331.60,336.12,341.27,351.04,355.02,351.63,356.27,364.07,,389.46
2000-02-04 21:52:37+00:00,L7,330.72,343.51,355.05,358.14,365.90,369.98,366.42,369.67,370.24,379.85,390.64,452.43
2000-03-14 21:58:35+00:00,L7,353.10,352.71,361.72,369.28,372.56,378.37,372.57,369.70,364.58,371.08,384.97,472.79
2000-03-30 21:58:33+00:00,L7,359.30,358.19,358.15,363.07,365.13,375.40,374.56,366.50,364.78,372.90,376.63,475.59
2000-04-15 21:58:19+00:00,L7,,,,,,360.78,359.46,359.15,361.46,369.68,384.28,454.04
2000-05-01 21:58:18+00:00,L7,361.23,360.79,360.43,367.21,373.29,370.39,365.73,370.17,366.52,374.37,387.48,470.20
2000-05-17 21:58:07+00:00,L7,,,,359.51,362.58,347.50,309.24,321.63,352.21,371.98,386.81,453.33
2000-05-26 21:51:48+00:00,L7,345.31,351.89,356.86,360.07,363.29,361.36,364.65,361.29,358.29,371.58,377.98,437.69
2000-07-29 21:51:02+00:00,L7,328.03,339.99,343.14,343.25,336.85,336.43,345.53,361.01,342.20,349.52,370.41,469.72
2000-08-05 21:57:08+00:00,L7,308.25,316.48,317.21,313.95,314.02,320.44,328.08,333.68,318.82,334.33,343.77,383.35
2000-08-14 21:50:56+00:00,L7,327.98,334.02,338.27,337.68,341.52,338.05,344.51,347.76,339.84,350.41,363.96,437.28
2000-09-15 21:50:25+00:00,L7,313.68,306.89,322.10,330.33,323.59,328.58,332.54,338.11,344.06,349.62,363.30,438.62
2000-10-17 21:50:01+00:00,L7,305.52,304.25,315.79,324.11,325.81,323.73,333.37,332.77,339.87,349.50,363.78,380.57
2000-10-24 21:56:17+00:00,L7,332.98,328.97,326.15,340.82,348.07,347.49,347.04,347.97,347.72,354.07,,
