dates,nzd0199-0000,nzd0199-0001,nzd0199-0002,nzd0199-0003,nzd0199-0004,nzd0199-0005,nzd0199-0006,nzd0199-0007,nzd0199-0008,nzd0199-0009,nzd0199-0010,nzd0199-0011,satname
1999-07-18 21:58:49+00:00,,,,,,,,345.77,353.49,364.71,369.66,409.84,L7
1999-09-13 21:52:41+00:00,317.96,322.09,328.63,330.22,330.98,335.63,340.14,330.78,340.72,351.46,,416.87,L7
1999-09-29 21:52:52+00:00,336.43,343.30,349.31,349.03,354.21,356.58,351.86,356.00,357.82,377.13,383.43,475.63,L7
1999-11-16 21:52:44+00:00,320.93,315.21,325.74,334.33,331.67,342.67,346.25,342.23,349.85,355.71,361.22,438.72,L7
1999-12-02 21:52:40+00:00,329.32,328.00,323.28,,295.35,311.55,357.34,355.74,365.61,372.40,379.01,453.93,L7
1999-12-25 21:58:52+00:00,318.81,327.27,342.20,345.76,351.37,361.64,366.18,361.73,365.49,371.64,,431.86,L7
2000-02-04 21:52:37+00:00,331.50,344.18,355.75,358.78,366.57,370.68,367.16,370.34,370.85,380.35,391.28,455.23,L7
2000-03-14 21:58:35+00:00,349.43,349.57,358.42,366.28,369.42,375.07,369.10,366.56,361.71,368.72,381.97,459.59,L7
2000-03-30 21:58:33+00:00,354.52,354.09,353.85,359.16,361.03,371.10,370.03,362.40,361.04,369.83,372.72,458.39,L7
2000-04-15 21:58:19+00:00,,,,,,353.98,352.30,352.67,355.55,364.82,378.10,426.84,L7
2000-05-01 21:58:18+00:00,354.23,354.79,354.13,361.48,367.29,364.09,359.10,364.17,361.04,369.87,381.75,445.00,L7
2000-05-17 21:58:07+00:00,,,,357.87,360.87,345.70,,,350.64,370.69,385.17,446.13,L7
2000-05-26 21:51:48+00:00,343.98,350.75,355.66,358.98,362.15,360.16,363.39,360.15,357.25,370.72,376.89,432.89,L7
2000-07-29 21:51:02+00:00,320.25,333.32,336.14,336.89,330.18,329.43,338.16,354.34,336.11,344.52,364.05,441.72,L7
2000-08-05 21:57:08+00:00,313.92,321.34,322.31,318.59,318.88,325.54,333.45,338.54,323.25,337.97,348.41,403.75,L7
2000-08-14 21:50:56+00:00,326.87,333.07,337.27,336.77,340.57,337.05,343.46,346.81,338.97,349.70,363.05,433.28,L7
2000-09-15 21:50:25+00:00,319.12,311.56,327.00,334.78,328.26,333.48,337.70,342.78,348.32,353.12,367.75,458.22,L7
2000-10-17 21:50:01+00:00,315.41,312.73,324.69,332.20,334.29,332.63,342.74,341.25,347.61,355.86,371.87,,L7
2000-10-24 21:56:17+00:00,324.87,322.02,318.85,334.18,341.12,340.19,339.36,341.02,341.37,348.86,,,L7
2000-11-09 21:56:21+00:00,321.05,317.81,309.89,318.78,321.78,320.24,324.27,324.51,325.72,336.98,350.77,,L7
2000-11-18 21:50:10+00:00,364.52,362.97,362.43,366.32,359.04,355.09,353.32,349.33,346.53,352.42,367.78,475.49,L7
2000-12-20 21:50:16+00:00,327.57,324.67,340.62,349.09,349.70,349.86,343.36,337.39,335.82,347.87,357.69,414.59,L7
2001-01-05 21:50:16+00:00,325.51,327.14,337.45,342.61,348.85,357.68,349.02,345.80,337.70,344.06,361.36,446.32,L7
2001-03-10 21:50:10+00:00,341.65,337.24,341.22,348.62,346.56,343.28,339.06,333.89,336.08,348.57,367.29,,L7
2001-06-21 21:55:29+00:00,333.31,342.61,,,347.73,360.22,349.74,345.61,344.31,354.97,365.19,,L7
2001-06-30 21:49:12+00:00,332.66,340.45,,347.32,351.28,362.60,342.97,341.30,346.74,361.93,377.44,444.40,L7
2001-09-09 21:54:36+00:00,330.85,338.54,342.98,348.29,352.79,356.08,344.50,338.87,349.33,357.81,369.60,,L7
2001-09-25 21:54:28+00:00,332.71,334.16,339.97,347.19,351.81,358.67,348.04,346.62,348.53,353.10,363.00,454.67,L7
2001-10-20 21:48:09+00:00,309.32,323.12,329.74,330.58,343.44,343.85,341.83,340.66,342.40,349.37,360.97,474.69,L7
2001-11-05 21:48:14+00:00,306.12,316.48,327.76,324.71,341.01,347.39,336.24,334.08,338.97,349.05,363.59,423.83,L7
2002-01-15 21:54:47+00:00,,,,,,,,,,,377.36,414.54,L7
2002-01-31 21:54:50+00:00,305.28,314.92,334.30,334.90,344.49,351.10,349.60,346.34,339.24,348.84,375.47,419.23,L7
2002-02-25 21:48:47+00:00,335.67,347.12,356.92,359.93,363.26,367.99,361.93,357.68,358.54,365.02,371.73,435.92,L7
2002-03-29 21:48:39+00:00,333.38,337.24,347.30,355.34,358.90,367.45,361.59,359.06,356.78,366.63,387.60,458.49,L7
2002-04-05 21:54:49+00:00,,,,,,,,,357.30,,,,L7
2002-06-01 21:48:28+00:00,,,,360.07,357.73,349.61,353.56,357.06,354.93,359.68,377.85,,L7
2002-06-24 21:54:28+00:00,325.03,,,359.26,364.47,371.89,363.73,359.43,363.26,373.26,380.89,,L7
2002-08-27 21:54:00+00:00,,340.25,354.82,360.31,359.37,365.24,359.33,362.78,365.21,372.01,385.93,,L7
2002-10-07 21:47:33+00:00,,319.02,335.34,344.61,342.98,358.82,358.28,358.97,360.24,372.99,384.17,472.62,L7
2002-10-14 21:53:43+00:00,321.65,315.87,332.92,339.95,340.56,345.25,346.47,345.50,348.08,365.37,379.79,457.82,L7
2002-10-23 21:47:39+00:00,,307.90,327.46,328.84,334.25,343.55,340.54,346.13,349.81,367.21,376.90,460.58,L7
2002-12-01 21:54:16+00:00,,,,,,,,,347.16,361.07,376.74,438.30,L7
2003-01-02 21:54:22+00:00,329.06,330.16,335.28,348.65,344.04,348.67,349.59,345.71,347.09,357.36,368.77,441.76,L7
2003-01-18 21:54:30+00:00,329.37,337.03,344.41,351.18,349.62,347.97,344.37,342.31,344.69,357.15,368.59,449.28,L7
2003-04-01 21:48:34+00:00,322.34,324.50,336.31,341.66,338.23,329.34,332.77,329.01,334.37,344.30,363.65,,L7
2003-04-24 21:54:46+00:00,334.90,335.94,341.06,344.89,336.70,345.89,347.24,339.78,338.10,347.12,361.89,453.24,L7
2003-05-03 21:48:37+00:00,328.47,328.84,335.71,336.29,335.99,313.29,325.36,325.47,325.52,346.27,368.74,457.91,L7
2003-05-10 21:54:46+00:00,334.86,337.13,339.00,340.47,340.33,340.59,339.52,328.88,329.39,348.05,361.77,452.02,L7
2003-07-21 21:42:33+00:00,328.52,352.82,347.93,348.72,355.53,363.85,362.49,358.36,365.94,374.22,376.57,454.22,L5
2003-08-15 21:36:48+00:00,349.68,337.42,336.05,350.35,345.39,341.28,342.58,337.42,336.02,346.36,371.31,474.74,L5
2003-08-23 21:48:14+00:00,350.70,330.59,329.35,348.12,350.60,327.65,340.80,,,,,,L7
2003-10-18 21:37:48+00:00,333.56,330.14,342.48,349.75,350.70,357.89,355.02,353.93,351.47,365.25,374.13,478.49,L5
2003-10-25 21:44:04+00:00,327.70,317.39,328.78,347.57,355.74,355.73,347.66,350.25,347.28,356.38,368.74,455.82,L5
2003-10-26 21:48:14+00:00,325.30,316.55,328.25,339.09,342.95,345.81,342.39,340.55,,,,,L7
2003-11-18 21:54:39+00:00,322.33,318.27,312.90,338.14,335.54,338.17,340.10,,,,,,L7
2003-11-19 21:38:14+00:00,,319.86,322.60,344.11,357.73,356.41,355.28,348.87,353.29,360.94,369.43,453.81,L5
2003-12-04 21:54:43+00:00,317.37,317.54,325.52,336.77,,,,,,346.75,361.56,,L7
2003-12-29 21:48:45+00:00,,,343.26,354.39,357.87,362.08,358.35,,,,,,L7
2004-01-22 21:38:40+00:00,333.35,330.28,330.97,342.55,346.93,344.52,340.48,334.91,347.92,373.95,377.68,,L5
2004-02-06 21:55:08+00:00,333.43,338.09,343.97,358.65,358.57,357.68,351.49,353.59,354.53,,,,L7
2004-03-09 21:55:15+00:00,299.41,302.00,318.46,321.70,328.67,328.96,320.69,318.75,315.86,,,,L7
2004-03-17 21:45:08+00:00,331.52,336.67,340.04,346.21,350.73,350.21,346.69,349.47,350.95,361.36,377.84,446.11,L5
2004-03-18 21:49:07+00:00,,,,334.42,334.33,337.25,334.80,333.33,332.58,346.53,353.88,420.99,L7
2004-03-25 21:55:18+00:00,,325.23,333.07,339.61,342.37,346.54,343.12,339.95,337.62,346.45,363.10,392.26,L7
2004-04-02 21:45:18+00:00,,359.34,358.83,365.24,365.23,366.18,364.29,360.38,360.01,363.87,371.42,,L5
2004-04-03 21:49:06+00:00,352.42,354.26,361.86,370.12,,,,,,,,,L7
2004-04-10 21:55:14+00:00,341.26,343.50,356.41,362.89,364.06,366.65,360.63,,,,,,L7
2004-04-18 21:45:49+00:00,326.49,334.13,339.61,345.35,344.54,344.04,335.59,337.13,334.05,339.95,354.91,,L5
2004-05-20 21:46:44+00:00,334.75,338.30,339.94,342.77,345.16,353.85,348.87,340.67,338.84,353.43,369.49,393.42,L5
2004-05-28 21:55:11+00:00,,,,,346.32,353.99,345.38,340.83,337.15,,,,L7
2004-06-06 21:48:56+00:00,,,,,,,356.93,352.84,350.25,358.27,369.95,,L7
2004-06-29 21:55:03+00:00,310.75,325.85,337.11,341.38,332.55,341.08,338.11,338.64,340.45,349.88,,,L7
2004-06-30 21:41:46+00:00,329.11,338.00,351.69,352.40,351.65,353.18,354.83,352.16,337.43,338.76,,,L5
2004-07-07 21:48:09+00:00,336.25,351.15,361.50,358.42,356.44,368.97,364.20,368.96,369.70,370.17,375.16,399.13,L5
2004-07-23 21:48:33+00:00,340.37,345.03,357.49,356.06,353.53,356.25,360.96,364.98,359.14,367.77,380.36,,L5
2004-07-24 21:48:45+00:00,,,,346.39,341.81,342.00,339.15,347.39,349.89,354.08,367.40,,L7
2004-07-31 21:54:51+00:00,,336.42,349.72,349.14,337.38,342.39,344.21,349.08,349.59,349.56,371.68,,L7
2004-08-08 21:48:50+00:00,331.59,348.66,354.78,350.83,349.55,361.91,362.92,362.81,360.70,366.11,378.24,,L5
2004-08-24 21:49:18+00:00,350.39,349.04,361.32,391.02,,,,,356.87,,,,L5
2004-08-25 21:48:37+00:00,336.07,340.01,353.05,354.12,350.62,356.58,355.70,357.38,,,,,L7
2004-09-18 21:43:46+00:00,344.09,351.49,359.97,359.68,364.31,366.13,365.32,366.63,383.13,370.01,383.27,399.55,L5
2004-09-25 21:50:07+00:00,334.82,342.59,354.17,349.04,348.43,351.57,358.60,355.29,355.12,360.72,365.29,423.34,L5
2004-10-20 21:44:28+00:00,338.02,344.19,349.86,354.40,357.30,356.16,354.81,355.08,353.14,364.09,374.85,,L5
2004-10-27 21:50:47+00:00,324.98,333.67,351.32,358.01,355.32,359.08,358.22,360.00,359.48,367.92,381.01,458.49,L5
2004-11-12 21:51:03+00:00,314.22,315.55,338.27,343.70,326.24,331.33,354.70,351.28,350.63,359.69,367.57,,L5
2005-01-15 21:52:09+00:00,335.09,329.37,340.62,355.43,355.21,354.30,354.79,356.17,365.18,377.47,386.83,474.30,L5
2005-01-23 21:55:25+00:00,325.06,327.14,339.08,346.50,344.06,,,,,,,,L7
2005-01-24 21:46:06+00:00,333.15,341.54,347.70,352.70,347.54,347.40,350.86,348.50,352.76,364.27,374.10,445.12,L5
2005-02-08 21:55:35+00:00,,,,,,345.58,337.43,329.34,332.52,344.11,353.41,,L7
2005-02-09 21:46:19+00:00,319.27,316.14,330.71,340.01,344.38,346.81,342.17,335.38,341.94,370.91,379.03,458.77,L5
2005-02-17 21:49:28+00:00,327.68,333.97,348.23,359.38,360.28,356.31,354.23,,,,,,L7
2005-02-24 21:55:41+00:00,318.18,,,,,,353.65,333.11,341.62,351.00,360.79,451.33,L7
2005-02-25 21:46:35+00:00,336.90,342.19,354.50,355.37,360.18,360.27,350.18,345.78,345.79,357.58,368.53,471.68,L5
2005-03-04 21:52:52+00:00,329.49,351.17,358.66,357.59,364.81,360.13,354.81,348.15,352.99,364.44,375.46,455.36,L5
