,dates,per0160-0000,per0160-0001,per0160-0002,per0160-0003,per0160-0004,per0160-0005,per0160-0006,per0160-0007,per0160-0008
0,1985-01-26 14:41:44+00:00,184.68762845997293,185.75019637827614,192.89595005877723,193.05307202197335,190.60516616250328,189.36597771991373,185.64526364779735,189.59061711022105,174.1647769027166
1,1986-05-05 14:36:17+00:00,181.39577557665837,186.26453004765142,191.82533025430766,185.8823675393405,178.80698477354113,170.61034493291027,172.0549188330091,183.83225646663394,170.96973460535094
2,1987-02-01 14:31:36+00:00,,,,,,,,,
3,1987-03-05 14:32:51+00:00,163.50260341908816,184.65483437494768,188.8682721295954,190.63375121042364,193.70717757602046,184.07596981955024,182.75365627970302,184.1823285015526,163.80148431204609
4,1987-05-24 14:35:24+00:00,171.51904305073728,175.26723854928733,191.0617084419138,186.7708365351625,186.57970122932062,173.4042436193247,173.27499169006836,181.43122277505495,162.07759651138767
5,1987-12-18 14:39:56+00:00,179.4331004224441,177.0301275156128,188.28793295156717,186.23263168696062,182.5814030745798,177.67205575756,178.16680258089133,183.8770229415309,171.58889481632562
6,1988-01-03 14:39:48+00:00,,,,,,,,,
7,1988-03-23 14:41:20+00:00,176.8137996982215,184.14750615971946,194.19716694411557,187.74976355577746,184.72318662327612,179.72982887906534,178.69497469786864,184.0477032678901,168.32484090742227
8,1988-04-08 14:41:26+00:00,169.7321334938579,179.14724022658103,193.53373281613077,197.84394473941887,195.6270937619346,191.18721326568163,183.66329967554017,189.30992964036668,172.19467695289276
9,1988-04-24 14:41:31+00:00,176.8953234396336,181.08536035527877,188.2399370272491,177.25768793925988,177.53867261529592,174.21712724851213,172.18063649947837,175.53444503562554,159.96661933473405
10,1988-11-02 14:41:57+00:00,158.6439489125584,171.55193050189595,173.87113441574033,170.58558415983623,168.56696739636,161.5362178344475,172.95109623548456,179.0900918207093,157.65313439587587
11,1989-05-13 14:39:54+00:00,172.57505782594222,180.3218960418981,190.6450059878788,188.25440702474577,184.5168975705713,181.07857674629662,176.49054994360634,187.7539043164584,176.90130498668879
12,1989-10-04 14:36:59+00:00,184.52455689058408,187.52824224250676,190.41700577409586,189.53195234621165,186.2769466993463,179.23563589486704,182.72747132459764,188.01663774409718,178.09201416740888
13,1989-12-07 14:34:59+00:00,167.91509440307695,165.75320548120405,168.92342662940874,166.19720326030804,163.01340770393384,155.8117694444158,152.77937908939404,154.9422095383283,141.3729766516636
14,1989-12-23 14:34:34+00:00,187.24833133179365,187.6375071372844,190.34434394207457,187.58014485050347,192.89041369815942,184.16789961408162,183.03528788644257,190.3388502747236,175.5307543756094
15,1990-01-08 14:34:00+00:00,187.11533656416543,186.74454530364497,191.28022186082254,192.4739745254546,192.03412346874302,181.91557592151622,173.25711351783522,183.3408659915336,173.1201474796177
16,1990-01-24 14:33:32+00:00,156.08692665709697,169.40000291527596,173.45863020894282,168.0597551491823,170.05408892387493,161.07785279984097,152.81908505924827,159.0043570140408,142.49689038138217
17,1990-03-13 14:31:57+00:00,153.4175596306182,179.89112842001947,181.57242487046685,172.61095145967013,173.651635959878,180.46853840614173,177.53491093924885,182.88455464961683,166.88353472890154
18,1990-03-29 14:31:26+00:00,176.56726530265112,184.26248672531818,192.54722609002283,192.13118909108934,190.2446757301886,184.46403857637287,186.11529368591917,186.79213387259244,168.4492303758608
19,1990-04-14 14:31:34+00:00,175.48478003040668,183.77463180862094,193.18335442227507,185.5797862306451,187.97212860073927,179.44259945600155,179.8229555781708,189.67005675781058,176.2853632945313
20,1990-04-30 14:31:25+00:00,169.29337689839537,185.78793437604583,192.49521708574215,189.82403256171,185.44467585564956,182.87451663108598,182.86586352876,179.85666551636473,162.76778355671362
21,1990-05-16 14:31:37+00:00,,,,,,,,,
22,1991-02-28 14:32:23+00:00,178.6933069742702,182.19559982202043,187.7693958201852,182.26970675418212,182.68766894702313,176.84518688035845,173.9907149362707,186.10420056304585,176.02722590313118
23,1991-04-01 14:32:59+00:00,178.8070213675379,185.21041187637917,193.69142740200684,195.8649641745931,198.97855452112483,195.6559493664297,187.15036397809254,189.67902095394726,178.0416826136774
24,1991-04-17 14:33:17+00:00,158.9029327937392,175.0271274785974,182.9295262816809,181.45995913738201,182.14997682098956,177.41600327073618,179.53103096749695,185.2467456873539,160.90474310840307
25,1991-08-07 14:34:52+00:00,,,,,,,,,
26,1991-12-13 14:35:48+00:00,164.28551339773145,169.99889051158277,169.18324870579704,163.2007635681168,162.23544875765214,149.74629048719564,147.47433649338734,146.2193115590363,130.42588836912353
27,1992-01-30 14:35:41+00:00,146.97874035083424,168.7835284870944,175.1838549681561,167.82447068598464,168.8474619924004,158.03560722150235,150.1608498758404,162.04323002823313,145.30183349141805
28,1992-03-02 14:35:30+00:00,153.64370928455554,164.74639011919496,183.85607615339364,179.39661909057722,181.91347427610518,174.89096466517006,163.25979723400445,176.245675828914,159.88572049899292
29,1992-03-18 14:35:32+00:00,168.13354654164098,181.24973692322985,185.73962719618774,186.05197968953246,191.52351304005825,181.6170021694598,179.25688400699485,190.14279675002547,175.26810046574465
30,1992-05-05 14:35:07+00:00,154.04145424376864,168.0565896832917,174.93641126303922,176.52693301710823,172.74995384078045,167.1797226208314,162.52310019389967,165.54519846902812,
31,1992-05-21 14:34:57+00:00,,,,,,148.93400464548813,,,
32,1992-06-22 14:34:37+00:00,159.61928411659946,166.87980167276115,169.22107729223117,,,,,,
33,1992-09-10 14:33:07+00:00,,,,,,,,,
34,1992-11-13 14:32:23+00:00,182.8607069035279,176.60725356494962,189.5829879812782,194.39519835275289,195.61327968927452,192.25885214070118,186.72916512060513,197.57191717871882,183.70812048900953
35,1993-02-17 14:33:18+00:00,163.7366421210166,175.93333950638925,181.86217743643266,174.15388791131173,169.99696647268235,164.8821003066664,165.17451154795586,172.48493563651857,158.4005244599541
36,1993-03-05 14:33:27+00:00,159.78903337531864,177.23297943104313,182.40289264836073,182.5139263814536,188.11555030338556,177.04293773049483,171.94813383072346,179.52047207459665,163.54736579743857
37,1993-03-21 14:33:30+00:00,,,,,,,,,
38,1993-04-06 14:33:35+00:00,,,,,,,,,
39,1993-07-11 14:33:45+00:00,,,,,203.0812417895876,,,,
40,1993-08-28 14:33:19+00:00,,,,,,,,,
41,1993-11-16 14:32:52+00:00,,,,,,,,,
42,1994-01-19 14:32:39+00:00,,,,,,,,,210.8009530619551
43,1994-03-08 14:32:03+00:00,167.72334980760854,180.3342116090212,185.49387013356235,184.13491859324466,184.38812586204108,175.28095529266758,175.08548730928965,185.17877529989366,176.60053784969026
44,1994-04-25 14:31:14+00:00,154.13674661151416,180.98649478021878,188.0076377228497,188.6633226331063,192.07280928952466,183.97257307532246,174.53267890640294,181.55579642154433,166.18077096413924
45,1994-05-27 14:30:39+00:00,160.56455185104053,182.61852995657213,189.54524478912177,191.89452851645035,187.3662506085968,179.01495343739043,171.33223612275282,176.95799395151354,164.83374091440626
46,1994-06-28 14:29:57+00:00,,136.0359188031294,191.15659612628605,168.45494940753287,,,,,
47,1994-10-18 14:26:30+00:00,,,,,,,,,
48,1994-11-19 14:25:23+00:00,,,,,,,,,
49,1994-12-05 14:25:18+00:00,153.36355811937284,163.50170758290318,168.51293367641918,162.44959101915487,165.1360665065773,157.03927440830324,145.41042293951736,150.7391966242141,140.8202604834893
50,1994-12-21 14:24:24+00:00,,,,,,,,,
51,1995-02-07 14:23:01+00:00,145.7603104608953,167.7431647964366,151.50400417609424,164.9273495866542,166.190821013635,157.82107911092496,139.96569730877331,148.5320188993982,146.72453468229776
52,1995-03-27 14:21:04+00:00,,,,,157.9019244258532,159.13038886927828,,,
53,1995-04-28 14:19:19+00:00,,,,,186.8888994409906,204.58124105035927,142.13475450394412,175.43661535976773,188.44382595674236
54,1995-05-14 14:19:00+00:00,162.9221775978866,181.57457754235043,182.10660976898714,180.27389451488713,186.62656448795957,179.7502848721014,172.91660118236226,183.19062887445347,166.60924668935428
55,1995-05-30 14:17:51+00:00,,,,,,,,167.2945585407102,
56,1995-06-15 14:17:31+00:00,144.24233387828153,,,,,,,,
57,1995-07-17 14:15:40+00:00,,,,,,,,246.34752912885853,189.91575687688123
58,1995-08-02 14:14:57+00:00,,,,,,,,,
59,1995-08-18 14:14:37+00:00,,,,168.20751717097465,187.97071198971886,,,207.57180803284095,
60,1995-09-03 14:13:28+00:00,,,,,,,,,
61,1995-10-21 14:10:58+00:00,,,,,,,,,
62,1995-11-22 14:10:38+00:00,,,,,,,,,
63,1995-12-08 14:11:54+00:00,,187.9169542096439,192.17508663700693,187.53979705662914,187.4019908104199,180.65298174505102,179.44585013353276,185.5399899424278,174.59325151972718
64,1996-04-14 14:20:37+00:00,,187.45448351886202,198.6415698646645,196.20006276293236,203.6449004017144,193.74818149308925,187.46794801494107,185.39479856365858,180.0645658077883
65,1996-04-30 14:21:34+00:00,137.06274659681046,183.1938964107845,193.51129742919096,186.1184855427901,185.92703356521062,174.0154168168009,169.54771618493453,179.82307774351335,159.63004442709808
