,dates,mex0184-0000,mex0184-0001,mex0184-0002,mex0184-0003,mex0184-0004,mex0184-0005,mex0184-0006,mex0184-0007,mex0184-0008,mex0184-0009,mex0184-0010,mex0184-0011,mex0184-0012,mex0184-0013,mex0184-0014,mex0184-0015,mex0184-0016,mex0184-0017,mex0184-0018,mex0184-0019,mex0184-0020,mex0184-0021,mex0184-0022,mex0184-0023,mex0184-0024,mex0184-0025,mex0184-0026,mex0184-0027,mex0184-0028,mex0184-0029,mex0184-0030,mex0184-0031,mex0184-0032,mex0184-0033,mex0184-0034,mex0184-0035,mex0184-0036,mex0184-0037,mex0184-0038,mex0184-0039,mex0184-0040,mex0184-0041,mex0184-0042,mex0184-0043,mex0184-0044,mex0184-0045,mex0184-0046,mex0184-0047,mex0184-0048,mex0184-0049,mex0184-0050,mex0184-0051,mex0184-0052,mex0184-0053
0,1986-04-06 16:37:59+00:00,285.4773795508844,286.01346367201506,284.21535949150297,278.9343672794422,282.2056525330529,284.17160304504193,288.9052253863605,284.65995248620925,281.92597277406213,272.7050606114218,283.68558399035635,284.3746179655909,282.50158697013364,289.8000930728988,279.162389459001,268.78053283608807,270.32028803328046,265.80561610618594,256.1110174748317,253.0470708507889,,260.9034661768345,263.3380549824413,256.9409863598676,259.96100300805307,257.1049272778519,266.9095895281279,264.90111682873044,262.6615791637571,260.23421325984225,250.1116771958776,260.5455291326664,266.1171715466726,265.244601859838,267.8382275393395,265.556720054753,270.3358497656998,273.42765940296385,271.31534259991946,271.9931814804295,255.45874103119934,254.5777879094299,263.1708359578091,259.64271016676724,261.61734547688445,266.4197265559923,263.51567147708744,263.22238279210023,265.5401814449452,246.71726092754596,249.17190556271615,250.66734610171153,252.1905155289105,265.05152697407556
1,1986-04-22 16:37:37+00:00,294.9082415213244,288.6182006925219,284.8138541408707,279.2384238135758,280.5366292889282,288.1479713138568,282.5003952797291,283.9356753891533,280.7297185783388,281.58153952471196,280.1399336767917,287.0009541425941,281.7150947202124,281.1332765305304,278.02512318954166,272.2060660175423,267.88246329909896,255.21042210729775,258.2928828659517,251.3316318921352,,252.31238587818518,260.8256038282272,253.2381814631166,253.82789121899313,261.7585287889557,255.400631770018,260.24892981995384,254.10631722949907,252.10591789405268,255.47496069462025,258.25325504088806,262.96520923403534,261.58687535023853,263.7500522781004,271.09755877303917,272.19760670075345,273.9308961122333,270.48916350975344,266.41679630150327,266.0575630237324,254.732203466359,257.79904835453215,259.790350832886,254.6157307628434,258.5477570464752,260.81696171010054,261.1664746503545,252.42077064533936,255.20060281623594,248.739544553367,247.08586578533445,246.37750340937265,259.65818365395955
2,1987-09-16 16:39:39+00:00,199.72504243646782,,220.7614958200183,209.95263400790864,211.3818647139512,209.36436914148004,211.0823601611075,200.99526584197457,,,,,204.26775665671056,207.81448251415486,199.78800830359552,,,199.12913795253127,198.75726938353193,202.49917483275064,195.1526990777434,,199.73572302388803,202.8956875835301,203.06070534639946,208.65605982633585,212.40718727980777,209.1719569011755,209.4661990766446,205.2767182409173,214.11273375742206,211.91852700787373,207.59750953857503,208.11596760730424,210.51183195214844,218.6674589505319,210.5295784233902,213.10058813478605,216.00638032225746,209.7136578986926,,,204.24743757586475,205.90926992712787,200.6928169671341,204.59786932319585,222.05387691235725,197.55427791048047,199.7936788106313,205.27914668166704,198.5275837980409,,,233.14727027755754
3,1990-01-27 16:34:51+00:00,237.29980947733605,254.5264619567989,253.8076955096418,243.72550333984404,235.56335669307376,225.141047385089,241.2052468018577,232.72204297300252,250.24393352208804,253.04879778262818,257.57915735723753,247.52927101882466,239.37032884919287,222.7402029522552,225.79750094636324,243.6417080585307,236.82240063364068,237.22645491942998,234.3922558685712,202.51479032680083,216.98598078266758,244.6874464939513,235.03470300131877,215.5747769687424,233.56546548209224,230.92315428839566,235.47776749945916,234.24504015350482,228.28803904933787,239.91102758847066,238.09870122148084,234.79334204538745,227.6830961984075,227.17560471283505,234.08203144662596,246.56448916220444,248.56955023743396,238.16880692915112,209.2841749758261,219.98823552657143,228.35718135854952,225.35340336834014,225.97241292752273,225.59833505489686,232.51225757055263,225.86403626408605,224.95943839856358,212.73506505468995,222.51311828993306,223.5729549586189,225.24787330036654,225.45698220690522,240.8250436564664,260.29182875585946
4,1990-02-12 16:33:57+00:00,,,,,,,,,,,,,,,,,,210.54895135937664,244.60138689777762,229.42837539553125,245.89538906310094,253.6766960283846,238.35649948413328,245.58962205958736,246.8699945563189,258.2915116533055,,257.4941351374454,251.98134805620643,263.25761264716925,258.43699124658855,240.46128664328813,234.09093640391097,242.13412614408497,255.11860442143015,253.51020845109804,251.3557466697289,236.083899822197,241.8089428435627,242.40262529624334,244.33061205184418,238.6352896633533,237.95116493635132,238.40983748133638,235.96321036787947,237.4517217328159,234.3771592115914,235.36484335986336,237.5773916285262,229.54617848665987,229.15871978794803,230.24094955060445,,263.8208007534827
5,1990-02-28 16:33:25+00:00,257.6165796635096,254.95464975529808,251.94081492691095,242.5970267791092,248.1304376276547,241.2762095377255,250.30126059197028,241.6358396222475,242.24510915201182,241.50902811315848,244.04548438694812,243.35959947464733,245.9084212154321,236.6491503976239,235.84091363182597,240.09293862929292,237.64932995789445,220.05090437978032,230.3170537609237,227.12747070741523,226.79888862793598,231.51525415079482,227.89951309761548,227.1411383650402,227.73346190292781,232.8460115949056,228.08084520626605,232.16998093246656,230.47293567972633,226.99719843179213,228.06166475527593,229.29760457526237,230.21932111220914,230.83069173467072,234.84269211730816,235.9494180287685,235.76013336243471,239.73895684514238,230.91348665803253,227.71521411258703,226.3548225370983,228.0158203776238,224.79421595625894,229.17830462580199,225.58541974734322,222.8070758824044,226.1355889056632,223.54975277722042,227.0961015820566,223.06358697947854,224.69335691229276,217.8306638517115,,239.7775329498258
6,1990-03-16 16:33:16+00:00,272.7623811091879,268.09307831452145,268.3292501918266,261.9919201954687,264.2823839236624,261.89026449372295,268.1653750882881,260.56346106949263,258.096942479496,256.5262611547531,252.36539379857504,258.4448964546861,261.24403583351926,257.7734660741021,253.64147620914227,252.53796549481098,239.4252912318335,237.742309761781,242.98200303858397,244.38916833221498,252.08279569011341,245.33238906375144,247.55008714884278,255.5774800309211,249.2783717082421,245.86653367354415,251.3473637102184,254.69348253431622,249.0983664448374,241.41092439216516,244.0672515298212,243.33170679334432,252.68832217020102,256.87861257109813,256.47721779026665,239.20047635342098,251.7695584647825,262.7424380335643,260.7426366730275,247.63331307566756,241.52798094929335,256.5102539469507,238.11152927102717,245.72909302788054,241.5759159359803,238.9572365508929,242.5190853186566,249.48258531885998,245.00711323494758,237.47695764999625,242.93637888286423,230.35678106126142,243.00091494330903,255.80917341858287
7,1990-05-03 16:32:29+00:00,274.65476279856546,281.6185321748794,282.68004675973333,285.25582203205846,280.34607013366747,280.09912796243873,271.617905577848,273.2880544228264,274.9760594122904,274.7399668903687,274.696278947283,274.57688419972243,274.23911180351655,264.0481964418794,259.38727774559516,259.23356840503345,257.10999815734954,253.3846371827099,250.24214280061688,249.96043518955182,258.7572529675998,253.19755895790763,251.76242976631875,250.7598050450211,247.23385213593033,241.3213835063067,243.50098541136734,250.79920095722792,252.35761393082032,249.85547053524974,245.0018448966602,248.99685319871608,252.53024138829892,255.69948506457044,256.84383385986285,258.8141895909664,255.50317476437476,263.48098013290723,259.7396531401729,262.3830202106715,264.14952089726734,252.6281297913876,250.5558000336144,252.95732146931266,247.65963765936152,252.8331409540997,260.3294032493109,248.26157118643755,247.90300039433725,247.71924201085602,251.0638672323745,246.47886749659403,248.62246682490058,263.3490128632728
8,1993-01-03 16:34:15+00:00,237.1838973639618,238.88464605622423,238.2744277189184,241.1593902265763,236.374729334522,239.32672003725676,248.46711456540595,249.1216335911059,242.82461127250565,232.34754803326325,234.02237399075375,240.54939448358408,244.78033756805843,241.41429362188276,244.09215755184567,236.55296332436052,238.55341947797086,235.52621773960905,229.70796990205685,229.2996109998148,235.44021519142171,232.66256594582853,228.82378309099164,226.92991905592822,231.7719884267649,236.35310606002514,233.12807567857368,234.63583995061677,235.41986971776498,228.88044486775973,233.09212783402884,235.13640499444844,228.2999007599537,231.01727757335414,238.40213255632506,235.90107560970378,239.2029258491499,,239.6320729835531,231.26553170786195,,,223.7009787239597,219.8609736444847,221.69530746629567,228.79233661546846,228.78652517093735,226.118925264671,218.54912594448103,220.64684650086298,221.23291582231948,229.24693601442982,241.79005936106438,257.4558177276113
9,1993-01-19 16:34:27+00:00,234.09660054239836,245.29936231819912,247.8916163477908,248.91713105507358,243.59494986169028,241.4785581993648,247.81734858482503,253.52820535089296,251.44043726415578,243.09370743032372,242.9855602606771,251.2728123011532,249.93508834860825,250.67607109477592,231.81430176673155,235.49189664298694,240.02935565535591,236.41965411587404,227.6455392171681,224.94249973235662,234.8798057289841,236.19931111484294,227.9930816633581,223.70961456488283,232.89999374999178,233.20147957576012,227.22500035232332,232.69942999152136,236.68201335260883,231.29855339924364,243.52943807539086,242.8767131969887,232.5822977378441,232.70546112015958,249.50787743695184,237.3915999832545,241.36803191005632,231.29868085276573,246.6326532396318,238.77156170265513,,,228.3499261864724,228.78326926484417,221.27000536697193,231.466335129857,238.89538335352012,232.25253967052262,235.6516285756042,223.6179468170904,238.81336127103302,233.46293288810358,240.46961116501973,262.37083038615685
