,dates,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014
0,1999-10-02 22:26:11+00:00,,,,,265.2976764088289,267.57051898159614,264.83814213006895,253.2433972630932,238.47948822451468,244.7534967273816,264.79621819990666,285.98629078476495,293.03380697226123,300.90205038949614,301.67107885796275
1,1999-11-03 22:26:00+00:00,259.1295666248016,,285.71475116766413,301.312263228311,284.4964751442649,277.29558393427567,268.5889578240341,273.7586839678588,269.6376888577492,271.9188429824759,282.0334301878955,309.16465633005987,318.0522545676161,332.9126815782115,339.799479279833
2,1999-11-19 22:25:59+00:00,259.3841112349599,273.49077228688503,293.78948130877103,295.682314948186,,277.29717713256883,274.0092427655044,276.48888301277816,278.13152031071786,282.8029133470954,304.34501728717964,307.8571580398548,322.3547955202207,329.9649074780839,339.8265690421151
3,1999-11-28 22:19:44+00:00,,,,,,,,,,,,,,,
4,1999-12-30 22:19:45+00:00,,,,,,,,,,,,,,,
5,2000-01-06 22:25:59+00:00,266.65746352941767,271.2675254095869,278.302921028154,270.1010849683375,,253.9494819799574,,251.03220424245723,278.09694298255533,288.2365589646503,272.22094514295355,290.60750083411034,295.4456814607474,298.6272236115558,367.40295641189573
6,2000-04-27 22:25:27+00:00,289.65533154235413,303.1163128781352,329.5285845395471,,,,294.4866888899854,255.03175646445445,261.32235996442483,273.26938952799117,293.42918529585404,295.63894026656817,307.81218622146906,313.806096403358,302.8805823618771
7,2000-08-01 22:24:18+00:00,280.0907318053822,288.4946977336347,307.9754076246753,280.4670328040619,274.6614502275844,269.5543546759368,278.26439570949054,268.43197911571446,,272.03298183236166,284.341020827358,274.84594917502295,281.06587037360396,,
8,2000-08-26 22:17:55+00:00,,,,,,,,,,,,,,,
9,2000-12-16 22:17:23+00:00,288.6318318267943,290.5447395070833,285.623789500837,298.64829620103677,296.2836159255793,283.4025944508069,264.0730964292749,260.6838750331891,,279.18862042572897,273.8613735644121,277.2068004243903,298.33448472871913,328.0658560203929,328.9458397399593
10,2001-02-18 22:17:22+00:00,291.56699799379027,295.2817898981196,307.64298288453705,300.9337393562258,308.301411073869,308.91770446991796,318.88846080765046,313.17140366066667,,305.73171614828203,300.20330504560104,294.68919256748944,298.1827268199534,318.81075295258074,351.49319794513906
11,2001-02-25 22:23:29+00:00,254.94633643669664,267.681020559821,287.50833885237313,,279.8757638860526,277.27128973314336,,267.85586651349075,266.6230245593419,265.0611128506118,253.07574958148507,256.57648166667656,266.8731780903732,286.61556847623774,305.8088245013413
12,2001-06-10 22:16:35+00:00,,,,,,,,,,,,,,,
13,2001-07-19 22:22:27+00:00,,,,,,,,,,261.36345725319507,238.1064245031734,241.00965914182882,262.795114957324,,
14,2001-09-05 22:21:44+00:00,270.513749831753,268.9215946839494,275.8840277038754,282.54216773838914,272.3608880508792,260.43664590639133,,272.32517087679116,276.0063065581288,261.3723731096349,247.95838270025104,277.61345118612246,276.1013028857772,275.05460595132104,270.8991408657438
15,2001-10-23 22:21:25+00:00,288.4984481793736,298.37982326405916,289.165381053364,,295.78362790515416,,310.91681111840194,278.67590878977535,274.70726541302156,293.0087807128337,299.96293369158417,285.592297568273,292.7169885748203,,332.09596562952134
16,2001-12-19 22:15:37+00:00,315.3436707519046,313.00168744803403,310.1510488993695,306.6623443947477,,,304.71093071816557,290.5947003660384,303.47207838997497,316.1951817187539,,306.96215817761686,328.9420303707835,,346.30736047642927
17,2002-01-27 22:21:58+00:00,303.6259173494537,,288.7880351407694,,289.6174263235436,290.3555243495366,297.348168770074,289.09257187245146,302.794073577867,304.88544157779125,293.4002627661287,,316.8180044520239,318.1468157566131,341.1622893192218
18,2002-02-05 22:15:49+00:00,301.71160872670566,293.51268981141334,282.9045523158032,275.7103322448465,288.86531496602976,296.34259508145,299.7134034667388,304.86289779437755,301.13823127061374,287.8903923888581,289.6366460395482,310.51067203042726,312.73650879745765,314.4638809455361,311.8985112452677
19,2002-02-12 22:22:03+00:00,289.13385020943565,281.77612195764766,277.7542019414044,,276.77923267592416,282.17629980045734,292.39877970552476,284.8157155176199,290.33639979276325,285.88959744084104,294.10585026940043,296.9885086792807,312.06070295942266,310.66220229671114,321.2973182575041
20,2002-04-01 22:21:54+00:00,299.08202033882617,291.8790957951529,301.9941663849853,288.5521188504232,,,310.3493992992053,,,281.85794978051797,290.20302727859024,290.22559719120363,287.28097648131717,282.8272868954665,309.42792683494696
21,2002-08-16 22:15:08+00:00,,,,,,,,,,,,,,,
22,2002-09-01 22:14:57+00:00,304.47144355472153,298.49727748811546,306.7601212021624,,,,,,313.78992815620165,308.067767148892,286.18717683263634,294.33500578365937,,,
23,2002-09-24 22:20:55+00:00,268.7168638447967,270.3921826159023,270.0131770574385,277.7213675638915,278.1708988003887,279.63877754855775,270.0049675086453,,248.8101511298867,254.14695597261044,257.79495689088947,259.5722470154762,252.44289210382797,255.19711952123373,266.51640963876173
24,2002-10-10 22:20:44+00:00,,237.16718253746848,255.7234268660876,250.6912054754568,267.598872821421,,,,247.64055437711136,261.18068054184096,255.03533338533595,248.87193496466904,247.31101295800295,252.4664797696401,281.52562688814436
25,2002-11-11 22:21:01+00:00,,,,290.78613647143925,273.4848217115656,266.1141055588381,284.1938197582097,239.24798752508588,,,,,,,
26,2003-01-07 22:15:16+00:00,,,,,,,,,,,,,,,
27,2003-01-14 22:21:34+00:00,268.79681391255343,271.1725351034009,272.2329641511801,,277.6506911057637,286.2026985561346,305.3326514754697,292.04617613205755,269.88531542324927,259.9696662043299,266.60663696008925,271.0295622192196,261.01274131942165,257.2619986374127,277.559420604833
28,2003-02-24 22:15:37+00:00,276.1520861529174,,,301.4959891028202,291.8347363251192,305.15037180248487,313.5186290403264,289.502346421811,282.4410984108929,284.75529128049266,278.98143791226823,,,,
29,2003-03-19 22:21:50+00:00,257.24843868121286,266.424104888706,281.63582434426036,,277.7896095528372,282.46197889920853,285.5117037964039,266.97546979234687,255.32994123350272,259.73248284866554,259.4569932355302,271.7830210832752,257.6940541810121,257.92691983519376,277.9886574397489
30,2003-03-28 22:15:38+00:00,,,,,,,,,,,,,,,243.91788224536853
31,2003-05-22 22:21:49+00:00,254.45913455360525,278.7403202496321,287.45978212755415,284.1642606273617,286.9249388217032,305.389028106659,,293.38674282210656,274.36640827949964,271.5030367802618,268.2303891400341,197.42771008230739,,,
32,2003-08-10 22:21:32+00:00,261.7089125223784,254.7041624864459,260.8785279459062,265.9746586587839,,263.4658275081698,271.298832674497,,,,249.1531419117178,253.89916814993146,271.86469136214475,290.16604124421485,
33,2003-08-11 22:03:51+00:00,265.74579009756377,272.4414133088418,275.09047105340943,274.1340171336732,281.5431482734561,279.68247602762,299.9245245516586,287.1128837606645,282.4414460839342,269.6589346711621,275.8983414379897,289.37175011510215,275.8370374399128,267.5797474050509,
34,2003-11-14 22:21:43+00:00,,,,237.15234488965356,237.01120450880842,236.74526028273695,258.1215025970772,,241.39147635185503,251.15732475245323,256.93935193492985,249.8507374633248,262.27440351164137,282.4735181764905,304.23068052600945
35,2003-11-30 22:21:48+00:00,233.0574236114673,225.6911498746041,,,,,,,,,,,,,
36,2003-12-08 22:11:39+00:00,253.02367572318894,261.5488228918507,280.09409253083334,,280.8089977232823,288.26060514305686,295.656849918933,287.249460852841,294.489008919347,275.39235260510475,274.4111316039307,294.2420885537424,303.5716497983758,316.7203346615074,323.8248718267719
37,2003-12-09 22:15:42+00:00,244.2007606333372,256.7672794079367,272.9753723832661,,,,,,,,,303.99450557205694,310.76203949226044,323.63305024521117,343.454191842213
38,2003-12-16 22:21:56+00:00,246.57811927958025,257.76835351049016,272.4041776750364,,,,,264.1902744492579,263.04403177311485,271.4131124339827,282.8474686369896,301.5535376143394,309.449352287125,317.3580816455816,326.8430923637103
39,2004-01-18 22:05:45+00:00,241.44253983638978,248.48869434053617,,244.7808792228067,249.71498643958088,262.7184415316108,,,,255.8644915482655,,,,283.0832481808896,280.9679258769657
40,2004-02-26 22:12:08+00:00,250.8768493748244,263.23288247199406,278.24831328672843,,,280.61081890035837,267.4620444031648,278.64584074791173,300.5822454986781,,315.16392171741234,304.69591161236934,291.47393653200675,263.9239385311465,266.83499840515935
41,2004-03-30 22:16:14+00:00,271.6761807800592,271.30310612213236,292.1233953253566,,,,,,,,,,290.4191021543187,292.52440635986346,311.780505252725
42,2004-04-06 22:22:23+00:00,244.0892104866117,245.29074137710765,261.1899767312707,258.5156974838862,251.22274937919255,255.6087021765304,256.9472306867026,,,258.83435795914625,266.169188928864,267.4296523638082,272.505053723692,270.2233700661362,277.07974876967
43,2004-04-07 22:06:25+00:00,244.64189551177708,,264.5114245975381,272.9538975943616,262.49702271290965,264.1780797903582,273.49557979090645,293.5189706110393,283.56535112866084,273.8875453534539,273.2213589368921,266.96210928864474,265.32033937808797,264.5682572331739,282.8428482507527
44,2004-05-24 22:22:19+00:00,252.62200568773045,,296.2426044878158,269.8182805068802,270.93127276611534,,,281.4580835387202,256.09474078857113,240.82899612993387,234.64683811626676,,,,
45,2004-06-18 22:15:59+00:00,,,,,,,,,,,,,,,
