dates,nzd0056-0000,nzd0056-0001,nzd0056-0002,nzd0056-0003,nzd0056-0004,nzd0056-0005,satname
1999-07-25 22:04:15+00:00,331.58,320.55,320.12,326.91,317.93,273.66,L7
1999-08-26 22:04:21+00:00,323.85,318.78,324.96,325.97,324.19,284.47,L7
1999-09-27 22:04:25+00:00,,,,,316.54,330.06,L7
1999-11-14 22:04:18+00:00,322.35,315.41,316.71,325.13,321.55,306.01,L7
2000-01-01 22:04:13+00:00,334.57,323.21,317.64,326.50,318.64,310.93,L7
2000-01-17 22:04:11+00:00,335.11,327.07,320.38,325.19,326.47,305.50,L7
2000-05-24 22:03:22+00:00,339.15,336.61,340.31,337.36,328.84,300.40,L7
2000-08-12 22:02:30+00:00,317.34,321.43,322.28,323.55,311.00,328.11,L7
2001-03-08 22:01:45+00:00,328.12,326.54,322.92,322.35,318.08,285.21,L7
2001-03-24 22:01:35+00:00,330.96,327.34,329.30,331.36,327.19,308.96,L7
2001-06-12 22:01:01+00:00,316.73,314.31,318.36,320.22,311.27,299.43,L7
2001-08-15 22:00:14+00:00,312.60,315.43,317.99,326.30,321.95,290.89,L7
2001-08-31 22:00:05+00:00,,323.66,,,,,L7
2001-12-05 21:59:55+00:00,310.81,308.14,301.82,313.81,316.77,279.37,L7
2001-12-21 22:00:05+00:00,328.74,312.87,319.88,319.74,313.36,308.42,L7
2002-01-22 22:00:16+00:00,323.97,314.05,318.35,323.86,329.71,344.78,L7
2002-02-23 22:00:19+00:00,323.83,314.63,321.46,320.78,324.34,309.39,L7
2002-03-27 22:00:13+00:00,313.57,305.05,309.93,315.19,315.71,293.67,L7
2002-04-28 22:00:14+00:00,306.86,302.07,303.95,320.03,317.33,286.58,L7
2002-07-17 21:59:44+00:00,326.88,315.41,317.70,330.85,319.48,343.05,L7
2002-08-18 21:59:33+00:00,323.70,313.25,322.59,314.74,357.31,319.58,L7
2002-09-19 21:59:11+00:00,313.25,310.09,314.92,317.95,317.07,293.16,L7
2003-01-09 21:59:45+00:00,327.48,322.38,327.35,330.83,333.37,307.99,L7
2003-07-28 21:48:04+00:00,323.11,313.56,321.03,332.15,321.41,269.94,L5
2003-08-29 21:48:38+00:00,330.97,322.32,331.70,335.55,331.47,,L5
2003-11-25 22:00:05+00:00,297.25,290.42,298.54,310.90,306.10,270.41,L7
2004-02-05 21:50:17+00:00,335.72,339.84,342.58,350.59,349.50,,L5
2004-02-21 21:50:23+00:00,,325.43,331.88,341.49,338.99,,L5
2004-04-17 22:00:33+00:00,328.11,323.59,323.16,332.25,323.30,292.28,L7
2004-06-12 21:52:47+00:00,336.21,331.97,332.42,332.05,325.09,310.37,L5
2004-06-20 22:00:26+00:00,,325.02,316.11,324.41,316.44,316.63,L7
2004-07-06 22:00:24+00:00,322.24,320.08,324.62,328.68,316.61,321.70,L7
2004-07-22 22:00:20+00:00,341.61,333.42,332.84,339.22,334.17,321.62,L7
2004-07-30 21:54:04+00:00,339.58,334.51,336.28,340.87,327.75,309.61,L5
2004-08-15 21:54:25+00:00,,312.24,316.61,322.07,312.70,286.63,L5
2004-09-16 21:55:17+00:00,336.91,330.10,337.12,342.03,339.02,337.66,L5
2004-12-13 22:00:36+00:00,330.80,330.90,329.90,339.44,332.46,352.03,L7
2005-01-14 22:00:49+00:00,329.52,324.93,329.07,343.75,335.90,350.11,L7
2005-02-15 22:01:01+00:00,335.49,332.56,330.02,330.41,,317.58,L7
2005-02-23 21:58:07+00:00,333.59,336.30,333.51,345.14,339.07,318.51,L5
2005-03-03 22:01:06+00:00,343.37,338.44,338.25,339.30,332.03,321.96,L7
2005-03-11 21:58:20+00:00,336.26,333.74,332.02,350.37,340.83,,L5
2005-03-19 22:01:06+00:00,337.24,333.76,335.37,337.87,333.93,329.72,L7
2005-03-27 21:58:27+00:00,347.43,336.57,342.19,344.62,338.36,340.03,L5
2005-04-04 22:01:03+00:00,349.06,344.02,344.36,354.52,342.09,314.45,L7
2005-05-06 22:01:01+00:00,334.43,339.07,340.26,333.99,330.27,306.59,L7
2005-05-22 22:01:00+00:00,340.50,337.63,337.27,334.95,328.61,302.70,L7
2005-05-30 21:58:51+00:00,361.95,355.95,355.22,350.92,344.54,320.95,L5
2005-06-07 22:00:55+00:00,349.20,345.74,346.66,350.13,334.65,326.31,L7
2005-07-09 22:00:50+00:00,324.72,324.62,326.37,338.55,321.23,322.11,L7
2005-07-17 21:59:11+00:00,333.52,340.14,345.75,345.96,345.63,315.66,L5
2005-08-10 22:00:46+00:00,337.10,324.38,332.57,332.56,336.48,311.58,L7
2005-09-11 22:00:29+00:00,328.70,,,,,,L7
2005-09-19 21:59:32+00:00,335.57,323.16,331.04,333.56,325.56,300.74,L5
2005-11-22 21:59:59+00:00,341.74,322.39,325.51,313.53,287.23,,L5
2005-11-30 22:01:00+00:00,338.85,325.23,322.22,330.50,321.38,307.24,L7
2005-12-16 22:01:02+00:00,323.36,317.98,321.40,328.01,327.44,328.85,L7
2006-01-25 22:01:29+00:00,,,337.26,335.13,332.11,297.85,L5
2006-02-10 22:01:51+00:00,333.45,327.12,335.65,333.52,327.81,305.45,L5
2006-02-18 22:01:29+00:00,322.69,318.09,321.93,328.43,322.38,323.47,L7
2006-03-14 22:02:31+00:00,327.57,316.44,318.95,324.94,323.88,306.59,L5
