dates,nzd0564-0000,nzd0564-0001,nzd0564-0002,nzd0564-0003,nzd0564-0004,nzd0564-0005,nzd0564-0006,nzd0564-0007,nzd0564-0008,nzd0564-0009,nzd0564-0010,nzd0564-0011,nzd0564-0012,nzd0564-0013,nzd0564-0014,nzd0564-0015,nzd0564-0016,nzd0564-0017,nzd0564-0018,nzd0564-0019,nzd0564-0020,nzd0564-0021,nzd0564-0022,nzd0564-0023,nzd0564-0024,nzd0564-0025,nzd0564-0026,nzd0564-0027,nzd0564-0028,nzd0564-0029,nzd0564-0030,nzd0564-0031,nzd0564-0032,nzd0564-0033,nzd0564-0034,nzd0564-0035,nzd0564-0036,nzd0564-0037,nzd0564-0038,nzd0564-0039,nzd0564-0040,nzd0564-0041,nzd0564-0042,nzd0564-0043,nzd0564-0044,nzd0564-0045,nzd0564-0046,nzd0564-0047,nzd0564-0048,nzd0564-0049,nzd0564-0050,satname
1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.49,222.52,218.62,195.25,,,,,,,,,,,,,,,,,,L7
1999-07-25 22:06:15+00:00,241.96,240.84,238.98,243.04,242.03,234.03,,245.79,254.94,260.25,267.38,256.13,241.51,239.25,245.19,246.28,241.43,233.29,234.76,240.38,234.24,229.59,238.07,232.27,232.90,229.27,230.73,224.26,225.54,229.99,229.90,228.72,225.26,214.07,232.07,231.04,235.22,237.79,238.17,247.36,241.29,234.12,233.42,235.29,240.06,236.67,228.01,230.02,237.84,229.41,220.28,L7
1999-08-03 22:00:08+00:00,243.57,243.03,240.51,239.68,239.12,234.80,,243.59,255.00,258.52,261.73,253.25,244.30,237.66,243.03,243.14,238.11,232.75,234.02,237.89,232.32,228.06,235.06,231.87,232.34,228.09,228.33,223.69,223.19,228.00,230.70,229.84,226.94,220.69,230.56,230.48,232.16,235.38,235.53,239.34,241.29,234.12,233.42,235.29,240.06,236.67,228.01,230.02,237.84,229.41,220.28,L7
1999-08-26 22:05:56+00:00,244.97,243.39,239.58,240.62,240.22,234.91,244.47,245.89,255.65,261.52,262.58,255.22,245.87,239.16,245.26,244.79,237.85,234.55,234.09,237.93,233.15,228.55,235.62,232.73,231.80,229.44,228.92,225.35,225.19,230.58,231.92,231.84,228.74,224.41,234.04,231.37,235.45,236.74,237.75,239.10,239.31,232.83,232.12,235.39,240.22,234.05,226.03,230.19,231.91,224.28,218.39,L7
1999-09-20 22:00:08+00:00,243.63,241.50,239.70,240.40,239.23,234.91,239.51,245.12,253.98,259.30,261.01,252.70,245.84,239.19,243.14,242.96,236.96,232.47,232.80,235.07,231.54,227.57,234.59,232.72,231.41,230.22,228.25,225.88,225.82,230.40,233.39,232.36,230.47,225.11,232.94,230.07,235.29,236.43,237.48,237.91,237.21,232.92,231.35,234.64,239.46,233.61,224.98,228.15,231.04,224.94,220.01,L7
1999-09-27 22:06:24+00:00,243.57,240.80,239.82,240.43,240.24,235.10,239.12,246.28,253.29,259.41,261.97,252.80,246.20,240.33,243.90,241.66,236.78,232.73,232.52,234.87,231.53,228.02,235.10,233.59,232.04,230.76,228.75,225.73,226.50,230.30,233.80,232.63,230.64,226.66,233.11,230.23,235.78,235.91,237.76,238.55,237.45,232.94,231.57,234.43,239.03,232.18,224.59,227.48,231.66,225.54,223.51,L7
1999-10-22 22:00:04+00:00,239.09,237.24,237.09,237.13,237.04,232.00,234.68,244.05,250.07,256.32,257.87,249.48,243.34,237.01,240.91,238.65,233.29,229.51,229.15,231.79,228.40,225.19,232.34,230.94,229.15,228.80,226.26,223.43,223.00,227.20,231.09,230.46,228.45,225.41,230.71,227.14,232.85,233.25,234.46,234.27,233.94,229.36,227.28,231.60,234.94,228.32,220.16,222.96,227.77,221.11,219.12,L7
1999-11-14 22:06:18+00:00,238.68,237.10,236.74,236.96,236.15,231.38,233.27,242.96,249.36,255.83,256.61,249.33,242.97,236.32,239.90,238.62,232.25,229.44,229.37,232.05,228.56,225.70,232.45,229.98,228.45,228.18,225.70,223.07,222.39,226.50,231.42,230.31,228.82,225.72,230.51,227.10,232.23,233.51,234.56,234.45,233.24,228.37,226.90,230.85,234.54,227.88,220.04,222.51,227.42,221.24,220.01,L7
1999-12-09 22:00:09+00:00,239.84,237.00,236.96,237.49,237.13,232.26,236.23,243.78,249.96,256.17,257.15,249.70,243.27,236.61,240.68,239.27,232.49,229.78,229.07,232.05,228.35,225.80,233.01,230.42,228.98,229.12,226.05,223.69,223.03,227.07,231.76,230.60,229.07,226.63,230.78,227.47,232.65,233.28,235.26,234.97,233.54,228.65,226.89,231.80,234.56,228.15,220.09,222.88,227.96,222.03,221.49,L7
1999-12-16 22:06:21+00:00,239.75,237.08,237.05,237.17,236.79,232.58,235.15,243.01,249.24,255.42,256.31,248.38,242.90,236.03,240.17,238.32,231.46,229.42,228.44,231.36,227.80,225.51,232.42,230.15,228.65,229.11,225.64,223.59,222.36,226.73,231.47,230.26,228.98,226.63,230.51,227.22,232.33,233.09,234.80,234.14,233.41,228.67,227.09,231.83,234.24,227.93,219.83,222.13,227.47,221.65,219.65,L7
