dates,satname,nzd0564-0000,nzd0564-0001,nzd0564-0002,nzd0564-0003,nzd0564-0004,nzd0564-0005,nzd0564-0006,nzd0564-0007,nzd0564-0008,nzd0564-0009,nzd0564-0010,nzd0564-0011,nzd0564-0012,nzd0564-0013,nzd0564-0014,nzd0564-0015,nzd0564-0016,nzd0564-0017,nzd0564-0018,nzd0564-0019,nzd0564-0020,nzd0564-0021,nzd0564-0022,nzd0564-0023,nzd0564-0024,nzd0564-0025,nzd0564-0026,nzd0564-0027,nzd0564-0028,nzd0564-0029,nzd0564-0030,nzd0564-0031,nzd0564-0032,nzd0564-0033,nzd0564-0034,nzd0564-0035,nzd0564-0036,nzd0564-0037,nzd0564-0038,nzd0564-0039,nzd0564-0040,nzd0564-0041,nzd0564-0042,nzd0564-0043,nzd0564-0044,nzd0564-0045,nzd0564-0046,nzd0564-0047,nzd0564-0048,nzd0564-0049,nzd0564-0050
1999-07-02 21:59:57+00:00,L7,,481.41,445.84,,,,,,,,,,,,,,,411.00,,,,,,,,282.84,313.11,341.32,,,220.65,217.92,214.24,190.41,,,,,,,,,,,,,,,,,
1999-07-25 22:06:15+00:00,L7,236.20,236.92,234.72,238.14,236.59,230.11,236.34,239.67,250.04,254.81,261.25,250.37,235.75,233.49,239.43,241.61,236.76,229.79,230.99,235.93,229.79,225.14,233.17,227.11,228.23,224.11,225.57,219.36,220.10,224.55,229.14,230.02,227.24,227.73,226.31,226.14,229.78,232.63,233.27,242.20,235.85,228.68,228.75,229.85,234.62,232.22,223.75,224.58,231.71,224.51,215.12
1999-08-03 22:00:08+00:00,L7,255.53,252.27,249.70,245.12,245.98,242.60,110.74,252.40,263.86,266.58,267.08,260.73,257.44,246.41,251.23,248.39,243.17,238.51,240.05,243.41,238.40,234.52,240.86,240.72,240.16,236.17,235.20,231.92,230.62,235.79,241.56,240.89,238.68,243.19,239.40,238.72,238.87,242.23,241.70,240.57,,,,,,,,,,,
1999-08-26 22:05:56+00:00,L7,229.88,231.95,224.48,227.29,225.53,222.97,226.59,231.49,241.76,250.62,245.27,241.28,231.13,224.28,231.83,233.59,222.84,227.29,222.54,224.18,220.99,215.71,221.52,218.45,216.25,216.14,214.09,213.47,212.29,218.85,219.59,222.63,219.66,219.56,223.11,217.96,225.14,223.45,226.98,222.63,220.43,214.65,216.35,218.60,223.49,217.61,210.84,213.48,206.97,203.95,200.51
1999-09-20 22:00:08+00:00,L7,244.20,238.95,243.48,243.65,240.60,238.02,239.15,247.69,252.88,256.96,261.18,249.71,250.36,243.89,241.37,241.18,238.02,229.02,231.94,230.04,230.26,228.20,235.41,236.81,233.95,236.68,230.36,231.35,232.05,234.17,243.36,238.34,241.08,232.05,234.22,230.05,239.14,239.61,240.58,238.46,237.35,237.42,233.52,237.47,242.28,236.29,226.25,228.39,234.20,230.17,227.35
1999-09-27 22:06:24+00:00,L7,224.73,225.37,226.53,224.77,226.74,223.24,219.74,231.15,234.73,242.32,246.05,234.63,229.01,226.31,228.35,221.40,221.02,222.49,219.23,219.71,217.14,215.46,221.35,220.43,219.52,216.28,214.11,209.34,211.67,212.35,219.25,218.17,216.47,217.77,215.24,215.10,220.20,217.20,223.05,224.47,220.62,215.45,217.19,216.22,220.18,213.51,209.70,207.91,213.78,211.53,217.38
1999-10-22 22:00:04+00:00,L7,206.72,212.64,216.07,212.10,211.56,209.69,211.35,222.28,225.45,231.40,226.75,222.86,219.03,210.42,215.94,215.51,207.75,207.30,205.75,208.69,205.00,203.28,210.01,208.73,206.58,210.08,204.85,203.47,196.07,202.25,205.87,208.92,207.21,208.93,208.67,203.20,208.75,210.98,209.47,203.93,210.47,205.61,202.02,210.85,209.11,205.17,195.05,195.44,201.56,194.89,192.63
1999-11-14 22:06:18+00:00,L7,240.36,239.04,237.67,239.47,234.72,230.46,231.76,240.77,248.58,256.82,253.41,252.59,244.89,236.28,238.00,241.78,229.30,231.52,233.37,236.74,232.69,231.96,236.63,227.90,227.59,228.11,226.04,224.36,222.59,226.21,237.42,232.79,234.72,231.60,233.46,230.30,232.40,238.79,238.70,239.22,233.59,227.32,228.31,231.03,236.44,228.84,222.46,224.17,230.03,225.39,228.10
1999-12-09 22:00:09+00:00,L7,232.54,225.78,227.14,228.09,229.46,227.96,235.63,233.17,241.06,243.98,244.55,236.88,229.96,223.20,230.70,231.33,221.73,222.82,216.94,220.17,214.99,214.59,223.83,219.71,220.22,221.90,214.72,214.92,212.95,216.54,220.69,219.83,218.55,220.13,217.24,216.97,221.06,217.89,227.04,224.84,220.81,215.74,214.38,222.93,220.11,217.85,209.04,210.51,214.80,213.66,216.58
1999-12-16 22:06:21+00:00,L7,251.29,246.04,246.78,245.02,245.56,243.44,240.93,249.85,253.93,260.97,262.63,250.02,252.22,243.63,248.30,240.60,233.13,234.01,231.34,235.32,232.85,232.61,238.07,239.00,235.92,240.02,233.29,233.23,228.55,235.57,239.79,237.57,238.08,237.52,240.63,235.61,241.34,242.49,241.50,238.39,244.07,240.40,238.36,243.59,243.61,235.88,227.04,228.46,237.10,229.43,217.76
1999-12-25 22:00:04+00:00,L7,230.28,228.72,226.71,229.09,227.30,228.70,228.88,235.28,238.76,246.68,244.10,238.99,230.85,224.83,229.82,230.65,225.47,225.15,220.42,226.49,215.27,216.84,221.03,219.02,217.51,220.66,217.05,215.37,216.18,214.81,220.81,220.49,218.27,221.94,218.61,221.16,222.74,223.72,227.91,226.30,223.12,216.40,218.67,223.73,224.92,222.93,217.06,209.55,215.84,212.12,214.29
2000-01-17 22:06:11+00:00,L7,226.15,225.46,225.60,227.23,219.68,217.02,216.43,228.27,232.32,239.58,235.26,228.47,227.61,216.89,222.56,224.86,221.91,215.18,214.13,216.05,216.22,215.44,226.14,220.82,211.17,216.02,213.64,209.65,211.46,210.62,219.38,219.05,221.33,217.97,219.57,219.11,220.84,222.01,223.21,221.35,221.49,210.05,216.30,217.17,222.80,217.67,209.82,210.59,213.04,213.08,208.31
2000-01-26 22:00:02+00:00,L7,247.71,243.06,242.05,242.24,241.58,241.90,238.77,252.93,258.46,265.25,262.29,255.88,253.52,246.03,243.69,245.14,239.73,232.15,233.25,238.61,232.77,230.86,238.00,236.09,235.15,235.44,235.28,226.93,230.59,232.00,240.18,235.89,236.07,235.65,237.65,234.99,237.17,244.05,242.46,,,,,,,,,,,,
2000-02-27 21:59:52+00:00,L7,255.79,251.36,250.66,250.73,249.47,244.29,246.36,256.92,267.45,270.02,267.42,261.87,257.84,246.04,249.86,249.88,244.51,240.08,237.41,243.28,238.41,239.06,247.48,240.68,237.72,240.37,240.90,237.99,236.90,240.50,247.77,246.05,242.85,245.48,243.03,242.83,247.82,247.41,251.02,251.07,249.94,243.60,238.80,248.14,250.66,246.43,,,,,
2000-03-21 22:06:01+00:00,L7,224.60,226.39,227.13,226.96,230.93,230.31,231.91,235.05,237.18,241.08,237.95,231.72,228.97,218.39,229.37,223.65,222.55,224.60,219.20,216.53,215.63,213.05,221.97,217.99,212.74,221.74,215.21,216.60,209.74,211.90,217.83,219.06,217.14,219.60,215.23,213.52,220.43,220.64,223.67,220.71,220.46,214.43,217.65,222.04,224.43,222.67,214.17,208.70,214.11,209.18,211.06
2000-03-30 21:59:45+00:00,L7,234.89,236.52,235.06,238.92,235.07,234.99,235.61,244.47,247.71,255.46,255.10,244.96,243.89,237.67,239.57,242.65,232.33,230.13,230.33,234.06,229.73,230.31,235.04,235.87,234.56,230.78,228.74,225.36,222.84,226.80,230.90,234.40,233.66,235.70,231.06,230.22,231.51,232.73,236.80,232.63,233.34,225.71,231.66,233.39,240.27,232.74,224.99,225.87,234.49,229.60,229.22
2000-04-15 21:59:31+00:00,L7,233.03,230.64,229.58,229.65,231.79,230.05,232.02,235.21,245.22,247.51,250.00,239.44,234.37,224.96,233.06,235.76,227.83,227.82,225.14,227.22,219.76,225.05,225.68,225.29,219.31,221.95,218.66,217.95,217.09,216.66,222.39,226.01,224.86,223.00,225.11,224.72,228.73,231.31,233.52,230.87,221.89,217.29,219.77,223.90,227.78,221.50,219.74,214.97,223.23,222.89,216.79
2000-05-01 21:59:30+00:00,L7,227.37,228.43,226.66,226.29,230.94,228.68,232.34,235.83,243.90,250.52,248.01,243.39,233.54,229.27,232.17,231.92,228.03,226.84,228.06,224.33,223.81,220.67,226.24,224.56,222.38,220.86,220.04,215.78,216.24,217.84,226.07,224.58,224.97,223.19,223.16,222.93,226.52,226.82,228.55,227.98,223.18,220.74,221.49,227.49,228.25,224.18,222.76,218.98,225.19,219.77,215.95
2000-05-17 21:59:19+00:00,L7,233.12,230.99,227.95,231.88,234.97,228.52,233.44,234.67,246.36,245.48,243.82,238.68,230.07,225.33,230.37,236.42,228.04,227.69,225.01,229.25,221.37,219.32,224.24,223.25,221.53,223.15,215.29,217.69,216.45,217.12,222.22,222.28,222.41,223.25,224.07,221.81,228.46,227.71,230.88,222.79,223.84,217.02,218.81,224.90,225.83,224.18,219.06,215.72,221.79,215.66,213.60
