dates,nzd0564-0000,nzd0564-0001,nzd0564-0002,nzd0564-0003,nzd0564-0004,nzd0564-0005,nzd0564-0006,nzd0564-0007,nzd0564-0008,nzd0564-0009,nzd0564-0010,nzd0564-0011,nzd0564-0012,nzd0564-0013,nzd0564-0014,nzd0564-0015,nzd0564-0016,nzd0564-0017,nzd0564-0018,nzd0564-0019,nzd0564-0020,nzd0564-0021,nzd0564-0022,nzd0564-0023,nzd0564-0024,nzd0564-0025,nzd0564-0026,nzd0564-0027,nzd0564-0028,nzd0564-0029,nzd0564-0030,nzd0564-0031,nzd0564-0032,nzd0564-0033,nzd0564-0034,nzd0564-0035,nzd0564-0036,nzd0564-0037,nzd0564-0038,nzd0564-0039,nzd0564-0040,nzd0564-0041,nzd0564-0042,nzd0564-0043,nzd0564-0044,nzd0564-0045,nzd0564-0046,nzd0564-0047,nzd0564-0048,nzd0564-0049,nzd0564-0050,satname
1999-12-25 22:00:04+00:00,240.16,235.44,234.01,237.49,236.63,235.42,238.76,245.78,247.16,256.01,254.60,248.87,240.73,234.71,239.70,238.65,233.47,231.15,226.88,234.13,222.91,224.48,229.43,227.86,225.51,229.50,225.89,223.77,225.51,224.14,229.65,228.89,226.27,230.78,228.49,229.56,232.07,232.56,236.31,235.14,232.45,225.73,226.67,233.06,234.25,230.57,224.36,218.88,226.34,220.52,223.13,L7
2000-01-17 22:06:11+00:00,224.03,224.02,224.03,225.43,217.68,215.58,214.31,226.02,230.52,237.58,233.01,226.35,225.49,214.77,220.44,223.15,220.20,213.89,212.75,214.41,214.58,213.80,224.34,218.93,209.46,214.13,211.75,207.85,209.46,208.62,217.49,217.25,219.62,216.08,217.45,217.31,218.84,220.12,221.41,219.46,219.49,208.05,214.59,215.17,220.80,216.03,208.25,208.59,210.79,211.28,206.42,L7
2000-01-26 22:00:02+00:00,240.18,237.94,236.48,235.84,234.47,236.78,231.24,244.93,252.06,258.14,254.29,248.35,245.99,238.50,236.16,239.04,233.63,227.58,228.33,232.79,226.95,225.04,231.60,229.35,229.05,228.70,228.54,220.53,223.48,224.89,233.44,229.49,229.97,228.91,230.12,228.59,230.06,237.31,236.06,,,,,,,,,,,,,L7
2000-02-27 21:59:52+00:00,247.20,245.52,244.31,243.43,241.36,238.45,237.77,247.80,260.15,261.91,258.30,253.28,249.25,237.45,241.27,242.93,237.56,234.87,231.79,236.64,231.77,232.42,240.18,233.00,230.77,232.69,233.22,230.69,228.79,232.39,240.09,238.75,235.90,237.80,234.44,235.53,239.71,239.73,243.72,243.39,241.83,235.49,231.85,240.03,242.55,239.79,,,,,,L7
2000-03-21 22:06:01+00:00,244.60,239.99,241.91,243.96,249.82,243.91,251.91,256.30,254.18,259.97,259.20,251.72,248.97,238.39,249.37,239.84,238.74,236.74,232.28,231.98,231.08,228.50,238.97,235.88,228.93,239.63,233.10,233.60,228.63,230.79,235.72,236.06,233.33,237.49,235.23,230.52,239.32,238.53,240.67,238.60,239.35,233.32,233.84,240.93,243.32,238.12,228.95,227.59,235.36,226.18,228.95,L7
2000-03-30 21:59:45+00:00,233.01,235.24,233.67,237.32,233.29,233.71,233.73,242.47,246.11,253.68,253.10,243.08,242.01,235.79,237.69,241.13,230.81,228.99,229.10,232.61,228.28,228.86,233.44,234.19,233.04,229.10,227.06,223.76,221.06,225.02,229.22,232.80,232.14,234.02,229.18,228.62,229.73,231.05,235.20,230.95,231.56,223.93,230.14,231.61,238.49,231.29,223.60,224.09,232.49,228.00,227.54,L7
2000-04-15 21:59:31+00:00,241.97,236.72,236.19,237.25,240.23,236.13,240.96,244.71,252.82,255.95,259.50,248.38,243.31,233.90,242.00,243.00,235.07,233.25,230.99,234.13,226.67,231.96,233.28,233.29,226.55,229.95,226.66,225.55,225.53,225.10,230.39,233.61,232.10,231.00,234.05,232.32,237.17,239.31,241.12,238.87,230.33,225.73,227.01,232.34,236.22,228.41,226.35,223.41,232.73,230.49,224.79,L7
2000-05-01 21:59:30+00:00,237.84,235.55,234.40,235.19,240.83,235.80,242.81,246.96,252.80,260.41,259.13,253.86,244.01,239.74,242.64,240.40,236.51,233.20,234.91,232.42,231.90,228.76,235.14,233.93,230.86,230.23,229.41,224.68,226.13,227.73,235.44,233.48,233.45,232.56,233.63,231.83,236.41,236.19,237.45,237.35,233.07,230.63,229.97,237.38,238.14,232.27,230.50,228.87,236.31,228.67,225.32,L7
2000-05-17 21:59:19+00:00,251.00,243.15,241.17,247.08,251.86,240.68,251.32,253.67,261.56,262.37,262.82,256.56,247.95,243.21,248.25,250.90,242.52,238.55,236.70,243.07,235.19,233.14,239.44,239.25,236.01,239.15,231.29,232.89,233.34,234.01,238.22,237.48,236.89,239.25,241.95,237.01,245.35,243.71,246.08,238.79,240.73,233.91,233.29,241.79,242.72,238.00,232.28,232.61,240.79,230.86,229.60,L7
2000-05-24 22:05:22+00:00,255.64,259.46,254.80,255.98,253.76,254.10,250.00,257.69,271.27,273.59,272.01,263.89,263.91,257.32,257.63,254.72,250.21,252.83,251.92,246.68,248.51,243.21,252.91,248.19,240.19,240.41,241.63,238.07,240.29,243.78,245.74,250.76,249.11,241.17,241.65,227.64,245.44,242.50,229.92,,,202.05,201.18,208.53,233.15,,,,239.52,230.10,224.91,L7
2000-06-18 21:59:03+00:00,244.69,242.12,245.39,243.38,247.26,239.91,246.29,253.09,256.51,266.23,265.07,256.70,247.80,241.72,248.05,248.17,244.27,236.76,239.73,240.35,236.23,234.38,234.24,237.81,232.41,233.10,228.34,227.41,227.67,227.82,236.78,239.85,234.43,235.26,236.93,236.93,241.62,244.11,248.57,241.85,237.16,230.70,230.58,236.91,242.77,237.25,226.36,228.07,238.87,228.51,226.18,L7
2000-07-04 21:58:50+00:00,251.03,240.17,240.13,239.61,241.16,239.37,240.49,247.20,257.33,261.11,265.35,256.46,245.81,243.25,249.65,250.14,249.59,237.15,240.78,251.11,234.19,236.61,239.12,237.97,237.41,236.51,234.20,,,,,234.01,235.33,234.50,237.05,233.76,242.36,248.10,245.23,246.56,254.95,,,275.67,,280.94,239.73,229.39,240.75,229.01,230.00,L7
2000-08-05 21:58:20+00:00,249.82,252.38,250.21,248.59,252.11,258.27,248.93,250.92,263.90,265.24,269.07,256.97,255.83,245.10,253.63,243.33,245.17,239.48,238.76,239.42,234.21,235.04,245.29,242.34,251.27,239.02,236.77,234.80,231.28,241.71,243.02,246.30,240.78,242.15,242.44,238.73,243.90,243.86,248.67,247.67,246.48,243.12,243.16,241.43,247.17,241.17,238.49,237.85,244.37,240.50,233.63,L7
2000-08-12 22:04:29+00:00,238.52,239.23,235.68,243.21,242.92,235.18,241.25,246.21,250.60,252.16,256.31,243.35,241.44,232.89,255.33,249.54,235.46,233.40,232.16,234.67,227.84,227.26,235.44,234.13,229.85,235.06,226.11,226.42,223.74,226.70,232.01,233.73,229.69,230.50,232.83,235.53,235.86,237.04,237.17,236.26,234.28,228.28,230.19,238.24,237.42,234.44,225.83,221.75,229.84,226.53,223.12,L7
2000-10-24 21:57:29+00:00,,,,,,,,214.40,221.57,238.98,,,,228.60,234.27,226.98,227.64,223.17,223.91,224.43,218.70,217.26,226.00,224.52,220.55,225.86,224.60,220.49,219.99,221.69,227.97,225.64,227.15,228.14,228.95,226.02,229.58,227.67,230.94,229.61,228.03,222.16,223.98,226.97,233.88,231.07,215.29,219.07,221.22,217.51,214.53,L7
2000-10-31 22:03:22+00:00,228.50,242.59,228.50,232.20,231.73,226.90,231.01,235.46,244.74,248.11,245.32,232.31,232.62,223.55,230.45,227.93,226.31,224.18,222.63,219.79,233.73,221.61,229.18,229.37,225.55,222.23,221.83,218.84,219.98,223.79,224.18,225.49,225.65,225.69,227.57,224.72,226.79,227.86,233.63,230.28,225.34,219.38,221.33,223.51,229.01,223.12,214.45,214.87,223.71,215.41,216.58,L7
2000-11-09 21:57:33+00:00,239.24,232.58,233.87,234.47,236.31,230.19,237.13,241.60,246.54,250.33,248.76,239.98,239.76,224.87,237.61,228.34,229.85,221.81,218.53,220.26,220.01,218.71,228.67,230.02,220.52,228.47,225.79,217.65,219.28,221.75,227.99,227.29,225.43,228.94,232.16,226.01,230.76,226.49,232.11,231.78,229.47,225.03,224.89,233.36,235.28,223.24,217.54,217.76,225.59,219.39,220.94,L7
2000-11-25 21:57:34+00:00,243.87,241.44,239.51,242.73,244.93,235.97,241.59,251.72,257.69,257.06,257.69,250.63,248.08,237.54,237.84,239.17,238.52,233.02,221.51,226.63,222.80,222.33,231.76,234.70,223.83,232.54,230.18,225.33,224.13,225.51,233.14,233.03,232.07,233.68,235.19,231.28,234.64,231.87,231.95,232.34,236.34,229.94,232.41,236.03,239.83,228.69,222.40,224.79,236.16,225.75,226.38,L7
2001-01-03 22:03:48+00:00,238.51,238.20,237.60,234.81,234.21,232.39,232.08,239.82,247.65,250.09,249.69,242.93,242.05,231.92,237.28,235.93,224.40,223.36,225.44,227.31,224.24,225.10,230.86,231.07,227.83,233.04,234.02,229.24,224.25,229.27,232.61,231.07,231.90,231.78,231.90,228.27,230.45,231.26,232.93,232.99,233.54,228.69,227.57,231.96,236.02,229.34,224.01,222.71,225.99,222.53,221.23,L7
2001-01-12 21:57:42+00:00,241.46,240.49,237.63,238.44,240.18,232.36,240.20,243.81,250.77,253.87,253.38,248.22,240.86,236.27,245.35,238.01,231.96,232.49,224.85,230.73,224.38,228.70,234.16,233.08,231.27,232.29,231.51,225.37,228.01,227.98,233.94,232.10,235.69,236.33,235.25,232.94,232.43,235.37,239.97,237.16,231.13,229.07,235.34,233.42,239.71,230.51,221.11,224.52,228.07,225.94,221.15,L7
2001-01-19 22:03:55+00:00,229.89,229.81,227.74,228.96,228.14,223.41,228.28,235.00,244.71,248.38,242.97,230.61,234.61,227.28,234.51,235.30,231.55,226.69,229.66,227.24,224.66,224.86,230.38,232.40,228.56,229.67,230.48,225.73,222.38,224.17,232.02,235.13,235.14,231.51,229.09,231.95,238.02,230.43,233.02,229.83,227.67,224.04,224.48,228.89,236.66,239.56,224.19,215.26,223.84,220.00,219.86,L7
2001-01-28 21:57:44+00:00,234.96,235.24,231.73,233.91,235.70,231.89,234.56,241.68,244.53,254.03,250.29,241.58,240.13,228.63,239.89,237.17,232.62,233.08,222.76,230.21,224.11,224.13,232.18,230.56,227.87,228.50,226.05,220.17,221.98,222.40,222.25,220.50,221.05,226.01,225.88,224.99,226.69,232.96,233.67,233.78,228.22,225.95,226.60,229.22,238.24,226.36,218.50,218.49,228.54,221.75,222.30,L7
2001-02-04 22:03:50+00:00,225.67,221.98,222.93,226.35,221.87,222.52,221.04,230.22,240.48,241.48,243.31,229.91,230.69,220.55,226.98,223.08,220.73,219.01,213.35,220.54,214.62,216.53,221.26,219.78,213.69,218.27,214.35,210.78,211.20,211.49,220.36,223.73,218.92,218.89,216.03,217.25,220.67,219.85,223.82,220.50,219.83,213.84,216.34,223.43,223.93,224.81,214.75,212.01,221.24,214.30,212.18,L7
2001-02-20 22:03:24+00:00,246.67,241.44,236.66,240.88,242.72,235.25,241.04,252.22,249.99,256.56,255.41,249.80,245.49,234.83,242.97,241.09,234.33,234.03,229.76,224.00,222.48,221.35,231.11,229.85,226.17,230.81,227.26,227.55,224.83,226.34,232.06,231.84,230.26,234.01,235.38,231.53,233.26,231.85,235.13,234.89,231.92,229.64,230.19,235.39,238.72,243.70,223.40,226.33,231.22,229.07,224.37,L7
2001-03-08 22:03:44+00:00,,,,,,,,,,260.00,261.47,246.94,242.78,234.71,241.07,237.57,238.50,230.11,225.13,231.47,225.49,231.05,235.14,235.86,225.18,233.07,229.33,226.98,226.52,229.89,231.56,232.35,232.05,230.38,234.16,230.42,233.65,234.32,233.56,236.55,235.42,230.95,226.29,236.38,241.67,230.47,226.62,224.31,235.15,226.73,223.15,L7
2001-04-02 21:57:18+00:00,231.62,233.33,227.95,231.09,229.46,230.06,224.42,234.50,242.66,251.19,249.57,239.31,237.42,228.50,228.31,227.76,220.82,219.78,221.78,225.16,223.08,218.37,224.12,228.74,221.41,223.19,223.58,221.14,217.70,218.02,224.45,225.87,230.01,227.46,221.52,221.56,227.01,223.84,225.02,227.82,221.71,222.69,222.59,227.30,233.63,229.14,216.22,217.86,229.65,220.10,220.56,L7
2001-05-27 22:02:48+00:00,248.63,246.31,247.52,246.72,248.57,244.06,243.59,251.80,259.31,263.48,266.05,252.32,250.25,245.11,251.85,247.85,243.96,237.12,235.14,241.75,236.92,238.06,246.55,245.33,240.99,241.34,238.09,231.56,232.38,232.36,240.29,244.88,239.65,243.96,237.30,239.73,245.68,245.84,245.06,246.22,245.22,238.96,237.22,242.30,246.50,245.37,234.14,235.18,240.68,235.50,236.17,L7
2001-06-05 21:56:52+00:00,256.53,247.65,249.64,249.29,252.05,244.12,250.60,254.83,260.75,264.01,274.88,264.24,254.54,252.23,254.89,253.38,246.70,239.29,241.35,243.76,239.69,234.34,243.42,242.89,237.88,240.36,239.04,232.75,234.44,237.87,240.90,241.97,239.41,243.85,243.32,240.99,242.42,241.21,244.97,246.17,241.98,238.76,242.58,247.04,251.30,249.67,240.92,239.37,245.71,236.92,234.00,L7
2001-06-12 22:03:00+00:00,249.79,252.27,247.48,245.32,248.62,244.27,245.69,254.81,264.95,265.65,270.88,258.76,257.79,249.66,255.62,252.28,247.20,246.66,247.84,245.61,237.53,240.71,246.57,247.97,239.26,245.38,242.82,239.65,234.95,235.28,242.94,243.41,242.68,242.18,246.08,238.44,244.05,241.97,245.21,247.60,247.20,240.54,237.78,247.26,248.12,242.04,239.88,238.29,238.06,239.96,232.76,L7
2001-06-21 21:56:41+00:00,,,,,,,,,,,,,,232.05,235.64,234.00,227.98,222.09,217.42,223.25,214.04,214.05,223.80,224.48,218.38,215.15,220.85,217.70,217.31,214.37,222.69,221.61,217.85,225.82,225.08,224.66,223.10,226.56,230.44,230.29,223.66,226.96,221.30,228.30,231.84,215.87,217.63,210.08,227.88,214.87,214.20,L7
2001-06-28 22:02:21+00:00,267.01,268.13,267.41,262.57,255.69,250.83,249.82,257.85,265.23,274.38,276.00,269.75,262.94,254.08,258.01,261.84,244.46,249.86,248.51,252.63,243.88,244.89,251.74,250.06,246.15,251.86,249.16,248.06,243.91,244.28,255.75,250.36,251.42,249.94,252.15,249.60,248.93,254.95,256.39,252.84,245.22,243.88,247.33,246.59,253.61,249.56,242.90,238.12,246.25,243.08,238.34,L7
2001-07-07 21:56:36+00:00,249.90,242.42,237.32,239.70,242.56,237.37,244.17,249.35,251.97,259.50,261.47,249.07,246.33,240.26,248.48,251.18,239.88,235.30,231.25,238.66,229.96,230.04,236.69,232.05,232.00,235.17,232.19,224.99,225.22,227.38,233.03,235.93,230.57,234.91,235.68,236.90,237.40,240.77,241.08,241.19,240.10,240.98,238.70,241.17,247.81,234.94,228.67,224.35,238.64,230.01,226.37,L7
2001-07-14 22:02:45+00:00,257.14,261.19,256.87,256.98,254.02,251.94,252.34,256.93,265.86,269.60,272.44,264.79,259.94,253.26,258.32,260.54,244.72,248.23,241.77,244.95,237.54,238.19,247.52,242.94,240.70,246.69,245.41,239.57,239.65,242.21,251.95,246.64,251.70,250.68,249.91,243.79,245.49,248.51,250.43,251.05,252.21,242.31,248.03,248.61,252.90,246.71,246.48,240.52,250.36,244.91,239.45,L7
2001-08-15 22:01:50+00:00,245.92,242.42,243.10,242.17,242.22,239.27,238.98,249.31,260.98,260.97,259.78,249.66,251.11,243.80,244.65,247.49,250.23,239.58,233.96,241.02,235.87,234.18,242.85,241.67,237.80,240.41,236.54,230.26,228.11,234.26,237.91,242.63,238.12,239.43,239.43,238.79,241.23,242.96,238.91,244.22,238.97,238.24,235.74,241.05,248.54,239.88,230.33,227.67,238.45,230.74,230.88,L7
2001-09-09 21:55:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,233.90,240.26,235.31,229.14,228.93,235.20,236.54,236.49,233.92,235.25,234.68,233.91,239.31,240.28,239.35,237.82,245.86,238.75,234.40,236.93,,,,,238.29,,227.72,L7
2001-09-25 21:55:40+00:00,246.61,245.78,242.25,240.87,240.03,239.58,237.68,247.24,255.66,261.50,258.23,250.09,249.15,241.83,244.39,240.51,241.55,234.47,231.06,236.10,230.83,228.32,234.68,234.10,230.90,234.53,234.98,232.55,232.99,233.77,237.52,234.02,238.39,235.60,234.13,235.61,242.70,241.60,240.51,243.26,244.78,236.31,233.95,240.30,245.25,239.03,236.06,232.86,238.39,232.91,230.44,L7
2001-10-02 22:01:40+00:00,242.49,238.31,239.95,239.90,240.60,234.13,238.96,248.97,254.85,259.23,256.87,247.68,243.10,232.49,237.76,236.55,236.78,230.44,225.32,230.23,223.82,224.79,234.97,233.67,223.61,231.28,230.11,225.97,229.87,232.00,236.88,239.70,233.17,234.46,232.04,228.81,236.68,234.16,234.17,236.28,235.77,235.15,232.48,238.45,241.93,231.30,224.26,227.42,234.52,228.35,223.52,L7
2001-10-11 21:55:21+00:00,245.12,245.06,243.08,241.93,241.61,241.88,239.55,249.34,259.45,263.51,260.12,251.12,249.33,238.63,241.82,240.06,243.20,235.20,237.06,236.24,232.60,231.49,238.53,233.85,231.05,233.37,230.73,231.03,225.60,232.64,236.26,238.07,235.89,234.71,235.43,237.50,241.91,238.73,239.74,244.42,241.18,234.37,230.77,239.70,243.86,237.88,233.02,233.58,236.65,233.00,226.82,L7
2001-12-30 21:55:49+00:00,243.04,234.09,235.78,235.54,238.12,234.34,239.24,249.96,254.61,255.17,254.67,243.46,243.54,234.11,238.91,236.11,236.86,223.42,226.66,227.38,224.72,220.54,234.03,234.08,227.91,233.55,231.86,227.19,,,232.18,235.06,229.60,232.73,232.93,228.29,235.93,233.32,233.14,234.53,238.21,229.65,224.73,234.60,236.77,229.94,221.33,224.59,237.13,223.64,226.34,L7
2002-01-15 21:55:59+00:00,232.92,222.64,224.37,227.94,226.98,224.88,230.49,239.32,244.33,246.21,244.13,229.88,233.18,225.15,230.64,229.67,232.68,222.89,219.99,220.09,217.48,211.94,223.78,227.66,220.53,223.01,220.28,217.85,216.53,221.85,223.99,229.23,227.30,225.71,227.78,220.12,225.20,228.52,227.03,230.30,226.55,221.78,217.80,217.61,231.77,219.32,215.16,215.49,225.69,218.53,218.97,L7
2002-01-22 22:02:16+00:00,245.28,245.00,241.68,240.70,243.40,241.46,240.31,248.92,258.99,263.55,262.17,250.06,252.38,243.65,246.61,241.70,242.68,232.83,232.00,236.10,230.99,230.47,239.04,238.58,231.64,239.59,237.34,235.85,229.68,235.00,240.94,236.25,237.81,238.27,237.28,243.28,242.99,238.93,241.08,242.01,245.22,234.18,235.20,240.48,244.68,241.47,233.41,233.42,237.43,232.70,228.60,L7
2002-02-07 22:01:54+00:00,239.68,238.55,235.37,239.20,232.23,230.34,230.99,241.16,247.16,249.56,256.50,243.82,239.12,230.11,237.30,233.76,227.60,226.83,227.81,229.77,225.14,226.56,231.34,231.15,230.00,232.00,228.44,227.58,224.64,226.18,233.34,234.85,235.52,231.81,232.01,229.27,234.23,232.68,235.29,235.83,234.24,226.31,224.42,228.67,235.77,227.80,221.79,219.54,228.28,227.12,221.66,L7
2002-02-16 21:56:06+00:00,241.92,238.57,230.16,232.88,234.73,231.92,234.11,241.41,248.83,253.42,254.88,240.44,239.32,230.16,238.56,234.78,230.88,230.22,229.14,230.73,227.79,225.82,232.35,229.13,229.98,230.60,231.22,226.74,228.79,229.25,232.99,229.03,230.85,228.20,232.05,230.62,229.83,234.93,234.14,232.82,232.21,227.07,224.74,229.91,230.41,227.80,220.20,222.51,231.43,226.24,222.43,L7
2002-03-04 21:56:09+00:00,238.26,239.13,236.04,236.49,234.98,234.08,232.06,243.04,255.37,255.40,251.98,247.40,244.80,239.87,233.24,237.67,231.43,232.94,229.26,234.91,229.36,229.80,237.28,236.84,233.29,228.21,226.01,224.06,225.42,224.42,234.68,232.44,231.13,234.11,235.67,228.84,235.40,236.98,236.98,237.99,235.47,230.17,229.71,232.29,238.49,231.68,226.66,224.52,235.13,227.50,226.58,L7
2002-03-11 22:02:19+00:00,240.78,238.63,238.09,238.21,242.34,234.32,244.49,248.19,251.61,254.39,256.65,242.52,241.50,233.60,243.50,237.51,236.13,227.97,221.95,228.76,223.93,223.17,234.25,231.82,227.36,233.90,233.07,226.28,227.88,228.36,233.94,234.39,231.18,233.44,235.26,230.69,234.00,229.30,235.24,237.64,234.76,230.45,228.49,235.38,241.06,228.76,222.58,222.90,232.34,225.76,223.45,L7
2002-03-27 22:02:13+00:00,240.53,233.99,235.82,239.49,239.36,235.51,240.98,247.80,248.54,258.05,255.01,249.73,247.08,238.93,246.92,238.09,239.07,228.04,223.79,230.42,223.67,225.17,234.20,235.49,226.48,234.65,232.87,229.27,230.57,231.86,239.32,236.86,234.57,238.67,237.80,234.25,236.84,235.32,238.15,238.16,240.80,231.30,225.87,236.03,239.72,229.62,225.94,227.18,238.98,225.42,224.57,L7
2002-05-07 21:56:03+00:00,241.49,239.29,236.68,237.06,235.87,234.99,232.21,242.40,249.86,257.95,259.81,248.96,242.85,239.14,242.04,246.93,239.10,230.84,234.40,238.81,234.78,234.39,231.98,233.33,231.99,231.84,231.66,227.83,226.86,227.92,234.36,236.47,237.53,235.57,237.27,234.90,241.42,241.59,241.22,238.96,237.56,232.82,232.04,232.52,244.93,236.88,226.56,225.50,230.13,229.51,224.81,L7
2002-05-30 22:02:01+00:00,246.18,245.86,240.15,239.04,242.29,237.73,238.58,244.93,254.93,259.75,263.10,247.92,248.77,241.17,242.62,246.22,241.93,232.71,235.19,240.90,236.75,235.20,235.30,236.82,234.53,235.56,232.34,233.29,230.46,231.04,239.74,239.68,238.89,234.42,239.50,232.23,237.66,242.56,242.75,239.66,240.02,235.54,233.77,235.31,243.19,241.08,230.31,229.49,236.97,230.16,225.96,L7
2002-07-17 22:01:20+00:00,279.95,283.08,277.89,277.83,274.66,264.54,258.36,269.81,279.65,280.51,299.15,282.56,286.35,272.73,271.53,269.34,255.28,254.90,258.50,261.30,256.77,256.51,262.23,261.63,257.83,260.33,259.51,261.17,255.25,253.99,265.85,257.38,258.11,259.27,261.00,257.30,262.41,264.28,266.93,261.72,257.67,253.53,253.92,262.62,258.65,260.45,250.29,244.34,253.79,244.87,241.66,L7
2002-08-02 22:01:37+00:00,253.71,256.96,253.06,251.77,251.17,244.81,244.44,253.39,263.42,264.52,267.67,260.89,258.15,247.00,258.69,260.19,243.15,244.92,236.58,236.87,235.49,234.11,244.83,241.90,235.13,240.75,239.07,237.20,236.79,240.40,248.82,246.34,245.14,247.21,249.73,245.17,245.34,248.93,248.60,245.15,245.12,240.87,242.18,245.59,247.33,242.83,236.16,234.15,239.84,236.74,229.18,L7
