,dates,nzd0544-0000,nzd0544-0001,nzd0544-0002,nzd0544-0003,nzd0544-0004,nzd0544-0005,nzd0544-0006,nzd0544-0007,nzd0544-0008,nzd0544-0009,nzd0544-0010,nzd0544-0011,nzd0544-0012,nzd0544-0013,nzd0544-0014,nzd0544-0015,nzd0544-0016,nzd0544-0017,nzd0544-0018,nzd0544-0019,nzd0544-0020,nzd0544-0021,nzd0544-0022,nzd0544-0023,nzd0544-0024,nzd0544-0025,nzd0544-0026,nzd0544-0027,nzd0544-0028,nzd0544-0029,nzd0544-0030,nzd0544-0031,nzd0544-0032,nzd0544-0033,nzd0544-0034,nzd0544-0035,nzd0544-0036,nzd0544-0037,nzd0544-0038,nzd0544-0039,nzd0544-0040,nzd0544-0041,nzd0544-0042,nzd0544-0043,nzd0544-0044,nzd0544-0045,nzd0544-0046,nzd0544-0047,nzd0544-0048,nzd0544-0049,nzd0544-0050
0,1999-11-05 22:13:40+00:00,,,,,,198.466633149774,,213.3867140129208,,217.89285923356874,210.0991055913872,195.9189062006458,,,152.09177278659374,,134.64737322256127,129.00613928123448,,130.00781127520813,,,129.9545406845287,,136.43272929929074,,140.90737137543724,,,,126.74153253794428,136.30372566984892,146.04344405353615,148.1207818347829,,,,141.08734239116436,128.64678253930236,125.88607906786217,,,,,158.28903914970905,140.1712701944526,119.78592093405928,,97.10109870338897,,
1,1999-12-07 22:13:41+00:00,,227.08833178904155,,,,208.67679952886382,,235.4931481399652,,236.4339105854051,,212.0583213225267,,,160.97237315102282,,146.32921619290812,,,153.48037530348,,146.95319739386602,,165.61758136191466,159.7900940238163,,,,,131.93346267613197,136.4508803169449,162.58680831402788,,176.3077524845167,166.18776931495765,,155.9303979370179,,153.07808657858757,,,,,,,155.82458283916145,146.37157326890974,,125.83718913667903,,
2,1999-12-16 22:07:33+00:00,,,,,,,196.1867403280816,,,,,204.51509608967731,,171.10315787407347,,,,,119.09959166199465,,,,128.5278742824558,,,142.25555793314572,155.74529716144326,,,,,,146.61156476478584,150.99605032895977,,156.9682724239152,,139.03599862626223,,121.8252662682271,,,,,158.37702019753704,138.7130764890998,,,,,
3,2000-02-18 22:07:16+00:00,,253.2905067859557,,,,229.53668642183123,,,,237.0249349862078,236.54679171183733,,,,,,162.7438110657004,,,164.85175738241387,,176.30613412243426,,185.92626787821823,172.30573453944527,151.61859699505118,159.47830258473817,,,,,188.39873710270777,,,142.236143748861,160.64172053191663,157.01714121241218,,185.40242156708916,,155.2259641115339,165.24689098266052,174.5985759273614,,,,164.9190215393219,,,,
4,2000-05-08 22:06:44+00:00,45.16454891972226,,138.90811546526413,,,,170.57969876672348,,,,,,,,129.64614715732372,,,,,,,,94.31715409535335,90.87234552099257,,,,,,,114.79486379707252,,,,,115.88780690809811,115.8229295761905,125.98898927979869,125.09551796894037,,137.88888228965942,154.7322193363817,154.22144618460413,162.24244482015203,154.49493132341357,114.1607815851444,84.65840071279067,73.26263432566023,88.80724728019113,91.54508994682726,85.97088928484159
5,2000-05-15 22:12:54+00:00,12.311226039088172,,138.76643524758916,,,,182.02450144747291,194.44822742133843,,,,153.46208182399852,,133.53153522081192,,,,122.12584737903765,124.95008180945403,,103.03243284530001,,87.30839335866501,76.47213379730347,,,,128.47630622680583,142.36656682296126,122.78124358779776,119.55196209220814,,138.73718551490524,135.02201342711118,115.90104147137784,123.65096933096899,127.17820658880156,121.4054967696817,125.51282460812247,127.91193107685642,139.48891818712423,146.50542323131322,151.22015174984438,156.53113901157658,150.24403609298048,111.84093476425473,76.53383681588231,66.6189570003431,80.37967484042252,86.48682762075603,74.1736684345452
6,2000-09-20 22:11:14+00:00,56.02089505976142,,,,,,,,,,,152.6378259546489,,,,,,,,,112.16229340034786,,107.29436777528105,96.64010158334065,,,,,156.06245332009158,,118.29099713432954,,122.32433738529764,122.41291328976706,120.86741432876266,132.41274033005334,134.19963997034978,120.80709390137181,,123.58176052153709,132.5910054515078,145.3167351017972,152.66913779650162,164.47643251551244,,95.14419984941003,,54.318152384901154,65.11783796833157,68.5380166956094,66.51642026756424
7,2000-10-15 22:05:07+00:00,,201.7226410002955,,,193.4488583223912,,,204.6199485715247,214.60801231569565,190.62898905045705,,185.3392744697786,,,166.47231916564704,,145.92864787346085,,,159.01299281131554,,142.58126661601244,150.408295511842,,117.99859617437855,120.62603537120552,138.9115321203118,,,,,154.45690086720444,,,145.7881931156976,,141.20746914953742,140.48566639246394,140.40391184215264,141.09106397000355,148.12568276385687,181.78195002265142,186.3961274433804,205.62135246673304,194.99743596331845,126.32562556637895,83.41912711737976,75.11241628939746,89.68368081110563,,
8,2000-12-25 22:11:14+00:00,,208.60708706311442,,,228.25862581725082,,,212.09537301290462,220.51265307950527,203.0953004200831,,202.55645958264213,,,152.23742907939504,,130.60670880629746,,,,,141.7809421122017,,,133.85198070472404,137.1401274078526,154.52202055550504,,,,154.6333680263867,165.90567104228185,,,139.2627851566814,153.20734162142412,146.2641763793573,143.36448072525022,150.8712035625182,155.56574639139228,,155.37798519490264,156.34111621298575,182.84023966019802,178.24933175394364,145.18800380279365,118.76827546589287,,84.16630376668786,71.01936838133561,70.27765740294915
9,2001-01-03 22:05:00+00:00,,,184.49218804182047,,,,195.20036757907093,196.93151590020352,,209.5825637468653,,192.95252548360818,,,148.25635664959316,,,,,154.7828948999842,,,138.7024889299819,134.46917834084562,,123.50818050998625,154.07863151295405,163.12123112455072,,,163.2500413795227,168.31141090355527,158.50958448453775,151.13410091260027,144.81414042798718,150.51523646102413,155.73191830073358,150.25262933858127,,155.66728895344934,154.1864905001134,158.51842480882777,166.75852393313215,179.74916936671153,,141.77208566911202,111.35379866068178,92.20533487045437,84.58037074931805,69.15079382530634,66.50358907971821
10,2001-02-20 22:05:00+00:00,,210.1722217614145,215.8774684665988,,199.66876919274006,,,207.86987483279214,,200.30476528746135,,170.13045951230134,,,165.38271044607563,,160.66038645573295,,,149.5251145881717,,156.753909343802,160.2531993570232,,119.0969790080045,116.38901942579085,138.13138708844744,,,,,171.55276887752103,165.57183851071846,154.6691924182283,,156.8065465771299,160.33224435941108,,158.70718768492415,158.61173184134813,161.43345376103187,176.88657191655543,180.3444299370965,,179.1844336318056,137.25191419305744,114.44867387566418,93.48528561066502,,66.9302958120488,
11,2001-02-27 22:11:06+00:00,,,,,223.2091393364118,,200.85675001506098,199.49408768422094,,193.79837961141425,,179.75878458573558,,,184.13742090333133,,167.41553891447526,,,,,182.3418782134101,,,142.6112633977094,135.3645086153907,159.97741752249996,,,,,,181.1490414513243,188.86493074664563,,178.28923206007832,,,179.25985315273883,176.9082859284049,183.67632047575083,200.7070402033021,211.29575350848364,,207.46146048423867,,144.81396227058931,108.40375240642027,101.3216737430136,76.07036878616947,47.98125184867709
12,2001-04-16 22:10:54+00:00,49.13910459680522,,,,,,,,,,,156.11713019354593,,,146.8749384648382,,,,,123.49567535387594,,123.70903016800266,,118.97710909941075,,100.69846688702572,,,155.96368006346526,139.14962977240086,140.16308714346445,141.57082270801712,,,,,,145.92951254481008,,,,,,167.93766307062117,,129.76122027372537,,88.30579474016176,,66.50274792792135,38.0699167691692
13,2001-05-11 22:04:33+00:00,9.428973513008591,,178.94698164444287,,200.21433118544354,,,208.2558488568175,,186.36403219822674,,166.8903159539607,,,167.46142552665864,,159.21320552489763,,,126.86164989671985,131.5131028005786,141.92060376206683,130.02175357903906,104.53262824373435,,76.71403473814053,,114.19542634407027,115.82256828118751,,195.14743080178502,147.46506882720848,,,104.27063587883629,,,,,,,,,143.15704912000112,,111.17857497169845,,,161.68410347230122,,
14,2001-11-26 22:09:21+00:00,,,203.65301139735064,,200.3048962803583,,,253.59198453943716,243.96512402530166,247.56804334977733,219.70328662169334,207.38718979733517,,,177.06138429575898,,188.02449671108434,,,133.97141820978,132.37784583868984,145.02890559510698,153.11401616710233,152.14405231987644,132.65202946560612,127.13584086027396,,158.99511047959032,,,,156.90452462840588,179.33717970501286,177.1060256754142,175.05684319039742,196.25780010760144,202.33719532253681,,,174.90947735790076,,,,192.09777916351095,187.81116610834638,152.40564899420502,,,147.38399106078504,,
15,2002-01-29 22:09:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,165.34329045967118,,,,209.07233319866276,,,,173.13253678590195,192.6924756052324,195.40598272841396,194.79248240223623,,,,,206.67790053927857,,,,,,,,
16,2002-02-23 22:03:31+00:00,,194.16856226862794,187.2147623682879,,,,171.1212546850092,214.2269246079532,201.6043632876837,220.91130237385593,,195.37808584880563,,,,,,,,,,,111.05028528447221,115.15216416820799,,91.85959685039519,,,,155.21893116244655,,155.20842227864966,158.49708362791208,158.2136376032636,,,,,181.70857999711123,176.37296655778738,,,,170.8371598458501,148.89689312852806,121.5071780749744,106.9363655340982,,121.00838528578832,,
17,2002-03-11 22:03:55+00:00,,,,,,236.09173563375785,,,,,,,,,195.31129132650398,,163.03532081678907,,,,,,,,142.21823746357265,134.19360784615964,148.01034304832046,165.5419308500123,,,191.19414993030315,,,179.49920511241748,172.4667852634057,,194.90159199439123,198.59100973194577,,203.54752688681623,,218.75152960243986,220.5114097565179,,,,,,,,
