,dates,chi0519-0000,chi0519-0001,chi0519-0002,chi0519-0003,chi0519-0004,chi0519-0005,chi0519-0006,chi0519-0007,chi0519-0008,chi0519-0009,chi0519-0010,chi0519-0011,chi0519-0012,chi0519-0013,chi0519-0014,chi0519-0015,chi0519-0016,chi0519-0017,chi0519-0018,chi0519-0019,chi0519-0020
0,1985-01-25 14:06:27+00:00,192.71078752012173,176.0838088078106,196.1508938022864,203.57676625176805,181.73332283398273,172.14014317107737,181.2397825083857,188.20858388042808,192.24550457781555,191.98484319007804,186.90186164093967,185.52130281113233,201.3825958963567,206.6678118310526,211.863335902436,207.95635750551202,210.35709732701298,208.2075510162192,201.83371266957926,192.66384149612037,204.80630700108566
1,1986-02-04 14:09:11+00:00,196.68049649726217,177.15116588541684,176.67693335780612,194.7318160158859,171.30674405806568,156.1062504378186,176.1769006489863,170.3176642288511,165.88328895593003,202.2291389072462,219.3148035729215,202.56463198465647,174.31362260325244,184.7344841806753,203.77947925945855,218.1198598346444,206.0870756668047,196.9447028798957,211.6823526914736,212.10810465404933,201.56797096475015
2,1986-08-15 14:03:53+00:00,196.51322846773004,192.71140005210646,197.71884575413367,202.36150133433924,184.30441065889093,176.60831754014794,194.1081458963095,204.41544352979432,186.72911957983976,191.4223654647879,199.3712869789452,190.34306808295437,192.03087253476497,200.62004112206967,191.69514326314828,196.98696494079306,174.48454676515985,177.86156578410183,181.7931991586148,168.6992140625814,
3,1986-09-25 13:56:42+00:00,212.2017600794371,213.3290353707569,225.61874387799742,228.1760234020509,211.55057677239375,210.0410321733632,211.62687328745568,222.86039732616894,211.55732428913186,213.08221005333817,217.48064005235,213.2107576371367,211.6385460719895,217.76934489403203,215.70172898447692,226.2716969430103,200.3347007780033,193.63036034760995,198.5642476855732,196.50741254095237,205.69888346618922
4,1986-10-02 14:02:15+00:00,193.58879927600827,187.30818356578936,207.4228724929074,208.9096144450857,199.9412634339792,188.81767061653127,194.57545716101362,203.60359520164533,200.0318491628505,194.80932183180306,194.24376288847571,193.02042156910434,201.72903165331297,198.11821371712634,195.587077890613,199.5508376439103,201.22371669979026,189.97443188503544,186.28304770247493,183.09631361663907,187.6049071581461
5,1986-10-18 14:01:44+00:00,195.6972272574594,190.31045649900332,203.4029259816446,212.25063094703162,195.53483536148528,186.32842286394785,194.2533011610039,208.6836028087177,200.8699260034287,195.1289947685653,191.82335441701437,191.07988305963093,190.0550176120575,197.0873852327262,196.9195457838508,196.5693385935578,181.72756640404026,177.08616092130933,179.72273688503267,186.38090889914375,172.43854158496947
6,1986-12-21 14:01:13+00:00,196.2082397822116,166.69800498388045,206.20345432009486,218.5470685981388,173.49609240612216,158.2409139449129,186.64592490443465,177.36288622157116,161.49562168436194,,168.30234778873609,152.51332312606132,183.09365934995785,186.41349747548782,189.5059939795828,191.02015111448983,178.65458934808277,173.6624436306411,180.08540708978836,191.68917154676922,195.16268097024897
7,1987-01-15 13:55:47+00:00,221.42428040720003,192.99309522583664,206.22304304098884,224.57187417623842,191.02703016528454,191.24639817886896,196.34984041618574,190.7517377713098,196.32218865202603,194.57450888778425,199.69376046762346,199.79418062879512,204.636849506785,228.47908034816592,216.34536596548605,211.39947713362216,207.7538738383643,203.82716478042346,208.714583776045,187.2683373453092,175.3633562686498
8,1987-01-22 14:02:09+00:00,226.34670273556156,191.07478602121083,199.8585559299129,223.15331053680197,190.66412229756068,186.34391853015197,199.8278073867092,191.504554571059,188.86011964793917,202.17732827294114,199.08291099696515,201.86134708511267,208.1629467197021,229.06462839369948,244.3181964018161,221.73770359249446,213.7360891674059,216.9379217111872,209.83325181059357,188.95317540387026,184.52628973049855
9,1998-02-21 14:18:29+00:00,192.05937808432935,187.1681846925195,199.04307179842849,208.91765178635816,182.6207723016146,173.72543256021476,171.05990641692148,193.69830482470064,177.0942930838872,161.94109850160552,186.54408068267637,211.12038728540264,189.66469643000383,195.58453572250778,208.58349341615832,213.98106355745733,214.08308564479097,206.64274257864224,207.69823751759597,202.9840068608758,204.40470437949716
