dates,nzd0599-0000,nzd0599-0001,nzd0599-0002,nzd0599-0003,nzd0599-0004,nzd0599-0005,nzd0599-0006,nzd0599-0007,nzd0599-0008,nzd0599-0009,satname
1999-07-18 21:58:49+00:00,,,,,,,,,188.22,192.39,L7
1999-08-26 22:05:08+00:00,161.46,151.07,151.24,158.26,161.82,166.05,175.28,180.76,185.74,191.12,L7
1999-09-20 21:58:56+00:00,166.16,148.18,149.96,155.70,160.60,166.22,173.82,179.00,183.23,187.35,L7
1999-09-27 22:05:12+00:00,166.16,151.51,153.41,160.96,165.32,172.17,178.64,184.81,186.33,189.69,L7
1999-11-14 22:05:06+00:00,170.56,152.02,154.88,162.62,166.72,173.70,180.42,187.19,188.20,190.72,L7
2000-03-14 21:58:35+00:00,175.12,151.44,154.87,162.25,167.45,175.38,180.67,186.74,187.79,189.48,L7
2000-03-30 21:58:33+00:00,175.01,151.12,154.17,162.74,168.09,175.70,181.82,185.73,188.03,192.00,L7
2000-05-17 21:58:07+00:00,171.38,152.42,153.82,162.78,167.94,174.57,182.15,185.05,187.78,193.86,L7
2000-05-24 22:03:46+00:00,171.33,154.62,156.18,164.78,169.78,176.64,184.02,188.06,190.27,196.45,L7
2000-06-09 22:04:04+00:00,171.33,153.87,156.18,164.78,172.25,176.64,184.02,188.06,190.27,196.95,L7
2000-07-11 22:03:41+00:00,174.12,153.51,154.88,163.12,170.71,174.68,182.78,186.87,188.24,195.12,L7
2000-08-12 22:03:18+00:00,171.10,153.69,153.01,162.09,169.01,172.54,180.79,184.18,186.33,192.89,L7
2000-09-22 21:56:29+00:00,171.10,154.51,153.38,163.15,169.72,172.50,180.62,183.93,185.89,192.49,L7
2000-10-15 22:02:20+00:00,171.22,155.86,154.11,162.67,169.76,172.32,179.91,184.73,186.68,192.61,L7
2001-01-12 21:56:30+00:00,159.02,155.86,150.19,159.09,164.81,171.35,175.09,178.98,182.45,186.23,L7
2001-02-13 21:56:27+00:00,183.78,158.40,154.17,162.06,168.03,175.26,178.40,182.72,185.82,190.91,L7
2001-03-01 21:56:21+00:00,183.78,158.40,154.82,161.55,169.43,175.28,179.32,184.24,186.76,190.64,L7
