dates,satname,nzd0599-0000,nzd0599-0001,nzd0599-0002,nzd0599-0003,nzd0599-0004,nzd0599-0005,nzd0599-0006,nzd0599-0007,nzd0599-0008,nzd0599-0009
1999-07-18 21:58:49+00:00,L7,,,,,,,,,182.32,187.26
1999-08-26 22:05:08+00:00,L7,163.31,152.40,152.50,159.40,162.96,167.31,176.32,182.09,184.45,190.89
1999-09-20 21:58:56+00:00,L7,183.01,154.07,157.00,160.66,166.90,174.71,179.23,186.01,186.11,186.69
1999-09-27 22:05:12+00:00,L7,,145.39,148.19,160.52,163.82,171.97,178.28,183.66,184.15,186.69
1999-11-14 22:05:06+00:00,L7,169.37,146.32,152.46,161.43,164.70,171.44,180.10,187.13,189.17,189.22
2000-03-14 21:58:35+00:00,L7,,156.21,158.23,163.17,171.15,179.81,182.10,186.38,188.33,192.39
2000-03-30 21:58:33+00:00,L7,181.27,158.73,159.28,170.38,175.18,183.33,189.45,191.58,193.70,200.58
2000-05-17 21:58:07+00:00,L7,172.43,157.64,158.47,167.93,170.62,175.08,186.90,192.51,195.10,200.60
2000-05-24 22:03:46+00:00,L7,165.54,157.14,159.35,167.25,171.81,178.99,186.42,192.99,194.06,201.02
2000-06-09 22:04:04+00:00,L7,,155.96,,,186.50,,,,,202.94
2000-07-11 22:03:41+00:00,L7,198.34,163.15,160.55,166.31,172.83,177.65,186.77,193.53,190.39,194.96
2000-08-12 22:03:18+00:00,L7,169.33,162.23,150.70,163.30,165.17,168.91,176.70,178.21,183.47,185.34
2000-09-22 21:56:29+00:00,L7,,,,4.81,,,181.82,185.87,186.63,190.33
2000-10-15 22:02:20+00:00,L7,,146.45,143.70,150.55,158.02,163.19,169.27,176.06,180.15,185.55
2001-01-12 21:56:30+00:00,L7,,135.23,133.74,143.12,150.95,159.54,,,,
2001-02-13 21:56:27+00:00,L7,171.93,153.84,147.50,158.51,161.12,165.46,174.11,173.44,179.18,186.85
2001-03-01 21:56:21+00:00,L7,,,150.15,154.00,167.62,168.70,176.61,181.81,183.30,184.35
2001-03-17 21:56:16+00:00,L7,180.32,163.55,168.46,175.25,180.09,184.68,196.58,195.39,196.31,201.38
2001-03-24 22:02:23+00:00,L7,169.87,155.33,146.12,156.80,158.98,162.42,172.37,175.72,178.28,178.74
2001-06-05 21:55:40+00:00,L7,,162.19,162.07,171.04,166.76,166.45,176.68,180.97,,185.68
2001-06-12 22:01:48+00:00,L7,195.94,169.10,165.25,174.15,174.21,185.79,188.70,193.14,196.91,191.06
2001-06-21 21:55:29+00:00,L7,179.35,164.16,160.41,165.27,172.27,179.24,184.51,191.68,188.18,192.37
2001-08-08 21:55:01+00:00,L7,175.08,158.67,153.76,159.31,165.94,169.52,177.56,179.96,181.72,182.60
2001-08-15 22:00:38+00:00,L7,,,,,,,176.19,,,183.17
2001-09-09 21:54:36+00:00,L7,188.96,171.44,163.87,166.00,173.94,183.72,186.56,190.96,187.56,192.70
2001-09-25 21:54:28+00:00,L7,178.42,164.50,163.65,163.11,165.90,176.12,180.65,182.13,184.61,187.06
2001-10-11 21:54:09+00:00,L7,190.86,172.38,167.79,170.45,171.64,183.23,188.55,189.85,191.15,194.51
2001-10-18 22:00:30+00:00,L7,172.84,149.78,141.09,145.77,154.30,164.11,173.48,171.79,178.93,172.99
2001-11-03 22:00:34+00:00,L7,163.60,150.75,141.85,148.32,155.31,159.40,171.97,171.12,175.62,179.07
2001-12-05 22:00:42+00:00,L7,159.33,146.86,144.30,148.96,157.14,159.54,167.91,165.01,170.45,173.41
2001-12-21 22:00:53+00:00,L7,171.71,166.58,155.78,162.03,165.96,170.45,178.15,178.32,182.14,191.50
2002-01-06 22:00:31+00:00,L7,173.79,,157.35,162.19,169.58,164.65,,,,
2002-02-16 21:54:54+00:00,L7,177.57,157.93,154.87,157.39,169.02,175.45,180.13,181.62,186.27,186.70
2002-02-23 22:00:43+00:00,L7,180.00,161.68,158.40,162.77,167.46,172.52,179.28,182.84,185.10,189.08
2002-04-28 22:00:38+00:00,L7,171.75,161.33,151.42,158.36,164.98,167.17,178.08,175.22,178.33,181.36
2002-06-15 22:00:19+00:00,L7,171.10,164.32,160.04,163.23,169.12,171.58,178.28,184.97,185.74,183.27
2002-06-24 21:54:28+00:00,L7,192.67,175.23,172.92,176.35,176.15,184.71,193.20,192.90,191.28,197.65
2002-07-17 22:00:08+00:00,L7,184.22,166.28,164.96,165.62,168.06,175.99,180.83,179.67,182.50,183.59
2002-08-18 21:59:57+00:00,L7,,,,,,,,,,176.70
2002-08-27 21:54:00+00:00,L7,174.69,167.69,163.26,164.04,167.75,175.31,182.32,189.53,185.15,186.45
2002-10-14 21:53:43+00:00,L7,187.27,173.95,169.69,174.55,175.56,183.05,186.54,191.35,189.44,191.77
2002-10-21 21:59:36+00:00,L7,178.82,162.47,157.56,159.74,166.92,171.57,179.36,179.63,184.29,187.69
2002-12-01 21:54:16+00:00,L7,184.32,163.38,163.23,167.08,169.26,175.39,182.89,180.98,183.43,189.46
2002-12-08 22:00:27+00:00,L7,162.45,154.12,145.16,149.50,153.22,157.21,165.69,161.62,167.24,171.22
2003-01-18 21:54:30+00:00,L7,177.44,164.01,160.56,167.01,169.07,169.55,177.54,183.01,179.52,183.00
2003-01-25 22:00:42+00:00,L7,175.98,167.09,158.93,160.95,165.55,176.69,182.04,181.53,181.67,182.23
2003-02-26 22:00:28+00:00,L7,,,,,,,,,,
2003-03-23 21:54:40+00:00,L7,185.27,166.32,161.34,165.54,167.99,172.48,181.50,181.69,179.21,185.52
2003-04-15 22:00:58+00:00,L7,185.30,168.53,165.46,166.49,169.77,176.76,180.65,180.47,181.13,178.84
2003-04-24 21:54:46+00:00,L7,190.71,173.65,170.08,168.28,173.12,177.68,183.09,187.14,185.34,185.63
2003-07-21 21:42:33+00:00,L5,186.90,183.07,183.34,184.44,187.63,192.81,197.51,201.70,199.73,202.84
2003-07-28 21:48:52+00:00,L5,,,,,,,,,,
2003-08-05 22:00:35+00:00,L7,188.54,176.68,169.33,179.11,180.34,183.63,189.68,195.87,,
2003-08-06 21:42:51+00:00,L5,204.85,178.35,177.61,181.19,191.11,195.62,202.29,205.16,201.13,202.16
2003-08-13 21:48:45+00:00,L5,185.71,169.30,171.96,172.06,175.17,179.39,185.67,185.35,183.73,188.51
2003-08-22 21:43:08+00:00,L5,203.18,179.81,174.53,177.63,180.75,184.91,184.19,188.17,187.48,193.65
2003-08-30 21:54:22+00:00,L7,173.13,160.22,159.49,161.15,160.12,170.51,174.39,174.90,177.36,179.44
2003-09-22 22:00:24+00:00,L7,,,,164.17,165.17,173.91,178.45,176.43,177.37,180.96
2003-10-25 21:44:04+00:00,L5,169.37,158.46,158.98,161.67,179.44,177.38,185.81,182.44,185.71,191.30
2003-11-17 21:50:09+00:00,L5,188.97,174.61,166.14,168.78,175.87,176.98,186.00,185.27,183.68,191.31
2003-12-04 21:54:43+00:00,L7,194.01,174.24,171.71,169.78,174.89,178.51,,,,
2003-12-12 21:44:34+00:00,L5,175.79,170.43,163.04,160.72,167.99,168.02,177.81,175.38,175.77,190.72
2004-01-04 21:50:58+00:00,L5,168.13,162.30,161.76,166.04,178.16,191.94,197.45,199.98,197.83,201.58
2004-02-06 21:55:08+00:00,L7,175.84,164.17,162.24,162.91,165.91,172.60,178.21,173.16,169.53,181.11
2004-02-13 22:00:55+00:00,L7,169.84,161.96,163.06,,,,,,,
2004-02-14 21:44:57+00:00,L5,189.57,173.28,174.27,175.04,182.20,187.50,193.88,192.84,193.45,200.38
2004-02-21 21:50:47+00:00,L5,168.12,156.93,153.95,154.33,163.04,175.84,178.63,177.92,180.94,188.70
2004-03-09 21:55:15+00:00,L7,170.61,155.81,151.45,155.21,159.37,163.53,173.55,173.43,178.71,184.70
2004-03-17 21:45:08+00:00,L5,189.16,177.89,178.21,179.55,182.48,185.20,185.55,176.15,190.02,203.27
2004-03-25 21:55:18+00:00,L7,,,,,167.12,,,,185.87,192.40
2004-04-01 22:01:28+00:00,L7,,,,,,,,190.07,183.84,193.76
2004-04-18 21:45:49+00:00,L5,178.27,169.02,167.09,173.08,176.69,177.14,181.60,184.37,189.47,192.60
2004-04-25 21:51:47+00:00,L5,169.55,163.10,159.39,162.39,170.13,172.93,180.42,198.17,197.86,202.46
2004-05-03 22:00:59+00:00,L7,174.70,164.77,169.07,168.37,,,,,,
2004-05-04 21:46:16+00:00,L5,170.51,167.11,165.88,167.01,172.11,182.82,189.97,192.35,192.39,197.02
2004-05-19 22:01:23+00:00,L7,,,158.83,164.24,168.27,174.06,181.29,177.87,184.22,188.24
2004-05-20 21:46:44+00:00,L5,168.88,163.83,161.67,171.24,173.61,175.58,186.39,184.36,187.71,195.90
2004-05-28 21:55:11+00:00,L7,177.63,166.02,167.35,172.42,176.68,185.06,192.94,196.37,191.66,194.75
2004-06-12 21:53:11+00:00,L5,257.50,,188.66,194.52,195.26,197.01,207.80,201.00,201.32,208.71
2004-06-20 22:00:50+00:00,L7,,,,,,163.53,181.30,179.31,180.34,182.26
2004-06-21 21:47:40+00:00,L5,161.13,167.55,183.68,171.86,156.48,173.46,185.56,176.84,170.71,211.38
2004-07-06 22:01:12+00:00,L7,,,,,,184.43,180.13,179.15,181.26,187.97
2004-07-07 21:48:09+00:00,L5,173.00,167.88,169.40,169.44,174.84,177.35,191.86,192.14,191.00,197.75
