,dates,usa_CA_0237-0000,usa_CA_0237-0001,usa_CA_0237-0002,usa_CA_0237-0003,usa_CA_0237-0004,usa_CA_0237-0005,usa_CA_0237-0006,usa_CA_0237-0007,usa_CA_0237-0008,usa_CA_0237-0009,usa_CA_0237-0010,usa_CA_0237-0011,usa_CA_0237-0012,usa_CA_0237-0013,usa_CA_0237-0014,usa_CA_0237-0015,usa_CA_0237-0016,usa_CA_0237-0017,usa_CA_0237-0018,usa_CA_0237-0019,usa_CA_0237-0020,usa_CA_0237-0021,usa_CA_0237-0022,usa_CA_0237-0023,usa_CA_0237-0024,usa_CA_0237-0025,usa_CA_0237-0026,usa_CA_0237-0027,usa_CA_0237-0028,usa_CA_0237-0029,usa_CA_0237-0030,usa_CA_0237-0031,usa_CA_0237-0032,usa_CA_0237-0033,usa_CA_0237-0034,usa_CA_0237-0035,usa_CA_0237-0036,usa_CA_0237-0037,usa_CA_0237-0038,usa_CA_0237-0039,usa_CA_0237-0040,usa_CA_0237-0041,usa_CA_0237-0042,usa_CA_0237-0043
0,1984-06-10 18:20:05+00:00,153.95535065440328,151.05950181827862,162.38939725105715,165.51021146069377,185.63994368378968,184.721020428058,150.12848896612056,143.8013398910161,148.90298558111093,147.8374123951282,162.55885761336845,180.0831117291899,175.4247997397072,176.87342136509568,168.3846061647498,161.97352142842672,163.06810230802333,160.31501031273382,176.76516529277148,200.1082507463572,184.76243126418106,165.12900387479726,176.39409234344967,178.71218117333854,177.9332918470845,175.0059257266176,168.0528773051853,171.7237507498047,172.59435654689085,166.47611988643442,180.6068401060367,174.64423890268694,176.07196229471515,191.9665958757251,195.44750623207895,192.33026272583166,193.4276088880424,201.7438958723988,195.75355362936483,194.87632590904394,182.21452390397542,185.6720600557736,193.03690637827324,199.60146614015105
1,1984-06-26 18:20:19+00:00,154.69627427447293,154.91212356935932,162.7654992375466,162.3343075065717,191.2211037796679,177.91969553835432,153.37378305640442,151.82891776001358,153.82152793552353,158.46624020669407,162.02841366247367,171.4009253001528,177.0100138432959,178.3016596956308,172.55970249510818,170.68929206818657,173.75467825446185,168.50002146309126,189.94265006905954,183.67576782468134,165.36891606578382,168.5722174155797,171.25954158587766,172.67949039904212,168.7371449556315,170.41060207567614,183.19240729913125,173.2432946509736,177.21413207185373,170.37500984224036,169.30911258185913,164.7339902445348,192.22814337517033,194.59309248212057,189.43166069340467,183.10117946513276,198.32073307026397,202.86342849069547,185.1641166244924,185.40820484830502,181.7229930153786,180.52995367620474,183.79379224226722,198.59428073601265
2,1984-08-06 18:15:10+00:00,173.72226845433474,158.76682623367327,176.5184425527209,195.3171358759086,192.08445974702835,178.67161780241076,163.98624338111904,144.79285636339472,138.57688570612126,153.05559335382077,162.80675828309697,164.62762938820538,177.18739355857616,184.07079218805612,184.1886226986846,183.38937273243812,176.6390885158769,170.5009434301085,193.39584050735735,199.31818113159295,175.6805952629124,158.016558315718,172.8646800219084,177.51513757029502,176.68437699047988,176.22014961664365,172.73589842719534,187.22694463544033,166.7878677694068,160.64056123111072,175.41415895515559,196.7154917489335,194.26528988863996,200.28355012884867,193.39880763642424,201.22035420032512,177.7892744777007,175.93771415873525,174.57474437274377,184.0485497047357,181.44542415362528,,,
3,1984-09-07 18:15:46+00:00,184.194245247391,177.4054706995628,194.8116203634236,197.11642838159895,184.97031739831903,180.36367264531788,156.42959199539305,157.61407238718814,158.2661565127306,157.14881376363402,164.92039995904904,175.8102529772173,177.3653115596039,190.3161753463704,187.5703080190284,186.3025660951394,189.2372376848212,185.79876319016716,199.95205161197606,193.46837521238783,188.4143441413672,178.4713367876484,168.55499920467912,170.8333091209327,175.81724082047214,167.98280301632334,172.11605803107093,181.9504849471313,178.96576356113238,178.1821705150775,197.13622427858087,201.79741551470684,197.60183770938042,197.62704310611363,196.55656942369058,185.4194197499697,179.92063191224906,178.395812647978,180.27597807065135,186.0422903230356,190.7730636327895,192.44089975785747,199.04350132038348,209.46666075184928
4,1984-09-23 18:15:47+00:00,169.89171802081756,170.04197894210017,187.09998283427623,195.1495775622205,187.3156444705782,174.7876212070502,160.38973376762112,151.83465588746893,153.87233720740156,148.34787121284424,154.12107630846822,164.69631366363458,172.44747891427465,190.25850644254936,187.78867937635675,186.76673864917296,178.65918893486554,186.55791472961167,185.92749312021527,184.67597050568625,182.55716251444127,168.91001305505634,164.60111261960694,170.07046009222347,183.82867951445718,171.87054783178607,169.84877851232355,170.17636604163914,162.13621760682972,163.79692267418338,184.05093336594044,199.2866159599217,188.4001464575708,183.93647358806507,178.720548817603,170.67789319394265,168.70840075444315,175.02105450280177,171.5306045493292,174.98671356523747,185.6286388191915,181.0685524581667,191.62880470842435,204.77928763239456
5,1984-12-19 18:21:59+00:00,149.52342568309783,149.1638472752326,159.01833824605745,151.04874726779133,148.20460027529606,172.94099926453066,167.62599658943697,153.89007555568455,149.92832164597445,149.4584846009183,151.57158830491866,157.4296140559584,156.08155135744366,156.82292447595927,160.615673828676,157.29799330683403,171.69506845381392,185.99802408546557,177.40250339975475,181.34862217006236,172.9480236435094,161.03013242794856,162.2719059629769,172.47847542096753,176.07256766953287,173.2209891181522,182.2399189997444,187.07228836486172,175.45569615091543,164.1812642368533,163.39677265409316,156.4628025686421,160.29217664865618,163.5876663123042,167.47166800987347,164.93459898079817,165.94044261569283,154.75397808028373,166.99480670053615,138.40984674850208,169.0445660938091,182.63596494785475,182.11635991107912,189.37412297709818
6,1985-05-12 18:21:57+00:00,175.95371412569327,164.29154807835124,162.84867310929025,183.9361924583052,142.60468256950588,141.42927666286624,156.71298725203144,176.15547827430777,188.58046833350284,181.56603984805074,186.88084363915712,193.47004663883416,166.32195063874792,160.8651135469506,151.89465195683067,149.57923607123757,153.59827492168307,169.8770746066029,183.49363400737758,211.54637037353734,204.40888432851006,184.97456683001363,190.18668166524293,179.27184939711867,177.60443010405316,179.45042044416346,197.73226148866377,198.3865161399542,195.48744265799326,194.53277655522862,204.04404159019822,195.82884387322684,174.30323194263747,165.65918153263397,191.98095265780705,210.17649006209666,212.52065189258775,185.82209038791814,163.76911633290285,,186.09537129066962,194.02481764266787,205.28041433495616,205.56877227862782
7,1985-06-29 18:21:53+00:00,180.3421508844387,169.29111341285486,172.9315193709515,167.7797970276899,156.51148930541925,161.59317935756758,170.25372712096654,182.16964251678777,169.61114281241112,164.3204703227066,176.672532360262,187.40869004426864,194.4105323842291,176.78987211504034,171.5827100302284,182.33312847591958,188.275511315501,188.9774297106835,197.30466903419972,190.3805833095306,184.57551583011175,186.86258663997683,183.01970909207375,195.78840018617362,206.50745762976183,205.20692048745414,200.91709002570218,190.6171813860582,196.10796832485693,202.62906571181463,199.7458512272641,179.01017148723545,168.1067946874368,187.8875527840533,216.09214141539343,217.49126385257506,209.3397163429167,184.3914300305133,173.07634303068443,,190.44328010089004,208.30806216556766,219.80123781857918,227.57453405179933
8,1985-10-03 18:20:56+00:00,199.80270047244437,186.714030485178,207.2373249646241,210.669287065448,200.49002908671412,202.29576549896152,195.46978862598573,189.45649085036976,193.42425818495252,162.3145115062668,167.9980114107037,182.73277274481927,194.3185085025731,211.25685740873482,,226.7578153325765,216.39395787843065,214.83383445968292,219.71898178792745,215.3836924994981,196.74060013463642,197.24616281377868,195.3718975072593,200.44102495147962,207.61124767748322,216.9241754698152,198.1757390400424,212.10331962561298,206.46110356196422,202.94434030588954,204.4716818960515,210.6774082374493,,219.43234839358573,194.99327674600588,204.25760555245557,211.377187987992,216.54075981664903,213.2152032674197,,217.63407602584454,230.1238965824345,235.87786960062763,246.07589394182006
9,1986-01-07 18:19:23+00:00,,,,,,,,,147.58340727694176,150.28876287910003,147.09130416523905,150.9353918804629,,,157.77148415515381,146.17776614388882,152.687949047093,149.21308045451883,155.76101090122907,189.6349564700908,168.84756001387473,,144.7763977806776,158.25482477614,169.75358499855602,,159.01903282348118,168.39326315140326,171.540300992807,174.50323939600938,178.22226222399192,168.31555368615867,171.26501312334096,173.80653435623358,170.95448637578897,166.9955424377255,168.65154961014522,,,,,,,
