dates,nzd0022-0000,nzd0022-0001,nzd0022-0002,nzd0022-0003,nzd0022-0004,nzd0022-0005,nzd0022-0006,satname
1999-08-17 22:10:26+00:00,383.10,380.01,381.90,383.25,380.76,386.47,365.91,L7
1999-10-04 22:10:38+00:00,387.56,372.12,385.86,383.81,384.28,388.22,372.49,L7
1999-12-07 22:10:30+00:00,387.21,375.72,386.92,383.61,384.28,388.22,372.49,L7
2000-02-09 22:10:19+00:00,388.31,380.28,387.97,386.02,387.60,391.72,378.81,L7
2000-04-29 22:09:53+00:00,389.72,380.33,388.22,386.89,392.36,396.07,392.65,L7
2000-05-15 22:09:42+00:00,385.44,376.83,387.81,386.89,392.36,396.07,392.65,L7
2000-08-03 22:08:44+00:00,389.76,379.75,388.32,387.44,390.20,391.37,386.77,L7
2000-09-04 22:08:22+00:00,385.12,370.97,381.29,380.89,383.37,383.19,377.52,L7
2000-09-20 22:08:03+00:00,384.28,370.80,380.23,380.19,381.80,382.69,375.82,L7
2000-10-06 22:07:59+00:00,383.10,369.09,379.25,380.08,381.38,382.45,375.51,L7
2000-11-07 22:07:53+00:00,380.39,367.43,376.64,378.43,378.53,379.29,371.23,L7
2001-01-26 22:08:07+00:00,381.27,368.59,374.82,378.07,377.93,378.96,372.03,L7
2001-02-11 22:08:01+00:00,376.56,366.41,372.00,376.57,375.63,380.16,373.27,L7
2001-06-03 22:07:16+00:00,377.07,372.56,377.37,378.11,375.93,382.18,379.22,L7
2001-06-19 22:07:05+00:00,377.34,369.67,377.44,378.14,375.69,381.00,379.22,L7
2001-09-23 22:06:03+00:00,384.44,367.76,381.35,383.34,381.41,385.00,385.90,L7
2001-11-19 21:59:56+00:00,384.44,371.38,383.44,383.68,380.97,386.52,379.05,L7
2001-12-12 22:06:14+00:00,384.40,370.67,381.57,381.99,379.37,385.54,376.50,L7
2002-01-22 22:00:16+00:00,383.41,371.10,382.89,383.02,382.53,388.27,376.50,L7
2002-01-29 22:06:21+00:00,385.64,373.60,382.74,382.58,382.58,387.21,374.36,L7
2002-02-14 22:06:29+00:00,386.45,376.45,383.77,382.09,382.86,386.20,374.39,L7
2002-04-03 22:06:21+00:00,383.74,376.42,383.49,381.35,382.22,385.20,373.18,L7
2002-06-22 22:06:03+00:00,383.52,375.91,383.01,381.74,383.83,384.97,374.09,L7
2002-08-09 22:05:46+00:00,380.76,374.65,380.28,378.50,379.95,381.66,371.15,L7
2002-10-12 22:05:14+00:00,373.37,362.64,375.44,373.42,376.39,380.57,369.81,L7
2002-10-28 22:05:22+00:00,375.33,363.84,375.21,373.56,377.54,381.73,373.31,L7
2002-11-13 22:05:30+00:00,375.96,363.53,376.01,375.36,380.33,384.66,378.75,L7
2002-12-08 21:59:39+00:00,374.37,362.48,372.34,372.65,377.66,384.66,378.75,L7
2002-12-31 22:05:56+00:00,374.26,361.25,370.94,372.43,378.05,385.99,379.29,L7
2003-03-21 22:06:15+00:00,377.32,363.24,371.35,373.94,378.82,388.96,384.18,L7
2003-05-08 22:06:20+00:00,378.79,364.88,371.75,376.13,379.62,389.89,384.93,L7
2003-05-24 22:06:17+00:00,381.28,365.31,372.93,376.07,377.62,386.68,381.56,L7
2003-07-28 21:48:04+00:00,389.41,372.25,380.16,381.86,380.53,385.70,376.94,L5
2003-08-20 21:54:39+00:00,389.13,371.83,380.60,381.04,380.32,385.41,376.52,L5
2003-08-28 22:05:57+00:00,389.13,371.83,380.60,381.04,380.32,385.12,377.81,L7
2003-08-29 21:48:38+00:00,389.15,375.31,381.23,381.24,381.52,385.34,377.71,L5
2003-09-05 21:54:56+00:00,386.46,372.71,379.98,381.02,381.19,385.34,377.71,L5
2003-11-09 21:59:54+00:00,387.53,374.12,383.47,383.31,382.48,384.34,375.76,L7
2003-11-16 22:06:11+00:00,385.20,373.43,381.99,383.31,382.48,384.34,377.46,L7
2003-11-25 22:00:05+00:00,383.07,374.59,379.70,383.53,382.68,384.55,377.46,L7
2003-12-19 21:50:03+00:00,384.26,373.49,380.71,384.84,384.30,387.24,380.33,L5
2003-12-26 21:56:18+00:00,384.35,374.50,380.29,385.01,385.08,389.13,381.65,L5
2004-01-04 21:50:10+00:00,385.70,374.05,380.53,385.06,385.92,390.11,383.06,L5
2004-01-19 22:06:35+00:00,384.93,372.12,379.72,383.66,384.74,389.08,383.06,L7
2004-02-04 22:06:41+00:00,383.75,371.78,379.67,383.42,384.44,389.81,384.85,L7
2004-02-05 21:50:17+00:00,383.87,371.78,379.67,383.42,384.44,389.81,384.85,L5
2004-03-07 22:06:48+00:00,383.15,371.64,379.24,383.14,384.99,391.49,387.01,L7
2004-04-16 21:57:19+00:00,383.89,371.55,379.73,383.32,386.05,393.91,388.85,L5
2004-05-18 21:58:14+00:00,385.32,371.61,380.36,382.79,386.69,394.31,388.36,L5
2004-05-26 22:06:45+00:00,390.50,371.47,381.97,382.79,387.88,394.63,389.15,L7
2004-06-11 22:06:38+00:00,389.12,370.26,381.76,383.01,387.92,394.40,389.15,L7
2004-06-12 21:52:47+00:00,389.45,369.90,383.53,384.15,389.32,395.74,389.90,L5
2004-07-14 21:53:43+00:00,388.66,368.79,384.06,382.41,388.57,395.07,388.65,L5
2004-07-29 22:06:27+00:00,390.09,371.45,385.08,383.65,389.21,395.96,387.02,L7
2004-07-30 21:54:04+00:00,390.83,371.45,385.08,383.65,389.21,395.96,387.02,L5
2004-08-06 22:00:22+00:00,392.51,372.93,385.73,384.55,391.10,397.26,386.78,L5
2004-08-30 22:06:20+00:00,391.17,373.45,384.60,384.66,390.73,397.42,386.62,L7
2004-09-16 21:55:17+00:00,392.86,374.36,385.24,387.18,391.71,399.07,387.86,L5
2004-10-17 22:06:14+00:00,390.80,373.55,382.53,384.47,388.94,397.89,386.13,L7
2004-10-18 21:55:59+00:00,390.14,374.69,381.83,384.65,388.46,397.07,385.45,L5
2004-11-02 22:06:28+00:00,389.57,374.69,381.83,384.65,388.60,397.38,385.92,L7
2004-11-03 21:56:19+00:00,389.00,374.59,381.42,384.42,389.03,396.73,385.76,L5
2004-11-11 22:00:21+00:00,387.85,373.45,380.97,385.02,389.41,396.86,386.07,L7
2004-11-18 22:06:34+00:00,386.76,372.46,379.52,384.63,389.25,396.83,386.60,L7
2004-11-27 22:00:30+00:00,382.58,371.62,377.78,384.63,388.57,396.80,385.70,L7
2004-12-04 22:06:44+00:00,382.13,370.14,376.61,383.15,387.08,395.62,384.83,L7
2005-01-13 22:03:41+00:00,381.95,372.13,374.58,382.20,385.23,394.56,386.34,L5
2005-01-21 22:06:59+00:00,381.95,372.13,374.23,381.42,384.40,394.21,385.99,L7
2005-02-14 22:04:09+00:00,379.81,371.24,373.02,380.98,384.47,393.10,386.08,L5
2005-02-22 22:07:14+00:00,379.81,371.48,373.84,381.57,385.10,393.66,386.69,L7
2005-02-23 21:58:07+00:00,379.81,371.48,374.61,382.39,385.45,394.06,387.53,L5
2005-03-02 22:04:24+00:00,382.14,372.14,375.82,383.01,386.04,394.42,389.26,L5
2005-04-03 22:04:40+00:00,382.12,370.78,376.39,382.79,386.52,394.65,390.02,L5
2005-04-19 22:04:43+00:00,384.58,369.18,377.84,384.22,388.04,395.08,390.60,L5
2005-04-27 22:07:10+00:00,384.07,369.59,377.21,383.18,386.78,394.31,389.81,L7
2005-06-06 22:05:05+00:00,389.42,373.67,381.21,384.37,386.69,395.02,391.31,L5
2005-06-14 22:07:02+00:00,388.33,371.72,380.44,383.38,385.66,393.71,391.31,L7
2005-06-30 22:06:59+00:00,392.88,371.03,380.47,383.38,385.66,393.71,391.31,L7
2005-08-01 22:06:59+00:00,394.01,368.51,380.99,383.80,386.28,392.70,389.96,L7
2005-08-25 22:05:41+00:00,396.74,369.19,381.62,382.67,384.61,392.14,390.48,L5
2005-09-03 21:59:32+00:00,395.28,368.30,380.28,381.77,383.60,391.10,386.59,L5
2005-09-10 22:05:43+00:00,393.22,367.86,380.27,381.22,382.59,389.83,384.51,L5
2005-09-26 22:05:42+00:00,390.95,367.65,380.49,382.15,383.96,391.08,385.72,L5
2006-01-08 22:07:25+00:00,385.87,369.22,381.59,383.60,386.45,391.65,387.57,L7
2006-02-01 22:07:49+00:00,385.87,371.11,380.07,380.20,384.49,389.86,387.57,L5
2006-02-09 22:07:38+00:00,385.87,371.11,379.23,380.13,384.11,389.86,387.57,L7
2006-02-10 22:01:51+00:00,385.87,371.11,379.23,380.13,385.35,391.68,389.97,L5
2006-02-17 22:08:11+00:00,384.52,372.44,378.70,380.53,385.60,392.32,390.50,L5
2006-02-26 22:02:11+00:00,380.76,370.19,381.13,379.57,385.48,392.45,391.38,L5
2006-03-13 22:07:41+00:00,376.78,370.52,381.19,379.72,387.40,394.55,398.32,L7
2006-03-14 22:02:31+00:00,376.78,370.52,380.44,379.77,386.48,394.82,396.32,L5
2006-04-06 22:09:08+00:00,376.53,366.88,379.96,378.76,385.50,393.40,394.14,L5
2006-04-14 22:07:36+00:00,376.12,367.75,380.35,378.76,385.50,393.40,392.97,L7
2006-04-30 22:07:38+00:00,383.46,367.75,380.35,378.76,385.76,393.84,392.26,L7
2006-05-08 22:09:38+00:00,384.17,367.94,381.52,381.01,387.95,395.75,394.20,L5
2006-05-16 22:07:40+00:00,381.59,368.30,380.77,379.96,386.89,394.11,392.72,L7
2006-06-25 22:10:20+00:00,381.30,370.29,381.57,381.34,388.12,394.14,392.05,L5
2006-07-03 22:07:28+00:00,378.63,368.37,380.88,380.63,387.13,393.52,392.05,L7
2006-09-05 22:07:11+00:00,377.30,365.64,380.81,383.29,388.26,393.88,389.01,L7
2006-09-21 22:07:05+00:00,376.87,364.34,380.46,382.15,388.00,392.78,388.12,L7
2006-10-07 22:06:56+00:00,376.48,365.79,378.71,379.49,385.78,389.88,386.19,L7
2006-10-24 22:05:38+00:00,377.73,365.96,377.17,377.83,384.10,389.08,385.08,L5
2006-12-02 22:12:34+00:00,376.55,368.86,375.33,375.71,380.84,385.86,380.81,L5
2006-12-10 22:07:44+00:00,376.55,367.26,373.39,373.93,380.25,386.25,381.36,L7
2007-01-19 22:12:30+00:00,380.69,366.80,371.82,371.54,377.59,385.09,381.29,L5
2007-02-12 22:08:00+00:00,380.78,366.44,372.63,372.99,378.99,386.84,383.92,L7
