,dates,jap0031-0000,jap0031-0001,jap0031-0002,jap0031-0003,jap0031-0004,jap0031-0005,jap0031-0006,jap0031-0007,jap0031-0008,jap0031-0009,jap0031-0010,jap0031-0011,jap0031-0012,jap0031-0013,jap0031-0014,jap0031-0015,jap0031-0016,jap0031-0017,jap0031-0018,jap0031-0019,jap0031-0020,jap0031-0021,jap0031-0022,jap0031-0023,jap0031-0024,jap0031-0025,jap0031-0026,jap0031-0027,jap0031-0028,jap0031-0029,jap0031-0030,jap0031-0031,jap0031-0032,jap0031-0033,jap0031-0034,jap0031-0035,jap0031-0036,jap0031-0037,jap0031-0038,jap0031-0039,jap0031-0040,jap0031-0041,jap0031-0042,jap0031-0043,jap0031-0044,jap0031-0045,jap0031-0046,jap0031-0047,jap0031-0048,jap0031-0049,jap0031-0050,jap0031-0051,jap0031-0052,jap0031-0053,jap0031-0054,jap0031-0055,jap0031-0056,jap0031-0057,jap0031-0058,jap0031-0059,jap0031-0060,jap0031-0061,jap0031-0062,jap0031-0063,jap0031-0064,jap0031-0065,jap0031-0066,jap0031-0067,jap0031-0068,jap0031-0069,jap0031-0070,jap0031-0071,jap0031-0072,jap0031-0073,jap0031-0074,jap0031-0075,jap0031-0076,jap0031-0077
0,1984-08-18 00:31:19+00:00,118.10739482550582,125.05687233828984,122.36019516615374,120.38328390534303,119.72390082716655,115.76697179556658,118.68514206790131,111.27387977339076,115.30316878734672,120.07205262002915,123.41647534702301,127.06304929708907,124.54765414705415,123.07333214716496,129.68003480256732,128.05118190066813,129.44243531528866,132.31363224390012,132.85392191678176,142.41544060509838,145.19877353424909,133.89610492502655,131.61928316187192,130.23617595757835,121.29843953554345,124.46292490207404,123.16275369623617,128.18049743142043,125.49722724233483,129.34320945298035,130.94643904872777,136.36991291835017,138.14833211359854,141.22172360769295,142.44561624239276,145.14278765192276,142.7310047027049,135.1228225306825,137.06828440736533,135.2206210058452,138.85907534238504,139.49151220967312,139.99795280010926,140.0710395113487,138.9864850944013,141.2269860934765,141.17511269680855,143.73944070756352,145.81065634953157,145.96889025157043,146.15018818622053,144.0802188213338,148.20023516756584,143.95100732215823,148.80880646541482,149.77408081323244,149.58772080776552,145.79700792693635,152.14086122011366,150.60045643316522,155.4475020334273,157.74520580495533,157.21892465214182,160.434261218803,166.1553476917473,166.53704666694628,168.352730849454,168.11309579205044,173.16756627609544,175.5032467727634,173.836659275844,168.93916472908214,168.23478742184534,169.34395526672398,172.14865282440746,161.2298777175103,155.7851276531502,153.89465008078653
1,1984-10-05 00:31:35+00:00,114.51128580239472,119.81009457982756,111.83260635536936,109.32914270862506,105.37929681661728,105.8808738359063,100.36987207043703,100.29071317748794,104.30146949565517,110.15179820650181,118.8209485652929,125.14542475456852,121.80942473551039,107.95473357743043,109.59624753623206,112.65919748848606,111.7881309885225,111.6569430556103,114.97315429862164,130.51046964190112,133.67494327177477,122.73738109148711,120.69236447316146,113.90772417147421,110.54963318309696,111.35613440541967,112.11325577353891,115.8188463216709,115.9862016600805,114.80421536562062,118.35149384767892,119.9187137179277,126.94706302246628,125.63571520643367,131.00812901831955,133.3445370969699,131.13373299500097,127.3730571875608,129.90975718576624,125.06071360026255,125.21596084274498,122.18600748702363,120.32865762398158,117.99155334310325,120.11000300628066,118.84486151668925,122.60001129532438,122.74393715454438,128.22528372848268,127.26921087541683,127.51599785145879,135.8040351638543,134.670039466186,135.31311913974187,133.15400726511277,133.3800878630272,132.09576343829494,131.10889195287783,129.0290819717568,135.21524720205085,138.99146404044896,142.11561910134444,143.19946485053487,146.41280797709328,149.6279436232785,150.60844277746762,147.2448710726365,148.8027790492875,153.54959385030236,156.69769317664554,159.93824279646452,158.29196364935441,160.19523779636972,160.4129026196113,163.2078812255026,154.36491780892695,140.9034077502577,144.39914660580536
2,1984-11-22 00:31:21+00:00,100.18273145912104,98.50925225311535,106.85176184933633,102.99342253122443,100.36039600506267,100.03676700975629,95.47522246333031,89.84122337637982,103.91096780123982,104.79372468503314,114.59778449465522,111.88840934174829,116.08443337467826,105.7197457890653,104.46383593891807,111.09850129254426,110.2730166484306,109.6025418919028,113.0241686167764,119.41957048240033,123.03245235345513,114.3899652418278,110.40336550965245,111.58026554105635,107.69785257241186,106.44520753523446,108.34356584248555,108.45486028036333,113.01132151254836,109.88574476686348,114.22581824805033,116.51702377137136,124.716498577894,126.37296856044966,120.99407676841668,125.04265516136658,119.26006782034875,120.99214685540503,118.17072002804531,116.37001439886059,119.89490578858877,121.74362286450037,123.3003418506879,119.74330377911076,120.25169530960488,123.62877235309725,123.1949743018969,125.58137129493957,127.66187220748974,123.61914219028577,119.23994645268277,124.84333083332142,129.96477310775975,130.37710232035442,132.37361719079354,129.20339653496364,130.37929875342644,128.5997014614448,130.8889809392684,137.30537637060536,136.55136131230458,136.06126976906097,137.09479518666876,143.7978159221845,144.27800683256095,150.44889109323955,148.95761447156573,150.78399796950964,150.38838773650855,149.42815961887953,151.64926154130154,147.3529665721083,152.12818220265956,156.03729190588874,159.6528829661404,145.05244757807597,141.27403522223236,136.08132502436177
3,1984-12-08 00:31:29+00:00,110.95782913052952,108.78691499784858,112.15909314833098,107.29068272948172,108.07917565200522,101.03782450765114,105.85099919347577,96.46375884122052,104.19449673469536,103.4420060022118,118.77846208351079,119.57001336222059,120.44590908164031,104.27117816054161,105.565947598972,107.80259483232048,112.63831574481895,108.6620273139686,115.73024140183183,124.89884550378925,128.54214340776883,117.12661113237006,107.53567232787664,109.0121176359971,106.7721802418817,109.64421856843883,110.29210193918503,115.32967409196893,113.8254756400328,115.89418588438103,113.84432103851051,118.58649798510692,123.77606847934422,122.1600483229041,123.85159962947357,124.90721558813728,117.32167394535016,115.54762311549554,117.3143353949594,111.0687631004083,116.80168115941822,117.14530161417136,119.67867354641686,118.26274425133533,120.39452135463705,116.03628393473873,116.93702892997544,120.99063148366169,128.0169259855454,128.87014732640228,125.59224263715404,125.64281611037138,129.71208188901923,128.47129088192096,131.40404343540743,131.42541447587607,131.4559476764117,126.69784090758372,129.46389198433445,133.69776783035536,135.98547097004442,133.63286706304362,136.93335153276522,139.34146236647044,144.48685256382691,147.22655716079444,143.47438311038349,143.64310981743137,146.71883779771744,147.06297170861765,149.47040434658246,151.92799781049422,149.217563155956,149.06806131493943,153.67989204772726,148.1818969767137,141.86621218022577,140.13201275591075
4,1984-12-24 00:31:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-01-09 00:31:46+00:00,,,,,,,,,74.63035260452995,,,,,,,,,,,,,,,,,,,,,,,,,,89.72758800196088,,,77.68106060622772,80.91116301116686,76.25585401435315,,84.46681645077102,,,,,95.04762802189349,,,,97.33259542434564,,,,,,,,,,,,,,,,,,,,,,111.65865824906203,,,,,
6,1985-05-17 00:31:35+00:00,,,,,104.72798228116321,111.75360243108038,103.24786207799973,104.85539639981309,105.1917343794253,114.80057540168806,113.91175082576959,122.51763485053144,117.41573043069786,111.21692214847042,111.03406051361333,118.11315568161271,115.34055538584423,123.36689052717296,118.35702289232772,137.43392899494984,137.9821769381444,130.440173300607,119.13215216291977,119.38809213960829,116.06509658055552,115.37564590561384,115.80468157102608,120.9891088592459,120.28128126946531,126.38123139946586,122.87355707937724,130.32204035522807,137.00899660148355,128.8661297970956,133.84052913744114,133.86615982907048,126.8007823466503,126.92329368124194,127.96889973131277,130.55334231373106,123.30836483169121,126.84866416878691,126.03979742663986,132.51375543748347,127.99006889833669,130.43682521213157,128.4521606889003,132.4173977151541,131.69932101291337,131.61019406411984,129.21749074595633,133.82029685735515,139.8045354378783,135.5716123482796,139.61788686795498,140.62394839350543,140.11748711192854,129.28595947971183,137.36013583640576,143.59401847632597,147.42750133888023,145.5005955746621,146.85041887840762,147.40791758449564,147.3613519858531,145.30652446104375,154.56153610087904,157.78236891250083,151.4221588413212,157.3451540127789,155.0567424171398,157.78320758281097,156.04762784755957,157.44881342816973,165.1561703488825,160.5423676425815,150.034285329227,154.70472092520743
7,1985-11-25 00:29:49+00:00,113.21600122500121,112.83180491038763,110.0306904718216,110.0888490602371,104.27505149384756,111.30164164465918,104.81286156695363,102.62658160749933,106.66598364378147,109.76336761383646,113.51909331097801,125.2045257888705,124.81665914545323,123.63442034856939,111.64925264416222,117.74869303692282,115.87597875503604,121.75301004901794,119.32576920728587,130.412673932066,133.3520440806681,124.93867602689586,111.47335321705884,109.20589131189027,108.69274767367727,110.28772193165061,114.58724297880417,112.80340546888205,114.58703083128952,112.75294083118655,115.32761617827474,123.229189320526,126.32593570921696,126.6901147187465,127.6162021026586,131.526080078877,129.4235824122756,127.32895151513107,125.87378234417397,117.70705124406743,122.04834062866891,125.41539743757495,127.54329087849601,125.63758599164655,123.38990956875283,121.41107034306562,123.0074763718226,125.83403448252113,126.20836407209754,132.87389237265603,134.16942112962482,137.33589397585646,139.14837168714703,138.0635632881005,141.39759297400934,137.05950975554165,128.67118576257332,130.2985068220776,135.56317365891465,136.32899228192866,137.87366346249956,137.68863272591267,138.00218747867427,141.96384615860606,145.54704132992688,146.31116246378133,143.37732241359095,143.95009518074068,147.34179892830133,150.92058612157018,153.94415699649306,150.05521081032512,153.51759968873048,149.15368585298225,149.57415176168715,136.48734285590277,136.8752165191,137.720978453036
8,1985-12-11 00:29:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-09-09 00:22:13+00:00,115.72415448438116,108.66943703291835,112.88623383492815,110.84726278547197,108.15989483284481,109.54426217628384,105.39284808613354,100.02544683592731,105.04560803436124,116.73330938159478,116.660815280966,118.54022354429958,117.09500719724772,109.87238164521303,106.1109686451018,109.92784289412414,110.4802249078667,108.01299472835706,115.08127841839125,121.71538245439902,123.41862584678829,114.70828084486575,106.20096000832194,104.1941888599597,100.71586149572195,91.68157957496216,100.57970595454545,103.22518857714134,110.99118709707939,109.31535854987592,108.68329875142199,112.03634013363511,115.52459395214136,119.05692730262979,123.90197940417654,120.25055052650742,117.81263698538353,110.94089035730835,108.36590153080394,94.92059072127009,112.28755465959054,106.80251540305397,108.72551211647101,116.28871905160656,108.69380324975751,108.95395244498921,111.70174399603343,114.74435541996327,115.28934156475233,120.62307109824357,120.70995047555317,121.25284512245418,127.25293376485149,125.65792804503954,126.31203280492358,125.99341041152834,124.80305462992219,122.07244873130186,119.80156375224394,129.88357443150915,128.64288604090615,128.45341526656554,128.273551531154,124.34397614687849,127.19745841879201,135.54739956773903,130.74177123552735,126.75750509597825,135.49630307052982,137.4766848960539,140.44921171577698,139.48876612499492,139.1937796378221,139.96428348013808,141.73441761541517,137.1331215694671,130.8852140110609,134.67655333677084
