,dates,per0159-0000,per0159-0001,per0159-0002,per0159-0003,per0159-0004
0,1984-12-25 14:41:08+00:00,,,,,
1,1985-01-26 14:41:44+00:00,,143.51906088276226,151.0986273430868,163.35314993368212,171.15669253237692
2,1985-09-07 14:40:44+00:00,153.1774679640664,131.175710846975,127.37383456640967,150.6290478266819,160.74479668911138
3,1986-02-14 14:37:39+00:00,,,,,
4,1986-04-19 14:36:16+00:00,,,,,152.94806132121718
5,1986-05-05 14:36:17+00:00,167.32006733775887,147.27578700101247,148.57360705429392,158.28666850457836,168.5307614088158
6,1986-08-09 14:32:48+00:00,,,,,
7,1986-08-25 14:32:12+00:00,,,,,
8,1986-09-10 14:31:38+00:00,,,,,
9,1986-10-12 14:30:38+00:00,,,,,
10,1987-02-01 14:31:12+00:00,,,,,
11,1987-03-05 14:32:51+00:00,166.86534819267757,141.82311277772325,155.6276568437143,162.59916782907948,165.2362399978161
12,1987-04-06 14:33:59+00:00,163.88583701885617,138.2433282712769,141.2933552400795,145.24436167214586,127.9945819121947
13,1987-05-24 14:35:24+00:00,174.89270895085906,145.01138223542932,144.46362407334843,150.16522515960185,161.21697585720418
14,1987-07-27 14:36:25+00:00,,,,,
15,1987-08-12 14:36:54+00:00,,,,,
16,1987-10-31 14:38:41+00:00,,,,,
17,1987-11-16 14:39:03+00:00,,,,,
18,1987-12-18 14:39:56+00:00,161.84194224903158,135.54778784890848,139.62955618182826,146.0114418041639,158.70189085004571
19,1988-01-03 14:39:48+00:00,,,,,
20,1988-03-07 14:40:48+00:00,,,,,
21,1988-03-23 14:41:20+00:00,162.6862471926211,145.21445370266986,146.12426897447867,150.43826316311035,157.49211715104911
22,1988-04-08 14:41:26+00:00,167.82535398116417,151.4936579463012,159.55299089122886,163.55420899864734,171.79126293812473
23,1988-04-24 14:41:31+00:00,194.55653075354405,145.2210987771316,143.2852153429686,144.3988263118651,159.03961661923503
24,1988-05-10 14:41:17+00:00,,,,,
25,1988-06-11 14:41:30+00:00,,,,,
26,1988-08-14 14:41:40+00:00,,,,,
27,1988-09-15 14:41:41+00:00,,,,,
28,1988-10-01 14:41:35+00:00,,,,,
29,1988-10-17 14:41:30+00:00,,,,,
30,1988-11-02 14:41:57+00:00,153.28637103882213,130.88816884566364,129.5795736454011,141.6082228791939,160.22543028253756
31,1988-12-20 14:41:16+00:00,183.76507646107768,,,147.59290534788784,
32,1989-04-27 14:39:44+00:00,,,,,
33,1989-05-13 14:39:30+00:00,194.03406249910873,146.42713794215726,145.6083983534929,151.80324327857898,161.7029228886373
