,dates,chi0520-0000,chi0520-0001,chi0520-0002,chi0520-0003,chi0520-0004,chi0520-0005,chi0520-0006,chi0520-0007,chi0520-0008,chi0520-0009,chi0520-0010,chi0520-0011,chi0520-0012,chi0520-0013,chi0520-0014,chi0520-0015,chi0520-0016,chi0520-0017,chi0520-0018,chi0520-0019,chi0520-0020,chi0520-0021,chi0520-0022,chi0520-0023,chi0520-0024,chi0520-0025,chi0520-0026,chi0520-0027,chi0520-0028,chi0520-0029,chi0520-0030,chi0520-0031,chi0520-0032,chi0520-0033,chi0520-0034,chi0520-0035,chi0520-0036,chi0520-0037,chi0520-0038,chi0520-0039,chi0520-0040,chi0520-0041,chi0520-0042,chi0520-0043,chi0520-0044,chi0520-0045,chi0520-0046,chi0520-0047,chi0520-0048,chi0520-0049,chi0520-0050,chi0520-0051,chi0520-0052,chi0520-0053,chi0520-0054,chi0520-0055,chi0520-0056,chi0520-0057,chi0520-0058,chi0520-0059,chi0520-0060,chi0520-0061,chi0520-0062,chi0520-0063,chi0520-0064,chi0520-0065,chi0520-0066,chi0520-0067,chi0520-0068,chi0520-0069,chi0520-0070,chi0520-0071,chi0520-0072,chi0520-0073,chi0520-0074,chi0520-0075,chi0520-0076,chi0520-0077,chi0520-0078,chi0520-0079,chi0520-0080,chi0520-0081
0,1985-01-25 14:06:51+00:00,225.9420605751216,214.96417670764052,237.43270478141702,249.10903384786607,232.51497302837612,225.79892480596922,226.92044803809415,234.21967554882184,224.42078461725225,,,216.75349989535357,,,,208.08105496986514,,219.7202277744055,246.60239055068968,242.46377356510106,243.81055155411548,239.23670843170868,227.7138059055556,228.3339821660213,204.40136127166522,218.62256923469454,196.87971402961654,217.104953592376,203.87417020566093,225.53802942983367,,184.97848289578687,208.21023357242328,182.95641961642278,180.23483368081693,186.4216056809296,,189.54419738131494,,184.88755817157818,,,178.49213032315424,,167.2058512533918,153.7357326422237,165.80300852915394,159.2587400860273,136.67421916057464,139.35147197475317,144.67419041139306,119.03603991915185,146.05002748994553,140.78239667447536,158.82393760314216,150.82148307276634,130.13817809827648,142.49168100205856,141.8733621269616,142.125355925777,155.62576351327468,154.2187622672709,160.2917900035186,152.60274379773284,162.89961848020297,173.85600529536867,175.23279940045217,175.71127030387615,160.474651092209,171.1795955017032,174.82726744937113,169.5690108715954,164.19393962093858,161.13028673852472,143.8609884500558,147.2202925885539,147.92685314914496,147.1275710674582,146.78766301571554,137.7105243660155,124.35497383133807,70.09387804422398
1,1986-02-04 14:09:11+00:00,223.88414541282657,219.8707987712142,229.90612685862683,233.22496057202636,220.54256294693548,212.30568468682384,204.7108781771104,216.19630027661998,,,,215.53605049231265,,213.50661947073033,213.08202559573306,204.3552970705361,208.35994135224533,214.43486262953627,214.5063523413507,215.11994441006283,222.46201512404394,230.94172015145608,224.06278027373344,222.93394219109814,223.3177162325515,220.29991334050496,214.33068901799302,201.99769679424637,206.7059394378894,199.73348762482544,,,,,,,,,,,,,,,170.874892056309,166.9339967421194,159.77004161410423,173.800712658493,148.06665010649078,156.8238043066574,159.88966598535322,140.13995338120006,156.1243018285261,146.14425579122994,163.70449969555688,152.9910751279644,146.76026349687464,156.5170144878947,156.9051732711306,160.45763241903103,153.07242832367106,161.37915122858004,158.66333509954293,164.5110348361332,166.76163667837633,172.48531801199263,169.03937004847052,183.784438528214,188.1968895985455,185.9499348187797,181.974638885155,169.0173821006751,145.72056167578052,143.57948243138918,135.6011370117457,121.66681537562697,109.7706800910172,125.44625751144552,130.80178866914935,132.43446905373358,122.63461936066787,106.89716830668343
2,1986-09-25 13:56:42+00:00,243.45747086368726,237.25303208884728,232.646534097699,235.49576881974212,231.6769253361539,232.7113588537876,236.5204036317604,213.5931971248895,216.95295103781245,244.67316148480364,238.5872942272781,226.5516604875745,223.21413121247704,235.36648022831844,240.45981832345603,241.71255778027012,238.2630447948925,243.76945240290985,238.73135185312395,245.2485409000638,233.9130249930543,232.5248276525687,231.48692040271555,231.47486261827527,228.90277955091412,224.27809577886893,222.95331759176938,223.01935757476528,222.98956477179527,215.40520828320498,211.0961125737224,207.1471839029394,200.2661829712991,203.8130151802526,212.32239048739203,213.6815568148519,216.8149072222299,207.72013346684673,210.62159319056934,213.39691405602585,213.64898739921162,201.48993456653503,213.594698755349,,199.29044810526935,198.02150605300702,,200.9119965234969,,182.83866217393972,188.07150758807734,178.7509177886169,185.589976873828,178.4310276519007,178.53886999293866,171.78830886446877,169.99818618251388,164.8372438372068,167.01299844909792,166.453111782242,170.60195447466617,173.48961904984355,171.28501360350043,173.57096176151873,178.0027283794172,182.35837441915135,169.42283774212945,175.62249368099305,173.95673723084334,170.83966616739647,167.87808855785553,161.7870580850637,147.7491830258519,149.10680004098296,154.9187860302445,149.1266497350063,143.53813737698175,149.10286552517,147.59604080739544,148.32961479059972,139.40908331698176,
3,1986-10-02 14:02:39+00:00,214.3981862201457,214.54896807113963,214.36478069627705,209.65331988516664,,193.49891603890376,,,180.09171924799713,207.15723232702695,210.5055441868808,202.0202251578511,200.11042976164657,204.1357414011439,212.64778774550916,210.5085545214189,213.1473178617843,217.80219199714392,218.022063519148,216.19835878076702,210.20584815982824,192.36493943330305,203.4761706870023,208.0707899927001,202.32345182268352,199.86024374345595,196.3124478451236,197.1594979118928,198.2983090902107,187.14189990172687,177.4011934340196,180.36872712505343,181.31014120304044,187.01170577957924,192.2135230808378,178.79805837243936,193.150076692874,183.8895122605065,185.5993349367552,188.01038111182896,189.31100910513211,164.6663594233296,180.06024645421172,158.96987312016157,167.5647721600896,158.78898261755035,164.0954252092867,156.46926327883813,147.82079448884858,160.21199637919972,159.86191806996024,143.53062571155994,154.75629749406644,139.5928554219614,152.48719524828323,136.58949104029017,139.84315676179955,141.28175302695843,139.5044117873473,142.3428380586503,146.8226348097685,146.28058723957173,143.46997727216527,143.13079047615412,148.10723726324596,157.93375547720046,149.9420779155922,146.41440628394525,148.79836563013853,144.72708100504502,146.72941448880957,142.63414355480535,133.60579531558497,129.05846213286281,123.66314124336725,117.93434361614862,124.26215832228792,120.10068256918028,108.73691429805437,107.88609587556422,,
4,1986-10-18 14:02:08+00:00,206.02135554417305,203.80327078919885,202.45544456085406,200.45929682166604,,156.04606302608775,,,182.10730301696552,197.61467189542128,199.9904868082554,192.16947444047085,196.70743800874672,197.8186872270507,198.53272419237672,198.87018663515187,199.08495167529338,201.53665565393064,202.33326259122018,199.4445969902528,199.67940007395794,208.51300218554624,197.07683183413445,197.83281306342587,196.6288603695157,191.97240201540635,191.1553299590565,181.71474703289715,178.56209009900488,173.57396569124225,171.32349958861883,183.39877921451256,179.63515596584796,181.1414902594463,185.70342065959886,161.41467757120304,189.88499549195072,174.3983749919089,176.03625223462652,162.59250204766522,170.008165436112,144.2177620415578,158.64152875859833,140.11471868143357,149.80294866882502,141.13597557388323,,136.83568542859174,125.37770297495217,146.94774149237497,142.65431377915183,126.98030658338189,143.67284165041593,128.6848113390227,139.95976622577868,115.43643511013578,122.86248666009907,125.84168822431657,138.51649786442613,131.6786184467825,134.83572481149628,142.5626736064708,137.28035874448065,138.2772036885599,139.2970073004143,145.1411176661219,145.6231382830013,134.7744737853882,135.7703020607878,137.39238422593695,144.29841107366437,143.94422409152085,136.44901827479563,129.743643607375,120.6117550064708,111.83175703825142,119.1154026855359,107.81275845046329,102.5940175995135,87.14241144962571,,
5,1986-12-30 13:55:42+00:00,228.72421705577233,236.0890912916385,227.77706458030985,,,,215.1665191794221,204.49890998869088,,196.69115318367304,219.3338939065651,223.209084582128,222.4307300979694,216.13770101657803,221.65526684122233,225.14411671461986,231.32655527241246,237.26574286643785,225.97630307247752,233.75094601420884,223.24266321031973,220.39007350245396,220.24088425187517,220.3737377488597,212.38636244679714,215.34881531192894,210.82392409304103,212.50224636775323,218.68498422292174,212.6211285359742,205.72614317827203,193.74299383708257,197.36056160297386,200.5926180524525,200.1635827653679,195.8883982536662,207.0744123375796,195.25468581244553,196.06922205705135,189.2557670963177,195.0565570188599,172.03389676380016,172.97504898037874,178.16865412154118,181.26225028727026,178.96289730361545,168.65759854516713,164.35618647451702,161.8559040737635,162.85851319611407,164.2088371675652,157.94755638655988,166.07306380531242,152.62493770870722,171.6781672893453,157.82620175524312,159.63996067130984,148.07098383255553,152.5548839983906,154.6837720409123,161.08177003831864,158.67309333534368,156.94627631328748,154.91236256024536,161.16851821906755,162.99671832299336,155.9413455126394,157.81762570372774,152.7994019349017,149.59807427739082,161.45236499351705,160.42511814873538,153.0580825358557,146.80290861632128,143.2252725364197,137.4025913426616,131.08363300666485,119.3621687820013,107.97007647011742,97.87709772048247,,
6,1987-01-22 14:02:33+00:00,256.09028230100535,265.41601240979827,261.55327649834294,,,,246.899514909792,258.56524823779927,,249.54820829691013,243.97027911534644,245.13729486651914,246.40006528188223,252.45794238438913,257.19407548576856,253.44684836427564,252.4429909154468,255.59101148775676,251.1988027819433,260.6405059636977,261.98865590016146,260.4892859576895,254.72297388368736,249.93453379461482,233.64873749024864,228.9850164762688,237.72238504297104,241.38141229126384,250.28259169823775,252.25971682373307,243.07910224778962,230.2629242612041,219.07405879863228,223.83628457725098,227.04051000944352,224.97959652395213,231.980936846247,231.76821765128187,,223.04912093840915,220.96216886034063,203.96653682739966,218.75916572085674,199.5610445145307,204.54846856780355,207.97929976361786,205.22344811369175,200.51501081191316,195.85950802078503,197.24703928528646,190.6924576824972,193.71402449662605,207.37953773219454,197.22827324039397,206.22255789005854,190.43751338581586,191.79845033509957,180.47813950577975,178.89166919258986,181.2952055910318,190.2899249197793,187.7931576569204,186.76873262975624,179.63338316625374,184.94601281814528,187.60951610938378,190.72757853423641,200.86413518555577,193.34644862357155,181.17978697962553,188.02522941748305,198.1779754386647,,,188.08508437978912,167.8193916798302,150.70358595458,131.4581119399321,133.92801769978612,127.93995136661306,,132.35830225647578
7,1998-02-21 14:18:29+00:00,250.76677304004636,253.84917935654204,256.94353369562333,258.8035899697629,249.63176533098772,,240.6830794940924,245.37979606923705,247.65858984880828,239.9578180048534,228.68460966733153,232.6718493927707,258.9296010870841,274.87820637589834,256.12793620792115,265.9204841869493,257.63559972433694,249.16220492045673,249.45533710106673,240.89848453468088,250.33213153679716,232.1627368514375,244.45941314051595,231.2611101798641,240.63707887112653,229.05169850462747,224.33892575173536,240.3411281964781,252.83123284944483,252.082287449726,246.3913075044641,228.04323939779133,211.5736890875438,222.74088185655478,236.6077063277566,248.721282554395,244.52026812055405,241.0088807635824,231.68482797387549,,194.81880402269329,220.61016556769087,197.0344141034378,229.33856061285593,218.8705167366208,208.57565052032794,216.98969754821525,207.57116292273207,215.2738113826664,211.80492862749188,215.07885986600124,201.81825525865827,201.34994721478085,207.42982800564297,211.97293377009896,206.52310234740867,202.25545293741192,202.4888597839817,194.38662860169376,189.33245279918816,189.69187681856226,187.14238369135,198.77263666160587,204.43361231106843,205.65154803852084,200.7398588566707,188.51573142946432,192.17819901194144,203.75997571531377,211.13849095096768,214.61807968984655,219.98385154488807,,,213.9778627938491,205.4516957452493,195.6653738545067,191.0123050934794,184.81941672943222,185.92508423785574,,
8,1998-03-09 14:18:45+00:00,,,,,,175.14249240931105,198.8662959176336,226.88110159754604,223.13911821448266,212.6466298519779,201.70970877174773,204.31206885955095,204.1007148103014,204.55770928173365,219.37625000556991,215.9350754159251,207.53487443283103,206.33515418182918,209.04497676030422,219.0225728052335,221.94336325645,199.66596010132105,210.2288043065348,206.03142831279493,203.69933536682615,211.65704508713733,212.78208278503442,214.30845826946046,206.83110695946024,203.8859255378307,204.95709282990538,201.56069237168063,195.77181611570532,,,,,98.1418554146392,,,124.05919425326618,160.65951156004164,178.16584777719882,176.22578482977332,161.08104082813955,170.16732171380292,168.86488255805247,171.04554655151927,188.57844521189895,171.54318844734811,166.8733447953657,153.21971806895766,183.48709010803495,185.21620857976922,178.4051864803455,167.57656517797855,159.58290868143212,159.9184763362525,157.93229976930763,161.19489464253786,166.69504068328428,156.18599514125475,148.8990371068354,155.3476421417208,160.4421317094618,172.8336500872114,174.14545717962065,166.79909494489894,177.3088108141804,171.85113000287384,183.07530646354337,172.7081171852622,171.13942623828677,166.23045176649407,176.04990413334224,171.15418828596222,167.3680791161479,165.87367397364918,156.41231909523117,149.40430958816617,128.729036172471,
9,1998-06-13 14:20:30+00:00,237.14331606012465,228.972150244772,242.8245558682641,247.4117044127984,237.18395786037183,231.89436315850108,236.69652531115,239.666417113874,231.23305839395448,227.76912182247392,228.02832228187452,237.5180187484669,234.16403572669745,231.96898393440367,226.81812318407202,217.86118250788368,227.4511043288021,233.42278649197706,235.39808164886074,245.8924227923058,243.61351761222966,240.51896107632533,237.7490028233628,232.67373292277082,234.10720684067314,235.59836799056575,227.76595761744977,227.90680421356532,226.7930219280375,229.667779180546,227.73322978435039,228.3549866471895,225.9326897862446,,,,,,,,,128.92223108840616,,186.30516654660528,195.62286977656777,,196.10748076467203,209.2154948445231,195.732209758028,196.13440188382208,196.82281416151872,191.28778749394513,183.01985182768559,192.83297893956512,186.24503249086024,197.4323031776788,186.1300559363297,177.60270615374077,172.91872700106177,181.4655243982866,193.06547652963232,189.04843380004198,186.06569040893703,187.23089547510563,178.22281333616877,192.15676360140677,204.2740161594779,189.53479715656425,194.5495523514582,198.838335736392,195.52595204515197,198.5623316641547,199.6078923358674,201.52690617741533,203.6893267753351,185.39829389271765,185.68322912976353,180.29512271086554,176.1675185127908,167.91765021219067,161.4830453750881,159.7189611614521
10,1998-08-25 14:15:04+00:00,215.84058874449906,213.30087337470326,215.96143702200789,221.12365237821206,205.09011194987963,206.33961336017103,188.0989404094681,192.2059010886736,,,,,,,,219.12845727643744,224.24012882217974,221.15976136741924,214.7885372685682,217.4282976783662,212.70897726234077,209.60062854385947,226.0370113630073,226.77552195312003,222.65889040035245,214.82695819099928,220.8661438781671,213.90838296360943,202.1230558583386,190.6597508076102,185.38998737997034,178.80970470413928,167.2731332451377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1998-09-01 14:21:19+00:00,210.6306909443336,220.04609827083334,209.70940565881193,216.5310455811027,220.15299392718225,203.4903534817499,198.68553980931506,197.43429447428522,,,,,,215.50974792385625,209.58601182971375,207.34525863750605,203.9935789084166,209.66980103309794,202.0025663154029,207.81301506888192,212.8755918271387,208.27393320847864,211.10344888291047,202.2666562177415,214.1890337676652,214.32993497042867,212.65056089934126,207.05525567287853,197.4789002427739,186.7153291145659,175.28757065817695,167.66031376186166,160.21811095700414,,,166.5655667159131,148.6797459102608,118.60872955394093,174.43711534332428,,,130.25064120856405,161.34732613229338,143.01251946315742,138.83945667985998,152.97597896327204,155.75299235838688,150.3347917870819,149.9223780094273,153.62653094647303,172.2673223959892,147.57263719751919,160.18795764280148,151.8103884136514,148.48376230847293,157.91408062824644,142.18668534911134,141.24050782005833,149.31075006580818,137.2230856570926,145.55549466236684,141.65019889751412,146.1714085200706,159.2965325222542,168.34220207608925,170.13747785005907,162.4647289597777,160.02157219071225,176.65993297531628,169.4149412575398,180.88276788232795,175.53272533849153,179.48557573609324,168.02428877793716,157.08521164344728,161.73833285327345,157.41406765733666,144.3156448933235,139.36081714804206,130.13217410084837,,
12,1998-09-17 14:21:02+00:00,,,,,,,,,,,,,,219.7330351092133,218.18583264449853,212.99511172027215,210.63895797408827,208.8706630498973,215.28749015480315,208.16377073120447,213.83495455090883,214.27851198201472,221.9921629169573,226.25889961852096,215.23974054269087,213.1740494686839,217.63516715608003,213.5773232329618,204.89785741553777,199.05125825819158,188.15248066407412,183.54017220506194,180.83019192664904,189.27944358531545,183.9653596723735,191.4856286589436,180.59967912934752,158.18276449271468,188.88951071065856,173.64525688946947,161.48131828613953,157.89673737011714,169.81957303953658,152.60239604058552,153.44673608929247,158.49482154560036,165.23349158041935,163.35859358000226,174.87263602517538,168.85246042878657,169.5608233502847,160.20417810720997,162.1482832128743,161.00939895652624,163.45544793074112,164.76749570248407,164.2122107130319,164.01325984906583,169.25424325170087,171.97161787975554,175.08914072291492,162.88810964176645,156.80107417694353,145.5921847558472,156.0640223414777,173.67290874069602,188.22251920280326,184.98079990430512,189.41591983756632,190.4389929357267,198.9072390708876,201.08625412795084,196.75302889785306,182.98570970036786,170.53760811977003,164.49296362704644,159.65600209082976,166.96934163483718,170.12714801387818,164.80520569444224,155.238506436741,
13,1998-12-31 14:15:33+00:00,225.42848972522978,225.04454929930574,213.97375124304367,211.59584964861023,201.6148296647026,204.3258521430114,210.0650308787069,199.3804748211161,,,,,,215.27677165782256,221.21412204661323,221.3660077503888,223.88064327444397,227.90815014133315,231.20898493517342,232.4827111927421,234.4728146966699,231.46366774101134,231.61518445729558,221.89138776148684,216.42928180872877,213.4000641629294,211.20297537881152,206.9901290859727,207.20987725056014,215.8396191663389,205.40098540580192,201.46387527915434,208.90192550541843,,202.2013043132469,205.12322652546447,189.89104494731774,188.01617477120175,194.414981641314,190.2087998777949,177.86195297917575,178.69785099618514,181.07685194492979,174.52452259690472,171.0098210670963,176.65837510504707,184.7529371498234,199.19106439046112,178.55321791275662,158.9613419285407,168.5867773213456,180.34569091103032,184.2670436301567,184.15900003474388,182.74377155951723,177.76200851687364,161.14155865878053,160.82650262295112,165.62424784544874,164.18637904700125,165.8214139389026,173.20323638382155,177.39544933341088,184.04023825206457,184.47260064063855,192.32569225421227,186.17506520827044,177.84995636044673,185.15288098399435,208.82337448284525,219.19043890523133,217.29644707197093,201.20191959898676,188.42076816597552,198.2324271874228,194.41213642589233,179.57279575915854,169.348225623274,167.99611603584512,161.35590323125862,169.09383695472258,171.33878274387504
14,1999-08-28 14:13:47+00:00,193.54682186052747,190.15952025545332,183.2960434783131,186.15492553983785,187.467798494287,184.57508192751123,,179.67226189816017,,,,,,,,190.61566678485516,185.85899363909704,,,,,204.76236058765954,208.70746853439965,209.04090612528262,199.96212169921176,193.06816149923358,197.2676376059037,202.53073584680766,199.5714735983034,199.60782837218758,192.99711605656583,190.48259408981932,187.757188200349,,,,,,,,,150.82613572607602,,,,146.0287512992631,138.0411605865978,,140.11649135897898,141.03053576679036,153.20334467117078,147.26164516814316,165.87748178466634,157.2679828287043,151.14969149397012,158.91460171122793,146.83265545308137,143.22125416622896,152.466587948097,148.96041549924615,152.21807347088657,155.7385213318509,159.8032820457745,162.47567784475171,160.87412064610237,,,,,,,,,,,,,,,160.2667104512633,,
15,1999-09-04 14:19:42+00:00,188.36128668961533,217.41290794146786,215.59132923954093,229.76551508720763,213.28280084113703,,209.01594369538424,215.45691141468058,215.89787338614784,211.87660376677968,,,,,,,,,,,,,,,,,,,,228.6333358979169,227.67558930308493,216.87482833113,226.984295736995,,,,,210.95989223931704,199.8950758314989,191.46597006148158,196.99619304909174,191.5711200243693,187.44944465259465,180.56546350314937,,,142.627517299402,,,,,,,,,,,,,,,185.53605515836077,,,,,,,,,216.03553408788963,214.01826513280986,214.33336085531144,213.18965597948687,211.47935901641364,211.83469058278143,201.92600390127996,,,175.08251596584878,176.55921211708383,162.8674895963823
16,1999-10-23 14:29:19+00:00,211.35367795031016,220.74909955859647,208.38294164002633,219.88946411732022,219.94219295483686,218.04181105675,214.87742778216375,201.13676426277115,,,,,,,,,189.31827771823396,,,,,,,230.38552365231425,233.06683773178335,221.18849980285302,222.4135746338158,223.454806999243,222.81575216140402,220.03991354843745,211.91013127067987,216.7798614334065,216.40056334025041,208.80879006961584,207.75145087475266,194.4602973479441,188.48680578110265,194.72564674051927,182.12917986909778,169.68861087992917,184.06941361394962,170.15344036120248,180.69928481778715,158.53820504108688,156.65430491184392,183.6887343331768,163.15502134869655,,159.17801140313532,157.63328413341026,171.2031411115404,155.9523665385425,175.6959505408135,158.72053785007853,150.94347971438867,168.2840328010048,154.9920777549765,156.09559767114695,179.69021764818245,156.9040434643664,179.0874542594849,,181.29747467394992,184.3233093922355,193.03891574427576,196.15904122909586,192.51413765240594,196.21155422529498,194.46299093565057,198.38580085886957,204.8911603035184,215.46276341782402,212.3698057265782,199.70249394062938,193.01201777434463,189.01403813766734,191.6200384731738,181.98493398613792,169.14739888750915,174.7346041490081,163.27277843900606,
17,1999-10-30 14:35:32+00:00,270.49512369673255,254.94354514447562,260.7730295356096,257.23715218714676,253.86708619509042,255.3702032138623,253.2624935733646,255.00754334497026,,,,222.21895806795496,,,,238.49095460897468,246.95478857322814,254.4703380609922,246.08238725146296,242.85430059875068,244.88491898246176,247.1938067850287,238.6444267876309,246.58226114164924,268.66861942156595,267.90012975284344,264.83225135662246,286.88395646486833,288.1908423375214,282.83956332659875,274.72366518763647,258.4284984390651,255.52905971035963,248.3809479451317,246.021326444191,251.78368471211053,242.01038884447408,234.88069301350544,228.6744711420437,225.6817940885786,225.46767059460402,218.11118164368133,222.2625842131713,217.71186300314614,216.81691337612222,222.24522227658468,227.0514741112297,225.00604111894035,219.49561673193074,220.43838159787188,222.04759050663287,221.98026063584174,230.5256427107929,226.99163200378493,210.35201567906054,208.8532795160665,213.24035990998362,222.9312421280722,223.72478488216413,223.67500642326476,215.08454956680012,217.10130733184238,225.90330866927823,234.557441980958,234.46334851360245,239.98872426569702,241.87889933616844,243.31886309434404,245.5885012982023,245.3513001724653,245.0901507696258,247.01666269101185,250.88905426295122,254.66419567387112,242.74935463757853,227.76606234816117,221.51497562374925,214.29463028855315,210.88500206813677,205.04989473687175,192.3880230145014,192.63706536180504
18,1999-11-16 14:12:06+00:00,251.31812748938816,247.8266988647813,243.48182978317308,246.9032174913698,239.08334355772004,238.40530843409846,237.98377380553524,238.69752247840478,,,,219.81033787560463,,,,230.83521140640002,232.40785140612454,234.299415242199,231.1401890589632,234.43888929069206,232.81011968828383,241.17047832465596,238.63100961608453,252.35256059412364,252.33926450346837,247.81470545142776,251.09326621005079,258.31637805184937,255.8269673766133,255.77064850947306,254.80549806195302,248.03225664543754,244.08399834524198,237.41818227944543,235.14427619057676,227.13881856694246,222.53908982818302,224.68740965512876,226.6027864574393,219.63427638979306,222.10345849160714,206.2108334835552,201.2034749465994,195.06452102229719,207.22969012652374,209.52259166370155,211.26917036887957,217.27923659193652,212.6862352053276,213.69751563579632,213.3173963358396,201.8484245713128,210.5247481930192,197.15467791010727,191.73293643842666,202.2358440761434,213.72294627652738,218.69503501003118,215.8513590303777,208.01714681903994,210.7704997510467,208.10223476796602,207.39009630268833,211.38263153591544,220.02412394746082,223.1946802058407,223.04415353390692,225.8875967506051,238.53104360721198,227.61645922056886,231.37568816612523,236.7375341698601,238.5830830897176,243.03229082218195,225.97685776853825,226.84538530482976,207.79511710394655,202.90458567378704,198.84070155770604,193.13175723466608,181.5551909263753,171.74239163340215
19,1999-12-10 14:29:24+00:00,271.41354415101273,267.95284060113886,267.45039142740603,265.1720552244833,261.7297313915065,258.26505337231987,257.66603769263304,245.82650371842954,239.7549434553046,235.43267423937965,,239.07774768777398,,,,243.8382293512235,234.8309433455792,233.6376159980842,230.98733063096077,241.32965937608338,253.85471265696566,263.3467347151654,,,270.25455722163923,274.1099064890147,270.7108252140401,269.4301659878351,265.14314265963264,264.17511721601426,265.9748227760937,272.6438473739688,266.5953285118127,259.235824389011,246.3217269735967,240.76942194917393,239.06914509713914,233.08283302710367,239.83518989561787,245.77679709385893,242.323965892751,228.95148995556275,221.6740724041756,212.16252915405144,224.66707068843834,231.9894989755615,240.58962425346917,242.39564341179567,230.3499329697706,224.8366554893695,228.37234324600644,221.49180294845473,214.0939933156774,211.04811813384933,204.99061025857546,213.97968658442966,231.07103618227853,242.77226921064636,226.49135019986136,215.8836281427014,223.63956623911446,234.25189538947586,232.05793269868303,229.98099473543564,230.17096596824373,234.71096867343056,238.20254055013805,246.68664110518506,253.60646402335897,253.72735978325767,244.20670404930775,242.71407590546983,255.1373837789758,257.8577871426714,252.37844570108206,236.75494885498193,237.85144940060016,227.84930115475433,214.54210553353008,205.23361155795104,197.87961430034025,206.7697245017181
20,2000-02-19 14:35:18+00:00,242.7427283357186,242.04383951458374,248.00924297566104,248.5443539805915,247.73190060117838,246.48011284703801,246.8243573241504,240.80864076228204,,233.04782438206007,223.52933633544706,224.93501328509785,,,,234.51543839947757,236.2891499134422,226.64834374583552,226.40779465025582,229.5813800259224,235.23547230654148,229.50001046406388,,,,253.15762080259202,243.98634668554547,250.86255820492005,246.3978882558622,259.0938941217393,247.5044673400916,242.17895462488826,238.09490686617136,236.19173652398075,233.99574517018976,226.04526589270614,223.30833026736724,225.05315214353237,224.5039319503139,223.61865702326196,231.41688059344972,219.57365859968664,210.61763435304894,191.00927466544414,213.80122002238045,214.58155071402376,218.937276832853,218.4349618310188,212.188584232865,219.11064063917976,214.776152354043,210.5204644559024,216.6119180437751,206.34130796345426,192.68537484483207,205.43644408899692,203.74456629730042,207.79799674013282,228.00181481714185,221.3813106372262,213.21076071351015,212.03996800095786,217.6899331993073,226.0258738783804,235.6317790757897,244.9101916189291,232.75303039932135,236.44987742190398,230.88929357951287,239.41518268909374,242.62259418637942,248.5602651937478,230.569822146794,220.82888933091783,209.4166394185778,218.05022772280597,223.93877849968013,223.3444039257107,213.4370727844236,210.76647927840014,202.1703534554688,175.0419447653889
