dates,nzd0402-0000,nzd0402-0001,nzd0402-0002,nzd0402-0003,nzd0402-0004,nzd0402-0005,nzd0402-0006,nzd0402-0007,nzd0402-0008,nzd0402-0009,nzd0402-0010,nzd0402-0011,nzd0402-0012,nzd0402-0013,nzd0402-0014,nzd0402-0015,nzd0402-0016,nzd0402-0017,nzd0402-0018,nzd0402-0019,nzd0402-0020,nzd0402-0021,nzd0402-0022,nzd0402-0023,nzd0402-0024,nzd0402-0025,nzd0402-0026,nzd0402-0027,nzd0402-0028,nzd0402-0029,nzd0402-0030,satname
1999-07-18 22:00:25+00:00,,,,,,,,,,,,,,,,314.03,,,,,,,,,,,,,,,,L7
1999-09-04 22:00:33+00:00,331.28,325.78,331.89,333.45,331.64,325.61,322.47,322.16,314.64,308.89,300.60,296.71,295.68,298.03,293.45,302.20,284.65,275.41,282.01,281.98,289.21,284.48,289.51,293.53,289.57,290.09,289.01,295.48,295.06,293.13,294.82,L7
1999-10-22 22:00:28+00:00,331.79,331.35,336.69,337.46,337.85,332.23,326.81,324.62,318.15,309.86,304.77,299.68,299.40,300.40,297.55,299.91,287.43,282.83,282.75,283.56,287.49,285.92,287.24,291.76,288.01,288.74,288.07,292.02,292.23,301.09,303.55,L7
2000-01-26 22:00:26+00:00,330.91,331.91,336.51,335.92,336.03,330.65,326.77,323.55,317.50,310.41,304.65,300.88,297.59,297.48,291.24,290.07,286.43,280.40,282.11,283.32,286.35,285.13,288.83,292.64,291.99,292.36,290.74,294.36,299.69,301.36,306.79,L7
2000-02-11 22:00:21+00:00,330.64,332.31,335.91,335.17,335.60,329.04,324.99,321.37,317.50,310.41,304.65,300.88,297.59,297.48,291.24,290.07,286.43,280.40,282.11,283.32,286.35,285.13,288.83,292.64,291.99,292.36,290.74,294.36,299.69,301.36,306.79,L7
2000-02-27 22:00:16+00:00,329.85,330.19,333.87,333.83,334.56,328.54,325.25,321.74,317.50,310.41,304.65,300.88,297.59,297.48,291.24,290.07,286.43,280.40,282.11,283.32,286.35,285.13,288.83,292.64,291.99,292.36,290.74,294.36,299.69,301.36,306.79,L7
2000-03-30 22:00:09+00:00,328.96,330.58,334.00,333.97,335.23,329.85,326.45,322.66,320.23,312.96,308.37,302.99,299.33,297.73,292.11,289.75,287.78,282.93,282.45,284.71,285.66,286.46,288.71,292.29,291.42,292.65,291.72,294.03,301.09,306.23,310.50,L7
2000-04-15 21:59:55+00:00,327.03,328.77,333.21,333.37,334.48,329.06,325.36,322.42,318.13,310.80,306.88,301.61,297.70,295.81,289.66,289.00,286.13,281.76,279.34,282.01,284.26,285.86,285.90,292.29,291.42,292.65,291.72,294.03,301.09,306.23,310.50,L7
2000-05-01 21:59:54+00:00,326.37,327.16,332.02,332.55,333.32,328.14,324.63,322.28,318.27,312.92,308.65,303.96,298.95,296.53,290.28,289.17,285.31,281.25,279.32,282.13,285.15,287.22,287.34,292.60,292.72,295.27,294.02,296.76,306.94,304.82,309.61,L7
2000-05-17 21:59:43+00:00,325.59,326.75,331.83,331.50,332.26,327.79,324.50,322.31,318.27,312.84,307.80,303.95,299.72,297.63,291.89,290.21,286.85,281.66,279.81,281.39,284.99,286.79,285.77,289.50,290.83,292.47,294.02,296.76,306.94,304.82,309.61,L7
