dates,nzd0090-0000,nzd0090-0001,nzd0090-0002,nzd0090-0003,nzd0090-0004,nzd0090-0005,nzd0090-0006,nzd0090-0007,nzd0090-0008,nzd0090-0009,nzd0090-0010,satname
1999-09-27 22:04:48+00:00,315.42,310.44,304.70,301.44,311.59,312.23,321.42,331.22,352.73,342.11,327.20,L7
1999-11-14 22:04:42+00:00,312.26,300.04,299.21,298.29,300.81,313.03,320.88,320.38,334.91,344.84,327.52,L7
2000-01-01 22:04:37+00:00,300.08,290.36,290.71,293.01,291.53,311.54,312.79,314.62,324.53,330.08,323.44,L7
2000-01-17 22:04:35+00:00,298.91,290.37,285.95,293.42,291.16,307.70,311.45,,,,,L7
2000-05-24 22:03:46+00:00,315.19,305.11,300.92,299.25,315.68,319.72,324.01,332.53,339.86,342.28,340.60,L7
2000-08-12 22:02:54+00:00,,,,293.61,300.55,,,331.43,332.55,345.72,,L7
2000-10-15 22:01:56+00:00,307.01,301.50,290.91,287.39,296.96,310.41,309.95,330.92,336.65,338.38,324.62,L7
2001-01-03 22:02:12+00:00,310.98,296.05,297.78,294.68,293.79,311.37,311.83,320.23,331.36,333.90,325.07,L7
2001-03-08 22:02:09+00:00,312.75,301.59,296.33,296.95,302.47,306.75,313.75,316.66,331.98,335.57,330.10,L7
2001-03-24 22:01:59+00:00,317.59,301.26,296.31,297.97,302.65,309.35,309.92,319.69,334.72,339.74,333.93,L7
2001-06-12 22:01:24+00:00,304.65,298.15,295.65,296.72,301.88,306.66,315.01,316.53,334.54,340.73,327.50,L7
2001-06-28 22:01:09+00:00,311.29,307.04,297.30,302.57,300.12,317.68,319.13,316.86,330.17,331.95,317.48,L7
2001-08-15 22:00:38+00:00,297.18,300.57,301.03,300.20,300.37,313.76,314.57,310.25,321.36,330.94,317.02,L7
2001-10-02 22:00:04+00:00,300.72,293.57,291.00,288.44,296.16,305.66,308.50,318.73,329.85,335.66,323.09,L7
2001-12-05 22:00:18+00:00,304.51,294.13,290.00,286.03,298.09,304.74,307.02,321.41,330.75,330.68,322.98,L7
2002-01-22 22:00:40+00:00,307.05,298.85,295.77,306.86,306.14,321.43,323.67,328.64,339.49,336.55,329.13,L7
2002-02-23 22:00:43+00:00,305.48,300.55,298.88,304.29,306.97,320.85,320.24,325.27,341.59,340.40,327.74,L7
2002-03-27 22:00:37+00:00,305.74,295.25,296.10,296.86,305.44,310.28,317.92,321.40,333.70,338.28,329.72,L7
2002-07-01 22:00:15+00:00,312.68,303.23,297.21,307.94,307.47,328.22,326.12,326.73,339.39,345.06,330.33,L7
2002-07-17 22:00:08+00:00,302.82,297.31,299.17,298.14,306.02,316.01,316.97,320.59,333.12,338.78,322.55,L7
2002-08-02 22:00:01+00:00,321.02,318.91,300.01,321.79,319.01,325.12,330.35,333.70,347.85,,,L7
2002-08-18 21:59:57+00:00,306.62,300.15,293.51,298.35,301.85,314.91,315.13,322.83,339.84,335.83,323.69,L7
2003-01-09 22:00:09+00:00,305.49,297.62,297.83,298.46,312.26,316.06,318.89,,,,,L7
2003-02-26 22:00:28+00:00,309.70,300.30,294.09,297.35,299.61,308.76,313.55,306.82,323.04,329.18,324.17,L7
2003-08-05 22:00:11+00:00,309.56,303.01,295.97,297.18,308.54,318.30,318.92,319.68,331.03,337.56,324.07,L7
2003-09-14 21:49:18+00:00,314.66,307.81,302.58,301.16,312.59,316.51,314.46,326.87,344.84,342.99,327.79,L5
2003-11-25 22:00:29+00:00,291.22,279.89,275.24,273.27,285.49,291.81,296.29,303.28,323.60,,,L7
2003-12-19 21:50:27+00:00,303.67,300.90,297.53,303.02,310.23,319.61,320.97,322.25,334.59,338.79,327.03,L5
2004-04-25 21:51:47+00:00,309.84,300.27,302.74,301.42,309.54,323.15,325.09,335.74,343.75,346.41,335.29,L5
2004-05-03 22:00:59+00:00,,,,,,,,301.72,328.69,332.02,321.46,L7
2004-06-12 21:53:11+00:00,316.55,307.54,311.25,312.69,312.48,319.84,318.71,324.88,351.51,349.55,337.96,L5
2004-06-20 22:00:50+00:00,,323.05,299.36,297.74,305.27,315.09,320.34,332.17,348.11,347.85,343.22,L7
2004-07-06 22:00:48+00:00,339.98,308.06,301.58,300.82,308.19,322.59,315.60,331.94,346.34,348.76,332.26,L7
2004-07-22 22:00:44+00:00,353.95,,,,330.03,330.55,327.09,331.24,346.92,347.18,338.28,L7
2004-07-30 21:54:28+00:00,310.24,311.71,308.12,313.20,317.46,327.39,331.15,336.70,351.34,350.62,337.45,L5
2004-11-11 22:00:45+00:00,303.72,291.66,293.07,299.27,300.40,315.72,316.19,318.79,333.11,335.03,328.66,L7
2005-01-14 22:01:13+00:00,302.72,295.82,295.29,300.46,311.20,313.19,327.92,335.43,352.07,342.71,336.70,L7
2005-02-23 21:58:31+00:00,311.78,308.07,306.13,307.75,320.27,323.17,325.45,335.58,343.44,344.88,339.52,L5
2005-03-11 21:58:44+00:00,315.30,305.67,301.80,302.91,318.67,319.99,324.94,337.95,348.22,343.86,335.20,L5
2005-03-27 21:58:51+00:00,332.00,315.36,312.58,310.59,318.37,326.50,323.04,339.87,357.67,361.98,340.11,L5
2005-04-20 22:01:20+00:00,316.80,322.81,329.56,324.28,324.53,329.76,335.30,334.03,348.89,345.33,337.22,L7
2005-04-28 21:58:59+00:00,322.55,306.46,306.94,317.07,315.27,332.03,332.10,329.61,349.19,349.93,344.68,L5
2005-05-06 22:01:25+00:00,318.77,312.38,312.14,304.27,308.66,318.33,312.88,315.12,331.79,,,L7
2005-07-09 22:01:14+00:00,321.87,308.21,301.15,308.36,306.96,325.95,319.91,330.07,347.55,349.26,336.12,L7
2005-07-17 21:59:35+00:00,301.50,304.41,303.67,314.37,310.19,318.94,322.52,320.94,334.04,334.16,322.78,L5
2005-07-25 22:01:13+00:00,323.97,307.30,308.91,304.71,317.15,326.80,328.65,340.27,351.99,351.84,333.18,L7
2005-08-10 22:01:10+00:00,308.58,302.00,301.10,298.46,310.40,311.87,316.89,327.13,342.27,342.27,325.24,L7
2005-11-30 22:01:24+00:00,302.14,294.16,292.26,296.59,303.05,313.65,315.98,314.82,329.35,331.94,326.75,L7
2006-01-17 22:01:43+00:00,312.06,302.65,304.66,304.81,311.53,323.81,327.96,343.55,349.51,348.42,338.80,L7
2006-02-18 22:01:53+00:00,300.71,286.11,288.66,285.86,301.61,306.81,303.82,318.60,331.58,332.16,325.34,L7
2006-03-14 22:02:55+00:00,311.17,298.17,294.43,292.32,303.19,309.37,312.36,317.87,330.44,328.82,320.16,L5
2006-04-15 22:03:30+00:00,316.58,301.18,297.42,302.79,315.81,324.99,323.82,335.40,344.50,343.30,336.93,L5
2006-05-17 22:03:57+00:00,316.00,311.77,303.84,306.49,318.96,327.46,327.69,333.34,348.61,350.52,347.38,L5
2006-06-10 22:01:49+00:00,309.13,296.50,299.61,297.31,308.65,324.81,322.41,320.76,331.08,337.78,334.11,L7
2006-06-26 22:01:44+00:00,307.08,297.76,294.82,294.90,301.61,313.19,311.17,321.98,335.94,339.11,328.28,L7
2006-07-28 22:01:30+00:00,312.85,299.44,298.97,298.77,307.39,314.34,312.99,327.32,343.37,344.97,334.86,L7
2006-10-16 22:01:19+00:00,312.31,298.65,293.79,304.51,307.36,314.26,316.31,322.39,336.94,335.66,322.80,L7
2006-11-25 22:06:19+00:00,295.96,290.35,279.99,265.30,,,,,,,,L5
2006-12-11 22:06:28+00:00,301.71,283.27,298.99,295.75,305.33,324.41,324.35,347.58,363.51,368.86,,L5
2007-05-12 22:02:11+00:00,300.46,295.30,294.66,300.28,304.39,311.39,312.51,319.58,336.63,338.33,323.51,L7
2007-05-28 22:02:04+00:00,305.99,296.50,298.83,305.84,304.77,316.68,319.79,329.51,343.78,341.91,337.86,L7
2007-11-20 22:01:58+00:00,300.09,296.69,299.48,298.99,304.27,310.20,315.06,317.91,334.27,340.59,327.50,L7
2008-01-23 22:02:09+00:00,299.56,294.20,287.76,285.20,284.62,299.92,292.22,305.04,324.35,320.15,308.21,L7
2008-04-28 22:01:53+00:00,316.88,298.89,296.54,297.20,298.10,314.39,317.66,317.72,328.26,337.71,326.73,L7
2008-05-30 22:01:41+00:00,,,,323.05,311.68,314.02,314.81,321.71,330.58,336.06,335.45,L7
2008-08-18 22:00:56+00:00,313.78,309.50,301.27,302.32,312.43,311.51,317.76,330.54,346.68,345.86,329.51,L7
2009-01-25 22:01:34+00:00,306.01,296.82,293.43,295.58,301.14,309.85,315.16,318.72,332.77,336.46,325.94,L7
2009-02-02 21:57:22+00:00,,301.36,306.86,301.30,298.60,309.47,318.19,321.54,337.94,,,L5
2009-02-10 22:01:40+00:00,,,306.24,303.98,315.40,313.03,327.03,329.16,342.88,,,L7
2009-06-02 22:02:15+00:00,307.14,294.17,299.33,303.36,309.44,317.31,313.19,321.91,338.21,339.80,329.29,L7
2009-06-18 22:02:13+00:00,310.02,300.00,301.13,303.48,313.95,321.00,334.52,327.59,334.08,341.93,324.06,L7
2009-07-04 22:02:11+00:00,314.25,305.47,298.06,308.99,308.71,322.23,319.87,317.85,329.68,337.46,328.27,L7
2009-07-20 22:02:06+00:00,308.95,301.54,300.16,301.28,305.88,314.65,313.18,316.04,,331.74,323.45,L7
2009-08-05 22:02:01+00:00,308.67,298.12,300.02,298.94,306.33,311.42,314.91,322.53,330.90,337.28,318.03,L7
2009-09-06 22:01:59+00:00,300.79,289.04,282.72,286.43,295.75,298.14,296.57,318.46,326.00,321.46,315.30,L7
2009-11-25 22:02:33+00:00,309.53,299.69,293.86,297.99,298.95,318.91,319.76,324.34,338.00,339.45,332.26,L7
2009-12-27 22:03:02+00:00,314.32,,,,,,,,,,,L7
2010-01-12 22:03:17+00:00,315.49,301.32,304.85,306.26,312.69,322.61,320.99,332.69,341.83,345.30,333.69,L7
2010-01-20 22:02:37+00:00,306.21,299.02,294.06,292.80,304.13,312.82,321.31,328.76,345.79,339.63,332.54,L5
2010-03-17 22:03:57+00:00,310.45,297.32,295.34,296.12,301.86,307.87,308.72,325.37,337.71,337.90,326.12,L7
2010-05-04 22:03:59+00:00,305.49,296.89,294.22,296.05,300.87,313.97,315.95,319.93,331.90,340.53,332.04,L7
2010-06-21 22:03:58+00:00,307.96,295.69,298.94,301.68,300.80,316.60,315.82,319.91,334.28,337.99,329.09,L7
2010-07-07 22:04:01+00:00,313.79,305.94,305.40,,,,,,,,,L7
2010-07-23 22:04:02+00:00,309.49,295.00,291.52,298.79,297.08,314.18,314.03,308.24,327.67,333.28,328.40,L7
2010-09-25 22:04:05+00:00,,,,,310.45,313.11,326.08,329.54,341.99,339.25,331.33,L7
2010-11-12 22:04:30+00:00,302.58,294.13,289.81,292.64,301.81,318.77,319.79,323.89,336.68,338.37,331.88,L7
2011-01-07 22:01:44+00:00,319.09,305.82,301.88,302.83,308.36,321.80,325.16,339.53,351.67,349.48,341.66,L5
2011-01-15 22:05:06+00:00,307.44,294.41,298.36,301.33,304.04,315.19,315.81,316.92,330.36,334.97,334.26,L7
2011-02-16 22:05:15+00:00,303.42,297.05,292.58,298.12,298.82,313.42,313.24,312.23,329.78,336.75,330.05,L7
2011-03-12 22:01:43+00:00,318.56,303.83,299.64,306.66,310.04,321.89,322.35,322.12,337.49,344.25,339.38,L5
2011-04-05 22:05:26+00:00,,303.36,301.97,302.59,310.73,315.22,320.12,326.72,340.80,337.98,334.09,L7
2011-04-13 22:01:34+00:00,302.63,293.25,294.60,301.12,301.12,312.70,312.97,314.02,329.69,331.91,324.86,L5
2011-06-24 22:05:21+00:00,311.46,308.98,299.36,304.00,306.39,319.74,322.54,332.64,335.03,340.92,330.24,L7
2011-07-26 22:05:18+00:00,313.74,308.70,298.96,301.39,305.14,318.92,325.66,331.15,351.40,355.20,344.57,L7
2011-08-27 22:05:11+00:00,305.92,302.11,293.14,294.77,296.36,311.95,315.25,314.74,328.19,336.09,327.58,L7
2011-09-04 22:00:27+00:00,321.45,311.95,314.35,308.14,320.67,326.88,330.03,339.76,348.35,355.20,340.31,L5
2011-09-12 22:05:05+00:00,311.72,297.67,296.40,292.29,297.57,306.21,317.24,322.79,334.27,338.77,317.96,L7
2012-01-18 22:05:49+00:00,301.49,294.94,294.47,295.39,300.58,310.85,313.37,318.71,339.04,341.20,327.80,L7
