dates,satname,nzd0090-0000,nzd0090-0001,nzd0090-0002,nzd0090-0003,nzd0090-0004,nzd0090-0005,nzd0090-0006,nzd0090-0007,nzd0090-0008,nzd0090-0009,nzd0090-0010
1999-09-27 22:04:48+00:00,L7,301.11,298.81,295.40,294.80,299.19,302.44,310.48,310.55,332.06,326.61,312.89
1999-11-14 22:04:42+00:00,L7,306.11,295.04,295.21,295.43,295.48,308.82,316.17,311.49,326.02,338.17,321.37
2000-01-01 22:04:37+00:00,L7,308.54,297.23,296.21,296.94,298.86,317.33,319.26,326.84,336.75,339.25,331.90
2000-01-17 22:04:35+00:00,L7,309.99,299.37,293.15,298.56,300.76,315.28,319.92,,,,
2000-05-24 22:03:46+00:00,L7,311.65,302.23,298.62,297.61,312.61,317.30,321.30,327.42,334.75,338.45,337.06
2000-08-12 22:02:54+00:00,L7,,,,297.04,306.95,,,342.10,343.22,353.72,
2000-10-15 22:01:56+00:00,L7,293.47,290.50,282.11,281.10,285.23,301.15,299.60,311.36,317.09,323.71,311.08
2001-01-03 22:02:12+00:00,L7,313.75,298.30,299.58,295.97,296.19,313.26,313.95,324.23,335.36,336.90,327.84
2001-03-08 22:02:09+00:00,L7,313.37,302.09,296.73,297.24,303.00,307.17,314.22,317.55,332.87,336.24,330.72
2001-03-24 22:01:59+00:00,L7,312.51,297.14,293.01,295.61,298.25,305.88,306.04,312.36,327.39,334.24,328.85
2001-06-12 22:01:24+00:00,L7,302.80,296.65,294.45,295.86,300.28,305.40,313.60,313.86,331.87,338.73,325.65
2001-06-28 22:01:09+00:00,L7,317.29,311.91,301.20,305.36,305.32,321.79,323.72,325.53,338.84,338.45,323.48
2001-08-15 22:00:38+00:00,L7,310.72,311.57,309.83,306.49,312.10,323.02,324.92,329.81,340.92,345.61,330.56
2001-10-02 22:00:04+00:00,L7,296.72,290.32,288.40,286.58,292.69,302.92,305.44,312.95,324.07,331.33,319.09
2001-12-05 22:00:18+00:00,L7,291.74,283.76,281.70,280.10,287.02,296.00,297.26,302.97,312.31,316.85,310.21
2002-01-22 22:00:40+00:00,L7,310.13,301.35,297.77,308.29,308.81,323.54,326.02,333.08,343.93,339.88,332.21
2002-02-23 22:00:43+00:00,L7,314.10,307.55,304.48,308.29,314.44,326.74,326.83,337.71,354.03,349.73,336.36
2002-03-27 22:00:37+00:00,L7,307.59,296.75,297.30,297.72,307.04,311.54,319.33,324.07,336.37,340.28,331.57
2002-07-01 22:00:15+00:00,L7,312.06,302.73,296.81,307.65,306.94,327.80,325.65,325.84,338.50,344.39,329.71
2002-07-17 22:00:08+00:00,L7,307.90,301.43,302.47,300.50,310.42,319.48,320.85,327.92,340.45,344.28,327.63
2002-08-02 22:00:01+00:00,L7,327.79,324.41,304.41,324.93,324.88,329.75,335.53,343.48,357.63,,
2002-08-18 21:59:57+00:00,L7,319.24,310.40,301.71,304.21,312.78,323.54,324.78,341.05,358.06,349.50,336.31
2003-01-09 22:00:09+00:00,L7,302.41,295.12,295.83,297.03,309.59,313.95,316.54,,,,
2003-02-26 22:00:28+00:00,L7,318.32,307.30,299.69,301.35,307.08,314.65,320.14,319.26,335.48,338.51,332.79
2003-08-05 22:00:11+00:00,L7,313.10,305.89,298.27,298.82,311.61,320.72,321.63,324.79,336.14,341.39,327.61
2003-09-14 21:49:18+00:00,L5,302.81,298.19,294.88,295.66,302.32,308.40,305.40,309.76,327.73,330.16,315.94
2003-11-25 22:00:29+00:00,L7,275.99,267.52,265.34,266.20,272.29,281.39,284.64,281.28,301.60,,
2003-12-19 21:50:27+00:00,L5,314.75,309.90,304.73,308.16,319.83,327.19,329.44,338.25,350.59,350.79,338.11
2004-04-01 22:01:04+00:00,L7,,,,,,,,,,,
2004-04-25 21:51:47+00:00,L5,305.69,296.90,300.04,299.49,305.94,320.31,321.91,329.74,337.75,341.91,331.14
2004-05-03 22:00:59+00:00,L7,,,,,,,,308.16,335.13,336.85,325.92
2004-06-12 21:53:11+00:00,L5,328.09,316.91,318.75,318.05,322.48,327.73,327.53,341.55,368.18,362.05,349.50
2004-06-20 22:00:50+00:00,L7,,316.17,293.86,293.81,297.94,309.30,313.87,319.95,335.89,338.68,334.76
2004-07-06 22:00:48+00:00,L7,328.90,299.06,294.38,295.68,298.59,315.01,307.13,315.94,330.34,336.76,321.18
2004-07-22 22:00:44+00:00,L7,345.95,355.26,,,323.10,325.08,320.97,319.68,335.36,338.51,330.28
2004-07-30 21:54:28+00:00,L5,316.39,316.71,312.12,316.06,322.79,331.60,335.86,345.59,360.23,357.29,343.60
2004-11-11 22:00:45+00:00,L7,306.18,293.66,294.67,300.41,302.53,317.40,318.07,322.35,336.67,337.70,331.12
2005-01-14 22:01:13+00:00,L7,287.49,283.45,285.39,293.39,298.00,302.77,316.27,313.43,330.07,326.21,321.47
2005-02-23 21:58:31+00:00,L5,306.40,303.70,302.63,305.25,315.60,319.49,321.33,327.80,335.66,339.05,334.14
2005-03-11 21:58:44+00:00,L5,301.92,294.79,293.10,296.70,307.07,310.83,314.70,318.62,328.89,329.36,321.82
2005-03-27 21:58:51+00:00,L5,320.31,305.86,304.98,305.16,308.24,318.50,314.10,322.98,340.78,349.31,328.42
2005-04-20 22:01:20+00:00,L7,324.65,329.19,334.66,327.92,331.33,335.13,341.30,345.36,360.22,353.83,345.07
2005-04-28 21:58:59+00:00,L5,311.17,297.21,299.54,311.78,305.40,324.24,323.39,313.17,332.75,337.60,333.30
2005-05-06 22:01:25+00:00,L7,324.15,316.76,315.64,306.77,313.33,322.01,317.00,322.90,339.57,,
2005-07-09 22:01:14+00:00,L7,312.79,300.84,295.25,304.15,299.09,319.74,312.97,316.96,334.44,339.43,327.04
2005-07-17 21:59:35+00:00,L5,314.42,314.91,312.07,320.37,321.39,327.78,332.40,339.61,352.71,348.16,335.70
2005-07-25 22:01:13+00:00,L7,311.66,297.30,300.91,299.00,306.48,318.38,319.24,322.49,334.21,338.51,320.87
2005-08-10 22:01:10+00:00,L7,300.89,295.75,296.10,294.89,303.73,306.61,311.01,316.02,331.16,333.94,317.55
2005-11-30 22:01:24+00:00,L7,302.76,294.66,292.66,296.88,303.58,314.07,316.45,315.71,330.24,332.61,327.37
2006-01-17 22:01:43+00:00,L7,298.21,291.40,295.66,298.38,299.53,314.34,317.37,323.55,329.51,333.42,324.95
2006-02-18 22:01:53+00:00,L7,291.02,278.23,282.36,281.36,293.21,300.18,296.41,304.60,317.58,321.66,315.65
2006-03-14 22:02:55+00:00,L5,305.63,293.67,290.83,289.75,298.39,305.58,308.12,309.87,322.44,322.82,314.62
2006-04-15 22:03:30+00:00,L5,306.73,293.18,291.02,298.22,307.28,318.25,316.29,321.18,330.28,332.63,327.08
2006-05-17 22:03:57+00:00,L5,306.15,303.77,297.44,301.92,310.43,320.72,320.16,319.12,334.39,339.85,337.53
2006-06-10 22:01:49+00:00,L7,313.59,300.12,302.51,299.38,312.52,327.86,325.82,327.20,337.52,342.61,338.57
2006-06-26 22:01:44+00:00,L7,302.16,293.76,291.62,292.61,297.34,309.82,307.41,314.87,328.83,333.78,323.36
2006-07-28 22:01:30+00:00,L7,302.70,291.19,292.37,294.06,298.59,307.39,305.23,312.65,328.70,333.97,324.71
2006-10-16 22:01:19+00:00,L7,321.23,305.90,299.59,308.65,315.09,320.37,323.13,335.28,349.83,345.33,331.72
2006-11-25 22:06:19+00:00,L5,283.04,279.85,271.59,259.30,,,,,,,
2006-12-11 22:06:28+00:00,L5,296.94,279.40,295.89,293.54,301.20,321.15,320.70,340.69,356.62,363.69,
2007-05-12 22:02:11+00:00,L7,312.92,305.42,302.76,306.07,315.19,319.92,322.04,337.58,354.63,351.83,335.97
2007-05-28 22:02:04+00:00,L7,315.07,303.88,304.73,310.05,312.64,322.89,326.73,342.62,356.89,351.74,346.94
2007-11-20 22:01:58+00:00,L7,311.01,305.56,306.58,304.06,313.74,317.67,323.41,333.69,350.05,352.42,338.42
2008-01-23 22:02:09+00:00,L7,287.10,284.08,279.66,279.41,273.82,291.39,282.69,287.04,306.35,306.65,295.75
