dates,nzd0090-0000,nzd0090-0001,nzd0090-0002,nzd0090-0003,nzd0090-0004,nzd0090-0005,nzd0090-0006,nzd0090-0007,nzd0090-0008,nzd0090-0009,nzd0090-0010,satname
1999-09-27 22:04:48+00:00,315.42,310.44,304.70,301.44,311.59,312.23,321.42,331.22,352.73,342.11,327.20,L7
1999-11-14 22:04:42+00:00,313.84,305.24,301.95,299.87,306.20,312.63,321.15,325.80,343.82,343.48,327.36,L7
2000-01-01 22:04:37+00:00,309.25,300.28,298.21,297.58,301.31,312.27,318.36,322.07,337.39,339.01,326.05,L7
2000-01-17 22:04:35+00:00,306.67,297.80,295.14,296.54,298.77,311.12,316.63,322.07,337.39,339.01,326.05,L7
2000-05-24 22:03:46+00:00,304.73,295.28,292.53,295.23,299.46,312.99,316.08,323.57,332.19,336.18,332.02,L7
2000-08-12 22:02:54+00:00,315.19,305.11,300.92,296.43,308.12,319.72,324.01,331.98,336.21,344.00,340.60,L7
2000-10-15 22:01:56+00:00,311.10,303.31,295.92,293.42,304.40,315.07,316.98,331.63,336.35,342.13,332.61,L7
2001-01-03 22:02:12+00:00,309.00,298.77,294.35,291.89,297.10,310.89,310.89,327.53,333.52,339.33,324.85,L7
2001-03-08 22:02:09+00:00,310.25,299.71,295.01,293.01,297.74,309.51,311.84,322.60,333.33,335.95,326.60,L7
2001-03-24 22:01:59+00:00,312.08,300.10,295.33,294.25,298.97,309.47,311.36,321.88,333.68,336.90,328.43,L7
2001-06-12 22:01:24+00:00,311.49,299.26,296.52,296.58,300.20,308.53,312.63,318.28,333.15,337.49,329.15,L7
2001-06-28 22:01:09+00:00,311.45,300.82,296.67,297.78,300.18,310.36,313.93,317.99,332.55,336.38,326.82,L7
2001-08-15 22:00:38+00:00,308.69,301.72,297.32,298.88,301.50,310.84,314.48,316.00,330.55,335.79,325.21,L7
2001-10-02 22:00:04+00:00,303.46,299.83,296.25,296.98,299.63,310.94,314.30,315.59,328.98,334.82,321.27,L7
2001-12-05 22:00:18+00:00,303.67,298.69,295.00,294.79,299.32,309.70,312.85,316.76,329.33,333.99,321.61,L7
2002-01-22 22:00:40+00:00,302.37,296.78,294.45,295.38,300.19,311.40,313.44,319.76,330.36,333.46,323.06,L7
2002-02-23 22:00:43+00:00,304.44,296.77,293.91,296.40,301.84,313.17,314.86,323.51,335.42,335.82,325.74,L7
2002-03-27 22:00:37+00:00,304.70,296.47,294.35,296.50,302.56,312.59,315.47,323.09,335.08,336.31,326.53,L7
2002-07-01 22:00:15+00:00,307.74,299.47,296.99,303.99,306.50,320.19,321.99,325.51,338.54,340.07,329.23,L7
2002-07-17 22:00:08+00:00,306.75,299.04,297.43,302.82,306.41,319.36,320.98,324.53,337.46,339.81,327.89,L7
2002-08-02 22:00:01+00:00,309.55,303.05,298.27,305.80,308.98,320.10,322.32,325.54,339.13,340.63,327.58,L7
2002-08-18 21:59:57+00:00,309.06,302.57,297.48,304.56,307.79,319.23,321.12,325.09,339.25,339.67,326.81,L7
2003-01-09 22:00:09+00:00,308.99,303.50,297.63,304.19,309.79,318.03,320.34,325.71,340.27,337.30,323.12,L7
2003-02-26 22:00:28+00:00,307.60,298.96,295.96,297.90,305.94,312.41,316.22,306.82,323.04,329.18,324.17,L7
2003-08-05 22:00:11+00:00,309.63,301.65,295.03,297.26,304.08,313.53,316.24,313.25,327.03,333.37,324.12,L7
2003-09-14 21:49:18+00:00,312.11,305.41,299.27,299.17,310.56,317.40,316.69,323.27,337.93,340.27,325.93,L5
2003-11-25 22:00:29+00:00,305.15,296.90,291.26,290.54,302.21,308.87,309.89,316.61,333.16,340.27,325.93,L7
2003-12-19 21:50:27+00:00,304.78,297.90,292.83,293.66,304.21,311.56,312.66,318.02,333.51,339.78,326.30,L5
2004-04-25 21:51:47+00:00,301.58,293.69,291.84,292.57,301.75,311.52,314.12,320.42,333.98,342.60,331.16,L5
2004-05-03 22:00:59+00:00,301.58,293.69,291.84,292.57,301.75,311.52,314.12,315.75,332.66,339.07,327.93,L7
2004-06-12 21:53:11+00:00,310.02,302.90,303.84,305.71,310.75,320.87,321.59,321.15,339.63,341.69,330.44,L5
2004-06-20 22:00:50+00:00,313.19,310.29,304.45,303.95,309.10,319.36,321.38,323.63,343.01,343.96,334.48,L7
2004-07-06 22:00:48+00:00,322.12,309.73,303.73,303.17,308.87,320.17,319.93,325.29,343.68,344.92,334.04,L7
2004-07-22 22:00:44+00:00,330.08,309.73,303.73,303.17,313.10,322.24,321.37,326.28,344.22,345.30,334.75,L7
2004-07-30 21:54:28+00:00,326.11,310.13,304.61,305.17,313.83,323.10,323.00,327.77,345.24,346.06,335.13,L5
2004-11-11 22:00:45+00:00,324.89,308.40,302.68,304.74,312.31,321.86,321.51,329.29,346.22,346.50,336.31,L7
2005-01-14 22:01:13+00:00,317.66,299.73,298.83,304.31,314.77,321.71,325.59,330.54,345.86,343.88,335.27,L7
2005-02-23 21:58:31+00:00,306.07,298.52,298.16,302.49,310.62,317.36,323.19,329.93,342.87,340.87,334.96,L5
2005-03-11 21:58:44+00:00,308.38,300.31,299.07,302.60,312.63,318.02,323.62,331.94,344.21,341.62,335.02,L5
2005-03-27 21:58:51+00:00,313.10,303.32,301.77,304.20,313.78,319.71,323.51,333.52,346.90,345.69,336.04,L5
