,dates,chi0478-0000,chi0478-0001,chi0478-0002,chi0478-0003,chi0478-0004,chi0478-0005,chi0478-0006,chi0478-0007,chi0478-0008,chi0478-0009,chi0478-0010,chi0478-0011,chi0478-0012,chi0478-0013,chi0478-0014,chi0478-0015,chi0478-0016,chi0478-0017,chi0478-0018,chi0478-0019,chi0478-0020,chi0478-0021,chi0478-0022,chi0478-0023,chi0478-0024,chi0478-0025,chi0478-0026,chi0478-0027,chi0478-0028,chi0478-0029,chi0478-0030,chi0478-0031,chi0478-0032,chi0478-0033,chi0478-0034,chi0478-0035,chi0478-0036,chi0478-0037,chi0478-0038,chi0478-0039,chi0478-0040,chi0478-0041,chi0478-0042,chi0478-0043,chi0478-0044,chi0478-0045,chi0478-0046,chi0478-0047,chi0478-0048,chi0478-0049,chi0478-0050,chi0478-0051,chi0478-0052,chi0478-0053,chi0478-0054,chi0478-0055,chi0478-0056,chi0478-0057,chi0478-0058,chi0478-0059,chi0478-0060
0,1985-01-25 14:05:39+00:00,,,236.8316914711047,263.98651306531394,252.74239854964858,241.87848801252727,237.69359893726923,232.92735893273766,225.0263090800912,,218.704870252197,235.25413604876178,229.40587185516245,233.3519768267945,230.4948324019898,211.12294963740624,,,,221.7928872682605,216.345292630911,210.4494856934718,,,,,,,,,,,231.05681111864035,225.42928113924438,228.01294925395305,,,,,,,,166.29249521089844,211.4018257914342,,,211.73187693974933,,,,,,,,,189.5241103029286,187.85241458398778,203.0226431567977,208.5241503226787,214.7102509811478,216.3003775516167
1,1986-08-15 14:03:05+00:00,284.5355836362221,,,234.70442233117564,254.60566107800045,255.19653778099132,,,,,235.59943575611308,228.00521898341253,223.06654970898035,230.11544338635056,232.4318295462633,216.91738727198856,221.01635882567734,216.6899728075633,,210.87533238160057,218.28467611874606,216.69279909600357,208.89447507739223,200.50185904614122,203.9942403033361,219.0494251477247,212.9338570796277,211.86854956009665,202.6073547606291,216.3245170164068,232.78548496025303,235.09651730800448,232.4539121171714,216.56996213757947,211.41485599463954,221.5532577513125,223.70963758617518,224.97734891742766,232.3230935398951,229.86908284840086,230.16030775445708,209.84461632367365,208.64880143296128,202.42919998140255,199.4509095004211,,200.00483162323783,,266.0436114454965,229.28930315215695,,,,186.46236974347107,195.59330934956222,196.38462501494683,203.97113524469694,208.0166601970975,205.7938745466145,218.40400387492528,202.26964783541493
2,1986-09-25 13:55:30+00:00,274.1723825001009,,,274.0235824320656,290.68181883105245,284.8204253031149,273.96076274325844,265.43572387614364,253.71611876031267,267.03375328673405,,270.5972023378674,263.07560220305356,250.76431506273846,238.73184050755415,230.4106397713492,242.6899441610549,252.59409790621564,248.88193693801924,,251.35248347942112,234.07976569995816,218.22796942979187,228.24338172889554,237.10733563948088,243.8429681665025,238.15789002433337,227.70448356988297,231.28765012802225,249.41051781055307,258.2139899954904,258.50736331532653,247.4675725338207,223.0787512599818,236.131993845503,242.00950767107577,258.9029116266838,260.3208947310605,246.09453113931937,252.93249615089366,256.1662087389993,238.34703105497482,237.80884885740167,,220.57256832549947,235.67484417673458,257.15563233064483,265.2745107587972,268.5081817165753,254.70610828107797,256.7866988694097,263.18568609271756,236.43703205583296,214.06734492422214,226.36061116094692,232.75552784225093,231.40365013971632,232.55605267475252,241.0682931914994,244.9149035995973,229.01022491088807
3,1986-10-18 14:00:56+00:00,249.17746605111725,245.33912935934885,248.7502103581325,257.65067116698464,264.503109613759,243.17109094714988,238.26537314472887,231.45722211870188,232.34000863047422,243.05888119932686,237.8327741602616,240.54288453530845,238.14918178583346,227.28475689588686,216.64890131267765,208.5354285134344,220.01738594983786,228.30411770016633,230.5985300953611,227.65983390949668,208.67243702349592,206.96942608850728,208.82986419811095,215.9849386088487,217.7990573712453,219.03784467965906,207.73280476591873,201.26217657148985,206.0231106073284,233.3829283972983,240.39264343863053,232.59650205549218,221.25701601779303,209.36232276156284,216.3389486705097,229.91012945524136,237.69412709487335,234.77139286967238,226.92402714709274,225.03204778378333,236.1173088212009,218.56024859727953,208.29313906066008,204.54905157014764,196.5489458570398,213.1791116313378,234.71251454284166,230.82775521704679,221.50143172910418,225.31646802908733,228.1416269825406,236.09554353424426,212.0234567615636,200.6781195087059,207.75514212324595,206.7890661243932,210.0146163978668,221.9251487610777,212.6365971401978,221.2403040107209,214.41156523392766
4,1986-11-03 14:00:21+00:00,240.08619134196084,238.76311546537318,254.97229860255226,273.2033839057345,265.0797767572787,246.39538755209844,234.30719070019433,234.90213198447898,235.76158076201025,240.1158167667355,240.5483564995865,253.14893223948104,247.33918365309006,233.7512726210698,226.88565162125647,213.12010564170558,215.44987792524338,226.9126811886757,232.34652756055513,226.59422620011838,215.8300704176699,212.35829979022026,212.50441753796466,209.08650316794075,225.78582959781053,223.66412678318517,208.1551477034443,214.0315695309062,212.3685476225489,245.6274565354814,244.29026337655372,237.60761911502308,219.95622772301513,210.5841162265465,219.68616259757118,242.32640686256278,246.49874606458238,237.8919107150901,225.1924115805881,233.41396523432377,236.075234578315,221.24694688025178,220.35016791124505,213.5395765050153,210.23853875092985,232.61510994748556,246.28543816256732,234.6982285262423,225.20365645762396,231.73207920532758,235.5900182122172,230.51760286273864,211.7875762233532,208.81254774372485,213.42345559367314,212.96260382248423,210.3391524039181,216.49326575226306,208.7217909822131,218.1535976197726,207.99976459362384
5,1986-11-12 13:53:50+00:00,265.3007047944449,241.61605907213527,248.39435572443367,263.4826209130767,277.02977032434865,268.1786595289692,259.73377898349463,248.40922982935376,240.9924467282228,243.58488809444947,247.97657718038977,255.96236183243184,252.73165957073863,246.35202993312836,242.42468295957747,233.63593949003382,232.69088759315173,238.58732644354413,244.03316865516393,250.2033825396797,227.53327413161813,222.9363341806628,226.30887098833577,223.93655233566045,233.22149192727446,234.65680991970515,216.565299118608,220.99545677990292,224.3715269569491,245.4226488498731,253.0716063252042,248.5620913073966,243.63747808257497,222.76464902704512,226.8259255521237,235.90741249830782,248.308701883423,238.8109926382552,238.33903658092106,240.75528883624494,245.54375847337857,223.336190519921,231.2918824260307,235.62791505711846,225.68024285411784,223.94661208434138,235.92198647671648,238.99339093559806,237.06495116161915,244.34336300450008,248.71966617768496,249.24707387362594,221.05659106080572,216.94907957315036,220.26721148082888,220.93441073378395,225.3869564520915,231.5567219920276,220.03314217703755,231.04681735148267,224.09262801888025
6,1986-12-21 14:00:25+00:00,256.67936110255124,242.235982384994,238.39784494510468,242.69510838894564,250.69347000521478,245.3306425664489,245.82447875558776,251.52321572881962,242.18209304097928,233.68701313801589,223.18295524159814,223.72875233600834,233.09206761532786,248.7714872390005,235.67142299510456,224.34250536193926,222.5243503589298,227.33207514957067,224.25308349982646,219.62110960893637,214.35708178487425,205.04718043498414,215.28451384669438,206.38184953740827,210.4236472012524,219.77065902009008,219.88141195448878,207.73307015785434,203.78445415924696,219.78005349796769,224.14081235290004,228.0068978584018,224.1509115458106,215.93632742179247,219.5747772943164,219.51253078910432,220.68541223439397,228.0427408998388,228.47418502176717,228.18152459059112,219.015213412488,218.71743653538633,218.62945825041982,212.75266819016116,220.61776494010132,218.71026072758553,205.93004489014808,217.28603208813828,222.10525222391888,227.34573222847743,227.36558197514495,238.93533410866266,208.4235719889455,196.90957048408825,201.53510334070862,199.9048294756255,204.5262290044122,218.5623835335401,206.06486206923395,232.83593266743625,203.5862177050801
7,1986-12-30 13:54:30+00:00,279.5752877429518,268.26620352326563,262.10912652339164,269.2134741993677,277.00658366567404,270.73703166023523,255.93373338701426,257.90009024676976,252.94834364577315,256.1321215122319,261.8174808027412,248.5951959546104,247.56439969933913,251.432737682635,261.72516740535787,257.57899872257923,245.09560400295467,244.00506976983746,238.39770456450205,229.3358471324929,224.86260893421107,237.1959825352707,234.60267627178465,242.54772594615955,236.0970624082674,245.62749663013363,255.81163072891223,230.44451701992824,227.95547367430788,250.00232428040567,255.82379192230616,253.10580210661675,246.05767263985263,235.7327551426629,250.33589799343747,250.61387795889198,252.6839784490201,257.9625576340957,253.46055914927587,259.3566808641963,255.64162690590527,236.4872532863481,239.61760129679033,242.7298078514621,230.60902080141702,245.22193648796716,242.6808024262318,252.0582122866176,251.13219677547195,251.67037680632032,255.96157547153285,250.27502554585487,232.16507946954368,242.07608914156597,233.1355071963574,232.06964046014699,224.1827881870959,236.75075128461722,227.00271629359204,235.79238393400493,235.44548705715476
8,1987-01-06 14:00:54+00:00,247.0474438150802,249.63173824531182,243.30206213250972,237.09702099415568,251.59477823461236,254.68029055371798,224.53698885944837,237.91727105845902,231.16220486806088,236.23364968622514,234.15070090842255,213.40121544625458,216.55153190017234,236.82413280071802,247.45696518871208,226.9618774153283,223.29689483373977,221.10389691637118,212.94897707625063,211.00569673826044,204.61029548532986,203.04532743200855,212.04744643711695,205.4673665166112,196.67682009031444,219.00983305115577,213.28048415717916,209.3021898941169,196.25113128198518,218.27808973854252,230.60095793258492,222.62591583125513,216.66686630685223,196.29431375778563,213.53816511672312,216.7644182332686,223.74400755850255,229.96514405209675,230.84616071913769,244.6208320593608,233.69177429572846,205.49240397273724,,206.1429459210572,205.5451658308163,209.0157527485343,215.1423126904061,228.8206643690517,223.61784732260057,223.95755510843202,225.90643228660258,237.82817854207192,197.24944697521687,197.297055541784,202.50455445870625,201.0437872616071,199.7624235048485,209.61597511027884,204.74464643088376,216.3692461791883,201.86056327780324
9,1987-01-15 13:54:59+00:00,263.49309950211733,264.57067656795795,254.40252961669805,250.43250222486913,255.70198853897605,253.50403259187001,257.12529598369827,253.0037010178567,245.16570050538652,252.6203387379069,247.42333578384395,245.671076058486,234.53371780274858,238.91977090266874,253.18729634913424,242.5451934776212,241.80489158424103,233.5342260969521,226.51641372167867,222.33144226995933,220.02066648201225,222.3147033817822,225.24437507935542,203.38517582328302,207.47760564612912,232.71597730906248,225.84789974071612,230.64602134022803,220.6839867250343,230.10147110031718,241.61715775995933,241.99411144806137,241.79838320396897,221.8217068655105,233.6855461584313,232.75914107600693,237.34254489451277,243.5077624350845,248.82654884576928,246.4612881095165,248.19647420103695,228.311049899788,221.74908165613263,237.55324539873862,220.14633116925302,216.85995078503362,217.10017339407776,232.34758134549176,249.09456096985113,244.90343420152618,237.5711741611836,250.2868475298354,224.46535575815537,225.2566374253665,220.6557454880617,217.13930130824815,218.54999750213125,219.09384616925314,213.4933140908849,233.1623611117868,225.42670032734028
10,1987-01-22 14:01:21+00:00,248.73429747357454,248.47498327096775,245.06541529945372,241.60744303286674,239.9655913900114,252.02737599600195,245.83894982670878,231.83645677838288,230.7513230234323,242.85464498384673,225.6474152385763,223.21800291984385,222.67759028160705,219.16429330898364,223.98777833891552,247.37018036604331,251.05132395133435,224.0943751553604,212.6636460723534,210.17123220807582,213.1690121887203,204.41285501294078,205.78818691994096,206.96168469626082,212.10396510665717,221.43243139443814,208.4881711428269,216.2280222702747,208.23845800553062,220.5884974906283,226.56168320890148,228.10690949022046,221.4094043931402,217.52503445223195,221.26970524909942,228.38250260115805,222.47830595246123,229.618266736106,232.53646233433662,237.42434096085742,234.58561996243446,220.58113830868356,220.2936542845733,219.31808734217307,215.1723047927414,210.9147639825727,205.48143021032595,226.66698576864218,241.6328142357059,235.18768200723167,232.44224537051772,240.18210920547392,203.48969222388234,199.34916520228938,216.4497239929868,212.85691710415827,203.8761317564974,210.0766044359537,202.71831524143153,216.66320536250268,220.27468566755277
11,1987-01-31 13:55:29+00:00,,,,,,,,,,,,,,206.22074763164775,232.00592242478513,216.79397014378128,229.87210169129065,228.313668553356,217.5507929680728,222.97864330597264,223.59464045399264,213.2696775302113,222.31493430912235,,195.8991881260524,236.50991147567316,222.58619484050013,231.07938822140582,215.90036645926563,228.37887745844122,238.75484352335286,224.13329913449894,220.59756150031365,214.74778594164727,224.70184833085582,227.26973423120901,235.7568879222179,234.04324467301234,215.8094099448321,236.07892081172398,237.2728171710699,,,217.17129339423033,,209.29284778686178,,,,,233.81999115290546,,,196.58130161482168,208.90329497066867,217.09321668074725,219.92777994423037,216.7233488378045,211.15251856367888,223.7820665202208,224.49115003854098
12,1987-02-07 14:01:56+00:00,253.09342219608948,255.92168334864056,260.7309803981954,244.36043474604722,243.86851827116737,259.3937679093609,262.66826301508104,241.07841612171117,241.25001044684367,236.8914019099376,228.47934856354897,243.7797819438789,236.57784363048515,217.1795614297671,221.2468392159397,227.9434771737428,245.74498375160135,249.83482677248324,236.17795992515778,219.14502239318327,224.25454614854527,215.55749982255867,206.81957443447777,212.8646847448415,219.24993909007813,241.91131599347437,240.59275648902903,232.3597106947642,221.25962615638687,228.35738133730135,253.09749540257607,,,244.29548492023517,253.57856933272038,236.5682257255748,230.07342218866432,231.64313655664324,238.61562063802563,245.0012002153635,257.30575971926135,254.0271147454429,227.9247682583557,221.20420206073163,230.64035556321133,230.51691518470213,239.06033763027418,258.90837459438654,250.00609908850038,267.0811591734457,,,,,,210.57356931232687,216.1885728699844,217.51675116250595,221.17375761394507,224.3092123909588,209.08330948237378
