dates,satname,sar1389-0000,sar1389-0001,sar1389-0002
1984-05-06 09:33:27+00:00,L5,,,
1984-06-07 09:34:18+00:00,L5,250.74,262.33,242.67
1984-08-26 09:36:09+00:00,L5,,,
1985-05-25 09:36:15+00:00,L5,200.14,288.17,201.18
1985-07-12 09:36:05+00:00,L5,249.81,89.61,241.70
1985-07-28 09:35:58+00:00,L5,,,
1985-08-13 09:35:48+00:00,L5,206.46,315.16,202.70
1985-08-29 09:35:38+00:00,L5,,,
1985-12-03 09:34:19+00:00,L5,176.53,266.01,163.96
1986-03-25 09:32:01+00:00,L5,,,
1986-05-12 09:30:53+00:00,L5,,,
1986-05-28 09:30:26+00:00,L5,210.76,230.34,221.52
1986-07-31 09:28:19+00:00,L5,,,
1986-09-01 09:27:08+00:00,L5,,,
1986-09-17 09:26:37+00:00,L5,267.73,224.10,294.32
1987-01-07 09:25:37+00:00,L5,,,
1987-01-23 09:26:04+00:00,L5,295.16,199.37,331.96
1987-04-29 09:29:30+00:00,L5,178.13,269.13,236.98
1987-05-15 09:29:57+00:00,L5,,,
1987-06-16 09:30:43+00:00,L5,,,
1987-07-02 09:31:03+00:00,L5,,,
1987-08-03 09:31:49+00:00,L5,,,
1987-08-19 09:32:18+00:00,L5,,,
1987-09-04 09:32:43+00:00,L5,,,
1987-09-20 09:33:05+00:00,L5,,,
1987-11-07 09:34:02+00:00,L5,,,
1987-12-25 09:35:13+00:00,L5,,,
1988-02-11 09:35:41+00:00,L5,,,
1988-03-14 09:36:03+00:00,L5,,,
1988-04-15 09:36:14+00:00,L5,,,
1988-05-17 09:36:32+00:00,L5,,,
1988-06-02 09:36:38+00:00,L5,,,
1988-06-18 09:36:43+00:00,L5,,,
1988-07-04 09:36:48+00:00,L5,,,
1988-07-20 09:36:51+00:00,L5,,,
1988-08-05 09:36:52+00:00,L5,,,
1988-08-21 09:36:53+00:00,L5,,,
1988-09-22 09:36:50+00:00,L5,,,
1988-10-08 09:36:45+00:00,L5,,,
1988-10-24 09:36:41+00:00,L5,,,
