,dates,usa_CA_0093-0000,usa_CA_0093-0001,usa_CA_0093-0002,usa_CA_0093-0003,usa_CA_0093-0004,usa_CA_0093-0005,usa_CA_0093-0006,usa_CA_0093-0007,usa_CA_0093-0008,usa_CA_0093-0009,usa_CA_0093-0010,usa_CA_0093-0011,usa_CA_0093-0012,usa_CA_0093-0013,usa_CA_0093-0014,usa_CA_0093-0015,usa_CA_0093-0016,usa_CA_0093-0017,usa_CA_0093-0018,usa_CA_0093-0019,usa_CA_0093-0020,usa_CA_0093-0021,usa_CA_0093-0022,usa_CA_0093-0023,usa_CA_0093-0024,usa_CA_0093-0025,usa_CA_0093-0026,usa_CA_0093-0027,usa_CA_0093-0028,usa_CA_0093-0029,usa_CA_0093-0030,usa_CA_0093-0031,usa_CA_0093-0032,usa_CA_0093-0033,usa_CA_0093-0034,usa_CA_0093-0035,usa_CA_0093-0036
0,1984-04-18 18:01:41+00:00,198.70499420003628,207.8504612763934,204.35924957738942,196.86037830609106,196.94923023681093,193.6550096537145,197.76449285643542,193.7835135259439,193.46316077674715,196.79487319705046,192.94736609282668,186.44642472674983,188.86147208919985,195.56724431650065,191.33655233720768,195.97243638480055,200.19526207081904,197.24112162906192,196.98622746159342,192.89907253657006,188.0975347300628,182.12244818827736,185.62863328817605,190.147409544929,204.6271326822747,202.83775185073048,193.5453868220603,187.0621069766991,190.695220813155,180.33478542497167,180.53619909806875,184.57572195197395,189.1331315600876,193.51783650202557,187.07535349962788,188.92655981741123,195.8479136248296
1,1984-04-27 17:55:28+00:00,197.23395430619084,202.33343016602078,207.93929059632237,203.31582001013783,205.19000234738846,200.74724610211237,206.74152038101425,204.35529364333684,202.08700722912295,195.10575020094632,192.1123099472009,189.03289230391647,188.54329108046778,185.42149950414102,182.7786659753305,191.00003377384678,203.61279232497893,208.84523927651335,207.07924374508642,199.8129291007967,193.42911758214547,185.99022334075153,185.36013857547414,187.9056909285651,205.68384474561472,206.52321764213036,203.50426809757903,198.83787020364716,189.1460496059185,180.94795796527129,183.13337286148672,191.35140653375015,185.66261082967026,189.7168145379119,186.26440979857665,195.88142592805582,200.67916445614117
2,1984-05-04 18:01:45+00:00,203.80984446478178,208.44173079914557,207.0174931823862,197.29201918942576,198.18366245867057,196.71770973590637,196.9936840645797,195.1774521958247,191.85333289062876,193.7698170303529,193.3285226300519,190.67359151472462,186.9009818947743,188.32607803178243,187.92041850140924,194.32736210922917,200.02314243034428,200.7790817088278,197.60358423730935,194.2913111520211,184.45436342048475,182.8434606224416,184.73145098336633,183.67439892403476,201.4693023404457,205.26670980612226,202.29104489130316,191.451343677366,185.61469525599526,181.44552275043355,186.54022000639435,190.92540767008816,189.0226694042881,194.60254413650267,184.3661269388076,188.07004051899995,191.82651229650688
3,1984-05-29 17:56:19+00:00,210.1171540845887,213.80476241006883,215.69983978936537,204.3727351136876,200.20215937602632,196.7929144920084,206.27769161530975,203.15802163851757,204.2192414869257,200.64430351079412,200.5957035001665,198.9124319609774,198.87370068413742,190.34739975500278,190.29748009257267,197.9776604100643,198.62385150381738,198.25101824536463,201.53418381566192,191.367020063074,186.34861307165684,185.51656566537204,198.5265260074479,198.61624407593146,203.10835064009277,220.70879103732528,216.6974431880781,195.64087578983754,192.75719194628263,184.70746667532822,189.296910283142,185.28203617848362,185.57039449935985,191.13160023753642,181.1109668914184,184.15421082909697,196.7176687387924
4,1984-10-27 18:04:31+00:00,206.94371204557038,213.55494177386464,207.15225572682414,206.78643303123545,210.84388764006346,208.00885559285314,210.83534800514244,209.25526688127212,212.11428880589534,208.08507442062816,210.17863857382468,208.26193235425936,209.20100901242802,208.30454509954674,204.7069459932765,217.7710297183883,220.8725050560956,215.38382921067065,215.68088994186786,218.3000525498475,208.4506429887648,203.81254411740596,197.5702397704686,201.2570942132868,215.41732555147556,214.77196363770832,205.06830330158994,199.3457203708342,206.6334271461428,196.29156079801183,199.80878288393663,202.6505116692401,197.49469324361823,201.86465329640578,195.8168764621732,202.8784911165637,205.30639856051977
5,1984-11-21 17:58:12+00:00,203.0706614545682,209.3993570313025,215.97274116323953,209.21160546351746,210.06888973500537,209.1627862868674,210.6316311280519,207.52086602190633,207.88575824510855,200.55371535608816,197.55753795358905,196.02337134899977,196.97850277525967,189.79378451543354,193.50410147506972,203.05028716712175,214.27180978777824,209.16659866101625,210.9385276442348,205.03426990124586,198.71238755038894,190.40907287700492,191.9575118570564,185.4951963171738,199.7487745632587,208.95984143404527,197.71514050690197,192.82006539514632,187.3125695162795,184.7472227651805,183.88670385541067,188.38495723290794,185.28599832570623,187.60841262854578,197.13876928941926,200.712470293917,202.79448290712813
6,1984-12-14 18:04:35+00:00,204.79421686950064,205.66716939500543,204.94864929650058,197.60509551165833,203.58950513445416,197.75572913590784,203.0267855305873,203.5235061674965,203.7964863829123,203.05217042817827,201.11935145414077,199.21558579975988,198.7382145983293,196.25340469322384,201.3911874523713,207.81906184260055,211.0574311559804,204.73588496450236,207.10830125031745,200.9895694722344,193.05345351087948,185.41012334168323,185.7470215937973,181.8523485763634,202.7022649244187,204.84856237540419,196.11965874754867,195.37509380113343,190.4088936540809,182.36598163324967,184.2961236930717,193.13096093624037,191.61919698726425,196.69543172863348,193.14668637300957,196.78121580334525,201.82250046580094
7,1984-12-30 18:04:44+00:00,202.64016068329616,207.8913941210248,216.9271374508437,211.89850410329282,211.0656419096716,206.49202354768937,206.75862384286225,201.62896170888217,202.03845418950866,202.83255719059477,198.86877234245824,196.25190213867498,196.6562502928919,192.27792651823293,192.28011293051728,199.77976790233942,202.14591989004342,198.3282289202751,205.18913334495792,201.6524186004327,198.0838603242117,191.45777155068964,191.6910705991685,185.36122210362464,203.54699107577986,213.00813436491566,208.87910841395396,205.31176302747997,197.4354044241433,194.86536266864567,194.25000775708745,206.3567971644092,196.7262284650104,204.10999064721642,201.55951497693627,197.88574759849908,200.25620964693746
8,1985-01-08 17:58:37+00:00,208.00912761765878,211.2661746222904,199.45110209911874,196.52814882972012,194.67084959375188,196.78794276273666,198.22728381109323,195.13646003020875,193.08934930611787,203.59373515889612,206.71255329573276,198.44284745100643,203.71672689894356,196.58191202142172,194.70300519337349,206.88630893062344,210.53120328785243,206.26016263911526,204.70423364516532,201.90124090830057,193.48622880809725,189.96611458892878,190.8935873504614,185.8277824343977,203.18380169769702,198.3986514035298,191.41048357070008,192.3295404278443,192.6268870984225,190.61197488778222,189.2451759552997,193.57231234559532,190.10916341621333,193.91697037496084,193.50167882437114,194.65556727694963,195.3476249376263
9,1985-01-15 18:04:51+00:00,206.50019337812446,219.20073695470782,213.08182048740323,203.78740708057967,204.50340513483965,201.7921548776793,205.6952948925972,195.03239301821674,195.9474682891571,191.29629953859288,195.313521100047,193.39896362340494,194.85978010804058,190.61444696300987,197.57710127200193,197.14633991110878,200.64401870850975,198.65966570452773,199.81197957263967,197.24992811941726,191.68560423865478,190.7692896557006,193.9006571760712,186.66538510862762,210.2901426009252,211.90222201113318,202.66335492754177,204.05313949777144,200.53969094174676,191.81677417369121,193.58037246011477,207.40360881939253,196.14453493082004,203.94271196072282,203.03859232848487,204.19064854078195,206.76287864292453
