,dates,nzd0257-0000,nzd0257-0001,nzd0257-0002,nzd0257-0003,nzd0257-0004,nzd0257-0005,nzd0257-0006,nzd0257-0007,nzd0257-0008,nzd0257-0009,nzd0257-0010,nzd0257-0011,nzd0257-0012,nzd0257-0013,nzd0257-0014,nzd0257-0015,nzd0257-0016,nzd0257-0017,nzd0257-0018,nzd0257-0019,nzd0257-0020,nzd0257-0021,nzd0257-0022,nzd0257-0023,nzd0257-0024,nzd0257-0025,nzd0257-0026,nzd0257-0027
0,1999-12-25 21:59:16+00:00,164.5003691477712,148.7356808379339,127.24346275775223,116.21487246800278,105.03545102808081,104.26216690843299,105.04932971881371,102.0117213180545,111.0398732219459,116.2829336300852,124.72628031448178,125.61500309291323,149.33308737177632,,,136.77780952552757,141.73958914191718,162.52540596561394,152.01217466666358,141.14271020932108,136.33159868737962,137.0669597530903,129.4081301079533,124.34930135895083,125.67748439023426,131.50922316315774,136.20130323460648,136.99463609290007
1,2000-01-10 21:59:16+00:00,174.8453585924903,163.27016636126277,142.8667437136569,131.82064145847662,124.55443264069248,122.36583081584998,124.04119788132252,139.82780837671058,150.79767769071628,158.132184784179,164.66052168493806,167.08876337262998,174.1261115376868,,,161.98902655832356,174.19272354075935,173.6176918871539,173.75627724807535,170.14357994688186,162.4804699728013,159.4388268931297,153.1606566815989,150.38092381848998,144.57681818166654,145.63537345093602,153.68608055527318,152.2633265409979
2,2000-03-14 21:58:59+00:00,177.77470491072626,162.71495826404117,146.22706186457424,139.31813435555978,131.9539048538797,140.1253794787229,143.8145932161081,161.25366812750036,166.52551801451304,178.77172477099748,190.46228536236723,188.30638145763163,196.88018323153864,,,203.67429405347147,181.44013967698132,194.84874393687912,189.46607635331515,211.40106945963828,,,214.33395990318314,193.95550150090435,189.73046686161922,184.22201704743634,179.0969924206623,165.67539947600093
3,2000-03-30 21:58:57+00:00,164.97809342699205,148.00896624196974,131.9528020865165,118.3209499199901,110.59402326526653,112.47977389217056,131.88112896029043,140.83089772181808,150.00564173638716,169.73721895567138,176.37028821910036,184.88073713446954,182.7147550957277,,,192.6420742928196,192.98522727897895,192.86455335651937,194.06812211673073,194.09844082174862,191.06714845616816,191.53583995942506,189.3017090241256,175.95042341397823,159.91741524148463,147.89581463664632,155.57973027755253,
4,2000-08-05 21:57:32+00:00,169.48707932615903,147.03320251714436,137.13512724637377,127.34170940105761,114.20839503757604,115.48879214743317,111.3414871784023,124.69472756577588,133.8065066247958,155.31933043354098,152.03932804955787,185.58882830661457,157.44811099883498,161.41015831698462,160.67822442985423,172.66594383797104,181.20773779820632,,136.1361303012004,144.82236563608126,142.31996112531613,143.32663852891105,154.7184957268995,136.47767680535023,121.34651195231577,,,
5,2000-11-09 21:56:45+00:00,156.51777374095718,139.0197993241212,126.42218314317095,116.18113372353979,111.72703212788528,115.8441037827383,120.64564297408455,126.73757944582263,136.1577482455323,140.59970460265694,144.21727676686834,149.31806259026595,153.61534444876264,154.48794262810634,151.51789492449944,142.60457493278955,153.56586173558264,150.58487848259801,142.64379215499227,135.05287887784894,122.49540636013428,120.97032150121723,122.49887082449658,124.07991663859727,128.95884605745294,143.10537621643385,144.72764813445013,142.31185219118868
6,2000-11-25 21:56:47+00:00,130.36604886836813,102.90328140148765,94.55169850387628,,,,,,91.03778747296121,103.85567322782713,109.86466717668327,,120.7767584935468,126.57465438481742,122.75151752525142,103.23522114318035,,105.25226475454657,103.26066759912419,107.32067119191223,92.64423940257885,95.32305763630615,92.14146356487981,87.87019713440615,88.79561274766891,100.09736771956504,111.88703921911235,111.15172233252642
7,2001-03-17 21:56:40+00:00,169.7009259688012,155.88419294442394,152.92335322872304,146.73051249414905,147.2217450575937,138.31072200782842,135.75194103977017,145.65973511009057,,,190.60765578858303,187.37715809401928,198.09047747907118,,220.50460666908995,215.38074974519634,,,,,,208.47549043498356,,189.9976122907943,201.27946394992836,182.48754082747158,171.71821067748579,173.88977234074883
8,2001-05-20 21:56:16+00:00,142.30396622743183,130.05659226794344,119.54335302546417,115.94521741894988,106.00595324390186,98.69445215015938,95.18078311698176,104.1196532196789,118.82444397472301,,,,,,,,,85.09118418543451,89.52563419994269,73.99541321819888,,,,,,,,
9,2001-09-09 21:55:00+00:00,,,,,151.0924679221444,137.734574450256,,195.7813667993929,,,,225.92175950011418,228.5655161897917,,214.3979041200421,202.9212581937797,,203.14078592531064,208.0306310666357,194.51811995942072,162.41963359255467,163.39548903799903,191.54947607877622,181.66858148609597,173.65807346013852,150.71704235878002,154.23696675255204,
