dates,sar2365-0000,sar2365-0001,sar2365-0002,sar2365-0003,sar2365-0004,sar2365-0005,sar2365-0006,sar2365-0007,satname
1984-04-13 09:26:43+00:00,,,,314.26,,154.02,,,L5
1984-05-06 09:33:03+00:00,178.91,,,318.505,171.04,166.715,170.68,181.21,L5
1984-07-18 09:28:46+00:00,179.41,193.3,751.86,321.34666666666664,172.74,172.00666666666666,170.5,180.765,L5
1984-08-03 09:29:20+00:00,180.79,195.235,751.415,321.395,172.64,173.85750000000002,170.26666666666668,181.01,L5
1984-08-19 09:29:27+00:00,180.4875,196.20333333333335,751.4533333333334,321.258,172.78,175.154,170.3175,180.1575,L5
1984-08-26 09:35:45+00:00,180.22,196.11,755.8425,321.3333333333333,171.94400000000002,178.97,170.392,180.822,L5
1984-09-04 09:29:37+00:00,180.27,195.424,757.39,321.9842857142857,171.42,177.72,169.47333333333333,179.025,L5
1984-09-11 09:35:50+00:00,179.81285714285715,194.915,758.5066666666667,321.97625,170.7342857142857,176.75375,168.21142857142857,178.54142857142855,L5
1984-09-20 09:30:04+00:00,179.385,195.12142857142857,758.9442857142858,321.85999999999996,169.91125,176.15111111111113,167.225,178.3825,L5
1984-10-13 09:35:49+00:00,177.7911111111111,193.5625,760.99,322.75888888888886,168.74777777777777,177.89444444444447,166.58555555555554,177.56888888888886,L5
1984-10-22 09:29:36+00:00,177.752,193.50555555555556,761.8666666666667,322.74799999999993,169.283,178.022,166.877,174.66299999999998,L5
1985-01-17 09:36:05+00:00,177.52,193.33777777777777,762.9411111111111,322.28666666666663,168.30333333333334,176.3688888888889,165.29888888888888,172.8722222222222,L5
1985-02-02 09:36:09+00:00,176.50444444444446,192.60444444444445,763.0677777777778,320.8966666666667,167.90888888888887,175.42555555555555,164.24777777777777,171.86,L5
1985-03-15 09:30:22+00:00,175.64166666666665,191.985,763.4233333333333,320.13,164.205,174.44500000000002,162.38333333333333,169.70000000000002,L5
1985-04-23 09:35:59+00:00,177.3175,193.0025,759.1175,319.0075,164.005,174.445,161.49,175.92749999999998,L5
1985-05-02 09:29:43+00:00,177.228,192.916,759.6519999999999,319.0075,165.868,175.51600000000002,163.674,177.37199999999999,L5
1985-06-03 09:29:40+00:00,176.5716666666667,192.70000000000002,758.18,319.702,166.42499999999998,174.83,164.06166666666667,178.47166666666666,L5
1985-06-10 09:35:50+00:00,175.32142857142858,191.47285714285712,759.3357142857143,319.702,165.39714285714285,173.1257142857143,162.85285714285715,176.98571428571427,L5
1985-06-26 09:35:47+00:00,174.23624999999998,190.75375,759.79125,319.702,165.29749999999999,172.625,162.6225,176.29,L5
1985-07-05 09:29:33+00:00,174.52666666666667,190.6988888888889,758.7766666666666,319.702,165.64222222222222,172.36111111111111,162.60444444444445,176.08555555555554,L5
1985-08-13 09:35:25+00:00,173.33249999999998,190.45375,759.76625,322.3725,164.8225,172.57125000000002,163.07375,176.34875,L5
1985-08-22 09:29:32+00:00,173.72222222222223,190.33666666666667,758.8711111111111,322.38800000000003,165.83333333333334,172.9477777777778,163.82333333333332,176.83666666666667,L5
1985-10-09 09:28:59+00:00,172.6288888888889,189.41333333333333,756.7844444444445,322.25,167.9022222222222,171.2911111111111,164.04555555555555,176.26666666666668,L5
1985-11-10 09:28:33+00:00,172.8475,188.58375,756.40375,322.6066666666666,167.05375,170.11875,162.74125,175.44875000000002,L5
1985-12-03 09:33:55+00:00,173.44875,188.55624999999998,758.19125,322.5833333333333,167.14875,170.31,162.08375,173.73,L5
1986-01-13 09:27:22+00:00,175.92666666666665,189.24833333333333,756.0716666666667,322.5833333333333,169.22333333333333,172.31333333333336,164.03833333333333,175.30499999999998,L5
1986-02-21 09:32:17+00:00,178.654,190.254,758.7439999999999,323.865,168.19400000000002,170.87199999999999,162.134,173.876,L5
1986-03-25 09:31:37+00:00,176.85333333333332,189.515,759.2116666666666,323.865,166.40666666666667,169.57,160.96666666666667,172.85666666666665,L5
1986-05-12 09:30:29+00:00,175.532,189.81599999999997,763.992,323.22333333333336,164.452,168.836,159.844,170.458,L5
1986-05-21 09:24:27+00:00,175.12333333333333,189.39666666666665,761.8449999999999,323.22333333333336,165.18666666666667,169.22833333333335,161.07,171.57666666666668,L5
1986-06-22 09:23:04+00:00,174.92166666666665,189.46833333333333,762.8966666666666,323.1166666666666,163.82833333333335,168.345,160.82500000000002,172.875,L5
1986-07-08 09:22:57+00:00,175.76285714285714,190.1057142857143,761.3157142857143,323.05999999999995,164.35,168.61999999999998,161.15571428571428,172.8557142857143,L5
1986-07-24 09:22:23+00:00,173.37428571428572,188.96714285714287,762.8199999999999,323.05999999999995,163.06571428571428,166.43714285714285,159.94,171.92428571428567,L5
1986-07-31 09:27:55+00:00,173.3225,189.32625000000002,763.295,323.01599999999996,163.62625,166.79125,160.30125,171.61499999999998,L5
1986-08-16 09:27:20+00:00,173.27666666666667,189.8066666666667,763.2755555555555,322.9216666666666,164.3522222222222,167.30777777777777,160.80888888888887,172.26666666666665,L5
1986-09-10 09:20:39+00:00,171.95374999999999,193.11888888888888,762.2125,322.44199999999995,164.44375,167.49875,161.20125,172.86875,L5
1986-09-17 09:26:13+00:00,172.65999999999997,193.118,762.161111111111,322.44199999999995,164.5811111111111,168.0077777777778,161.34777777777776,173.40333333333334,L5
1986-10-12 09:19:14+00:00,173.52222222222224,193.93800000000002,761.06,322.19166666666666,166.19222222222223,169.4966666666667,162.7866666666667,175.32777777777778,L5
