,dates,mex0152-0000,mex0152-0001,mex0152-0002,mex0152-0003,mex0152-0004,mex0152-0005,mex0152-0006,mex0152-0007,mex0152-0008,mex0152-0009,mex0152-0010,mex0152-0011,mex0152-0012,mex0152-0013
0,1986-01-25 16:33:44+00:00,242.03358210981133,248.19425615433198,249.52377957516921,247.5965389365447,232.54554507848763,232.7459226525658,225.62723661974266,254.872034849374,272.3369888140363,274.47043707921193,254.1989794991372,248.86698429192086,241.66429359856815,249.43151688232155
1,1986-03-14 16:32:40+00:00,259.4493486617779,271.9054037039961,271.2965630259191,262.9325422705023,248.38112202488807,239.02961666121018,231.66806582675977,260.7829817848307,286.0917903478686,279.3902723899382,265.2719459274234,249.80931960638628,251.03384773641,254.59527146340952
2,1986-04-15 16:32:00+00:00,262.32356508258556,282.82836319706115,284.5072644458806,259.3443842353313,250.8024082826011,250.48502532311227,245.5747682923222,266.5304031398721,286.66100645154535,280.0935561991904,270.11115899806214,251.5643396496492,248.60402391881723,250.95379308199819
3,1986-10-08 16:26:23+00:00,215.76186637176073,202.6414519548989,222.68979896878238,208.49101807385938,209.52497674121182,206.74142666890276,209.47144621782667,233.89542700623085,246.44170955040454,239.89645551420767,225.05958566464244,215.2400202726247,212.02364099297304,217.61835986567732
4,1990-03-25 16:26:48+00:00,220.03847162710315,220.1787917455906,233.74501837411407,215.0666341186527,229.70229783421814,225.4601946178007,226.98004517098866,250.0777566464463,266.8380469837004,255.84342053284394,247.04611967684826,236.10271006853313,238.76358085318992,239.08506234911636
5,1992-08-21 16:29:02+00:00,206.78889141685005,199.05639046143833,211.24032525866176,200.8999910066501,206.909798800654,208.51379296420282,206.1851956006263,221.9609849147401,225.63232776374056,231.82343157633485,222.08937139716426,218.8494394726597,217.90511112375873,212.70113427733148
6,1993-01-12 16:28:11+00:00,221.39774118461924,214.4720160398794,231.6523116998079,215.52683505409937,218.22052863410931,220.00695247065894,219.15024665071127,238.77400446408382,247.3776002803773,251.67390104731348,241.35196578549434,230.75205497734157,237.53656044610662,238.15331160189274
7,1993-02-13 16:28:31+00:00,229.847091221536,226.77295959377088,228.34535475290713,218.2329130733329,211.37967571602428,226.46942006805162,229.86601870542825,249.92062694675485,262.27302030463545,257.8400091777575,245.48737224448126,237.40659220419644,232.40193169779843,238.8005777675454
8,1993-03-01 16:28:38+00:00,217.09646799492054,210.99378501442607,218.78479790919033,203.18681300910112,207.24635267156978,208.39545474327537,216.704101881558,240.57935552231282,250.43124808560844,240.11003210247452,238.41629430327015,226.63905373133372,231.81427388027458,227.7394747997382
9,1993-03-17 16:28:45+00:00,224.08440149689937,216.41371278741292,227.70425424167195,216.00466353258827,219.4562053620209,229.1870225130894,228.0127815275737,245.44083594677065,248.7936774205261,248.1280572286466,247.77725798047396,233.58218629908072,230.1804295303346,239.02275658526116
10,1993-04-02 16:28:49+00:00,219.34974791504203,218.7729390924128,226.15837084984778,217.44878640194275,220.31204883206638,220.48467932067084,225.32523189181134,242.55443654520866,251.71444473358954,241.19137727987606,242.99828749387785,219.42844166400414,235.74075138828903,240.1420052312714
11,1993-04-18 16:28:57+00:00,212.14476852178643,207.8480125438893,225.90299437687884,207.68313729227185,213.40445627886214,218.18368272882998,216.26946681591164,235.12820620719225,249.68212853711498,237.26173426232748,231.60183683299573,209.15011014101927,221.12914145075896,225.24185427190224
12,1993-05-04 16:29:01+00:00,217.45034409004836,213.57466340655716,223.3444097467796,212.57766216259643,220.82688921327693,221.69876992664396,221.58471532534406,247.96624744518476,251.26221946903726,251.0280222381642,240.51918750004518,230.28276370643937,233.9783560611193,232.150057424222
13,1993-05-20 16:29:04+00:00,216.11534678629448,215.72147983350192,225.92297582100628,214.99033299073272,216.34041557414324,222.91157314253712,224.1655400843423,239.28382896411097,251.4421972525202,248.17005008619842,241.3678278498649,228.85445497581364,236.2090911837946,227.95996778681416
14,1993-06-05 16:29:08+00:00,213.88750741181892,210.20934431323073,221.33832402936156,212.28267421153487,217.54217762999082,219.16964165295815,228.04655725711058,242.28888883883124,253.3785816754022,239.6167894017447,236.17665687585784,229.19925630890646,232.72481687991683,229.20902929146254
15,1993-08-08 16:28:59+00:00,201.88731318099855,194.28788004008024,216.36628626445156,203.96154583313202,209.89810815467987,219.87863047064056,213.49723710434841,222.896640851338,219.979889848425,235.0991933452292,235.12658954452593,211.30393322450232,212.88868162402272,230.7454281454111
16,1993-08-24 16:28:57+00:00,204.25026365874135,196.8774747103529,210.44309997546077,205.56288615917018,209.25244475170285,211.76514667293867,204.6783730660719,222.56542298732307,236.95888493678243,223.23675477949632,229.08096666546496,218.54870653087383,209.2176879462636,219.36956045815074
17,1993-09-25 16:28:52+00:00,201.897627621852,198.90569286869123,210.70903430932128,203.71727483023773,215.8803425221748,217.92149096686728,214.16842342591912,,233.24249079711976,226.5144486504414,233.20238524966663,217.5183653394896,208.46644681680522,220.49091694342275
18,1993-10-11 16:28:48+00:00,202.1047808224921,201.10003774115654,215.0385371133089,210.65491330503178,209.9610519798045,215.73845301396182,209.21410916400464,,233.99210153093588,225.89456345333866,228.89579084385838,222.89782082996575,213.63968763954347,223.11376789242263
19,1993-11-12 16:28:34+00:00,209.49887520889223,202.22205533566816,218.73361563970437,211.65465246255422,213.34914114490675,214.24704692761713,214.27456911143324,228.6466218064092,233.02395650610117,216.63583479047952,242.9448472650676,228.39096628542083,217.27546580245473,229.01098100370615
20,1993-12-14 16:28:23+00:00,208.56297095900518,205.17291062398442,220.032139700507,209.37590937910522,213.12865272174673,214.40227560323433,217.43634411182342,232.19503985921185,245.8399231394611,236.06607892144712,234.4122494113136,238.31319385077845,228.33529907358664,225.59834137850015
21,1993-12-30 16:28:12+00:00,215.91094212677405,208.28465387646236,217.50708939402313,207.69531318483087,217.0376741256242,221.34211216124288,216.58449108019903,238.82302725462705,247.41327915244196,242.63369562115383,238.93410090178608,231.63950558922116,232.27246026602356,225.63576239664872
22,1994-01-15 16:27:57+00:00,223.36581248928331,214.465094716534,226.81654419389923,214.85209238450068,222.2999468189745,219.22089429631507,225.78872296835107,237.77525141301587,254.43521091695175,249.64480365505335,251.0872018417786,241.00375900430228,240.7388933788829,235.81762874006182
23,1994-01-31 16:27:47+00:00,231.55745455727148,225.26877945886898,227.12621946730036,212.8541718187672,217.20797065586999,220.3973693259929,221.91712805399172,246.88304056638748,257.82031174842035,254.95386153502778,250.28498312060503,242.54647323843602,239.99530100848472,240.99310064200955
24,1994-03-04 16:27:21+00:00,226.578380280381,222.9602700795198,232.96266177060764,215.59724017796674,217.68910385778827,220.38332035102144,212.68757717333284,249.00465254605436,259.79193648962666,254.38884733471698,249.44742820520253,240.10599474906002,238.7457045730286,232.6723223539581
25,1994-03-20 16:27:07+00:00,224.5587704839893,218.3222870010029,226.75200205715979,214.8560359720758,220.066006003853,220.5457577167491,224.00901248789262,239.28120281105933,252.83837120006643,246.76655307724616,241.19402218941264,236.83355599224,235.53757621618684,235.4412866623548
26,1994-04-05 16:26:50+00:00,215.27695037373869,208.5930733231212,217.90566107425417,206.48872959999164,215.0584317961268,213.76982497402207,212.21673041981455,234.76508099438473,250.57044879149112,242.95702502612514,237.42188152496334,224.59669799648162,229.92159639748957,230.62227425862915
27,1994-04-21 16:26:32+00:00,216.06934601912997,203.36848419702974,224.80529765181606,214.4032880727182,219.2895746428113,225.9928809323684,223.29538450911275,242.75505258669938,248.8666988271894,244.5951111913039,238.63641285143296,222.3423324539869,226.5498749018401,232.12764744019734
28,1994-05-23 16:25:57+00:00,211.2442452504864,198.50193435853328,215.89357606734598,202.53388770988073,210.77649079036888,214.55733961576902,210.8629395507458,232.53783468545817,234.16329511186524,228.45435943937014,233.35043821371897,216.72337154587944,221.832288475956,221.6272940680497
29,1994-06-08 16:25:39+00:00,213.45369632345233,208.6691281919137,221.0468020565088,211.49165211486104,218.6046306664021,221.00361851078142,221.2862494899142,237.69247436440563,249.7521970260471,225.5372922290793,236.31704830505066,224.0303756962719,228.37719665056233,232.12690520616016
30,1994-06-24 16:25:17+00:00,212.83661887854402,195.15938205393184,210.55709202031505,200.91571395227962,203.9172421117468,209.6465751493068,210.55553038326138,226.34771397319287,219.4470583808901,230.20571455757926,222.47845165026658,210.24457716194036,213.50071128132606,214.08237352865177
31,1994-07-10 16:24:52+00:00,209.1820840053711,201.29875735958925,210.4355816037359,213.56015948983028,215.63197046869834,217.774481258533,220.11253845829035,232.36571982964333,238.28175848972307,233.59101104393,235.96131933926398,224.57240455439427,226.7349955620586,215.10979985377446
32,1994-07-26 16:24:24+00:00,205.95883747420993,199.70395288972642,212.5252962105012,203.21582981587687,208.90774226358346,210.42055654196378,217.32938854054132,221.73399948539048,236.95697281469262,232.31973491332522,230.97728959601176,223.27754241065384,225.22138933186932,225.82426876679995
33,1994-08-11 16:23:59+00:00,205.44348982809782,192.14830186773796,208.2728139212309,199.3906082759173,202.6296167399036,208.12215050168732,206.64602108690917,212.17497104088622,235.79258603804922,228.95669983621406,224.87853562680777,210.1302341777591,216.64111363937934,210.2698466908567
34,1994-08-27 16:23:36+00:00,206.56865630520235,192.0292452971363,211.60937348254944,194.89563201616704,203.76795885989856,206.07885417389443,211.71460653847265,226.31699460578812,231.35321307732926,233.45154112909964,220.91551057464005,213.97994663023286,224.37835828374688,220.85559957041067
35,1994-09-12 16:23:12+00:00,205.60864767021877,195.43351802896404,218.4564475949134,204.36117569067403,214.10080422562723,214.51808076161657,208.79800256455593,226.42567922615177,224.4705869460517,238.94387752963624,224.36911073816657,214.29255507768215,222.77839281237468,219.52856280630303
36,1994-12-01 16:20:39+00:00,205.72155370231195,196.9981826944001,218.58975789890928,206.72469996344222,208.34269986564777,208.35048065350372,210.02058975749011,228.09455575359715,234.7252526157667,220.9348729038527,231.87186802048933,217.83760854059076,216.0672944910028,234.85113248796998
37,1994-12-17 16:20:09+00:00,213.12004866045214,205.07613384681486,217.92950663607166,202.03634646200175,201.49983591674317,210.16818523979518,211.59130641354975,234.13151653247218,243.14457318397706,226.37898644712482,234.7456705020868,221.50864629602827,218.6764741212551,231.67129188856413
38,1995-01-02 16:19:37+00:00,221.05726333794024,214.62984909630592,228.804601541946,213.29718686765872,213.15741669900433,213.69320386820777,215.80317057586552,231.5983382172284,241.92531716014565,238.36416028228115,239.26536782087996,230.753239573035,228.32929658606946,228.381095730789
39,1995-01-18 16:19:02+00:00,231.67587821177818,226.25490506208797,230.37417324962755,221.41883634394924,211.9521507069803,219.7402047398283,221.83001550795873,239.64523845199167,256.4937815078416,247.896408067976,234.84939022751587,229.97067960469164,226.72581084443027,232.6256230411658
40,1995-02-19 16:17:45+00:00,232.96633821822215,234.09028299935716,251.59676884184603,239.02731756088167,227.7780608138503,229.5417585150213,232.00378562339336,247.13718299135863,258.07853759177965,254.93231029033527,246.6564072814897,232.45358860521299,236.83371864790274,250.81595659905884
41,1995-03-23 16:16:27+00:00,228.24640058959267,240.68565432007114,246.7870068474604,235.48938769493762,225.08227879257504,234.928917342594,231.82315469438834,251.16647265754523,257.0557010319145,243.8206331489206,236.00752072071978,231.86399576887572,237.24616158592642,244.30731136679637
42,1995-04-24 16:15:07+00:00,217.81324787330993,216.43418487893936,229.49773084076804,215.08398571477318,212.26708927929616,227.52763450244592,223.17444255627862,239.67357131305414,250.49317794661005,243.21693970109243,234.86629957156885,222.1846560017393,226.57647288656528,226.8310098555537
43,1995-05-26 16:13:40+00:00,207.19490186528964,209.84577639765104,222.45987933393266,216.17966275400005,218.43523687069336,218.35972320591452,220.98505245650404,236.67274000835494,233.36202085663842,228.91337790817732,229.89365179024094,225.81279749250504,228.44208176267787,231.99561719990538
