dates,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0019,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0031,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0090,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094,satname
1999-10-04 22:10:38+00:00,,,,403.30,,,,,,,,,,,,,,,389.00,422.64,409.55,397.50,,,,,401.51,404.05,411.70,411.09,420.64,420.74,417.91,418.01,417.64,411.32,405.30,397.90,404.41,404.93,404.69,407.99,404.22,400.09,,395.31,394.09,398.17,399.64,403.56,411.04,414.60,415.85,417.13,416.73,424.20,408.70,400.76,398.44,398.51,393.54,389.21,393.67,401.44,403.89,399.71,399.92,392.07,390.58,384.46,383.18,386.78,381.20,378.42,392.97,393.00,393.04,389.76,385.49,391.59,386.87,387.73,387.13,393.42,399.18,396.91,406.49,406.22,404.78,395.82,401.44,400.19,394.34,397.71,389.76,L7
2000-04-29 22:09:53+00:00,467.57,453.93,447.77,439.33,438.81,438.70,443.75,450.84,446.30,437.24,446.34,452.42,,,,,,438.10,383.62,428.28,436.58,431.59,431.47,430.33,432.79,433.70,439.16,442.64,451.52,448.53,454.02,453.09,455.00,454.87,450.17,441.21,433.67,429.54,433.32,436.70,434.72,435.94,438.28,432.97,434.49,431.29,432.48,436.41,436.29,437.14,435.46,436.04,437.65,442.31,444.36,444.58,434.73,426.73,429.34,427.00,425.96,421.04,424.88,422.19,426.52,421.96,422.43,422.66,424.10,419.66,419.24,417.36,417.81,410.71,412.80,405.41,409.83,408.75,413.20,409.41,413.11,420.12,426.03,424.77,431.07,427.95,435.12,430.08,425.79,422.65,421.25,421.56,418.65,419.95,418.40,L7
2000-08-03 22:08:44+00:00,431.43,434.81,427.76,426.96,423.76,423.01,428.36,427.08,419.21,421.00,419.09,421.31,405.79,,371.80,402.46,410.80,423.25,430.04,438.44,443.74,465.48,458.87,455.86,441.99,434.70,427.57,421.62,414.64,418.18,423.83,426.76,425.70,426.94,424.88,422.67,416.07,414.80,414.56,418.94,414.12,412.09,417.52,418.90,419.37,420.40,421.88,417.33,421.85,422.72,425.57,423.14,426.84,432.80,439.42,438.25,438.49,432.23,417.32,418.17,414.67,410.27,409.75,411.22,414.55,413.40,409.71,409.86,401.74,408.91,414.39,413.10,409.66,402.11,401.46,403.47,405.75,405.76,,,,,,,,,,,,,,,,,,L7
2000-10-22 22:07:50+00:00,438.48,410.09,411.78,410.96,407.75,407.07,398.09,394.43,399.27,396.62,399.48,397.53,403.60,,367.85,414.12,417.73,411.71,420.09,427.83,427.00,420.33,414.92,403.74,412.06,413.24,413.60,430.06,434.02,419.31,429.16,417.58,422.66,420.53,415.56,410.68,408.40,403.53,398.84,400.64,410.03,408.89,409.35,414.50,401.90,396.68,395.02,406.68,415.20,416.63,414.02,412.87,421.43,425.74,425.22,424.33,417.70,416.59,402.93,405.67,395.15,396.71,404.06,402.84,411.80,417.19,411.81,402.27,411.33,403.32,393.89,402.12,398.11,394.54,393.26,389.45,395.37,392.24,389.15,392.61,392.35,389.96,388.59,401.03,403.84,404.14,406.53,406.15,404.52,401.39,402.44,401.38,402.14,401.38,394.07,L7
2000-11-07 22:07:53+00:00,414.79,410.10,407.99,402.33,400.19,399.92,400.28,395.86,392.77,386.98,,,,,,,,,,,,,,,,,,406.33,410.55,406.73,410.78,412.89,414.23,411.65,406.10,404.15,400.65,393.12,393.70,396.04,401.61,404.02,402.60,403.95,400.06,396.04,393.40,395.97,402.34,404.73,402.25,407.86,411.87,413.75,415.53,414.13,406.66,399.30,392.87,394.00,393.68,391.06,394.17,398.24,398.39,403.03,401.26,396.41,397.88,390.30,389.94,392.00,392.38,392.72,386.80,385.49,388.53,389.87,388.98,391.54,394.98,394.91,397.58,398.40,396.76,395.75,400.68,407.21,407.28,403.07,402.96,398.52,396.17,397.32,392.77,L7
2001-05-18 22:07:26+00:00,432.89,424.58,424.95,428.44,429.63,429.62,429.33,430.40,430.72,422.33,420.11,416.83,411.48,399.64,388.88,375.34,363.38,390.40,413.46,425.32,425.57,415.76,413.17,409.90,408.14,408.71,410.75,413.39,415.23,407.87,403.49,422.19,422.84,415.52,418.36,415.01,415.52,408.63,403.74,409.93,411.35,413.20,412.15,410.53,413.53,415.22,418.69,415.66,418.23,420.31,419.18,423.35,427.95,,,,442.16,416.64,440.18,413.99,400.24,400.71,404.86,407.06,406.82,407.20,404.22,397.19,398.62,397.64,397.82,399.27,399.48,400.06,400.09,400.18,397.08,397.71,399.48,404.20,404.33,400.92,405.69,404.71,412.85,412.48,419.46,417.04,417.88,415.10,409.19,409.67,402.25,397.15,394.90,L7
2001-06-03 22:07:16+00:00,436.62,433.48,428.60,427.35,423.93,426.38,429.76,433.53,433.23,433.15,428.75,426.05,416.95,416.48,400.78,375.29,342.29,372.50,411.88,432.53,436.65,442.01,440.71,434.56,428.20,423.51,418.15,414.64,412.59,422.66,419.96,424.97,423.60,419.09,419.87,415.87,411.69,413.43,413.67,411.18,411.27,410.45,414.37,415.87,412.61,415.32,415.75,417.66,416.43,418.75,423.15,423.40,422.74,422.83,429.77,422.23,418.43,411.04,408.63,405.54,403.01,403.70,407.03,408.72,407.61,408.46,407.01,412.02,403.79,401.31,403.31,405.80,404.92,400.69,402.12,406.54,405.63,405.66,404.03,404.96,403.21,406.50,406.39,412.65,412.24,421.20,422.62,424.31,417.12,417.42,408.89,406.28,404.07,401.80,402.74,L7
2001-12-12 22:06:14+00:00,413.90,412.24,409.89,413.44,411.86,412.77,411.94,410.45,405.38,406.58,398.05,398.63,393.59,391.63,383.39,366.41,358.17,337.99,,,,416.50,412.29,413.27,403.97,402.34,399.80,400.66,396.69,402.77,410.68,415.48,415.95,412.93,410.95,402.13,405.28,406.96,397.29,395.32,394.39,396.77,400.79,402.98,402.12,403.50,401.72,404.82,408.58,412.88,413.71,413.79,415.16,413.27,417.24,406.90,402.10,391.01,384.26,392.49,391.32,396.56,393.06,384.44,,,,,,395.85,392.84,395.63,395.08,390.50,384.16,382.34,386.06,381.14,386.00,382.76,391.51,394.75,398.21,402.84,405.18,409.16,413.16,406.76,408.29,397.33,394.95,386.92,390.74,384.50,386.23,L7
2002-03-18 22:06:22+00:00,436.42,435.69,431.21,429.57,425.54,425.56,426.65,422.94,422.28,421.48,419.77,419.74,418.56,420.02,405.69,395.88,386.79,,382.59,,,415.71,429.65,438.92,432.29,425.70,420.72,418.77,419.19,426.93,422.57,423.51,427.78,422.03,421.18,415.25,414.99,415.36,415.29,411.98,413.96,413.83,418.72,418.17,413.84,414.33,414.42,412.97,414.32,415.36,419.81,424.42,428.11,428.08,431.97,428.30,427.37,423.32,409.45,407.10,405.57,411.59,411.15,412.38,411.72,413.61,415.22,416.28,407.18,405.77,409.21,409.54,409.30,407.44,408.08,409.04,408.51,406.96,407.35,407.81,405.70,405.86,408.78,414.04,416.19,419.06,420.19,416.58,413.88,412.72,408.82,406.98,404.24,398.94,405.09,L7
2002-05-21 22:06:17+00:00,404.36,,395.79,,,,,,,,,,,,,,,,,,,,,,,,,377.58,,,353.20,,,363.19,369.32,384.48,395.82,391.74,393.59,395.10,400.31,397.30,395.97,393.01,393.51,393.52,397.67,399.40,402.88,398.71,395.66,397.93,395.26,401.06,398.71,398.74,385.35,387.76,394.34,399.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
