dates,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0019,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0031,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0090,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094,satname
1999-10-04 22:10:38+00:00,,,,403.30,,,,,,,,,,,,,,,389.00,422.64,409.55,397.50,,,,,401.51,404.05,411.70,411.09,420.64,420.74,417.91,418.01,417.64,411.32,405.30,397.90,404.41,404.93,404.69,407.99,404.22,400.09,,395.31,394.09,398.17,399.64,403.56,411.04,414.60,415.85,417.13,416.73,424.20,408.70,400.76,398.44,398.51,393.54,389.21,393.67,401.44,403.89,399.71,399.92,392.07,390.58,384.46,383.18,386.78,381.20,378.42,392.97,393.00,393.04,389.76,385.49,391.59,386.87,387.73,387.13,393.42,399.18,396.91,406.49,406.22,404.78,395.82,401.44,400.19,394.34,397.71,389.76,L7
2000-04-29 22:09:53+00:00,467.57,453.93,447.77,439.33,438.81,438.70,443.75,450.84,446.30,437.24,446.34,452.42,,,,,,438.10,383.62,428.28,436.58,431.59,431.47,430.33,432.79,433.70,439.16,442.64,451.52,448.53,454.02,453.09,455.00,454.87,450.17,441.21,433.67,429.54,433.32,436.70,434.72,435.94,438.28,432.97,434.49,431.29,432.48,436.41,436.29,437.14,435.46,436.04,437.65,442.31,444.36,444.58,434.73,426.73,429.34,427.00,425.96,421.04,424.88,422.19,426.52,421.96,422.43,422.66,424.10,419.66,419.24,417.36,417.81,410.71,412.80,405.41,409.83,408.75,413.20,409.41,413.11,420.12,426.03,424.77,431.07,427.95,435.12,430.08,425.79,422.65,421.25,421.56,418.65,419.95,418.40,L7
2000-08-03 22:08:44+00:00,449.50,444.37,437.76,433.14,431.28,430.86,436.06,438.96,432.75,429.12,432.71,436.87,405.79,,371.80,402.46,410.80,430.68,406.83,433.36,440.16,448.53,445.17,443.10,437.39,434.20,433.37,432.13,433.08,433.36,438.92,439.92,440.35,440.90,437.52,431.94,424.87,422.17,423.94,427.82,424.42,424.01,427.90,425.94,426.93,425.85,427.18,426.87,429.07,429.93,430.51,429.59,432.25,437.56,441.89,441.41,436.61,429.48,423.33,422.59,420.31,415.65,417.31,416.71,420.53,417.68,416.07,416.26,412.92,414.29,416.81,415.23,413.74,406.41,407.13,404.44,407.79,407.25,413.20,409.41,413.11,420.12,426.03,424.77,431.07,427.95,435.12,430.08,425.79,422.65,421.25,421.56,418.65,419.95,418.40,L7
2000-10-22 22:07:50+00:00,445.83,432.94,429.10,425.75,423.44,422.93,423.40,424.12,421.59,418.29,421.64,423.75,404.70,,369.83,408.29,414.26,424.35,411.25,431.52,435.77,439.13,435.09,429.98,428.95,427.21,426.78,431.44,433.39,428.67,435.67,432.48,434.45,434.11,430.20,424.85,419.38,415.96,415.57,418.76,419.62,418.97,421.72,422.12,418.59,416.12,416.46,420.14,424.45,425.50,425.02,424.02,428.64,433.62,436.33,435.72,430.31,425.18,416.53,416.95,411.93,409.34,412.90,412.08,417.62,417.52,414.65,411.60,412.39,410.63,409.17,410.86,408.53,402.45,402.51,399.44,403.65,402.25,401.17,401.01,402.73,405.04,407.31,412.90,417.45,416.04,420.82,418.12,415.15,412.02,411.85,411.47,410.39,410.66,406.24,L7
2000-11-07 22:07:53+00:00,428.23,418.33,415.84,413.42,410.57,410.00,408.91,405.79,403.75,401.53,409.28,409.42,404.70,,369.83,408.29,414.26,417.48,425.06,433.13,435.37,442.91,436.89,429.80,427.03,423.97,420.58,419.34,419.74,414.74,421.26,419.08,420.86,419.71,415.51,412.50,408.37,403.82,402.37,405.21,408.59,408.33,409.82,412.45,407.11,404.37,403.43,406.66,413.13,414.69,413.95,414.62,420.05,424.10,426.72,425.57,420.95,416.04,404.37,405.95,401.17,399.35,402.66,404.10,408.25,411.21,407.59,402.85,403.65,400.84,399.41,402.41,400.05,396.46,393.84,392.80,396.55,395.96,389.06,392.08,393.67,392.44,393.08,399.71,400.30,399.94,403.61,406.68,405.90,402.23,402.70,399.95,399.15,399.35,393.42,L7
2001-05-18 22:07:26+00:00,432.89,424.58,424.95,428.44,429.63,429.62,429.33,430.40,430.72,422.33,420.11,416.83,411.48,399.64,388.88,375.34,363.38,390.40,413.46,425.32,425.57,415.76,413.17,409.90,408.14,408.71,410.75,413.39,415.23,407.87,403.49,422.19,422.84,415.52,418.36,415.01,415.52,408.63,403.74,409.93,411.35,413.20,412.15,410.53,413.53,415.22,418.69,415.66,418.23,420.31,419.18,423.35,427.95,,,,442.16,416.64,440.18,413.99,400.24,400.71,404.86,407.06,406.82,407.20,404.22,397.19,398.62,397.64,397.82,399.27,399.48,400.06,400.09,400.18,397.08,397.71,399.48,404.20,404.33,400.92,405.69,404.71,412.85,412.48,419.46,417.04,417.88,415.10,409.19,409.67,402.25,397.15,394.90,L7
2001-06-03 22:07:16+00:00,434.75,429.03,426.77,427.89,426.78,428.00,429.54,431.96,431.98,427.74,424.43,421.44,414.22,408.06,394.83,375.31,352.84,381.45,412.67,428.92,431.11,428.88,426.94,422.23,418.17,416.11,414.45,414.01,413.91,415.26,411.73,423.58,423.22,417.30,419.12,415.44,413.61,411.03,408.71,410.56,411.31,411.82,413.26,413.20,413.07,415.27,417.22,416.66,417.33,419.53,421.16,423.38,425.35,422.83,429.77,422.23,430.30,413.84,424.40,409.76,401.62,402.20,405.94,407.89,407.22,407.83,405.62,404.61,401.21,399.48,400.56,402.53,402.20,400.38,401.11,403.36,401.36,401.69,401.75,404.58,403.77,403.71,406.04,408.68,412.55,416.84,421.04,420.68,417.50,416.26,409.04,407.98,403.16,399.48,398.82,L7
2001-12-12 22:06:14+00:00,413.90,412.24,409.89,413.44,411.86,412.77,411.94,410.45,405.38,406.58,398.05,398.63,393.59,391.63,383.39,366.41,358.17,337.99,,,,416.50,412.29,413.27,403.97,402.34,399.80,400.66,396.69,402.77,410.68,415.48,415.95,412.93,410.95,402.13,405.28,406.96,397.29,395.32,394.39,396.77,400.79,402.98,402.12,403.50,401.72,404.82,408.58,412.88,413.71,413.79,415.16,413.27,417.24,406.90,402.10,391.01,384.26,392.49,391.32,396.56,393.06,384.44,,,,,,395.85,392.84,395.63,395.08,390.50,384.16,382.34,386.06,381.14,386.00,382.76,391.51,394.75,398.21,402.84,405.18,409.16,413.16,406.76,408.29,397.33,394.95,386.92,390.74,384.50,386.23,L7
2002-03-18 22:06:22+00:00,425.16,423.97,420.55,421.50,418.70,419.16,419.29,416.69,413.83,414.03,408.91,409.19,406.07,405.82,394.54,381.14,372.48,337.99,382.59,,,416.11,420.97,426.10,418.13,414.02,410.26,409.72,407.94,414.85,416.62,419.50,421.87,417.48,416.06,408.69,410.13,411.16,406.29,403.65,404.17,405.30,409.75,410.58,407.98,408.91,408.07,408.89,411.45,414.12,416.76,419.11,421.63,420.67,424.61,417.60,414.74,407.16,396.86,399.80,398.44,404.07,402.11,398.41,411.72,413.61,415.22,416.28,407.18,400.81,401.02,402.59,402.19,398.97,396.12,395.69,397.28,394.05,396.68,395.28,398.61,400.31,403.50,408.44,410.69,414.11,416.68,411.67,411.09,405.02,401.88,396.95,397.49,391.72,395.66,L7
2002-05-21 22:06:17+00:00,418.23,423.97,412.30,421.50,418.70,419.16,419.29,416.69,413.83,414.03,408.91,409.19,406.07,405.82,394.54,381.14,372.48,337.99,382.59,,,416.11,420.97,426.10,418.13,414.02,410.26,399.00,407.94,414.85,395.48,419.50,421.87,399.38,400.48,400.62,405.36,404.69,402.06,400.80,402.89,402.63,405.16,404.72,403.16,403.78,404.60,405.73,408.59,408.98,409.73,412.05,412.84,414.14,415.97,411.31,404.94,400.70,396.02,399.55,398.44,404.07,402.11,398.41,411.72,413.61,415.22,416.28,407.18,400.81,401.02,402.59,402.19,398.97,396.12,395.69,397.28,394.05,396.68,395.28,398.61,400.31,403.50,408.44,410.69,414.11,416.68,411.67,411.09,405.02,401.88,396.95,397.49,391.72,395.66,L7
