dates,satname,nzd0059-0000,nzd0059-0001,nzd0059-0002,nzd0059-0003,nzd0059-0004,nzd0059-0005,nzd0059-0006,nzd0059-0007,nzd0059-0008,nzd0059-0009,nzd0059-0010,nzd0059-0011,nzd0059-0012,nzd0059-0013,nzd0059-0014,nzd0059-0015,nzd0059-0016,nzd0059-0017,nzd0059-0018,nzd0059-0019,nzd0059-0020,nzd0059-0021,nzd0059-0022,nzd0059-0023,nzd0059-0024,nzd0059-0025,nzd0059-0026,nzd0059-0027,nzd0059-0028,nzd0059-0029,nzd0059-0030,nzd0059-0031,nzd0059-0032,nzd0059-0033,nzd0059-0034,nzd0059-0035,nzd0059-0036,nzd0059-0037,nzd0059-0038,nzd0059-0039,nzd0059-0040,nzd0059-0041,nzd0059-0042,nzd0059-0043,nzd0059-0044,nzd0059-0045,nzd0059-0046,nzd0059-0047,nzd0059-0048,nzd0059-0049,nzd0059-0050,nzd0059-0051,nzd0059-0052,nzd0059-0053,nzd0059-0054,nzd0059-0055,nzd0059-0056,nzd0059-0057,nzd0059-0058,nzd0059-0059,nzd0059-0060,nzd0059-0061,nzd0059-0062,nzd0059-0063,nzd0059-0064,nzd0059-0065,nzd0059-0066,nzd0059-0067,nzd0059-0068,nzd0059-0069,nzd0059-0070,nzd0059-0071,nzd0059-0072,nzd0059-0073,nzd0059-0074,nzd0059-0075,nzd0059-0076,nzd0059-0077,nzd0059-0078,nzd0059-0079,nzd0059-0080,nzd0059-0081,nzd0059-0082,nzd0059-0083,nzd0059-0084,nzd0059-0085,nzd0059-0086,nzd0059-0087,nzd0059-0088,nzd0059-0089,nzd0059-0090,nzd0059-0091,nzd0059-0092,nzd0059-0093,nzd0059-0094
2002-07-08 22:06:00+00:00,L7,369.15,373.46,376.26,376.56,379.42,375.75,381.23,,,,,,,,,,,,,,,,,,368.60,360.83,363.20,366.88,370.45,364.56,378.08,389.21,393.22,390.11,384.25,380.67,375.64,372.40,374.72,375.54,381.90,384.35,383.20,382.05,382.96,380.70,388.04,388.13,383.48,392.83,383.70,386.63,391.36,394.37,393.04,398.28,377.15,,,,,,330.36,347.60,359.37,394.84,384.29,380.97,400.41,394.67,384.32,371.57,368.31,372.57,366.61,364.74,371.50,369.57,379.41,375.37,371.42,373.75,372.27,382.95,414.51,406.59,422.34,417.35,411.55,387.77,388.27,377.77,382.85,427.35,382.25
2002-08-25 22:05:36+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.93,349.20,323.27,333.41,359.03,361.27,363.50,363.60,365.20,364.00,366.18,361.72,363.79,360.80,358.32,360.78,361.87,362.24,360.28,364.74,359.53,361.05,360.29,355.70,358.13,356.19,353.55,352.70,363.87,365.55,373.89,379.62,383.45,378.95,378.53,373.75,372.08,372.73,369.97,367.54
2003-04-22 22:06:19+00:00,L7,473.47,461.40,465.45,469.08,472.84,470.23,471.73,469.71,472.77,482.38,482.85,476.07,478.41,479.89,478.06,473.60,488.64,505.67,516.54,521.13,511.96,501.77,511.95,518.81,521.66,497.76,,421.42,,480.60,,429.95,437.27,434.48,431.11,426.36,427.73,434.59,430.36,420.83,417.94,422.08,422.62,429.15,432.80,446.17,461.95,443.78,426.51,447.39,462.78,475.70,479.73,480.99,482.60,459.02,441.04,,430.30,432.10,419.82,428.11,422.08,420.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-08 22:06:20+00:00,L7,448.57,437.84,427.10,432.50,433.82,432.92,436.30,434.34,433.66,436.21,442.58,449.22,443.17,439.73,439.34,436.72,439.57,447.09,450.18,449.35,441.91,426.42,429.76,386.08,426.50,434.11,434.69,432.49,434.13,436.51,436.63,439.85,445.63,439.08,438.92,436.05,435.97,430.68,428.65,425.14,419.86,419.97,420.28,416.22,418.50,422.25,426.90,432.00,429.30,430.34,433.61,439.03,445.10,450.21,448.86,451.10,434.93,434.19,427.77,419.39,416.97,419.10,419.16,421.98,426.36,427.82,424.98,423.12,415.77,414.05,421.96,423.06,423.44,418.83,418.41,415.19,410.69,409.43,408.07,409.68,413.19,414.90,414.51,416.19,421.68,427.82,428.92,424.37,422.69,417.47,416.78,408.22,406.15,408.26,408.98
2003-05-24 22:06:17+00:00,L7,454.85,439.48,432.21,443.39,437.97,454.56,451.17,453.67,442.17,438.74,466.89,461.32,463.04,464.60,445.13,436.29,446.87,459.16,477.70,477.27,480.22,521.61,544.95,538.27,539.56,,428.09,427.99,422.71,428.00,430.44,433.16,438.81,440.17,435.50,433.51,431.56,427.84,435.18,427.02,428.21,428.91,,446.45,434.61,435.51,436.52,444.85,443.34,433.78,448.80,456.04,456.77,462.54,472.85,459.62,446.41,435.99,430.76,426.49,423.63,423.11,423.63,427.15,435.28,425.95,423.04,422.88,421.58,424.52,426.05,432.67,428.67,428.43,429.59,426.27,426.23,420.20,410.28,417.74,421.50,422.23,424.20,422.28,433.55,442.01,439.80,428.15,426.19,429.29,425.65,428.09,418.86,421.08,427.20
2004-05-18 21:58:14+00:00,L5,389.10,388.64,393.20,398.02,393.48,394.66,395.42,398.58,393.57,395.09,390.06,380.87,380.59,382.12,380.72,385.86,391.19,397.04,401.10,404.78,401.61,386.76,368.48,333.40,348.59,365.30,376.72,388.49,387.03,396.86,407.59,413.34,418.87,414.50,412.20,406.82,400.37,396.19,394.96,396.88,394.48,395.26,397.76,397.76,401.27,408.25,410.49,405.41,406.40,403.19,406.13,406.20,403.93,408.45,415.18,413.53,403.82,392.67,390.63,392.00,393.30,387.01,386.62,387.21,387.45,393.02,397.09,395.41,392.73,391.67,396.30,393.20,395.14,384.38,378.68,378.73,373.72,377.93,380.11,384.55,384.25,387.84,394.92,390.36,395.71,392.05,392.77,396.64,393.59,395.02,394.10,391.59,390.88,393.46,395.96
2004-06-03 21:58:42+00:00,L5,,115.92,,,,302.86,317.47,,282.68,,120.05,142.13,150.88,195.75,292.08,298.34,332.06,301.35,371.68,368.21,369.24,313.80,299.29,263.43,276.84,287.95,307.29,323.41,,318.60,,,,,,359.31,396.42,,,377.28,381.58,359.42,371.61,373.13,,,355.35,360.15,,370.22,371.27,362.27,380.71,376.82,365.66,375.57,357.16,362.03,338.45,372.82,366.52,342.51,350.27,363.58,358.55,354.59,351.87,363.56,349.01,373.36,346.47,358.29,379.98,372.13,391.53,377.33,379.04,364.91,,,,367.74,365.96,373.74,,,,370.67,339.57,337.28,355.98,361.49,355.29,357.44,363.43
2004-06-11 22:06:38+00:00,L7,464.53,449.70,447.94,444.42,437.87,,,,453.02,451.01,466.96,467.08,465.41,468.60,466.58,435.96,469.23,459.67,465.73,468.18,248.55,,407.57,453.86,,411.32,405.32,414.64,420.55,424.00,435.98,437.71,437.30,,,428.39,423.52,425.94,420.41,418.59,418.71,423.34,419.34,424.39,417.26,,,424.00,422.50,426.55,429.73,436.06,443.72,445.47,444.31,437.14,432.82,427.92,,,412.45,413.43,410.39,418.38,423.63,419.38,417.90,420.31,417.24,413.83,,,423.19,412.44,409.37,417.39,409.77,412.57,408.02,411.60,409.91,411.78,,,420.03,420.96,429.36,421.50,426.02,418.19,417.52,410.49,410.39,411.26,
2004-07-21 22:00:04+00:00,L5,382.72,386.76,384.38,384.41,386.01,390.09,396.34,395.01,393.68,387.80,389.21,384.11,385.73,382.20,376.64,379.75,385.13,392.57,407.08,407.43,406.07,395.25,376.00,346.44,,383.36,391.62,389.31,384.26,387.99,395.30,408.32,409.11,413.20,407.48,408.60,403.66,401.13,400.20,395.49,385.77,387.22,387.83,385.51,382.94,397.66,392.91,396.89,395.59,402.54,400.12,404.64,,,,,,,,,,,,,,,376.29,375.91,378.70,383.20,380.90,373.91,348.75,351.23,356.11,366.11,367.07,366.17,359.94,359.31,356.65,,347.95,347.20,342.97,361.17,346.99,366.60,374.06,374.55,379.56,376.93,376.48,387.21,387.65
2004-08-30 22:06:20+00:00,L7,375.69,375.27,374.27,375.10,373.21,378.20,,,,370.57,369.77,364.98,368.50,365.50,366.11,367.89,376.32,381.05,385.55,390.82,,,,310.14,,357.87,369.76,371.51,375.31,380.94,386.77,389.45,393.99,,,385.61,385.25,380.66,384.57,381.63,382.33,383.92,382.38,381.77,378.37,382.47,,,380.24,378.01,383.23,379.11,390.96,394.06,394.79,393.21,379.25,365.63,,,369.98,369.70,374.30,373.94,374.92,377.01,374.46,370.74,369.21,365.97,,,,369.11,366.84,365.23,366.15,365.97,367.12,369.92,375.08,375.87,,,,377.38,379.78,377.82,370.29,372.79,374.45,373.03,371.55,369.14,
2004-10-17 22:06:14+00:00,L7,384.36,383.11,381.81,,,,382.26,383.18,382.17,381.73,376.83,370.16,370.52,368.02,370.37,375.47,379.98,,,,395.82,383.10,357.10,322.16,337.72,369.56,381.00,377.89,378.40,387.48,,,,398.41,398.21,392.43,394.14,393.66,389.96,389.63,388.12,385.63,388.57,,,384.01,386.99,387.86,387.02,383.68,387.87,391.68,395.38,395.97,405.51,,,,,,373.20,375.08,374.92,377.26,378.86,378.74,379.19,377.66,,,,,,,,,,,,,,,,,385.41,386.38,392.52,391.92,391.83,383.15,383.88,375.70,,,375.31
2004-11-18 22:06:34+00:00,L7,,,,,,433.20,428.70,425.55,426.04,437.04,447.99,450.07,446.70,441.54,427.39,,,,,,,,,,,,,434.94,450.15,,,,449.96,437.23,438.04,431.08,434.86,430.99,431.74,424.47,418.35,421.10,421.55,,,425.86,420.72,422.28,426.12,428.42,427.86,428.51,431.33,437.96,441.49,,,447.28,440.34,434.80,423.86,428.81,426.57,421.23,425.36,422.84,419.24,,,420.49,427.00,422.65,417.02,414.18,418.27,408.97,403.00,402.00,407.58,,,,426.07,419.53,423.12,426.35,425.79,423.24,423.93,423.38,422.26,,,,408.94
2004-12-04 22:06:44+00:00,L7,446.65,438.46,434.73,428.98,429.26,435.25,,,,425.79,424.58,438.76,436.31,449.07,456.61,455.72,457.48,454.00,455.90,,,,445.82,463.22,,,,,,,,,,,,,,431.67,419.78,380.72,,,,383.65,421.30,,,,425.29,418.96,401.71,426.37,434.22,435.59,439.24,442.07,442.72,438.16,,,428.79,422.79,419.03,417.92,424.49,423.57,422.92,423.88,422.52,420.63,,,421.04,419.51,414.54,411.29,414.21,415.62,407.18,408.59,407.17,413.18,,,,421.94,421.50,425.18,425.89,420.34,417.42,417.08,411.92,413.05,
2005-01-13 22:03:41+00:00,L5,407.25,407.25,403.64,401.47,400.56,403.89,396.01,391.06,389.12,386.27,389.35,384.49,379.63,395.06,402.79,406.45,414.42,415.96,420.09,427.54,411.31,393.82,391.07,385.49,,352.98,394.47,408.97,410.47,415.11,422.23,428.59,429.55,404.25,400.84,395.22,399.04,400.72,400.91,408.85,410.43,408.61,407.48,407.12,409.73,390.34,390.44,386.38,392.72,394.11,400.53,415.44,416.54,419.34,418.38,415.37,410.09,392.02,385.15,387.18,388.79,384.03,387.12,398.21,406.60,407.20,405.18,402.18,403.49,388.40,384.59,382.72,387.25,381.90,385.68,394.27,398.98,397.47,396.62,396.45,400.84,390.52,387.51,387.94,398.56,402.00,400.60,413.27,415.95,412.36,410.11,403.91,404.97,391.53,388.30
2005-01-21 22:06:59+00:00,L7,402.16,402.09,399.38,398.26,395.52,395.55,398.50,397.62,399.77,397.61,398.12,,,396.00,396.26,402.65,410.62,417.69,421.27,426.71,425.53,414.39,404.11,394.79,,,398.78,405.49,408.64,409.99,417.20,425.08,425.11,417.96,414.04,408.99,410.70,,,404.89,403.27,405.22,402.41,403.28,403.58,403.31,401.77,399.09,395.46,,,,409.96,414.25,414.84,413.32,406.93,410.08,399.08,407.73,401.95,402.25,,,396.13,400.92,397.87,395.83,394.47,390.24,389.71,391.03,395.03,,,,388.18,387.02,383.98,388.68,391.65,399.09,395.21,399.74,401.72,409.94,,,408.73,407.34,403.35,398.03,394.46,393.35,395.28
2005-03-02 22:04:24+00:00,L5,477.26,450.04,436.41,457.83,448.61,,,,,,,,,,,,,,,,,,467.45,459.55,480.93,416.54,430.36,443.53,447.20,455.89,440.70,434.75,445.71,451.77,455.04,458.14,452.23,448.92,446.00,432.90,423.52,427.87,429.60,426.17,426.52,437.08,435.75,435.33,435.45,439.99,445.88,445.18,438.98,448.07,455.00,452.41,448.79,443.19,453.53,436.82,432.10,434.42,433.24,437.37,432.69,428.99,422.66,422.07,417.60,417.64,432.79,436.04,435.14,432.76,436.87,437.54,420.33,412.58,404.74,407.97,409.98,417.49,435.86,439.05,443.91,443.82,444.60,447.11,431.14,425.88,432.12,426.98,414.68,419.41,437.13
2005-03-18 22:04:34+00:00,L5,484.83,483.49,483.94,468.36,460.13,459.89,467.17,469.90,459.16,460.79,463.23,468.88,470.72,459.60,456.63,468.90,479.12,490.52,495.03,503.03,533.93,519.96,482.97,476.26,488.54,397.54,435.70,444.68,457.32,461.88,469.63,463.73,,,,,,,,,,,,,,422.45,434.86,439.72,443.65,442.39,442.28,448.57,442.89,449.98,458.13,456.50,457.02,449.39,466.13,457.74,450.48,444.65,443.42,448.19,433.82,426.78,423.57,428.07,427.46,426.68,441.17,444.49,440.81,435.10,437.72,435.57,417.26,412.30,409.40,413.02,407.30,411.67,433.61,437.76,449.16,446.78,452.70,451.44,427.46,421.92,424.79,420.23,418.18,419.17,437.02
2005-04-03 22:04:40+00:00,L5,490.58,490.20,478.89,445.17,445.19,463.48,441.57,443.69,446.68,449.01,468.30,466.67,468.35,465.82,473.10,469.64,491.23,478.06,480.88,498.83,518.50,520.15,511.72,387.71,,,416.93,429.18,457.97,470.45,452.22,444.82,445.61,442.15,440.38,434.84,439.75,438.89,447.22,443.05,433.83,438.64,438.48,437.82,427.75,426.44,419.93,429.57,442.19,442.87,443.91,435.34,437.87,451.67,457.06,453.65,448.91,438.92,436.10,434.36,431.24,447.76,440.36,439.43,440.74,446.06,445.93,419.20,417.13,423.70,428.86,426.88,422.22,433.35,435.09,433.01,426.12,430.73,430.67,413.76,412.18,415.66,423.44,426.94,434.83,447.62,448.63,440.25,432.33,432.98,439.15,422.65,420.75,426.21,420.09
2005-04-19 22:04:43+00:00,L5,462.08,452.09,448.63,446.22,441.60,441.26,436.56,435.88,429.03,429.46,427.37,431.47,430.13,431.59,441.94,447.29,455.72,457.65,454.84,458.90,457.88,451.07,440.96,416.07,,419.73,419.22,432.32,442.14,444.06,452.47,452.10,452.10,441.11,436.75,432.58,428.44,428.92,429.22,430.26,429.06,429.96,430.68,430.21,429.62,427.03,418.74,421.12,420.30,421.42,425.66,432.80,439.58,446.37,449.62,450.97,444.19,438.82,425.73,424.91,418.14,422.19,424.71,426.25,429.64,426.80,429.82,428.77,423.97,421.61,418.95,421.26,416.76,411.76,414.90,417.82,418.81,420.35,417.33,417.35,413.90,418.68,412.34,418.67,421.98,428.36,428.51,434.36,432.21,426.93,424.19,419.39,414.40,422.24,412.53
2005-06-14 22:07:02+00:00,L7,434.07,442.62,457.09,456.18,458.17,463.43,466.27,,,454.81,457.87,461.87,460.12,462.15,448.48,448.26,462.27,462.29,473.11,482.65,488.08,,,454.55,474.75,416.22,420.38,426.19,434.42,453.84,449.02,446.45,442.43,442.01,,,426.33,428.92,427.23,421.32,425.73,427.02,429.65,427.57,430.33,431.56,434.52,,427.35,433.40,434.24,433.03,434.60,438.77,442.28,439.29,436.53,409.25,422.45,,,421.53,422.89,425.06,439.44,429.47,430.33,421.44,422.65,420.30,420.70,,,412.52,411.45,415.14,412.47,411.74,413.25,410.47,415.78,413.60,421.26,,,425.43,433.94,429.07,425.95,422.70,423.10,419.19,415.32,417.01,419.01
2005-06-30 22:06:59+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.08,,466.42,486.82,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-25 22:05:41+00:00,L5,415.71,413.24,411.39,412.80,416.50,416.90,415.10,423.28,424.56,417.79,410.26,412.55,414.68,418.90,408.89,414.78,421.77,427.74,438.40,446.98,445.29,432.43,412.78,397.16,403.37,406.85,409.10,407.94,418.11,424.37,424.21,425.26,422.54,422.17,419.70,418.68,414.94,414.38,411.18,405.54,406.09,410.31,410.68,409.89,409.25,407.21,409.35,413.08,410.12,409.03,410.70,412.26,415.03,419.25,425.99,424.94,424.70,425.45,416.36,413.11,407.07,406.22,405.49,407.77,405.87,409.53,411.45,401.94,402.80,400.74,402.49,406.56,398.49,396.90,397.15,394.55,392.49,,,,,,,,,,,,,,,408.90,403.05,401.29,402.65
2005-09-02 22:06:46+00:00,L7,381.18,377.29,381.52,377.98,379.07,379.78,381.25,383.74,383.35,376.64,375.09,,,364.59,363.47,367.86,374.30,381.53,388.12,392.82,400.58,383.77,371.41,360.39,284.36,,,381.21,379.52,382.41,400.12,402.93,400.87,401.64,397.34,399.21,395.00,,,381.48,387.69,386.28,386.63,383.30,386.33,387.98,388.15,391.89,391.44,,,,398.32,403.07,404.76,402.03,383.37,373.07,373.66,383.41,385.24,383.48,,,382.11,384.73,381.86,375.16,371.92,368.23,374.06,373.53,381.72,378.98,,,376.50,380.22,378.21,384.39,384.24,387.55,386.24,382.22,384.47,388.53,,,,379.79,381.58,376.97,374.93,376.00,374.85
2005-09-18 22:06:39+00:00,L7,,,,614.60,607.18,,,568.42,560.98,596.98,,,617.68,,530.03,640.27,652.46,653.73,633.96,,,601.18,,,,,,,612.70,,,,,,,627.93,627.47,,,,,581.17,,,,,,,,,,,,648.03,,659.81,,,622.01,,,,511.45,,,,,,591.55,,,,,,608.93,,,,,,,534.33,,,,,,,,,,,,596.30,
2006-01-08 22:07:25+00:00,L7,428.03,425.50,425.97,417.35,415.05,421.91,425.36,423.17,414.65,406.57,119.72,,438.96,430.26,424.71,433.81,440.37,446.99,450.84,462.49,473.34,463.75,455.41,,,421.32,389.52,417.09,431.86,446.69,427.44,424.13,422.37,422.02,419.14,409.07,,,402.06,399.41,401.48,398.20,404.23,402.51,400.91,404.40,405.62,406.03,,,,407.41,410.26,414.51,417.72,419.78,422.17,423.31,418.34,412.40,407.12,,,400.77,403.85,404.06,395.07,396.34,396.01,400.83,405.70,410.59,402.23,,,398.67,393.40,399.59,389.59,388.13,394.85,399.56,404.23,406.82,408.38,,,417.57,412.38,409.62,401.91,401.47,401.64,398.75,395.89
