,dates,per0153-0000,per0153-0001,per0153-0002,per0153-0003
0,1984-12-25 14:41:08+00:00,238.77561445688664,238.503905214213,238.39530358872574,238.01475244618288
1,1985-01-26 14:41:44+00:00,217.55842776548099,218.49804391189204,218.1596472975447,221.6787643592173
2,1986-02-14 14:37:39+00:00,,,,
3,1986-04-03 14:36:38+00:00,,,,
4,1986-05-05 14:35:53+00:00,218.39735763218542,230.32763939605007,231.48257892527587,230.11740208220942
5,1986-08-09 14:32:48+00:00,,,,
6,1986-08-25 14:32:12+00:00,,,,
7,1986-09-10 14:31:38+00:00,,,,
8,1986-09-26 14:31:09+00:00,,,,
9,1986-10-12 14:30:38+00:00,,,,
10,1986-10-28 14:30:05+00:00,216.16771116055952,221.11417210430662,220.42445474354366,228.4344908902064
11,1986-12-15 14:29:44+00:00,,,,249.93072211601225
12,1986-12-31 14:30:37+00:00,198.83148562748002,208.32512593012007,209.769842476987,207.29678677990694
13,1987-03-05 14:32:27+00:00,223.0948318522818,231.29054898176088,227.33338160338906,222.5571377357156
14,1987-04-06 14:33:36+00:00,214.39199678963803,222.61113167247663,223.71488459655623,217.83075762790645
15,1987-05-24 14:35:24+00:00,201.74229507758372,211.72578377906265,212.4771826641255,204.66539944015534
16,1987-06-09 14:35:23+00:00,,,,
17,1987-12-18 14:39:32+00:00,208.33150311724228,213.1381074480085,210.03863750967233,204.56115129191963
18,1988-01-03 14:40:12+00:00,220.6984675391662,224.1452443203397,219.130299160064,214.38008196944742
19,1988-03-07 14:40:48+00:00,192.74736253687968,211.26491429294148,209.4355827287806,211.3326063197173
20,1988-03-23 14:40:56+00:00,207.44065413763252,213.76350166963604,217.43390836736373,217.15353547908236
21,1988-04-08 14:41:02+00:00,220.22394860543815,223.87932793008088,221.86987909686093,221.00564523244384
22,1988-05-10 14:41:17+00:00,,,,
23,1988-06-11 14:41:30+00:00,,,,
24,1988-06-27 14:41:35+00:00,,,,
25,1988-09-15 14:41:41+00:00,,,,
26,1988-11-02 14:41:57+00:00,215.09193089993835,222.71689942154256,224.66883019980884,221.9047794832434
27,1988-12-20 14:41:16+00:00,251.36473716430064,243.12125247735278,205.74887173399688,
28,1989-03-10 14:40:26+00:00,,,,
29,1989-04-27 14:39:44+00:00,,,,
30,1989-05-13 14:39:54+00:00,214.96263534871045,217.77057287405705,216.7949200215923,217.4657398376056
31,1989-06-14 14:38:51+00:00,,,,
32,1989-07-16 14:38:17+00:00,,,,
33,1989-12-23 14:34:34+00:00,211.3547447090504,219.58645979677783,217.47997069145362,219.51028271829023
34,1990-01-24 14:33:08+00:00,218.8668289310081,227.39416155485534,224.0618090887522,222.34129335726743
35,1990-02-09 14:33:01+00:00,187.34348825865754,204.99640877179462,205.3670485608381,200.31569974522813
36,1990-03-13 14:31:33+00:00,207.83248127943733,215.84672903496534,216.67997923963517,215.00018552115566
37,1990-03-29 14:31:26+00:00,213.82011958601117,221.09741171092563,217.2167315607794,215.72545911653444
38,1990-04-14 14:31:10+00:00,223.76414356491804,227.95853835828203,236.04456114001692,232.4748832682244
39,1990-04-30 14:31:25+00:00,210.1856464016249,211.11103296720242,216.8561540803307,216.88086052680498
40,1990-05-16 14:31:13+00:00,,,,
41,1990-07-03 14:31:05+00:00,,,,
42,1990-08-04 14:30:57+00:00,,,,
43,1990-08-20 14:30:53+00:00,,,,
44,1991-02-12 14:31:42+00:00,,,,208.80602015242087
45,1991-02-28 14:32:23+00:00,211.9834724584517,239.5684607584174,215.57199402604002,211.87734485047113
46,1991-04-01 14:32:59+00:00,205.49791556199648,214.2208792471698,203.45427694268292,202.70258372360246
47,1991-04-17 14:32:53+00:00,,,,
48,1991-05-19 14:33:26+00:00,,,,
49,1991-06-20 14:33:54+00:00,,,,
50,1991-07-06 14:34:33+00:00,,,,
51,1991-08-07 14:34:28+00:00,,,,
52,1991-12-13 14:35:24+00:00,205.76199596436996,217.69111388997374,213.18574983745154,203.0623122717092
53,1991-12-29 14:35:16+00:00,,,,
54,1992-01-14 14:35:12+00:00,,,,
55,1992-01-30 14:35:41+00:00,203.80550673041685,204.97880892452721,194.9434771683782,191.97431704838996
56,1992-02-15 14:35:04+00:00,,,,
57,1992-03-02 14:35:06+00:00,197.61046097141016,211.83948663944926,212.10862499883345,209.0721144040562
58,1992-03-18 14:35:32+00:00,207.15089435432807,216.3695317734169,218.46835475409083,216.39476239554168
59,1992-05-05 14:35:07+00:00,214.96972784964169,216.83224111754498,221.72960671718053,215.25913490131427
60,1992-06-06 14:34:50+00:00,,,,
61,1992-06-22 14:34:13+00:00,,,,
62,1992-07-08 14:34:01+00:00,,,,
63,1992-08-09 14:33:37+00:00,,,,
64,1992-08-25 14:33:20+00:00,,,,
65,1992-10-12 14:32:28+00:00,,,,
66,1992-10-28 14:32:19+00:00,,,,
67,1992-11-13 14:31:59+00:00,249.24986249816223,,237.47400702901345,
68,1992-11-29 14:32:03+00:00,,,,
69,1992-12-15 14:32:14+00:00,,,,
70,1992-12-31 14:32:23+00:00,224.72787882282765,230.47853509206095,230.0527047208106,229.79855528564718
71,1993-01-16 14:32:36+00:00,,,,
72,1993-02-17 14:32:54+00:00,196.80035987105686,208.2844861305384,208.6146074026488,205.01227750785512
73,1993-03-05 14:33:03+00:00,210.11522868825594,217.82245487199543,218.87091804521683,219.13073539400543
74,1993-03-21 14:33:30+00:00,,,,
75,1993-06-09 14:33:29+00:00,,,,245.6442944885842
76,1993-07-11 14:33:21+00:00,220.12595977637733,217.04882323351404,,
77,1993-08-12 14:33:20+00:00,248.57641942795706,231.80885078834575,,
78,1993-08-28 14:33:19+00:00,,,,
79,1993-10-31 14:33:02+00:00,166.14903013866535,,,
80,1993-12-02 14:33:14+00:00,201.49999792467125,,,208.67236807370514
81,1993-12-18 14:32:43+00:00,,,,
82,1994-01-19 14:32:39+00:00,202.54709901278477,207.21629602581316,210.1402895790742,195.45031062178109
83,1994-03-24 14:31:49+00:00,198.54765067591012,197.34060941690876,201.21174737108555,193.07503197807313
84,1994-04-25 14:30:50+00:00,,160.28098239456233,168.06311731121312,170.13053604466367
85,1994-05-27 14:30:39+00:00,205.85014647283506,198.95034340010176,193.81579721153278,192.5687039906457
86,1994-08-15 14:28:15+00:00,,,,
87,1994-10-18 14:26:30+00:00,,,,
88,1994-12-05 14:24:54+00:00,,,,
89,1994-12-21 14:24:24+00:00,,,,
90,1995-03-27 14:20:40+00:00,200.72289088038275,202.65556524909294,203.87640636253144,200.0043569614938
91,1995-04-28 14:19:19+00:00,,,,174.17286868566686
92,1995-05-14 14:19:00+00:00,196.55797458653254,194.47538488088608,190.0381441245138,186.7875894791588
93,1995-05-30 14:17:51+00:00,,,,
94,1995-06-15 14:17:31+00:00,,,230.11533079311462,238.24884654007596
95,1995-07-17 14:15:40+00:00,,,,276.66210240015124
96,1995-08-18 14:14:13+00:00,,,,310.20327038862894
97,1995-09-03 14:13:28+00:00,,,,
98,1995-09-19 14:12:41+00:00,,,,
99,1995-10-05 14:11:51+00:00,,,,
100,1995-10-21 14:10:58+00:00,,,,
101,1995-12-08 14:11:30+00:00,,,,
102,1996-02-26 14:17:09+00:00,,,,
103,1996-03-13 14:18:12+00:00,170.72044946865714,180.41436399953454,179.04957808549574,172.4308353740265
104,1996-03-29 14:19:37+00:00,188.59649983963,193.2224858791649,192.9940036659203,186.04789715709438
105,1996-04-14 14:20:13+00:00,210.95801151289564,212.06195233893197,210.1398002978969,207.3624851296225
106,1996-04-30 14:21:10+00:00,,,194.745897938711,186.16491934313396
107,1996-06-01 14:23:00+00:00,,,,270.847448796892
108,1996-06-17 14:24:17+00:00,,,,239.05933159538702
109,1996-07-03 14:24:43+00:00,,,,
110,1996-07-19 14:25:34+00:00,,,,
111,1996-08-20 14:27:14+00:00,,,,
112,1996-09-21 14:29:01+00:00,,,,
113,1996-11-08 14:31:26+00:00,,,,
114,1996-12-10 14:32:57+00:00,205.55057151530136,204.84055469872447,203.87290923161694,197.5316558293254
115,1997-01-27 14:35:12+00:00,195.1407741370557,199.43112747793958,206.8172291296113,204.81177770647193
116,1997-02-12 14:35:53+00:00,200.4997903610373,204.26751886769318,206.92579676718339,201.19129865380665
