,dates,jap0006-0000,jap0006-0001,jap0006-0002,jap0006-0003,jap0006-0004,jap0006-0005,jap0006-0006,jap0006-0007,jap0006-0008,jap0006-0009,jap0006-0010
0,1984-09-28 00:25:00+00:00,133.52343047065415,128.43085675291127,129.2687494200032,131.52008961743124,139.7309512316432,133.93716256108715,131.91688219212773,133.51854045622545,120.42419918391906,124.27574093388878,114.24986899640689
1,1985-08-14 00:24:34+00:00,168.47397479704546,153.89935048858652,141.44738108884596,140.51279572359797,133.02292107803748,117.15098047773391,114.11253318122196,115.01551254926802,111.78224574107463,111.51970580084897,112.50068894708429
2,1986-05-13 00:19:38+00:00,,,,139.29014649305424,140.68664451957932,,,,,,
3,1986-08-01 00:17:04+00:00,154.99930533925374,144.87539537998856,141.17915488980432,145.8191834775359,154.35205628647324,143.2536465384909,132.18027699033496,133.53096002942536,127.44822165711932,134.97317451665333,128.84902949239304
4,1986-10-20 00:14:19+00:00,139.406942111648,133.83811726668435,133.79165539064354,133.5663358165491,139.7162902179304,131.68317747888983,127.31347398767578,130.76522265907698,125.04397492512685,128.58538159448258,134.99930093198617
5,1987-06-17 00:19:29+00:00,131.84784166345895,117.51166842354125,137.92672056000097,152.10487901073128,138.78350419691995,129.08069377813257,124.20485428711385,109.73491621961139,110.38377728058978,114.08985580640382,105.45664748209971
6,1987-10-16 00:16:11+00:00,145.16516357356545,133.1505888192424,137.50566617434876,136.97419796002964,142.43314115029682,133.3300577531689,134.72073469021404,125.82704230863817,119.29264574080173,,
7,1987-12-10 00:23:21+00:00,175.38752854176158,166.2328951909749,157.13747490216664,155.59731153264102,156.0700287012035,152.0402246539381,,,,,
8,1988-09-07 00:25:41+00:00,132.21695860243113,129.09624312880737,131.01604949290407,139.90966270618028,143.6530177600328,139.85228499114817,138.1158042954327,121.04844655220131,120.37033684546556,116.51184575481989,114.60528699935105
9,1989-01-13 00:25:03+00:00,,,,,,,,,,,
10,1989-08-02 00:15:44+00:00,167.03630991506606,159.17524169495616,149.51024932354676,145.8446819353657,144.53427912545982,133.24661371071883,126.30475305441487,124.13768746749065,126.8015372748277,124.14839481690657,122.39064084384717
11,1989-08-25 00:21:24+00:00,169.74117971501073,150.31825323270834,147.30885642950204,153.20431317461987,148.66861844195364,129.28071384953248,121.80777918450491,120.66131770049728,114.65407962827467,,
12,1989-09-19 00:14:29+00:00,168.4713607646933,155.8252832056972,135.5604495511717,134.07807850066848,132.66539015454595,124.5800154137903,117.46482992394417,116.03474245361888,109.5890895402384,107.91105003424836,113.19829625298667
13,1989-10-05 00:14:20+00:00,158.3617665628512,145.57974711529098,149.29876899214753,147.1741468662719,,,131.9269023380487,122.41458031728135,113.50345126556891,104.54212430523441,106.58105843977636
14,1989-11-29 00:18:49+00:00,154.3194772735749,130.84627689160598,126.90250138008096,125.3534964110784,128.0649283345058,119.96730193624597,105.31913020259233,102.8008808497058,88.67826719672811,86.27376176585602,86.92325940730494
15,1990-04-06 00:14:33+00:00,,,,,,,,,,,
16,1990-05-24 00:15:04+00:00,149.34542685055823,137.90252442915465,147.5985319964047,149.88441324086835,144.62297128949626,133.51531346720083,132.8418904678573,124.1371673372017,120.67408692511576,117.6287772949508,112.26427789554793
17,1990-07-27 00:14:57+00:00,154.0197937593993,147.5868508668115,148.95579119185118,153.67426979971484,151.72975388957866,148.62664886443105,145.85630192309256,141.24456800088663,133.58248031626283,120.85849536589481,115.84541248202194
18,1990-09-06 00:08:31+00:00,184.2663121580959,177.45078081610112,166.07048701007045,165.0254261271326,161.9480636651721,156.06714487569815,147.50306982315632,144.13499633406167,137.44200878031393,128.89223094573416,123.02850269169318
19,1990-12-18 00:13:58+00:00,120.18892478446868,,,89.25507192625054,,,,,,,
20,1992-02-07 00:18:40+00:00,,,,96.40520165740148,183.13109143925624,,185.02764636633142,128.16329305286115,,,
21,1992-03-10 00:18:40+00:00,132.22337925480696,160.83059538709375,167.9724135892395,134.7141431277509,144.5878519363722,132.20186004985717,,,,,
