,dates,usa_CA_0045-0000,usa_CA_0045-0001,usa_CA_0045-0002,usa_CA_0045-0003,usa_CA_0045-0004,usa_CA_0045-0005,usa_CA_0045-0006,usa_CA_0045-0007,usa_CA_0045-0008,usa_CA_0045-0009,usa_CA_0045-0010,usa_CA_0045-0011,usa_CA_0045-0012,usa_CA_0045-0013,usa_CA_0045-0014,usa_CA_0045-0015,usa_CA_0045-0016,usa_CA_0045-0017,usa_CA_0045-0018,usa_CA_0045-0019,usa_CA_0045-0020,usa_CA_0045-0021
0,1984-03-23 17:50:13+00:00,217.68915343076105,233.1634234364663,210.01274659655255,203.94532156025852,205.84916164842681,202.11793153199375,209.78268335734538,213.0400619269463,210.2643815705371,216.1478419958992,213.6159362753134,209.57942831019272,203.46144079530222,205.0792768678778,211.01105651130462,206.66197036780449,211.0115997419399,225.00426613366557,230.97574224337495,230.78375799260513,225.1603853298036,242.16506390671816
1,1984-04-27 17:55:52+00:00,,,,,,,,,,,,,,,,,,,,,,
2,1984-05-06 17:49:52+00:00,209.89591074263748,223.01203828487778,205.92621908326404,196.9254587569236,201.1154896683885,193.70092658476833,197.20987091572997,204.4752709924743,200.9879919952952,209.81055670348698,205.02260476783567,205.14000567850695,192.84673108099696,201.8997002765285,204.0676855610198,202.56553460346896,205.480992619104,213.7634512934556,223.741416734136,226.23546211165717,220.56029314646005,242.02121260476852
3,1984-05-29 17:56:43+00:00,,,,,,,,,,,,,,,,,,,,,,
4,1984-06-07 17:50:43+00:00,213.57255332990192,233.91180964580795,213.07310083097303,201.68700010850196,206.90624494506042,199.52176076152023,200.2835179645091,205.62478690560053,204.3525891911372,211.09280253162717,205.2563788002325,204.71568997911217,188.53738696239174,196.80519471068877,197.01274704846173,199.99406139396507,207.8414994936051,223.93281766397905,228.9571344838117,228.41165475413698,219.14331917518155,239.97667376762269
5,1984-06-23 17:50:58+00:00,213.44238554797795,224.081013102384,206.75763595352083,199.824669883021,198.23684179839094,191.3834880266897,200.67525972779953,198.33691432761736,202.49901074043368,208.4699037207318,211.6042428585968,206.4785241564912,198.14698049147506,200.71334567017703,205.94716657506802,198.16278597552727,208.43247027773504,216.47404096607093,225.36596722980974,219.62530731618142,216.53956070630358,232.4512939185563
6,1984-07-16 17:57:29+00:00,218.50505994517928,228.44153478882544,215.91656440972727,204.01123390359518,207.4389480499773,202.1534788423075,212.98878746547507,216.45205591022017,211.8047516439597,215.78938052439568,217.52423984188437,218.39858544906502,202.49145144512866,208.977882763523,208.8819416867809,205.55763306527396,216.50329435758073,220.53209883676087,223.92151991536477,219.2198275828512,220.46013576169383,237.0953161791331
7,1984-10-13 17:52:38+00:00,225.1198605842082,243.09320124416757,223.32472457843537,211.58993701495473,216.19810337476792,206.86907878887632,202.34989690663315,196.23218508436884,192.21831357883477,197.19729310006988,194.45588559303337,200.27857198177722,196.90865600648098,204.7741636516642,212.2720828609403,202.61943047007452,225.3792694203359,231.60428370501995,237.4033247035152,233.77602961188086,234.49759959413814,251.56963850167
8,1984-12-16 17:52:39+00:00,216.06540934185423,227.2984019818944,209.12606512603392,206.6575290598205,203.32697603722556,193.4461686632547,187.89145964622855,201.09412209028082,194.3573971646899,201.88011673849454,204.5990298654345,202.2140930104499,199.41253673516124,201.0444464031881,206.6693901065011,198.305446922504,207.31227465834922,215.75510989487617,224.8603972331205,226.26141634479265,221.25130419191194,239.78963055796305
9,1985-03-29 17:59:06+00:00,219.09482859140687,242.76875425601054,220.97726954649414,208.46017385353653,214.11722063479033,206.68800117226007,209.38323112098416,218.31590612169236,210.5009806887047,213.3413998209495,204.47032938523347,206.44070593064055,199.08351842259077,201.4488401005114,211.1179157769482,208.8306629772916,222.56885797399735,228.37660191786074,234.69494728453935,235.0174580829635,231.68196024017897,248.21284405220146
10,1985-04-23 17:52:47+00:00,224.31571639398854,229.4290380571935,216.74151811503253,201.3278250397001,205.61847610903646,197.92219799364582,203.5051269219918,213.10912752899168,209.4333339580942,214.51980924466835,207.74789814207222,211.48788423903787,201.0284168098738,206.55231971507388,205.89851754125166,203.6346532007008,207.2278634010408,220.08120264981176,230.61014800538427,230.56674763458034,223.3553332806888,242.36274203938868
