dates,satname,sar1367-0000,sar1367-0001,sar1367-0002,sar1367-0003
1984-05-06 09:33:51+00:00,L5,0.45,,211.54,262.66
1984-08-26 09:36:33+00:00,L5,1.96,,216.50,264.05
1984-09-11 09:36:38+00:00,L5,-0.08,,215.35,252.41
1984-09-27 09:36:39+00:00,L5,-26.50,,217.13,263.03
1984-10-29 09:36:32+00:00,L5,8.81,,203.05,261.47
1985-06-26 09:36:35+00:00,L5,-8.98,,215.00,260.73
1985-07-28 09:36:22+00:00,L5,1.10,,211.91,261.34
1985-08-13 09:36:12+00:00,L5,4.10,,219.55,264.54
1985-08-29 09:36:02+00:00,L5,-9.67,,219.15,261.38
1985-12-03 09:34:43+00:00,L5,1.52,,224.28,265.82
1986-01-04 09:34:08+00:00,L5,-25.78,,215.09,268.25
1986-04-10 09:32:04+00:00,L5,-32.95,,218.33,265.11
1986-05-12 09:31:17+00:00,L5,11.05,,226.88,264.17
1986-05-28 09:30:50+00:00,L5,-0.20,,215.83,269.25
1986-06-29 09:29:50+00:00,L5,10.18,,224.25,268.48
1986-07-15 09:29:17+00:00,L5,14.41,,216.21,263.76
1986-07-31 09:28:43+00:00,L5,0.15,,215.31,264.39
1986-09-01 09:27:32+00:00,L5,8.19,,215.32,258.77
1986-09-17 09:27:01+00:00,L5,10.57,,216.79,267.64
1986-11-04 09:25:25+00:00,L5,-4.36,,409.50,-2.51
1987-01-07 09:26:01+00:00,L5,-97.53,,215.26,264.38
1987-01-23 09:26:28+00:00,L5,2.34,,225.56,260.07
1987-03-28 09:28:52+00:00,L5,7.80,,215.45,259.08
1987-04-13 09:29:24+00:00,L5,10.75,,215.09,250.17
1987-05-15 09:30:21+00:00,L5,13.81,,230.05,262.89
1987-06-16 09:31:07+00:00,L5,41.08,,222.50,247.53
1987-07-02 09:31:27+00:00,L5,33.14,,239.85,263.42
1987-07-18 09:31:44+00:00,L5,34.48,,227.19,270.12
1987-08-19 09:32:41+00:00,L5,40.30,,222.15,258.06
1987-09-04 09:33:07+00:00,L5,43.62,,222.07,250.90
1987-09-20 09:33:30+00:00,L5,35.67,,234.44,264.07
1987-11-07 09:34:26+00:00,L5,68.63,,233.30,257.11
1987-12-25 09:35:13+00:00,L5,166.53,238.40,242.33,262.89
1988-01-10 09:35:29+00:00,L5,146.63,234.28,249.75,263.17
1988-02-11 09:36:05+00:00,L5,166.96,253.72,246.52,257.75
1988-04-15 09:36:38+00:00,L5,176.57,242.60,229.82,244.71
1988-06-02 09:37:02+00:00,L5,144.88,223.64,243.31,267.37
1988-07-04 09:37:12+00:00,L5,224.17,252.07,248.14,263.86
1988-08-05 09:37:16+00:00,L5,244.94,256.16,252.43,260.59
1988-08-21 09:37:17+00:00,L5,246.42,248.41,245.61,262.92
1988-09-06 09:37:19+00:00,L5,262.50,234.41,242.46,262.28
1988-09-22 09:37:13+00:00,L5,257.03,232.87,242.04,260.95
1988-10-08 09:37:09+00:00,L5,267.16,233.71,244.81,262.53
1988-12-27 09:36:51+00:00,L5,347.51,250.06,249.88,263.44
1989-01-12 09:36:44+00:00,L5,350.53,229.01,241.91,264.36
1989-01-28 09:36:31+00:00,L5,361.68,248.95,246.67,263.77
1989-03-01 09:36:18+00:00,L5,356.05,254.31,249.17,264.33
1989-03-17 09:35:40+00:00,L5,206.49,232.52,236.37,260.58
1989-05-20 09:34:56+00:00,L5,360.76,247.65,235.53,250.37
1989-07-23 09:33:45+00:00,L5,362.14,234.12,229.11,281.31
1989-08-24 09:33:03+00:00,L5,368.61,248.99,231.37,242.59
1989-09-25 09:32:16+00:00,L5,366.05,255.00,254.63,267.86
1989-10-11 09:31:53+00:00,L5,274.96,170.64,157.83,168.05
1989-10-27 09:31:15+00:00,L5,356.04,240.19,244.05,261.97
1989-11-12 09:30:54+00:00,L5,367.90,244.71,245.08,264.23
1990-01-15 09:28:57+00:00,L5,369.83,247.38,246.01,261.10
1990-01-31 09:28:30+00:00,L5,363.11,249.04,242.36,259.96
1990-02-16 09:27:59+00:00,L5,358.15,244.45,248.25,263.63
1990-03-04 09:27:26+00:00,L5,362.99,243.66,245.82,264.31
1990-04-21 09:26:46+00:00,L5,368.81,244.53,246.10,262.42
1990-05-07 09:26:43+00:00,L5,144.55,232.55,237.13,262.55
1990-05-23 09:26:44+00:00,L5,369.31,247.78,245.31,261.27
1990-06-08 09:26:43+00:00,L5,366.28,232.14,237.92,266.13
1990-06-24 09:26:42+00:00,L5,345.70,250.21,245.17,263.66
1990-07-10 09:26:40+00:00,L5,296.93,256.29,254.09,267.04
1990-07-26 09:26:36+00:00,L5,366.57,227.59,242.79,263.04
1990-10-14 09:26:08+00:00,L5,50.08,365.65,376.46,261.37
1990-10-30 09:25:59+00:00,L5,362.70,240.95,248.32,261.50
1991-01-02 09:26:25+00:00,L5,359.72,247.87,244.03,229.38
